@timestamp,session_id,trace_id,span_id,user_id,interaction_type,element_id,element_text,page_url,application_id,workflow_name,workflow_step,interaction_duration_ms,resulted_in_error,error_message,device_type,region
2025-10-30 19:13:00.245289,sess_00001755,trace_000000004797,span_int_000000000030,user_012604,input,btn_submit,Salvar,/loans/status,app_0031,Login Flow,step_1,73,False,,mobile,Recife
2025-10-30 19:15:00.245289,sess_00001218,trace_000000001059,span_int_000000000031,user_006536,click,input_account,Confirmar,/dashboard,app_0099,Statement Download,step_4,444,True,,desktop,Brasília
2025-10-30 19:17:00.245289,sess_00000348,trace_000000000031,span_int_000000000032,user_011705,submit,input_account,Enviar,/pix/confirm,app_0142,PIX Transfer,step_3,1485,False,,mobile,Salvador
2025-10-30 19:19:00.245289,sess_00001179,trace_000000002309,span_int_000000000033,user_011656,click,link_help,Salvar,/account/open,app_0059,Statement Download,step_5,107,False,,desktop,Salvador
2025-10-30 19:21:00.245289,sess_00000545,trace_000000002006,span_int_000000000034,user_012850,hover,select_type,Enviar,/cards/list,app_0019,Support Request,step_4,191,False,,desktop,Fortaleza
2025-10-30 19:23:00.245289,sess_00000912,trace_000000002849,span_int_000000000035,user_008692,click,checkbox_terms,Enviar,/account/open,app_0007,Login Flow,step_2,571,False,,tablet,Rio de Janeiro
2025-10-30 19:25:00.245289,sess_00001163,trace_000000003288,span_int_000000000036,user_010846,click,select_type,Próximo,/investments/buy,app_0110,Profile Update,step_2,401,False,,mobile,Belo Horizonte
2025-10-30 19:27:00.245289,sess_00001030,trace_000000003449,span_int_000000000037,user_012766,click,btn_confirm,Próximo,/loans/status,app_0057,Statement Download,step_3,104,False,,mobile,Belo Horizonte
2025-10-30 19:29:00.245289,sess_00000886,trace_000000001364,span_int_000000000038,user_014510,submit,input_password,Cancelar,/loans/apply,app_0083,Investment Purchase,step_1,387,True,,mobile,São Paulo
2025-10-30 19:31:00.245289,sess_00001473,trace_000000003244,span_int_000000000039,user_009395,input,btn_submit,Salvar,/pix/transfer,app_0102,Support Request,step_5,281,False,,mobile,Rio de Janeiro
2025-10-30 19:33:00.245289,sess_00000444,trace_000000004228,span_int_000000000040,user_013245,click,input_password,Próximo,/bills/pay,app_0136,Profile Update,step_2,418,False,,tablet,Curitiba
2025-10-30 19:35:00.245289,sess_00000373,trace_000000004703,span_int_000000000041,user_008705,submit,btn_cancel,Cancelar,/account/documents,app_0049,PIX Transfer,step_2,196,False,,mobile,Belo Horizonte
2025-10-30 19:37:00.245289,sess_00001906,trace_000000002758,span_int_000000000042,user_014266,click,btn_cancel,Enviar,/bills/list,app_0027,Loan Application,step_3,694,False,,desktop,Porto Alegre
2025-10-30 19:39:00.245289,sess_00001309,trace_000000001332,span_int_000000000043,user_002580,click,btn_submit,Salvar,/investments/portfolio,app_0011,Card Activation,step_5,66,False,,desktop,Salvador
2025-10-30 19:41:00.245289,sess_00002421,trace_000000001395,span_int_000000000044,user_012778,submit,btn_confirm,Próximo,/bills/list,app_0077,Account Opening,step_2,2066,True,,mobile,São Paulo
2025-10-30 19:43:00.245289,sess_00001025,trace_000000003584,span_int_000000000045,user_001608,submit,input_password,Enviar,/cards/list,app_0128,Login Flow,step_3,273,False,,desktop,Recife
2025-10-30 19:45:00.245289,sess_00000918,trace_000000002646,span_int_000000000046,user_010148,click,input_password,Salvar,/bills/list,app_0076,Statement Download,step_5,202,False,,mobile,Fortaleza
2025-10-30 19:47:00.245289,sess_00002406,trace_000000002951,span_int_000000000047,user_009672,click,select_type,Salvar,/pix/transfer,app_0054,Profile Update,step_3,1014,True,,desktop,São Paulo
2025-10-30 19:49:00.245289,sess_00001368,trace_000000001710,span_int_000000000048,user_010045,input,link_help,Cancelar,/pix/confirm,app_0055,Bill Payment,step_5,136,False,,mobile,Fortaleza
2025-10-30 19:51:00.245289,sess_00001107,trace_000000003473,span_int_000000000049,user_010806,input,btn_cancel,Enviar,/loans/apply,app_0068,Statement Download,step_1,45,False,,mobile,Fortaleza
2025-10-30 19:53:00.245289,sess_00001519,trace_000000000302,span_int_000000000050,user_010134,submit,btn_cancel,Próximo,/loans/apply,app_0143,Profile Update,step_2,768,False,,mobile,Belo Horizonte
2025-10-30 19:55:00.245289,sess_00001054,trace_000000002707,span_int_000000000051,user_003380,click,btn_cancel,Salvar,/dashboard,app_0087,Investment Purchase,step_3,562,False,,desktop,Manaus
2025-10-30 19:57:00.245289,sess_00002287,trace_000000003073,span_int_000000000052,user_004837,submit,input_amount,Confirmar,/pix/transfer,app_0132,Profile Update,step_4,181,False,,tablet,Salvador
2025-10-30 19:59:00.245289,sess_00000692,trace_000000004269,span_int_000000000053,user_002837,submit,input_amount,Voltar,/cards/list,app_0141,PIX Transfer,step_1,92,False,,mobile,Salvador
2025-10-30 20:01:00.245289,sess_00000327,trace_000000002250,span_int_000000000054,user_007971,submit,checkbox_terms,Enviar,/investments/portfolio,app_0041,Investment Purchase,step_4,150,False,,mobile,Rio de Janeiro
2025-10-30 20:03:00.245289,sess_00002447,trace_000000004510,span_int_000000000055,user_003778,click,link_help,Enviar,/cards/activate,app_0052,Account Opening,step_2,46,False,,mobile,Porto Alegre
2025-10-30 20:05:00.245289,sess_00001060,trace_000000001319,span_int_000000000056,user_013905,scroll,checkbox_terms,Salvar,/pix/transfer,app_0114,Profile Update,step_1,23,False,,desktop,Fortaleza
2025-10-30 20:07:00.245289,sess_00002433,trace_000000001850,span_int_000000000057,user_002865,scroll,select_type,Próximo,/pix/transfer,app_0132,Card Activation,step_1,239,False,,mobile,Salvador
2025-10-30 20:09:00.245289,sess_00001832,trace_000000001203,span_int_000000000058,user_004756,click,input_account,Salvar,/cards/activate,app_0080,Investment Purchase,step_2,124,False,Invalid input,mobile,Belo Horizonte
2025-10-30 20:11:00.245289,sess_00001466,trace_000000004211,span_int_000000000059,user_010042,submit,btn_login,Voltar,/investments/portfolio,app_0146,Support Request,step_5,61,False,,mobile,Recife
2025-10-30 20:13:00.245289,sess_00000291,trace_000000004837,span_int_000000000060,user_014084,input,btn_confirm,Confirmar,/login,app_0148,Statement Download,step_3,256,False,,mobile,Belo Horizonte
2025-10-30 20:15:00.245289,sess_00001913,trace_000000004412,span_int_000000000061,user_001256,click,btn_login,Cancelar,/loans/status,app_0137,PIX Transfer,step_3,82,False,,mobile,Curitiba
2025-10-30 20:17:00.245289,sess_00000409,trace_000000000732,span_int_000000000062,user_008721,input,btn_cancel,Confirmar,/account/documents,app_0141,Bill Payment,step_5,166,False,,tablet,Recife
2025-10-30 20:19:00.245289,sess_00000773,trace_000000001956,span_int_000000000063,user_000777,click,btn_confirm,Próximo,/pix/confirm,app_0059,Support Request,step_4,376,False,,tablet,Brasília
2025-10-30 20:21:00.245289,sess_00001455,trace_000000000460,span_int_000000000064,user_008331,scroll,link_help,Enviar,/pix/confirm,app_0053,Profile Update,step_3,66,False,,mobile,Manaus
2025-10-30 20:23:00.245289,sess_00000744,trace_000000004024,span_int_000000000065,user_011392,submit,btn_confirm,Próximo,/investments/buy,app_0115,Loan Application,step_3,63,False,,tablet,Brasília
2025-10-30 20:25:00.245289,sess_00002152,trace_000000004241,span_int_000000000066,user_005093,scroll,select_type,Voltar,/cards/activate,app_0052,Investment Purchase,step_2,232,False,,desktop,Porto Alegre
2025-10-30 20:27:00.245289,sess_00000420,trace_000000002108,span_int_000000000067,user_014439,focus,input_password,Voltar,/cards/activate,app_0067,Investment Purchase,step_4,110,False,,mobile,Manaus
2025-10-30 20:29:00.245289,sess_00002047,trace_000000000131,span_int_000000000068,user_002481,click,input_amount,Cancelar,/dashboard,app_0012,Loan Application,step_3,234,False,,mobile,Manaus
2025-10-30 20:31:00.245289,sess_00001367,trace_000000002352,span_int_000000000069,user_009948,click,input_password,Salvar,/investments/portfolio,app_0104,Bill Payment,step_4,174,False,,mobile,Fortaleza
2025-10-30 20:33:00.245289,sess_00001566,trace_000000000313,span_int_000000000070,user_004239,input,input_account,Enviar,/pix/transfer,app_0079,Account Opening,step_4,56,False,,mobile,Rio de Janeiro
2025-10-30 20:35:00.245289,sess_00002290,trace_000000000490,span_int_000000000071,user_014279,click,link_help,Enviar,/profile/edit,app_0010,Card Activation,step_2,239,False,,mobile,Curitiba
2025-10-30 20:37:00.245289,sess_00000615,trace_000000001942,span_int_000000000072,user_008679,submit,btn_submit,Próximo,/investments/buy,app_0007,PIX Transfer,step_2,244,False,,desktop,Curitiba
2025-10-30 20:39:00.245289,sess_00000665,trace_000000001234,span_int_000000000073,user_004419,click,btn_confirm,Confirmar,/cards/activate,app_0072,Loan Application,step_2,370,False,,desktop,Fortaleza
2025-10-30 20:41:00.245289,sess_00002302,trace_000000002031,span_int_000000000074,user_006609,click,input_amount,Cancelar,/account/open,app_0098,Card Activation,step_2,493,False,,mobile,Brasília
2025-10-30 20:43:00.245289,sess_00002057,trace_000000001551,span_int_000000000075,user_004251,click,btn_cancel,Próximo,/cards/list,app_0082,Profile Update,step_2,62,False,,desktop,Curitiba
2025-10-30 20:45:00.245289,sess_00000579,trace_000000000076,span_int_000000000076,user_000177,input,btn_login,Salvar,/account/documents,app_0029,Statement Download,step_3,47,True,,desktop,Rio de Janeiro
2025-10-30 20:47:00.245289,sess_00001444,trace_000000000970,span_int_000000000077,user_004576,submit,btn_submit,Próximo,/profile/edit,app_0074,Card Activation,step_3,80,False,,desktop,Manaus
2025-10-30 20:49:00.245289,sess_00001479,trace_000000003157,span_int_000000000078,user_001495,click,btn_cancel,Voltar,/profile/edit,app_0122,Profile Update,step_1,26,False,,tablet,Manaus
2025-10-30 20:51:00.245289,sess_00002055,trace_000000001361,span_int_000000000079,user_012790,click,input_amount,Salvar,/account/open,app_0142,Statement Download,step_4,784,False,,mobile,Curitiba
2025-10-30 20:53:00.245289,sess_00000663,trace_000000000735,span_int_000000000080,user_000202,click,select_type,Voltar,/pix/confirm,app_0110,Card Activation,step_1,101,False,,desktop,Porto Alegre
2025-10-30 20:55:00.245289,sess_00001386,trace_000000000409,span_int_000000000081,user_013079,input,link_help,Enviar,/investments/portfolio,app_0135,Investment Purchase,step_4,185,False,,desktop,Manaus
2025-10-30 20:57:00.245289,sess_00000417,trace_000000000474,span_int_000000000082,user_000704,blur,btn_confirm,Próximo,/account/open,app_0044,Bill Payment,step_3,174,False,,desktop,Rio de Janeiro
2025-10-30 20:59:00.245289,sess_00002338,trace_000000004833,span_int_000000000083,user_000382,click,input_account,Próximo,/profile/edit,app_0016,Support Request,step_4,62,False,,tablet,Brasília
2025-10-30 21:01:00.245289,sess_00000453,trace_000000002678,span_int_000000000084,user_003301,click,btn_submit,Cancelar,/investments/buy,app_0103,PIX Transfer,step_4,72,False,,mobile,Manaus
2025-10-30 21:03:00.245289,sess_00002371,trace_000000002183,span_int_000000000085,user_008181,click,input_account,Salvar,/loans/apply,app_0001,PIX Transfer,step_1,95,True,,desktop,Belo Horizonte
2025-10-30 21:05:00.245289,sess_00000050,trace_000000004589,span_int_000000000086,user_014009,click,input_password,Cancelar,/loans/apply,app_0084,PIX Transfer,step_2,328,False,,desktop,Curitiba
2025-10-30 21:07:00.245289,sess_00002447,trace_000000002170,span_int_000000000087,user_002379,submit,input_password,Próximo,/investments/portfolio,app_0132,Card Activation,step_1,274,False,,mobile,Porto Alegre
2025-10-30 21:09:00.245289,sess_00000469,trace_000000004647,span_int_000000000088,user_006691,click,input_password,Próximo,/login,app_0111,Support Request,step_5,102,False,Invalid input,desktop,São Paulo
2025-10-30 21:11:00.245289,sess_00002217,trace_000000000912,span_int_000000000089,user_006773,hover,link_help,Próximo,/investments/buy,app_0117,PIX Transfer,step_3,478,False,,mobile,Fortaleza
2025-10-30 21:13:00.245289,sess_00000482,trace_000000002410,span_int_000000000090,user_013379,input,select_type,Próximo,/profile/edit,app_0103,Account Opening,step_3,38,True,,mobile,Curitiba
2025-10-30 21:15:00.245289,sess_00001014,trace_000000003804,span_int_000000000091,user_000612,input,link_help,Confirmar,/investments/buy,app_0043,Login Flow,step_1,340,False,,mobile,Brasília
2025-10-30 21:17:00.245289,sess_00002118,trace_000000004448,span_int_000000000092,user_013851,click,btn_login,Cancelar,/pix/confirm,app_0079,Support Request,step_1,373,False,,mobile,Curitiba
2025-10-30 21:19:00.245289,sess_00000575,trace_000000000689,span_int_000000000093,user_007940,click,btn_submit,Salvar,/profile/edit,app_0022,Login Flow,step_4,264,False,,tablet,Brasília
2025-10-30 21:21:00.245289,sess_00000462,trace_000000004673,span_int_000000000094,user_012319,submit,btn_cancel,Confirmar,/profile/edit,app_0131,Profile Update,step_5,1302,True,,mobile,Rio de Janeiro
2025-10-30 21:23:00.245289,sess_00001114,trace_000000003568,span_int_000000000095,user_009337,click,btn_confirm,Próximo,/bills/list,app_0043,Profile Update,step_2,90,False,,mobile,Salvador
2025-10-30 21:25:00.245289,sess_00001561,trace_000000004476,span_int_000000000096,user_007425,input,input_amount,Cancelar,/login,app_0071,Investment Purchase,step_1,207,False,,desktop,Belo Horizonte
2025-10-30 21:27:00.245289,sess_00001704,trace_000000002268,span_int_000000000097,user_000020,submit,btn_login,Próximo,/account/open,app_0119,PIX Transfer,step_2,262,False,,mobile,Brasília
2025-10-30 21:29:00.245289,sess_00002034,trace_000000003149,span_int_000000000098,user_014878,click,btn_cancel,Cancelar,/profile/edit,app_0056,PIX Transfer,step_4,131,False,,desktop,Brasília
2025-10-30 21:31:00.245289,sess_00000701,trace_000000004883,span_int_000000000099,user_014809,input,input_password,Enviar,/account/documents,app_0065,Profile Update,step_2,419,False,,mobile,Fortaleza
2025-10-30 21:33:00.245289,sess_00001207,trace_000000001522,span_int_000000000100,user_002035,click,input_password,Próximo,/login,app_0032,Card Activation,step_2,302,False,,mobile,Belo Horizonte
2025-10-30 21:35:00.245289,sess_00001523,trace_000000002332,span_int_000000000101,user_012654,click,link_help,Enviar,/loans/status,app_0013,Support Request,step_3,225,False,,desktop,São Paulo
2025-10-30 21:37:00.245289,sess_00000095,trace_000000000426,span_int_000000000102,user_009818,scroll,btn_confirm,Confirmar,/investments/buy,app_0105,Investment Purchase,step_3,125,False,,mobile,Porto Alegre
2025-10-30 21:39:00.245289,sess_00002078,trace_000000001489,span_int_000000000103,user_009566,focus,checkbox_terms,Voltar,/profile/edit,app_0032,Profile Update,step_2,66,False,,tablet,São Paulo
2025-10-30 21:41:00.245289,sess_00002395,trace_000000004683,span_int_000000000104,user_014909,input,checkbox_terms,Salvar,/pix/transfer,app_0081,Account Opening,step_5,205,False,,desktop,Brasília
2025-10-30 21:43:00.245289,sess_00001393,trace_000000004402,span_int_000000000105,user_001946,submit,btn_submit,Confirmar,/loans/apply,app_0076,Profile Update,step_4,323,False,,desktop,Porto Alegre
2025-10-30 21:45:00.245289,sess_00000389,trace_000000000985,span_int_000000000106,user_014836,scroll,btn_login,Cancelar,/bills/list,app_0020,Bill Payment,step_5,207,False,,mobile,Manaus
2025-10-30 21:47:00.245289,sess_00001381,trace_000000000116,span_int_000000000107,user_005088,submit,checkbox_terms,Confirmar,/investments/portfolio,app_0003,Loan Application,step_5,191,False,,mobile,Salvador
2025-10-30 21:49:00.245289,sess_00001964,trace_000000000571,span_int_000000000108,user_010437,click,btn_submit,Enviar,/investments/buy,app_0140,Loan Application,step_4,98,False,,mobile,Salvador
2025-10-30 21:51:00.245289,sess_00000059,trace_000000003247,span_int_000000000109,user_008228,scroll,btn_submit,Cancelar,/login,app_0031,Investment Purchase,step_3,195,False,,desktop,Belo Horizonte
2025-10-30 21:53:00.245289,sess_00001104,trace_000000002101,span_int_000000000110,user_009157,click,input_password,Confirmar,/loans/apply,app_0059,Account Opening,step_2,369,True,,desktop,Curitiba
2025-10-30 21:55:00.245289,sess_00000580,trace_000000001100,span_int_000000000111,user_000802,submit,btn_cancel,Voltar,/profile/edit,app_0050,Profile Update,step_2,19,False,,mobile,Manaus
2025-10-30 21:57:00.245289,sess_00000806,trace_000000004147,span_int_000000000112,user_009293,input,select_type,Salvar,/dashboard,app_0141,Investment Purchase,step_3,329,False,,mobile,Salvador
2025-10-30 21:59:00.245289,sess_00000225,trace_000000004878,span_int_000000000113,user_011656,click,input_password,Próximo,/dashboard,app_0139,Statement Download,step_5,122,True,Network error,desktop,Salvador
2025-10-30 22:01:00.245289,sess_00001135,trace_000000002086,span_int_000000000114,user_007177,click,checkbox_terms,Voltar,/profile/edit,app_0046,Account Opening,step_2,117,False,,mobile,Rio de Janeiro
2025-10-30 22:03:00.245289,sess_00002372,trace_000000002852,span_int_000000000115,user_006701,click,btn_login,Cancelar,/cards/activate,app_0096,Account Opening,step_2,178,False,,mobile,Manaus
2025-10-30 22:05:00.245289,sess_00002390,trace_000000004962,span_int_000000000116,user_002927,click,select_type,Voltar,/investments/portfolio,app_0112,Support Request,step_1,702,False,,desktop,São Paulo
2025-10-30 22:07:00.245289,sess_00000399,trace_000000002514,span_int_000000000117,user_008762,input,btn_cancel,Próximo,/pix/transfer,app_0053,Account Opening,step_1,224,False,,mobile,Recife
2025-10-30 22:09:00.245289,sess_00001140,trace_000000004034,span_int_000000000118,user_009785,click,input_amount,Salvar,/profile/edit,app_0119,PIX Transfer,step_5,336,False,Timeout,desktop,Porto Alegre
2025-10-30 22:11:00.245289,sess_00000235,trace_000000003644,span_int_000000000119,user_006972,click,btn_confirm,Enviar,/investments/buy,app_0060,PIX Transfer,step_4,44,False,,tablet,Curitiba
2025-10-30 22:13:00.245289,sess_00001504,trace_000000004244,span_int_000000000120,user_012478,input,btn_cancel,Cancelar,/login,app_0123,Statement Download,step_4,104,False,,mobile,Curitiba
2025-10-30 22:15:00.245289,sess_00000925,trace_000000003426,span_int_000000000121,user_003713,submit,input_amount,Salvar,/bills/list,app_0105,Card Activation,step_2,221,False,,desktop,Fortaleza
2025-10-30 22:17:00.245289,sess_00001195,trace_000000001208,span_int_000000000122,user_000150,submit,checkbox_terms,Salvar,/login,app_0041,Profile Update,step_2,281,False,,tablet,Brasília
2025-10-30 22:19:00.245289,sess_00001929,trace_000000004353,span_int_000000000123,user_014859,click,checkbox_terms,Enviar,/bills/pay,app_0143,Login Flow,step_3,28,False,,desktop,Brasília
2025-10-30 22:21:00.245289,sess_00001586,trace_000000004311,span_int_000000000124,user_009680,hover,btn_submit,Enviar,/account/documents,app_0145,Profile Update,step_2,455,False,,mobile,Manaus
2025-10-30 22:23:00.245289,sess_00000866,trace_000000004446,span_int_000000000125,user_001754,click,link_help,Salvar,/account/open,app_0096,Loan Application,step_5,43,False,,desktop,São Paulo
2025-10-30 22:25:00.245289,sess_00002038,trace_000000002059,span_int_000000000126,user_001685,submit,link_help,Salvar,/dashboard,app_0044,Support Request,step_4,971,False,,mobile,Rio de Janeiro
2025-10-30 22:27:00.245289,sess_00001324,trace_000000001383,span_int_000000000127,user_006022,click,btn_submit,Cancelar,/pix/transfer,app_0083,Login Flow,step_2,143,False,,mobile,Rio de Janeiro
2025-10-30 22:29:00.245289,sess_00001513,trace_000000000837,span_int_000000000128,user_004344,submit,select_type,Voltar,/pix/transfer,app_0137,Account Opening,step_1,22,False,,tablet,São Paulo
2025-10-30 22:31:00.245289,sess_00000585,trace_000000000110,span_int_000000000129,user_003603,click,input_amount,Cancelar,/dashboard,app_0102,Card Activation,step_2,351,False,,mobile,Fortaleza
2025-10-30 22:33:00.245289,sess_00001405,trace_000000000145,span_int_000000000130,user_000453,click,input_account,Próximo,/profile/edit,app_0112,Loan Application,step_2,137,False,,mobile,Salvador
2025-10-30 22:35:00.245289,sess_00001813,trace_000000001016,span_int_000000000131,user_014063,hover,select_type,Voltar,/profile/edit,app_0128,Bill Payment,step_3,223,False,Invalid input,desktop,Porto Alegre
2025-10-30 22:37:00.245289,sess_00002433,trace_000000002313,span_int_000000000132,user_012176,click,btn_submit,Próximo,/bills/pay,app_0123,Account Opening,step_4,91,False,,desktop,Brasília
2025-10-30 22:39:00.245289,sess_00001371,trace_000000002262,span_int_000000000133,user_000920,submit,input_account,Confirmar,/investments/portfolio,app_0132,Statement Download,step_5,497,False,,tablet,Manaus
2025-10-30 22:41:00.245289,sess_00002364,trace_000000000241,span_int_000000000134,user_003971,focus,btn_submit,Próximo,/loans/status,app_0062,Login Flow,step_4,681,False,,mobile,Belo Horizonte
2025-10-30 22:43:00.245289,sess_00002465,trace_000000001107,span_int_000000000135,user_001477,scroll,checkbox_terms,Salvar,/profile/edit,app_0137,Support Request,step_3,76,False,,tablet,Porto Alegre
2025-10-30 22:45:00.245289,sess_00001215,trace_000000003185,span_int_000000000136,user_004231,blur,btn_cancel,Cancelar,/pix/transfer,app_0093,Investment Purchase,step_1,385,False,,tablet,Porto Alegre
2025-10-30 22:47:00.245289,sess_00002299,trace_000000001651,span_int_000000000137,user_001402,click,btn_cancel,Cancelar,/cards/activate,app_0125,Support Request,step_3,86,False,,mobile,Recife
2025-10-30 22:49:00.245289,sess_00002393,trace_000000000296,span_int_000000000138,user_012692,click,btn_cancel,Cancelar,/login,app_0004,Statement Download,step_1,95,False,,desktop,Curitiba
2025-10-30 22:51:00.245289,sess_00000282,trace_000000003972,span_int_000000000139,user_014781,click,btn_login,Cancelar,/pix/confirm,app_0086,Statement Download,step_5,401,False,,mobile,Fortaleza
2025-10-30 22:53:00.245289,sess_00002314,trace_000000001743,span_int_000000000140,user_007028,click,btn_login,Salvar,/loans/status,app_0076,Profile Update,step_3,685,False,,mobile,Belo Horizonte
2025-10-30 22:55:00.245289,sess_00000043,trace_000000002403,span_int_000000000141,user_013656,scroll,btn_confirm,Confirmar,/pix/transfer,app_0088,Login Flow,step_1,87,False,,mobile,Curitiba
2025-10-30 22:57:00.245289,sess_00001310,trace_000000004228,span_int_000000000142,user_003473,click,input_password,Enviar,/bills/list,app_0093,Investment Purchase,step_2,26,False,,mobile,Brasília
2025-10-30 22:59:00.245289,sess_00000634,trace_000000002998,span_int_000000000143,user_001324,submit,btn_login,Próximo,/login,app_0002,Account Opening,step_3,378,False,,mobile,Brasília
