@timestamp,session_id,trace_id,span_id,user_id,page_url,page_name,transaction_name,application_id,device_type,browser,region,connection_type,lcp_ms,fid_ms,inp_ms,cls_score,fcp_ms,ttfb_ms,tbt_ms,dns_time_ms,tcp_time_ms,request_time_ms,response_time_ms,dom_processing_ms,load_event_ms,total_page_load_ms,error_count,long_task_count,failed_resource_count,navigation_type
2025-10-27 10:06:00.233203,sess_00000800,trace_000000002029,span_page_000000000038,user_007464,/loans/status,loans_apply,Account Opening,app_0066,mobile,Firefox,Salvador,3g,1504,204,334,0.17068776528422466,1366,193,176,37,62,71,313,494,412,1967,0,4,1,navigate
2025-10-27 10:11:00.233203,sess_00002265,trace_000000004827,span_page_000000000039,user_002623,/pix/confirm,pix_confirm,Profile Update,app_0132,mobile,Chrome,Salvador,5g,1797,153,87,0.47617998885618235,5000,831,369,30,69,24,126,884,173,2229,0,1,0,navigate
2025-10-27 10:16:00.233203,sess_00000996,trace_000000001296,span_page_000000000040,user_004329,/bills/pay,investments_buy,Login Flow,app_0130,mobile,Chrome,Curitiba,4g,2564,24,121,0.1818554001131449,1063,775,214,14,28,86,215,817,299,2774,0,0,0,navigate
2025-10-27 10:21:00.233203,sess_00001782,trace_000000001835,span_page_000000000041,user_002756,/investments/buy,pix_confirm,Loan Application,app_0118,mobile,Chrome,Rio de Janeiro,5g,1634,74,332,0.26878376930767006,715,451,331,9,40,69,189,139,108,1580,0,0,0,reload
2025-10-27 10:26:00.233203,sess_00001065,trace_000000002263,span_page_000000000042,user_013859,/bills/list,cards_list,Loan Application,app_0103,tablet,Firefox,Curitiba,5g,2918,120,50,0.10378652238547817,1445,174,117,32,40,28,152,750,128,2685,0,1,0,navigate
2025-10-27 10:31:00.233203,sess_00001504,trace_000000004111,span_page_000000000043,user_003380,/bills/pay,loans_apply,Statement Download,app_0066,mobile,Chrome,Curitiba,4g,1703,221,198,0.653666896508438,908,830,306,18,88,74,107,447,142,2857,1,0,0,navigate
2025-10-27 10:36:00.233203,sess_00000377,trace_000000001936,span_page_000000000044,user_005402,/investments/buy,bills_list,Statement Download,app_0086,desktop,Safari,Curitiba,4g,939,38,50,0.03627051781604904,892,300,277,26,73,43,108,1097,85,2945,0,1,0,prerender
2025-10-27 10:41:00.233203,sess_00000150,trace_000000004930,span_page_000000000045,user_014047,/pix/confirm,cards_list,PIX Transfer,app_0074,desktop,Chrome,Belo Horizonte,5g,2881,232,95,0.17193930850992192,701,479,343,22,108,59,54,363,114,5152,0,5,0,prerender
2025-10-27 10:46:00.233203,sess_00002123,trace_000000002871,span_page_000000000046,user_005411,/investments/buy,bills_list,Login Flow,app_0131,mobile,Chrome,Curitiba,4g,2323,161,63,0.19772421827244904,2949,258,241,59,46,18,324,596,162,8726,0,1,1,navigate
2025-10-27 10:51:00.233203,sess_00001583,trace_000000004969,span_page_000000000047,user_012005,/cards/activate,bills_list,Support Request,app_0065,tablet,Safari,Belo Horizonte,5g,3076,144,308,0.09341101151507537,861,631,170,36,31,44,156,544,171,1319,0,0,2,navigate
2025-10-27 10:56:00.233203,sess_00001839,trace_000000003659,span_page_000000000048,user_005815,/investments/buy,bills_list,Card Activation,app_0063,mobile,Firefox,Belo Horizonte,4g,1709,93,53,0.250134825835376,1932,198,154,11,82,38,383,316,153,2248,0,1,1,reload
2025-10-27 11:01:00.233203,sess_00002412,trace_000000003002,span_page_000000000049,user_005504,/account/documents,cards_list,Login Flow,app_0095,desktop,Chrome,Brasília,5g,785,16,82,0.07223393665406454,477,641,236,16,70,47,262,263,278,2749,0,2,0,navigate
2025-10-27 11:06:00.233203,sess_00000871,trace_000000000915,span_page_000000000050,user_010918,/cards/activate,pix_confirm,Profile Update,app_0093,tablet,Chrome,Rio de Janeiro,wifi,3956,39,248,0.080422457404338,408,945,372,15,32,59,144,761,245,2770,0,1,0,navigate
2025-10-27 11:11:00.233203,sess_00001039,trace_000000001375,span_page_000000000051,user_009249,/profile/edit,pix_transfer,Account Opening,app_0033,mobile,Edge,Curitiba,5g,1419,15,193,0.0940578724769619,610,708,373,48,42,52,58,100,204,3414,0,2,2,back_forward
2025-10-27 11:16:00.233203,sess_00001967,trace_000000002210,span_page_000000000052,user_009145,/pix/confirm,loans_apply,Profile Update,app_0015,mobile,Safari,Curitiba,4g,1703,65,164,0.09822411144191731,1440,613,209,19,62,26,95,254,252,2057,1,0,1,navigate
2025-10-27 11:21:00.233203,sess_00000762,trace_000000000095,span_page_000000000053,user_000245,/cards/list,login,Support Request,app_0077,mobile,Safari,Salvador,5g,1307,115,685,0.3699242210041647,1099,515,492,10,62,12,341,843,170,3561,1,4,0,navigate
2025-10-27 11:26:00.233203,sess_00000120,trace_000000003285,span_page_000000000054,user_009555,/login,bills_pay,Card Activation,app_0074,desktop,Safari,Brasília,5g,1921,23,271,0.46075292719712446,1076,229,369,17,20,43,50,540,99,4734,0,0,0,navigate
2025-10-27 11:31:00.233203,sess_00001822,trace_000000000391,span_page_000000000055,user_005614,/dashboard,cards_list,Investment Purchase,app_0125,mobile,Chrome,Recife,5g,545,23,121,0.1882989124916126,1124,375,158,28,100,16,73,290,88,2022,0,3,0,navigate
2025-10-27 11:36:00.233203,sess_00000887,trace_000000000182,span_page_000000000056,user_000604,/cards/list,profile_edit,PIX Transfer,app_0068,desktop,Chrome,Salvador,4g,1308,85,90,0.08498479437528056,901,513,330,34,39,29,136,376,70,1242,0,0,0,navigate
2025-10-27 11:41:00.233203,sess_00002229,trace_000000002912,span_page_000000000057,user_002522,/loans/status,cards_activate,PIX Transfer,app_0011,mobile,Chrome,Fortaleza,wifi,2666,293,324,0.05748432897330101,1077,264,681,38,29,23,121,562,77,3601,0,1,0,navigate
2025-10-27 11:46:00.233203,sess_00000821,trace_000000002091,span_page_000000000058,user_005112,/dashboard,dashboard,PIX Transfer,app_0143,mobile,Safari,Curitiba,5g,1265,64,170,0.045806663553646376,3661,518,101,6,20,42,272,391,77,3999,0,0,0,navigate
2025-10-27 11:51:00.233203,sess_00000676,trace_000000003203,span_page_000000000059,user_006961,/cards/activate,dashboard,PIX Transfer,app_0047,mobile,Safari,Belo Horizonte,4g,1999,49,128,0.28191921717433394,1928,780,192,14,41,39,187,670,275,2357,0,0,1,navigate
2025-10-27 11:56:00.233203,sess_00000770,trace_000000001647,span_page_000000000060,user_009338,/dashboard,account_open,Loan Application,app_0119,mobile,Safari,Manaus,4g,3029,98,86,0.07680469847640577,1899,803,228,41,29,53,170,500,107,1672,0,1,1,reload
2025-10-27 12:01:00.233203,sess_00002285,trace_000000000971,span_page_000000000061,user_014687,/pix/transfer,investments_buy,Statement Download,app_0133,tablet,Chrome,Belo Horizonte,wifi,3228,47,390,0.604854867028527,1210,177,359,27,69,104,50,504,301,2508,0,3,0,navigate
2025-10-27 12:06:00.233203,sess_00001618,trace_000000000666,span_page_000000000062,user_012942,/bills/list,account_documents,Card Activation,app_0005,mobile,Safari,Salvador,5g,3960,44,416,0.11549216737789732,1570,347,494,30,63,19,226,513,117,2029,0,1,0,navigate
2025-10-27 12:11:00.233203,sess_00001787,trace_000000001499,span_page_000000000063,user_001045,/pix/transfer,dashboard,Card Activation,app_0104,mobile,Safari,Belo Horizonte,wifi,3324,49,117,0.26877931354308854,1213,584,702,44,44,48,246,146,147,2293,0,2,1,navigate
2025-10-27 12:16:00.233203,sess_00000316,trace_000000001709,span_page_000000000064,user_003944,/pix/transfer,cards_activate,PIX Transfer,app_0025,desktop,Firefox,Salvador,5g,1412,21,104,0.31588081754268527,964,198,480,25,23,21,109,2258,50,2003,1,1,0,navigate
2025-10-27 12:21:00.233203,sess_00000729,trace_000000003902,span_page_000000000065,user_011208,/login,loans_apply,Profile Update,app_0142,mobile,Chrome,Brasília,wifi,1238,39,198,0.13854836009186147,881,641,209,13,24,27,190,294,103,1357,0,0,0,navigate
2025-10-27 12:26:00.233203,sess_00002073,trace_000000000715,span_page_000000000066,user_007223,/bills/list,account_open,PIX Transfer,app_0008,desktop,Chrome,Salvador,5g,1550,311,64,0.3012363719263355,1113,423,79,11,34,19,75,395,292,2254,0,0,0,back_forward
2025-10-27 12:31:00.233203,sess_00000309,trace_000000000728,span_page_000000000067,user_012918,/bills/pay,investments_buy,PIX Transfer,app_0051,mobile,Chrome,São Paulo,5g,3322,48,264,0.21254899805802607,788,367,348,24,46,23,204,485,167,3755,1,1,0,back_forward
2025-10-27 12:36:00.233203,sess_00001316,trace_000000004783,span_page_000000000068,user_011436,/account/documents,bills_pay,Investment Purchase,app_0104,desktop,Chrome,Manaus,5g,1286,224,85,0.08550380286354806,639,274,136,16,102,50,549,1349,137,2832,0,3,0,navigate
2025-10-27 12:41:00.233203,sess_00000760,trace_000000004896,span_page_000000000069,user_005744,/profile/edit,loans_apply,Bill Payment,app_0087,mobile,Safari,São Paulo,4g,1638,31,50,0.1634903293332739,701,332,133,12,91,32,50,385,251,2748,0,0,0,back_forward
2025-10-27 12:46:00.233203,sess_00001208,trace_000000002667,span_page_000000000070,user_001471,/cards/list,dashboard,PIX Transfer,app_0148,tablet,Safari,Brasília,5g,1693,24,50,0.30923691516204715,974,183,209,17,46,20,279,175,366,4175,0,2,0,navigate
2025-10-27 12:51:00.233203,sess_00001449,trace_000000003192,span_page_000000000071,user_010730,/pix/transfer,investments_buy,Account Opening,app_0092,tablet,Samsung Internet,Porto Alegre,5g,850,27,78,0.13252008126936649,655,633,314,39,23,52,132,248,236,2782,0,3,1,back_forward
2025-10-27 12:56:00.233203,sess_00000091,trace_000000004653,span_page_000000000072,user_013024,/cards/activate,cards_activate,PIX Transfer,app_0025,mobile,Chrome,Fortaleza,wifi,1092,14,116,0.06893645346288604,1321,220,95,20,27,33,249,100,349,1614,0,3,1,navigate
2025-10-27 13:01:00.233203,sess_00002196,trace_000000003511,span_page_000000000073,user_011166,/bills/list,dashboard,Bill Payment,app_0128,tablet,Safari,Manaus,4g,1285,66,571,0.44224536030574435,1240,498,163,12,40,47,462,333,204,6009,0,2,0,reload
2025-10-27 13:06:00.233203,sess_00000312,trace_000000003540,span_page_000000000074,user_007962,/bills/pay,account_documents,Support Request,app_0138,tablet,Samsung Internet,Manaus,wifi,858,43,509,0.03762724705153764,857,100,118,34,55,41,56,793,168,2158,0,1,0,navigate
2025-10-27 13:11:00.233203,sess_00001909,trace_000000002533,span_page_000000000075,user_011891,/investments/portfolio,login,Profile Update,app_0085,mobile,Chrome,Salvador,4g,1882,96,572,0.04887328549209807,1464,346,91,11,59,15,82,485,74,2058,0,2,3,navigate
2025-10-27 13:16:00.233203,sess_00001465,trace_000000001148,span_page_000000000076,user_006861,/cards/list,cards_activate,Investment Purchase,app_0062,desktop,Safari,Brasília,4g,1846,116,179,0.4774381014593204,323,246,251,20,31,53,90,542,102,10893,0,0,0,back_forward
2025-10-27 13:21:00.233203,sess_00002042,trace_000000002320,span_page_000000000077,user_010974,/bills/pay,pix_transfer,Loan Application,app_0093,mobile,Safari,Manaus,4g,1418,19,644,0.06875905356655108,611,293,239,10,88,25,60,374,295,4512,0,2,0,navigate
2025-10-27 13:26:00.233203,sess_00001683,trace_000000001778,span_page_000000000078,user_004750,/cards/activate,cards_list,Support Request,app_0005,tablet,Safari,Curitiba,5g,2681,51,163,0.09620979241148596,2797,241,494,34,56,43,130,1059,158,2731,1,1,0,navigate
2025-10-27 13:31:00.233203,sess_00000933,trace_000000002972,span_page_000000000079,user_004569,/cards/activate,pix_confirm,Statement Download,app_0028,tablet,Chrome,São Paulo,wifi,500,500,309,0.4096292094923239,948,277,678,19,18,22,115,209,90,2910,0,4,0,navigate
2025-10-27 13:36:00.233203,sess_00001189,trace_000000003424,span_page_000000000080,user_010288,/login,pix_confirm,Bill Payment,app_0039,mobile,Edge,Fortaleza,5g,701,111,578,0.4337893611117668,693,120,201,13,55,192,202,717,141,1261,1,1,1,navigate
2025-10-27 13:41:00.233203,sess_00002390,trace_000000002191,span_page_000000000081,user_006993,/login,login,Bill Payment,app_0111,tablet,Samsung Internet,Manaus,4g,928,62,98,0.40067328751953585,1014,543,214,17,51,15,141,165,124,1750,0,1,0,back_forward
2025-10-27 13:46:00.233203,sess_00000502,trace_000000001727,span_page_000000000082,user_002521,/account/documents,pix_transfer,Bill Payment,app_0097,mobile,Chrome,Recife,5g,654,226,104,0.3015605423214555,1274,181,1175,25,95,27,132,300,118,2463,0,3,2,navigate
2025-10-27 13:51:00.233203,sess_00002129,trace_000000004066,span_page_000000000083,user_007161,/account/documents,profile_edit,Card Activation,app_0066,desktop,Chrome,Curitiba,4g,808,50,191,0.42109781535409113,625,1177,300,20,43,54,298,491,155,3305,0,1,0,navigate
2025-10-27 13:56:00.233203,sess_00001822,trace_000000004708,span_page_000000000084,user_007853,/cards/list,dashboard,Investment Purchase,app_0120,mobile,Edge,Curitiba,5g,2196,131,819,0.28820048926508457,1899,621,488,23,68,75,161,231,110,3460,0,1,0,navigate
2025-10-27 14:01:00.233203,sess_00001789,trace_000000003729,span_page_000000000085,user_000524,/pix/transfer,pix_transfer,Statement Download,app_0069,mobile,Chrome,Fortaleza,wifi,1638,122,268,0.23472063094197756,484,492,531,53,82,38,680,231,156,2451,0,2,0,navigate
2025-10-27 14:06:00.233203,sess_00000415,trace_000000002383,span_page_000000000086,user_004303,/pix/confirm,loans_status,Statement Download,app_0139,mobile,Chrome,Fortaleza,4g,831,54,132,0.05850071500193853,851,161,596,13,43,15,153,208,131,5428,0,0,0,navigate
2025-10-27 14:11:00.233203,sess_00000995,trace_000000004967,span_page_000000000087,user_007469,/pix/confirm,loans_apply,Support Request,app_0042,desktop,Chrome,Recife,5g,1429,92,183,0.3570486517526968,1136,185,575,20,24,127,77,276,154,4070,0,0,0,navigate
2025-10-27 14:16:00.233203,sess_00000642,trace_000000004209,span_page_000000000088,user_010752,/cards/activate,loans_apply,Profile Update,app_0097,tablet,Chrome,Manaus,4g,1109,80,75,0.31879161450118243,497,129,243,16,94,32,90,335,160,3443,1,1,1,reload
2025-10-27 14:21:00.233203,sess_00001172,trace_000000004814,span_page_000000000089,user_006646,/login,loans_status,Bill Payment,app_0025,desktop,Chrome,Belo Horizonte,4g,1291,31,239,0.1672365577383023,1674,143,234,36,64,16,153,968,57,2793,0,0,1,navigate
2025-10-27 14:26:00.233203,sess_00002434,trace_000000004583,span_page_000000000090,user_014785,/cards/list,bills_pay,PIX Transfer,app_0094,mobile,Firefox,Porto Alegre,5g,2890,117,302,0.05890808362666134,1690,702,585,9,72,18,61,1870,169,1943,1,0,0,reload
2025-10-27 14:31:00.233203,sess_00001299,trace_000000000182,span_page_000000000091,user_004311,/account/open,account_documents,PIX Transfer,app_0131,mobile,Samsung Internet,Salvador,4g,1011,30,136,0.19413140067101997,1802,1156,436,33,50,72,157,353,113,1632,0,3,1,navigate
2025-10-27 14:36:00.233203,sess_00002358,trace_000000003856,span_page_000000000092,user_003049,/dashboard,bills_pay,Investment Purchase,app_0146,mobile,Chrome,Recife,wifi,2412,85,140,0.3945324453996673,2226,243,480,8,39,41,128,331,125,2786,0,2,0,navigate
2025-10-27 14:41:00.233203,sess_00001376,trace_000000001134,span_page_000000000093,user_012659,/loans/status,bills_list,Investment Purchase,app_0140,desktop,Chrome,Fortaleza,3g,1291,30,139,0.3926538201420059,616,559,142,55,35,41,79,408,300,3552,1,1,0,navigate
2025-10-27 14:46:00.233203,sess_00001362,trace_000000003885,span_page_000000000094,user_011088,/account/documents,login,Bill Payment,app_0139,tablet,Chrome,Brasília,5g,623,48,465,0.10628266753388854,590,711,715,18,97,31,160,317,75,1232,0,2,0,navigate
2025-10-27 14:51:00.233203,sess_00000959,trace_000000004908,span_page_000000000095,user_004276,/login,cards_list,Support Request,app_0027,mobile,Chrome,Fortaleza,wifi,2329,12,71,0.2630655395151444,324,457,1142,27,58,71,158,631,254,5924,0,4,0,navigate
2025-10-27 14:56:00.233203,sess_00001480,trace_000000003668,span_page_000000000096,user_002720,/cards/activate,cards_list,Card Activation,app_0145,mobile,Safari,Recife,wifi,912,61,65,0.08264734665442207,1163,507,314,17,39,25,50,603,302,878,1,1,0,navigate
2025-10-27 15:01:00.233203,sess_00000840,trace_000000004301,span_page_000000000097,user_011858,/pix/confirm,loans_status,Investment Purchase,app_0061,mobile,Safari,Fortaleza,4g,885,30,138,0.04338605404772384,906,639,300,23,121,40,172,697,64,2729,0,3,0,navigate
2025-10-27 15:06:00.233203,sess_00000215,trace_000000002719,span_page_000000000098,user_005751,/bills/list,investments_buy,Profile Update,app_0145,mobile,Chrome,Salvador,5g,2196,60,195,0.1186711910721685,458,276,117,26,101,11,161,364,62,2822,1,2,1,prerender
2025-10-27 15:11:00.233203,sess_00000861,trace_000000002197,span_page_000000000099,user_014725,/login,pix_transfer,Loan Application,app_0135,mobile,Safari,Rio de Janeiro,5g,2259,27,740,0.1241046426397843,1007,464,104,24,27,69,66,388,263,5975,0,1,0,navigate
2025-10-27 15:16:00.233203,sess_00001138,trace_000000003293,span_page_000000000100,user_011842,/investments/buy,account_open,Card Activation,app_0002,desktop,Safari,Porto Alegre,4g,3032,28,493,0.1540912566017747,880,555,50,28,85,142,194,403,232,3165,0,2,0,navigate
