@timestamp,session_id,trace_id,page_url,resource_url,resource_type,resource_name,initiator_type,duration_ms,transfer_size_bytes,encoded_body_size_bytes,decoded_body_size_bytes,dns_time_ms,tcp_time_ms,ttfb_ms,download_time_ms,http_status,is_cached,cdn_provider,application_id
2025-11-01 13:54:00.283342,sess_00001366,trace_000000001492,/dashboard,https://cdn.itau.com.br/img/92.css,script,resource_81.jpg,css,267,10293,117631,2121199,4,22,32,33,304,True,Akamai,app_0078
2025-11-01 13:55:30.283342,sess_00000343,trace_000000000399,/cards/list,https://cdn.itau.com.br/fonts/46.css,image,resource_82.png,script,124,3118,879841,48127,5,12,66,28,200,False,Cloudflare,app_0118
2025-11-01 13:57:00.283342,sess_00001358,trace_000000001721,/account/documents,https://cdn.itau.com.br/img/78.woff2,script,resource_83.png,fetch,282,90278,486420,15586,5,25,52,275,200,True,Akamai,app_0127
2025-11-01 13:58:30.283342,sess_00000846,trace_000000000408,/profile/edit,https://cdn.itau.com.br/js/49.woff2,script,resource_84.js,fetch,167,493,160063,9524,7,6,23,150,500,True,Fastly,app_0088
2025-11-01 14:00:00.283342,sess_00001259,trace_000000000889,/investments/buy,https://cdn.itau.com.br/js/68.js,stylesheet,resource_85.css,css,64,46218,12600,21377,8,16,42,85,200,True,Akamai,app_0048
2025-11-01 14:01:30.283342,sess_00001431,trace_000000001905,/dashboard,https://cdn.itau.com.br/css/93.css,script,resource_86.png,img,84,1421537,10608,160986,7,26,73,802,200,True,Cloudflare,app_0064
2025-11-01 14:03:00.283342,sess_00001323,trace_000000004598,/investments/portfolio,https://cdn.itau.com.br/css/41.js,image,resource_87.jpg,img,98,23582,264851,9458,6,14,53,48,200,False,AWS CloudFront,app_0136
2025-11-01 14:04:30.283342,sess_00001651,trace_000000003263,/loans/status,https://cdn.itau.com.br/img/51.png,script,resource_88.png,script,52,168097,15854,322,6,28,33,27,200,True,Akamai,app_0072
2025-11-01 14:06:00.283342,sess_00001047,trace_000000000855,/login,https://cdn.itau.com.br/js/93.png,image,resource_89.css,img,171,1364,21189,256940,7,26,33,186,200,True,Cloudflare,app_0093
2025-11-01 14:07:30.283342,sess_00000099,trace_000000004854,/investments/portfolio,https://cdn.itau.com.br/css/81.woff2,image,resource_90.js,fetch,202,10090,3082,673,7,17,59,115,200,True,AWS CloudFront,app_0115
2025-11-01 14:09:00.283342,sess_00002180,trace_000000001274,/dashboard,https://cdn.itau.com.br/css/33.woff2,image,resource_91.js,fetch,34,871,5339,33162,10,22,28,175,200,True,origin,app_0125
2025-11-01 14:10:30.283342,sess_00001636,trace_000000000077,/bills/list,https://cdn.itau.com.br/img/87.css,image,resource_92.js,img,13,3395,515091,7884,9,23,33,72,500,True,AWS CloudFront,app_0029
2025-11-01 14:12:00.283342,sess_00001211,trace_000000001602,/bills/pay,https://cdn.itau.com.br/fonts/30.js,fetch,resource_93.js,fetch,12,1158,106340,23703,8,60,20,31,200,True,Cloudflare,app_0008
2025-11-01 14:13:30.283342,sess_00002059,trace_000000004490,/profile/edit,https://cdn.itau.com.br/css/97.woff2,image,resource_94.css,img,75,264143,96977,6000000,5,22,82,73,200,False,Cloudflare,app_0143
2025-11-01 14:15:00.283342,sess_00000581,trace_000000003676,/bills/pay,https://cdn.itau.com.br/fonts/36.css,fetch,resource_95.woff2,fetch,145,12501,51761,10842,14,17,27,23,200,False,Cloudflare,app_0084
2025-11-01 14:16:30.283342,sess_00001393,trace_000000001390,/cards/activate,https://cdn.itau.com.br/fonts/61.css,stylesheet,resource_96.css,css,633,4449,1138,7411,4,79,96,22,200,True,origin,app_0038
2025-11-01 14:18:00.283342,sess_00001104,trace_000000001781,/profile/edit,https://cdn.itau.com.br/img/17.png,stylesheet,resource_97.js,script,581,17848,2512441,12901,16,42,68,115,500,False,AWS CloudFront,app_0115
2025-11-01 14:19:30.283342,sess_00000373,trace_000000004930,/cards/activate,https://cdn.itau.com.br/fonts/16.woff2,script,resource_98.jpg,link,20,283519,18413,204394,3,37,16,9,500,False,Cloudflare,app_0059
2025-11-01 14:21:00.283342,sess_00002492,trace_000000000273,/loans/status,https://cdn.itau.com.br/img/36.css,script,resource_99.woff2,script,56,759,298145,8376,9,26,21,139,200,False,Cloudflare,app_0027
2025-11-01 14:22:30.283342,sess_00001872,trace_000000001036,/account/documents,https://cdn.itau.com.br/fonts/1.woff2,image,resource_100.css,fetch,65,75317,5216,1147677,13,16,40,219,200,False,Akamai,app_0043
2025-11-01 14:24:00.283342,sess_00001345,trace_000000002304,/loans/apply,https://cdn.itau.com.br/js/95.js,fetch,resource_101.css,script,603,85308,21165,500636,10,12,92,103,200,False,Akamai,app_0053
2025-11-01 14:25:30.283342,sess_00000657,trace_000000001420,/loans/apply,https://cdn.itau.com.br/js/68.js,xmlhttprequest,resource_102.jpg,script,275,62782,4312701,20885,3,18,82,128,200,False,Cloudflare,app_0037
2025-11-01 14:27:00.283342,sess_00002085,trace_000000004763,/login,https://cdn.itau.com.br/js/97.css,script,resource_103.css,css,86,213438,76633,365942,8,7,62,42,200,False,Akamai,app_0018
2025-11-01 14:28:30.283342,sess_00000462,trace_000000001481,/account/open,https://cdn.itau.com.br/fonts/54.png,image,resource_104.css,fetch,52,24070,262171,847,7,47,64,208,200,False,Akamai,app_0045
2025-11-01 14:30:00.283342,sess_00000049,trace_000000003128,/investments/buy,https://cdn.itau.com.br/img/76.png,stylesheet,resource_105.css,img,146,383692,3989,336620,5,11,62,91,200,False,AWS CloudFront,app_0044
2025-11-01 14:31:30.283342,sess_00000794,trace_000000000029,/account/open,https://cdn.itau.com.br/css/59.woff2,script,resource_106.png,css,56,350595,1411,28608,4,29,73,121,200,False,Cloudflare,app_0117
2025-11-01 14:33:00.283342,sess_00000532,trace_000000001226,/investments/portfolio,https://cdn.itau.com.br/img/86.js,image,resource_107.woff2,css,169,19562,3415,439,9,29,39,541,200,False,AWS CloudFront,app_0091
2025-11-01 14:34:30.283342,sess_00001380,trace_000000000225,/pix/confirm,https://cdn.itau.com.br/img/33.woff2,image,resource_108.png,img,100,6586,14869,25186,6,14,111,100,304,False,Cloudflare,app_0025
2025-11-01 14:36:00.283342,sess_00000042,trace_000000001234,/loans/status,https://cdn.itau.com.br/fonts/46.js,script,resource_109.js,script,276,717298,7335,29279,6,26,69,139,200,False,Akamai,app_0065
2025-11-01 14:37:30.283342,sess_00001287,trace_000000004310,/dashboard,https://cdn.itau.com.br/js/68.js,fetch,resource_110.css,css,320,1407,1725,17765,4,16,147,202,200,False,AWS CloudFront,app_0015
2025-11-01 14:39:00.283342,sess_00000228,trace_000000004954,/loans/apply,https://cdn.itau.com.br/js/24.woff2,fetch,resource_111.png,script,84,20663,1375,130505,5,17,51,147,200,False,Cloudflare,app_0009
2025-11-01 14:40:30.283342,sess_00000682,trace_000000001285,/bills/list,https://cdn.itau.com.br/css/76.js,script,resource_112.js,link,483,12970,166917,35890,6,16,82,68,200,False,AWS CloudFront,app_0139
2025-11-01 14:42:00.283342,sess_00001601,trace_000000000732,/dashboard,https://cdn.itau.com.br/js/51.css,script,resource_113.css,script,141,148940,3260,51801,7,20,56,309,200,False,Fastly,app_0024
2025-11-01 14:43:30.283342,sess_00000953,trace_000000000917,/dashboard,https://cdn.itau.com.br/img/55.css,image,resource_114.woff2,css,65,12448,242403,3862448,3,14,43,56,404,False,AWS CloudFront,app_0047
2025-11-01 14:45:00.283342,sess_00000134,trace_000000002057,/investments/portfolio,https://cdn.itau.com.br/img/60.js,stylesheet,resource_115.png,link,52,15327,44877,34765,9,33,60,95,200,False,AWS CloudFront,app_0022
2025-11-01 14:46:30.283342,sess_00001484,trace_000000004037,/loans/apply,https://cdn.itau.com.br/fonts/75.css,font,resource_116.png,script,62,96555,27471,1780,6,28,22,470,200,True,Akamai,app_0055
2025-11-01 14:48:00.283342,sess_00000236,trace_000000001235,/cards/activate,https://cdn.itau.com.br/fonts/10.png,image,resource_117.js,fetch,538,20535,28949,61138,16,37,30,159,200,False,AWS CloudFront,app_0108
2025-11-01 14:49:30.283342,sess_00002173,trace_000000000174,/investments/buy,https://cdn.itau.com.br/fonts/90.woff2,script,resource_118.jpg,css,660,10046,151782,1206020,39,30,169,30,200,False,Akamai,app_0136
2025-11-01 14:51:00.283342,sess_00001402,trace_000000003290,/loans/apply,https://cdn.itau.com.br/css/11.js,stylesheet,resource_119.css,img,49,18036,9205,485858,6,24,54,65,200,True,Cloudflare,app_0054
2025-11-01 14:52:30.283342,sess_00001107,trace_000000002959,/investments/buy,https://cdn.itau.com.br/js/90.js,stylesheet,resource_120.jpg,img,454,450845,9185,53746,7,17,36,41,304,True,Cloudflare,app_0104
2025-11-01 14:54:00.283342,sess_00002454,trace_000000000710,/cards/list,https://cdn.itau.com.br/css/41.css,image,resource_121.woff2,link,135,20961,4843,29810,6,15,53,27,200,False,Akamai,app_0046
2025-11-01 14:55:30.283342,sess_00001464,trace_000000001251,/cards/list,https://cdn.itau.com.br/js/93.css,image,resource_122.jpg,fetch,18,2723908,14640,93218,8,13,26,19,500,False,origin,app_0111
2025-11-01 14:57:00.283342,sess_00000606,trace_000000003506,/account/documents,https://cdn.itau.com.br/js/97.css,image,resource_123.css,fetch,77,30072,51799,4302,10,26,32,28,200,False,AWS CloudFront,app_0097
2025-11-01 14:58:30.283342,sess_00000994,trace_000000004949,/profile/edit,https://cdn.itau.com.br/js/63.png,image,resource_124.woff2,img,184,54590,9882,69927,10,58,152,84,200,True,Cloudflare,app_0002
2025-11-01 15:00:00.283342,sess_00001839,trace_000000004688,/account/open,https://cdn.itau.com.br/js/81.css,fetch,resource_125.jpg,css,34,7456,78282,19295,3,12,48,117,200,True,AWS CloudFront,app_0033
2025-11-01 15:01:30.283342,sess_00001876,trace_000000004946,/cards/activate,https://cdn.itau.com.br/js/85.png,xmlhttprequest,resource_126.woff2,script,109,67556,2572,123456,4,27,60,68,200,True,AWS CloudFront,app_0130
2025-11-01 15:03:00.283342,sess_00000122,trace_000000000876,/pix/confirm,https://cdn.itau.com.br/js/8.js,fetch,resource_127.jpg,fetch,216,14139,13110,1588,4,22,10,96,404,False,origin,app_0027
2025-11-01 15:04:30.283342,sess_00000288,trace_000000003823,/account/documents,https://cdn.itau.com.br/css/38.woff2,stylesheet,resource_128.png,script,127,10710,1051,186950,5,7,104,203,200,True,AWS CloudFront,app_0090
2025-11-01 15:06:00.283342,sess_00000896,trace_000000003719,/account/open,https://cdn.itau.com.br/img/98.js,stylesheet,resource_129.js,link,974,41642,411633,85666,6,29,87,56,200,False,origin,app_0070
