@timestamp,event_id,imsi,source_gt,destination_gt,message_type,attack_signature,threat_level,blocked,originating_network,sccp_called_party,sccp_calling_party,map_operation,event_description
2025-11-02 01:00:33.914883,SS7_EVT_0000000015,310260308499045,12345673938487,55512349961692,CAP_IDP,SIG_00482,Medium,False,MCC208_MNC36,55512346798431,44456789918187,provideSubscriberInfo,SS7 MAP_ATI message from suspicious GT attempting authentication vector request. Blocked by firewall
2025-11-02 01:05:33.914883,SS7_EVT_0000000016,310260106020224,98765431608951,98765438112366,CAP_IDP,SIG_00482,Low,False,MCC234_MNC35,33322118403665,12345679308545,sendAuthenticationInfo,SS7 MAP_ATI message from blacklisted source attempting location tracking. Allowed with monitoring
2025-11-02 01:10:33.914883,SS7_EVT_0000000017,310260218588207,33322116802426,44456788894846,MAP_SAI,SIG_00384,Low,False,MCC310_MNC43,33322113286497,98765437665389,updateLocation,SS7 MAP_UL message from blacklisted source attempting SMS interception. Rate limited
2025-11-02 01:15:33.914883,SS7_EVT_0000000018,310260185858779,12345676660972,12345673051614,CAP_IDP,SIG_01135,Low,True,MCC310_MNC79,33322115629353,55512342493311,insertSubscriberData,SS7 MAP_ISD message from unknown network attempting authentication vector request. Allowed with monitoring
2025-11-02 01:20:33.914883,SS7_EVT_0000000019,310260971120107,33322112626144,12345679450731,MAP_UL,SIG_01029,Low,False,MCC262_MNC52,55512349543027,98765431357432,provideSubscriberInfo,SS7 MAP_SRI_SM message from suspicious GT attempting SMS interception. Allowed with monitoring
2025-11-02 01:25:33.914883,SS7_EVT_0000000020,310260843788907,44456783962685,12345672341978,MAP_UL,SIG_00314,Low,False,MCC234_MNC70,55512349489938,98765436907501,anyTimeInterrogation,SS7 MAP_SRI_SM message from blacklisted source attempting authentication vector request. Allowed with monitoring
2025-11-02 01:30:33.914883,SS7_EVT_0000000021,310260828176013,55512342800114,44456783795268,MAP_UL,SIG_00101,Low,False,MCC440_MNC23,55512345170025,98765439666685,sendRoutingInfoForSM,SS7 MAP_SRI_SM message from unknown network attempting SMS interception. Allowed with monitoring
2025-11-02 01:35:33.914883,SS7_EVT_0000000022,310260210364629,33322119908539,12345673169491,MAP_UL,SIG_00444,Medium,True,MCC208_MNC96,98765432274027,98765432548497,insertSubscriberData,SS7 CAP_IDP message from blacklisted source attempting SMS interception. Allowed with monitoring
2025-11-02 01:40:33.914883,SS7_EVT_0000000023,310260389366512,98765432860135,44456781002352,MAP_UL,SIG_00528,Low,False,MCC234_MNC25,33322112647154,33322112355931,insertSubscriberData,SS7 MAP_SAI message from untrusted partner attempting location tracking. Allowed with monitoring
2025-11-02 01:45:33.914883,SS7_EVT_0000000024,310260391279769,33322115042241,98765436638083,MAP_SAI,SIG_00862,Low,True,MCC262_MNC68,44456787860666,98765433188917,sendRoutingInfoForSM,SS7 MAP_UL message from untrusted partner attempting SMS interception. Rate limited
2025-11-02 01:50:33.914883,SS7_EVT_0000000025,310260450331824,12345679597800,55512344225762,MAP_SAI,SIG_00433,High,True,MCC440_MNC94,33322118713843,98765438025083,sendRoutingInfoForSM,SS7 MAP_SAI message from untrusted partner attempting subscriber information query. Allowed with monitoring
2025-11-02 01:55:33.914883,SS7_EVT_0000000026,310260837416466,55512348884126,44456787952194,MAP_ATI,SIG_00557,Critical,True,MCC234_MNC68,44456783648053,44456789791446,insertSubscriberData,SS7 CAP_IDP message from suspicious GT attempting authentication vector request. Allowed with monitoring
2025-11-02 02:00:33.914883,SS7_EVT_0000000027,310260946377579,55512345766924,55512342747806,MAP_SRI_SM,SIG_01048,Low,True,MCC208_MNC21,44456786624585,33322119357582,sendRoutingInfoForSM,SS7 MAP_ISD message from suspicious GT attempting subscriber information query. Allowed with monitoring
2025-11-02 02:05:33.914883,SS7_EVT_0000000028,310260117754455,55512346617213,98765437350567,MAP_SAI,SIG_00163,Low,False,MCC234_MNC44,44456787962764,12345676495319,updateLocation,SS7 MAP_PSI message from blacklisted source attempting location tracking. Allowed with monitoring
2025-11-02 02:10:33.914883,SS7_EVT_0000000029,310260880204902,12345675857332,12345678091093,MAP_PSI,SIG_00664,Medium,False,MCC208_MNC75,33322113761258,12345677155635,anyTimeInterrogation,SS7 MAP_ATI message from blacklisted source attempting location tracking. Blocked by firewall
2025-11-02 02:15:33.914883,SS7_EVT_0000000030,310260732431422,55512346437562,33322119327813,MAP_ATI,SIG_00307,Low,True,MCC208_MNC23,98765434331693,33322115787450,insertSubscriberData,SS7 MAP_PSI message from untrusted partner attempting authentication vector request. Rate limited
2025-11-02 02:20:33.914883,SS7_EVT_0000000031,310260448598504,98765438471581,33322118644480,MAP_SAI,SIG_00629,Medium,False,MCC262_MNC91,44456782842543,55512346693707,insertSubscriberData,SS7 CAP_IDP message from suspicious GT attempting subscriber information query. Blocked by firewall
2025-11-02 02:25:33.914883,SS7_EVT_0000000032,310260678361750,44456786787298,55512343484559,MAP_SRI_SM,SIG_00396,High,False,MCC440_MNC80,98765438482747,44456789783035,anyTimeInterrogation,SS7 MAP_ISD message from untrusted partner attempting location tracking. Allowed with monitoring
2025-11-02 02:30:33.914883,SS7_EVT_0000000033,310260542828631,12345673213354,98765435423733,MAP_UL,SIG_01081,Medium,False,MCC234_MNC72,55512341405671,55512345120704,insertSubscriberData,SS7 MAP_ISD message from blacklisted source attempting location tracking. Flagged for investigation
2025-11-02 02:35:33.914883,SS7_EVT_0000000034,310260994627771,12345676712474,44456783104067,MAP_SAI,SIG_00165,Low,False,MCC310_MNC47,44456788396409,33322115322648,provideSubscriberInfo,SS7 MAP_SAI message from blacklisted source attempting SMS interception. Blocked by firewall
2025-11-02 02:40:33.914883,SS7_EVT_0000000035,310260121499729,44456789898156,12345671605514,MAP_ATI,SIG_00743,Medium,True,MCC262_MNC14,12345675928368,55512349308521,anyTimeInterrogation,SS7 CAP_IDP message from untrusted partner attempting SMS interception. Allowed with monitoring
2025-11-02 02:45:33.914883,SS7_EVT_0000000036,310260210222057,98765433149746,55512348614872,MAP_SRI_SM,SIG_00609,Low,False,MCC208_MNC97,33322111279854,55512346167026,sendRoutingInfoForSM,SS7 CAP_IDP message from suspicious GT attempting authentication vector request. Rate limited
2025-11-02 02:50:33.914883,SS7_EVT_0000000037,310260858934922,98765439989238,12345671926986,MAP_ISD,SIG_00350,Critical,False,MCC310_MNC44,55512343075379,55512343230426,sendRoutingInfoForSM,SS7 MAP_ATI message from unknown network attempting subscriber information query. Allowed with monitoring
2025-11-02 02:55:33.914883,SS7_EVT_0000000038,310260935469155,33322117273736,55512344794811,MAP_PSI,SIG_00440,High,False,MCC234_MNC10,44456787529574,55512347373995,sendAuthenticationInfo,SS7 MAP_SAI message from untrusted partner attempting subscriber information query. Rate limited
2025-11-02 03:00:33.914883,SS7_EVT_0000000039,310260144794189,98765438596412,44456789721529,MAP_PSI,SIG_00462,Medium,False,MCC234_MNC46,98765434321607,55512343832086,provideSubscriberInfo,SS7 MAP_SAI message from untrusted partner attempting subscriber information query. Flagged for investigation
2025-11-02 03:05:33.914883,SS7_EVT_0000000040,310260905286910,33322119831056,44456781311463,MAP_PSI,SIG_00537,Low,False,MCC234_MNC18,98765431206851,98765432995470,updateLocation,SS7 MAP_ISD message from untrusted partner attempting location tracking. Flagged for investigation
2025-11-02 03:10:33.914883,SS7_EVT_0000000041,310260202717573,33322111191971,98765431023884,MAP_SRI_SM,SIG_00441,Low,False,MCC440_MNC95,44456783241071,44456781003835,provideSubscriberInfo,SS7 MAP_ISD message from suspicious GT attempting subscriber information query. Blocked by firewall
2025-11-02 03:15:33.914883,SS7_EVT_0000000042,310260848479196,98765432744043,12345673490689,MAP_ISD,SIG_00374,Medium,False,MCC310_MNC70,33322114776245,44456783339702,updateLocation,SS7 MAP_PSI message from untrusted partner attempting authentication vector request. Blocked by firewall
2025-11-02 03:20:33.914883,SS7_EVT_0000000043,310260238334849,98765438181588,33322116107319,CAP_IDP,SIG_00158,Medium,False,MCC208_MNC20,55512346663034,55512344126617,sendAuthenticationInfo,SS7 MAP_SRI_SM message from unknown network attempting SMS interception. Rate limited
2025-11-02 03:25:33.914883,SS7_EVT_0000000044,310260975372779,33322116115669,44456783983201,MAP_UL,SIG_00556,High,False,MCC440_MNC20,44456788977461,12345672796586,insertSubscriberData,SS7 MAP_UL message from blacklisted source attempting SMS interception. Blocked by firewall
2025-11-02 03:30:33.914883,SS7_EVT_0000000045,310260810957741,12345675647793,33322119848174,MAP_SRI_SM,SIG_00878,Low,True,MCC234_MNC75,33322117568918,33322118460485,sendAuthenticationInfo,SS7 MAP_SRI_SM message from suspicious GT attempting location tracking. Allowed with monitoring
2025-11-02 03:35:33.914883,SS7_EVT_0000000046,310260138433535,33322112760190,98765434087397,MAP_ATI,SIG_00333,Critical,False,MCC440_MNC76,12345672931034,12345674178829,sendAuthenticationInfo,SS7 MAP_SRI_SM message from suspicious GT attempting SMS interception. Flagged for investigation
2025-11-02 03:40:33.914883,SS7_EVT_0000000047,310260208584458,98765433893004,44456785745306,MAP_ATI,SIG_00923,Medium,False,MCC208_MNC65,44456782468909,33322118945668,updateLocation,SS7 CAP_IDP message from blacklisted source attempting location tracking. Flagged for investigation
2025-11-02 03:45:33.914883,SS7_EVT_0000000048,310260245682623,12345673840061,33322113546801,MAP_SRI_SM,SIG_00372,Medium,False,MCC208_MNC20,55512349635951,33322114037271,updateLocation,SS7 MAP_PSI message from suspicious GT attempting SMS interception. Blocked by firewall
2025-11-02 03:50:33.914883,SS7_EVT_0000000049,310260983363265,44456786251355,55512341645721,MAP_PSI,SIG_00852,High,False,MCC310_MNC68,98765439858006,98765436077147,sendAuthenticationInfo,SS7 MAP_SRI_SM message from blacklisted source attempting authentication vector request. Allowed with monitoring
2025-11-02 03:55:33.914883,SS7_EVT_0000000050,310260851343433,98765438157445,98765439519732,CAP_IDP,SIG_00177,High,True,MCC234_MNC67,44456789391044,12345674628440,updateLocation,SS7 MAP_UL message from unknown network attempting subscriber information query. Blocked by firewall
2025-11-02 04:00:33.914883,SS7_EVT_0000000051,310260204543632,55512345104315,33322112201564,MAP_UL,SIG_00480,High,True,MCC234_MNC22,98765435427816,98765438048532,anyTimeInterrogation,SS7 MAP_UL message from unknown network attempting authentication vector request. Rate limited
2025-11-02 04:05:33.914883,SS7_EVT_0000000052,310260319457422,12345679370986,12345676019813,MAP_ISD,SIG_00677,Low,False,MCC234_MNC36,98765431658749,98765438534762,sendRoutingInfoForSM,SS7 MAP_SAI message from unknown network attempting location tracking. Flagged for investigation
2025-11-02 04:10:33.914883,SS7_EVT_0000000053,310260215276261,98765438624478,12345673167092,MAP_ATI,SIG_00388,Medium,False,MCC440_MNC22,12345674143897,33322111277972,anyTimeInterrogation,SS7 CAP_IDP message from untrusted partner attempting location tracking. Blocked by firewall
2025-11-02 04:15:33.914883,SS7_EVT_0000000054,310260748235453,33322115230007,33322118630700,CAP_IDP,SIG_00169,Critical,True,MCC310_MNC14,98765438800015,55512345787915,provideSubscriberInfo,SS7 MAP_UL message from untrusted partner attempting authentication vector request. Flagged for investigation
2025-11-02 04:20:33.914883,SS7_EVT_0000000055,310260936371892,12345675110217,98765435618755,MAP_SAI,SIG_00126,Low,False,MCC440_MNC25,33322115666353,44456786450729,insertSubscriberData,SS7 CAP_IDP message from unknown network attempting authentication vector request. Allowed with monitoring
2025-11-02 04:25:33.914883,SS7_EVT_0000000056,310260947959809,44456786862179,55512345081980,MAP_ISD,SIG_00208,High,False,MCC310_MNC68,44456786149074,33322114595981,provideSubscriberInfo,SS7 MAP_ATI message from blacklisted source attempting SMS interception. Allowed with monitoring
2025-11-02 04:30:33.914883,SS7_EVT_0000000057,310260548133387,12345679995037,33322115945573,MAP_SRI_SM,SIG_00170,High,False,MCC234_MNC35,12345676263249,98765438149527,anyTimeInterrogation,SS7 MAP_ATI message from unknown network attempting SMS interception. Allowed with monitoring
2025-11-02 04:35:33.914883,SS7_EVT_0000000058,310260729716501,33322114121130,55512347061255,MAP_ATI,SIG_00437,Low,False,MCC262_MNC26,55512348589587,98765439274482,anyTimeInterrogation,SS7 MAP_ISD message from suspicious GT attempting authentication vector request. Flagged for investigation
2025-11-02 04:40:33.914883,SS7_EVT_0000000059,310260265572495,33322119676484,44456789925995,MAP_ISD,SIG_00931,Low,True,MCC234_MNC26,55512341878564,12345672917089,anyTimeInterrogation,SS7 MAP_SAI message from untrusted partner attempting subscriber information query. Allowed with monitoring
2025-11-02 04:45:33.914883,SS7_EVT_0000000060,310260641121163,12345676644830,44456787677235,MAP_ISD,SIG_00198,High,True,MCC208_MNC28,33322111496941,55512348681331,provideSubscriberInfo,SS7 MAP_SAI message from unknown network attempting authentication vector request. Flagged for investigation
2025-11-02 04:50:33.914883,SS7_EVT_0000000061,310260614538292,98765431850767,44456782604637,MAP_ISD,SIG_00641,Low,False,MCC262_MNC87,33322118010716,33322114916726,sendAuthenticationInfo,SS7 MAP_SRI_SM message from suspicious GT attempting subscriber information query. Rate limited
2025-11-02 04:55:33.914883,SS7_EVT_0000000062,310260208584458,33322112997158,98765437029082,MAP_SAI,SIG_01112,Critical,False,MCC440_MNC53,33322113419396,12345679081461,sendRoutingInfoForSM,SS7 CAP_IDP message from untrusted partner attempting subscriber information query. Rate limited
2025-11-02 05:00:33.914883,SS7_EVT_0000000063,310260777592417,98765439033701,12345679837973,MAP_ATI,SIG_00919,Low,True,MCC310_MNC96,33322114005882,44456784794366,insertSubscriberData,SS7 MAP_UL message from suspicious GT attempting location tracking. Blocked by firewall
2025-11-02 05:05:33.914883,SS7_EVT_0000000064,310260137791394,33322114264835,44456785707212,MAP_ATI,SIG_00266,Low,False,MCC208_MNC37,12345673232113,12345672263450,sendRoutingInfoForSM,SS7 CAP_IDP message from suspicious GT attempting subscriber information query. Allowed with monitoring
2025-11-02 05:10:33.914883,SS7_EVT_0000000065,310260787245705,55512344643273,33322112602016,MAP_PSI,SIG_00796,Low,False,MCC440_MNC68,55512349374735,44456788449388,sendRoutingInfoForSM,SS7 MAP_UL message from blacklisted source attempting subscriber information query. Allowed with monitoring
2025-11-02 05:15:33.914883,SS7_EVT_0000000066,310260337533175,12345679707638,98765432875338,MAP_ATI,SIG_00852,High,False,MCC440_MNC20,55512347915174,55512342527949,provideSubscriberInfo,SS7 MAP_SAI message from blacklisted source attempting authentication vector request. Allowed with monitoring
2025-11-02 05:20:33.914883,SS7_EVT_0000000067,310260826687898,33322119528597,44456786666995,MAP_UL,SIG_00896,Low,False,MCC310_MNC44,98765438302622,55512349864070,sendAuthenticationInfo,SS7 MAP_ATI message from untrusted partner attempting subscriber information query. Allowed with monitoring
2025-11-02 05:25:33.914883,SS7_EVT_0000000068,310260552669373,55512348207449,55512342865557,MAP_ATI,SIG_00615,Low,False,MCC262_MNC76,33322111319536,98765439304661,updateLocation,SS7 MAP_ISD message from blacklisted source attempting location tracking. Flagged for investigation
2025-11-02 05:30:33.914883,SS7_EVT_0000000069,310260170282286,98765438788344,98765431846416,CAP_IDP,SIG_01089,High,False,MCC440_MNC66,33322112416349,44456784256498,updateLocation,SS7 MAP_SRI_SM message from untrusted partner attempting subscriber information query. Allowed with monitoring
2025-11-02 05:35:33.914883,SS7_EVT_0000000070,310260894243429,44456788120451,98765434248684,MAP_ATI,SIG_00626,Medium,False,MCC440_MNC60,33322116286976,98765433967111,sendAuthenticationInfo,SS7 MAP_ATI message from unknown network attempting subscriber information query. Flagged for investigation
2025-11-02 05:40:33.914883,SS7_EVT_0000000071,310260962583276,33322113740276,12345679377529,MAP_ATI,SIG_01031,Medium,True,MCC262_MNC54,44456787419253,98765431517949,anyTimeInterrogation,SS7 CAP_IDP message from untrusted partner attempting location tracking. Blocked by firewall
2025-11-02 05:45:33.914883,SS7_EVT_0000000072,310260824045280,44456783447135,33322117337800,MAP_UL,SIG_00692,High,True,MCC310_MNC50,98765436015780,44456787442186,insertSubscriberData,SS7 MAP_SRI_SM message from untrusted partner attempting SMS interception. Allowed with monitoring
2025-11-02 05:50:33.914883,SS7_EVT_0000000073,310260341742747,33322111501085,12345674175673,MAP_UL,SIG_00511,Low,True,MCC234_MNC75,55512346101638,55512348221812,sendAuthenticationInfo,SS7 MAP_PSI message from blacklisted source attempting SMS interception. Allowed with monitoring
2025-11-02 05:55:33.914883,SS7_EVT_0000000074,310260359346769,44456789134645,44456787201485,MAP_UL,SIG_00286,Low,True,MCC440_MNC74,12345676170823,44456787950618,anyTimeInterrogation,SS7 MAP_SRI_SM message from suspicious GT attempting SMS interception. Flagged for investigation
2025-11-02 06:00:33.914883,SS7_EVT_0000000075,310260448880677,98765434087732,98765431788880,MAP_PSI,SIG_00537,Low,True,MCC208_MNC56,33322113257034,55512347944906,insertSubscriberData,SS7 MAP_ISD message from untrusted partner attempting SMS interception. Rate limited
2025-11-02 06:05:33.914883,SS7_EVT_0000000076,310260959529333,98765433257559,98765435967882,MAP_SRI_SM,SIG_00251,Critical,True,MCC310_MNC35,55512341480399,12345676794672,sendRoutingInfoForSM,SS7 MAP_ISD message from blacklisted source attempting location tracking. Rate limited
2025-11-02 06:10:33.914883,SS7_EVT_0000000077,310260888880626,98765431440722,44456788672092,MAP_UL,SIG_00144,Low,False,MCC262_MNC11,12345672298615,55512347961407,sendAuthenticationInfo,SS7 CAP_IDP message from unknown network attempting location tracking. Rate limited
2025-11-02 06:15:33.914883,SS7_EVT_0000000078,310260114825899,33322116627442,98765433553397,MAP_PSI,SIG_00635,Low,False,MCC310_MNC91,55512342104574,33322114492034,anyTimeInterrogation,SS7 MAP_ISD message from unknown network attempting SMS interception. Flagged for investigation
2025-11-02 06:20:33.914883,SS7_EVT_0000000079,310260562237137,44456787973605,98765432143268,MAP_PSI,SIG_00217,High,False,MCC440_MNC34,33322115560702,33322115675624,insertSubscriberData,SS7 MAP_SAI message from untrusted partner attempting subscriber information query. Flagged for investigation
2025-11-02 06:25:33.914883,SS7_EVT_0000000080,310260791926641,55512347075251,12345675451062,MAP_UL,SIG_01192,Low,True,MCC208_MNC32,33322117985177,12345673351957,provideSubscriberInfo,SS7 MAP_SAI message from suspicious GT attempting location tracking. Rate limited
2025-11-02 06:30:33.914883,SS7_EVT_0000000081,310260573371767,12345672826787,44456785339756,MAP_ISD,SIG_01089,Low,False,MCC440_MNC42,98765431130837,55512346981250,sendRoutingInfoForSM,SS7 MAP_ATI message from suspicious GT attempting SMS interception. Blocked by firewall
2025-11-02 06:35:33.914883,SS7_EVT_0000000082,310260787245705,55512349230360,55512346308062,MAP_UL,SIG_00186,Medium,True,MCC440_MNC89,44456782565033,55512344219658,provideSubscriberInfo,SS7 MAP_UL message from suspicious GT attempting location tracking. Allowed with monitoring
2025-11-02 06:40:33.914883,SS7_EVT_0000000083,310260934059457,33322114568491,55512343871147,MAP_ISD,SIG_01176,Low,False,MCC208_MNC82,98765433729173,44456783316709,sendRoutingInfoForSM,SS7 CAP_IDP message from blacklisted source attempting subscriber information query. Flagged for investigation
2025-11-02 06:45:33.914883,SS7_EVT_0000000084,310260431007847,44456786526033,55512347097142,MAP_ATI,SIG_00511,Low,False,MCC262_MNC37,33322115001708,12345672692473,provideSubscriberInfo,SS7 MAP_SAI message from unknown network attempting SMS interception. Allowed with monitoring
2025-11-02 06:50:33.914883,SS7_EVT_0000000085,310260977906715,33322118987495,33322118532467,MAP_SRI_SM,SIG_00623,High,False,MCC440_MNC61,98765433745290,12345675011414,sendAuthenticationInfo,SS7 MAP_PSI message from untrusted partner attempting location tracking. Flagged for investigation
2025-11-02 06:55:33.914883,SS7_EVT_0000000086,310260198145036,55512347564607,98765437754388,MAP_SRI_SM,SIG_00672,Medium,False,MCC234_MNC25,33322111108297,98765438093324,insertSubscriberData,SS7 MAP_SAI message from blacklisted source attempting subscriber information query. Flagged for investigation
2025-11-02 07:00:33.914883,SS7_EVT_0000000087,310260797114103,55512345961953,55512346215465,MAP_PSI,SIG_00548,Medium,False,MCC208_MNC74,98765434073855,12345679712860,sendAuthenticationInfo,SS7 MAP_SAI message from suspicious GT attempting SMS interception. Flagged for investigation
2025-11-02 07:05:33.914883,SS7_EVT_0000000088,310260830230345,12345679406367,44456782987966,MAP_PSI,SIG_00978,Low,True,MCC440_MNC87,98765438250047,33322117030599,updateLocation,SS7 CAP_IDP message from blacklisted source attempting location tracking. Rate limited
2025-11-02 07:10:33.914883,SS7_EVT_0000000089,310260774283680,44456789833147,33322111852574,MAP_SAI,SIG_01055,Low,True,MCC440_MNC13,44456786498153,44456789910016,updateLocation,SS7 MAP_SAI message from blacklisted source attempting authentication vector request. Blocked by firewall
2025-11-02 07:15:33.914883,SS7_EVT_0000000090,310260934875313,12345677704948,33322118985511,CAP_IDP,SIG_00595,Critical,False,MCC310_MNC90,44456789227954,44456788914011,sendRoutingInfoForSM,SS7 CAP_IDP message from untrusted partner attempting subscriber information query. Flagged for investigation
2025-11-02 07:20:33.914883,SS7_EVT_0000000091,310260972266443,98765436072462,98765435933811,MAP_PSI,SIG_00788,Medium,False,MCC310_MNC99,55512347084862,12345677918955,provideSubscriberInfo,SS7 MAP_SRI_SM message from untrusted partner attempting location tracking. Allowed with monitoring
2025-11-02 07:25:33.914883,SS7_EVT_0000000092,310260258363205,33322118802647,33322118269965,MAP_SRI_SM,SIG_00820,Medium,False,MCC208_MNC76,12345674655721,12345679266757,insertSubscriberData,SS7 MAP_ISD message from blacklisted source attempting authentication vector request. Rate limited
2025-11-02 07:30:33.914883,SS7_EVT_0000000093,310260627102187,44456789892210,12345679570104,MAP_SRI_SM,SIG_00345,Low,True,MCC234_MNC19,55512345248568,98765434590317,insertSubscriberData,SS7 MAP_ISD message from blacklisted source attempting authentication vector request. Allowed with monitoring
2025-11-02 07:35:33.914883,SS7_EVT_0000000094,310260983363265,98765434485836,44456784721215,MAP_ATI,SIG_00997,Low,False,MCC262_MNC53,12345678116675,44456781785268,sendAuthenticationInfo,SS7 MAP_SAI message from untrusted partner attempting authentication vector request. Blocked by firewall
2025-11-02 07:40:33.914883,SS7_EVT_0000000095,310260736027069,44456784472400,98765433120944,MAP_ATI,SIG_01009,Low,True,MCC208_MNC14,98765434124944,44456781657240,anyTimeInterrogation,SS7 MAP_ATI message from unknown network attempting subscriber information query. Allowed with monitoring
2025-11-02 07:45:33.914883,SS7_EVT_0000000096,310260324704568,12345672118195,33322115735325,MAP_SAI,SIG_00660,Medium,False,MCC234_MNC92,33322111878070,98765438729380,anyTimeInterrogation,SS7 MAP_ATI message from suspicious GT attempting location tracking. Allowed with monitoring
2025-11-02 07:50:33.914883,SS7_EVT_0000000097,310260830230345,33322115013718,33322119844285,CAP_IDP,SIG_00399,Low,False,MCC440_MNC36,33322117186218,44456789668144,anyTimeInterrogation,SS7 MAP_SAI message from untrusted partner attempting SMS interception. Blocked by firewall
2025-11-02 07:55:33.914883,SS7_EVT_0000000098,310260835429172,55512349518099,98765434830178,MAP_ATI,SIG_00663,Low,False,MCC262_MNC22,55512343756294,98765433142837,insertSubscriberData,SS7 CAP_IDP message from unknown network attempting SMS interception. Allowed with monitoring
2025-11-02 08:00:33.914883,SS7_EVT_0000000099,310260101217694,98765434974125,33322114453168,MAP_SRI_SM,SIG_01083,Low,True,MCC440_MNC17,44456784126776,12345675295468,sendAuthenticationInfo,SS7 MAP_SAI message from untrusted partner attempting authentication vector request. Blocked by firewall
2025-11-02 08:05:33.914883,SS7_EVT_0000000100,310260880204902,98765434686012,98765438196730,MAP_UL,SIG_00481,High,True,MCC262_MNC96,12345676602074,44456783981786,sendRoutingInfoForSM,SS7 CAP_IDP message from untrusted partner attempting location tracking. Allowed with monitoring
2025-11-02 08:10:33.914883,SS7_EVT_0000000101,310260894287453,55512346361290,98765438422577,MAP_UL,SIG_00567,Medium,False,MCC262_MNC33,12345672823053,55512342011933,insertSubscriberData,SS7 MAP_ATI message from unknown network attempting SMS interception. Blocked by firewall
