@timestamp,event_id,imsi,mme_host,auth_result,auth_type,hss_node,diameter_result_code,sync_failure,sqn_failure,response_time_ms,subscriber_profile_id,roaming_status,visited_plmn,error_message
2025-11-08 05:53:03.914883,HSS_EVT_0000000015,310260787038331,mme-05.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,30,PROF_022,Home,262,Invalid authentication vector
2025-11-08 05:53:33.914883,HSS_EVT_0000000016,310260426141297,mme-03.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,13,PROF_032,Home,440,HSS overload condition
2025-11-08 05:54:03.914883,HSS_EVT_0000000017,310260750405960,mme-04.tmobile.net,Success,SIM,hss-01.tmobile.net,2001,False,False,9,PROF_044,Home,234,SQN out of range - resync required
2025-11-08 05:54:33.914883,HSS_EVT_0000000018,310260939082906,mme-03.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,41,PROF_030,Home,262,Unknown subscriber in HSS
2025-11-08 05:55:03.914883,HSS_EVT_0000000019,310260402999721,mme-02.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,17,PROF_005,Home,234,Database query timeout
2025-11-08 05:55:33.914883,HSS_EVT_0000000020,310260381512846,mme-05.tmobile.net,Sync Failure,EPS-AKA,hss-02.tmobile.net,2001,False,False,9,PROF_015,Home,440,Subscriber profile retrieved
2025-11-08 05:56:03.914883,HSS_EVT_0000000021,310260677111713,mme-02.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,14,PROF_047,Roaming,234,Replication lag detected
2025-11-08 05:56:33.914883,HSS_EVT_0000000022,310260917157750,mme-04.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,28,PROF_017,Home,310260,Authentication successful
2025-11-08 05:57:03.914883,HSS_EVT_0000000023,310260704113477,mme-02.tmobile.net,Success,SIM,hss-05.tmobile.net,2001,False,False,49,PROF_007,Home,234,HSS overload condition
2025-11-08 05:57:33.914883,HSS_EVT_0000000024,310260218588207,mme-02.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,63,PROF_006,Home,310490,SQN out of range - resync required
2025-11-08 05:58:03.914883,HSS_EVT_0000000025,310260713234644,mme-04.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,55,PROF_028,Home,440,Replication lag detected
2025-11-08 05:58:33.914883,HSS_EVT_0000000026,310260683707030,mme-03.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,30,PROF_013,Home,310490,Subscriber profile retrieved
2025-11-08 05:59:03.914883,HSS_EVT_0000000027,310260529735458,mme-02.tmobile.net,Success,SIM,hss-05.tmobile.net,2001,False,False,37,PROF_043,Home,262,HSS overload condition
2025-11-08 05:59:33.914883,HSS_EVT_0000000028,310260679788122,mme-02.tmobile.net,Failure,EPS-AKA,hss-03.tmobile.net,2001,False,False,5,PROF_025,Home,234,Invalid authentication vector
2025-11-08 06:00:03.914883,HSS_EVT_0000000029,310260797114103,mme-05.tmobile.net,Success,AKA,hss-01.tmobile.net,2001,False,False,31,PROF_015,Home,262,HSS overload condition
2025-11-08 06:00:33.914883,HSS_EVT_0000000030,310260163544951,mme-05.tmobile.net,Sync Failure,EPS-AKA,hss-07.tmobile.net,2001,False,False,103,PROF_045,Home,310490,Replication lag detected
2025-11-08 06:01:03.914883,HSS_EVT_0000000031,310260181085194,mme-01.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,11,PROF_011,Home,440,HSS overload condition
2025-11-08 06:01:33.914883,HSS_EVT_0000000032,310260360156435,mme-03.tmobile.net,Success,AKA,hss-04.tmobile.net,2001,False,False,47,PROF_028,Home,262,Subscriber profile retrieved
2025-11-08 06:02:03.914883,HSS_EVT_0000000033,310260897753657,mme-04.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,70,PROF_045,Home,262,Replication lag detected
2025-11-08 06:02:33.914883,HSS_EVT_0000000034,310260394803300,mme-05.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,3002,False,False,13,PROF_004,Roaming,440,Replication lag detected
2025-11-08 06:03:03.914883,HSS_EVT_0000000035,310260337533175,mme-02.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,9,PROF_006,Home,310260,Invalid authentication vector
2025-11-08 06:03:33.914883,HSS_EVT_0000000036,310260862461797,mme-04.tmobile.net,Success,AKA,hss-08.tmobile.net,2001,False,False,57,PROF_016,Roaming,262,Subscriber profile retrieved
2025-11-08 06:04:03.914883,HSS_EVT_0000000037,310260350398225,mme-01.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,17,PROF_009,Home,440,Database query timeout
2025-11-08 06:04:33.914883,HSS_EVT_0000000038,310260589141094,mme-02.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,32,PROF_027,Home,440,Subscriber profile retrieved
2025-11-08 06:05:03.914883,HSS_EVT_0000000039,310260248668506,mme-05.tmobile.net,Failure,EPS-AKA,hss-05.tmobile.net,2001,False,False,16,PROF_036,Home,310260,Unknown subscriber in HSS
2025-11-08 06:05:33.914883,HSS_EVT_0000000040,310260262609833,mme-05.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,104,PROF_028,International Roaming,310490,Invalid authentication vector
2025-11-08 06:06:03.914883,HSS_EVT_0000000041,310260217187498,mme-03.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,29,PROF_011,Home,310490,Authentication successful
2025-11-08 06:06:33.914883,HSS_EVT_0000000042,310260391279769,mme-03.tmobile.net,Success,AKA,hss-03.tmobile.net,2001,False,False,27,PROF_011,Home,310260,Database query timeout
2025-11-08 06:07:03.914883,HSS_EVT_0000000043,310260318505082,mme-05.tmobile.net,Success,SIM,hss-07.tmobile.net,2001,False,False,34,PROF_025,Home,310260,Subscriber profile retrieved
2025-11-08 06:07:33.914883,HSS_EVT_0000000044,310260441212991,mme-05.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,10,PROF_018,Home,262,Unknown subscriber in HSS
2025-11-08 06:08:03.914883,HSS_EVT_0000000045,310260456071443,mme-04.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,96,PROF_035,Home,234,Authentication successful
2025-11-08 06:08:33.914883,HSS_EVT_0000000046,310260942245089,mme-05.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,26,PROF_034,Home,440,Unknown subscriber in HSS
2025-11-08 06:09:03.914883,HSS_EVT_0000000047,310260284314887,mme-02.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,True,False,13,PROF_024,Roaming,310490,Replication lag detected
2025-11-08 06:09:33.914883,HSS_EVT_0000000048,310260192272112,mme-01.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,30,PROF_038,Roaming,262,Replication lag detected
2025-11-08 06:10:03.914883,HSS_EVT_0000000049,310260574930085,mme-04.tmobile.net,Failure,EPS-AKA,hss-02.tmobile.net,2001,False,False,43,PROF_028,Home,310260,Authentication successful
2025-11-08 06:10:33.914883,HSS_EVT_0000000050,310260522497807,mme-04.tmobile.net,Success,AKA,hss-08.tmobile.net,2001,False,False,10,PROF_025,Home,234,Invalid authentication vector
2025-11-08 06:11:03.914883,HSS_EVT_0000000051,310260969378613,mme-05.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,5001,False,False,20,PROF_029,Roaming,440,SQN out of range - resync required
2025-11-08 06:11:33.914883,HSS_EVT_0000000052,310260402999721,mme-04.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,46,PROF_045,Home,234,Unknown subscriber in HSS
2025-11-08 06:12:03.914883,HSS_EVT_0000000053,310260336654875,mme-01.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,17,PROF_046,Home,310260,Replication lag detected
2025-11-08 06:12:33.914883,HSS_EVT_0000000054,310260420323744,mme-03.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,16,PROF_041,Home,310490,Unknown subscriber in HSS
2025-11-08 06:13:03.914883,HSS_EVT_0000000055,310260977906715,mme-05.tmobile.net,Success,AKA,hss-08.tmobile.net,2001,False,False,27,PROF_037,Roaming,310490,SQN out of range - resync required
2025-11-08 06:13:33.914883,HSS_EVT_0000000056,310260169540635,mme-02.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,14,PROF_034,Home,310260,Unknown subscriber in HSS
2025-11-08 06:14:03.914883,HSS_EVT_0000000057,310260163544951,mme-05.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,13,PROF_027,Home,440,Unknown subscriber in HSS
2025-11-08 06:14:33.914883,HSS_EVT_0000000058,310260618848023,mme-04.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,14,PROF_032,Home,234,Replication lag detected
2025-11-08 06:15:03.914883,HSS_EVT_0000000059,310260709557026,mme-01.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,62,PROF_013,Home,310260,SQN out of range - resync required
2025-11-08 06:15:33.914883,HSS_EVT_0000000060,310260198145036,mme-02.tmobile.net,Success,AKA,hss-01.tmobile.net,2001,False,False,6,PROF_048,Home,262,Database query timeout
2025-11-08 06:16:03.914883,HSS_EVT_0000000061,310260192272112,mme-02.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,17,PROF_024,Home,262,HSS overload condition
2025-11-08 06:16:33.914883,HSS_EVT_0000000062,310260411487812,mme-03.tmobile.net,Success,SIM,hss-04.tmobile.net,5065,False,False,20,PROF_041,Home,262,Unknown subscriber in HSS
2025-11-08 06:17:03.914883,HSS_EVT_0000000063,310260816534584,mme-04.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,32,PROF_044,Home,440,Authentication successful
2025-11-08 06:17:33.914883,HSS_EVT_0000000064,310260698118617,mme-02.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,12,PROF_011,Home,310260,SQN out of range - resync required
2025-11-08 06:18:03.914883,HSS_EVT_0000000065,310260101343257,mme-05.tmobile.net,Success,AKA,hss-08.tmobile.net,2001,False,False,2,PROF_019,Home,310260,SQN out of range - resync required
2025-11-08 06:18:33.914883,HSS_EVT_0000000066,310260447467827,mme-02.tmobile.net,Success,AKA,hss-04.tmobile.net,2001,False,False,65,PROF_012,Roaming,440,Invalid authentication vector
2025-11-08 06:19:03.914883,HSS_EVT_0000000067,310260414536299,mme-03.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,37,PROF_006,Home,440,Subscriber profile retrieved
2025-11-08 06:19:33.914883,HSS_EVT_0000000068,310260180185067,mme-01.tmobile.net,Success,AKA,hss-06.tmobile.net,2001,False,False,16,PROF_033,Roaming,262,Unknown subscriber in HSS
2025-11-08 06:20:03.914883,HSS_EVT_0000000069,310260628276181,mme-04.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,22,PROF_040,Home,262,Authentication successful
2025-11-08 06:20:33.914883,HSS_EVT_0000000070,310260991297235,mme-03.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,30,PROF_017,Home,262,Invalid authentication vector
2025-11-08 06:21:03.914883,HSS_EVT_0000000071,310260864208605,mme-03.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,66,PROF_040,Home,234,Database query timeout
2025-11-08 06:21:33.914883,HSS_EVT_0000000072,310260845769848,mme-04.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,30,PROF_030,Home,310490,Authentication successful
2025-11-08 06:22:03.914883,HSS_EVT_0000000073,310260766699623,mme-01.tmobile.net,Success,SIM,hss-01.tmobile.net,2001,False,False,50,PROF_030,Home,310490,Subscriber profile retrieved
2025-11-08 06:22:33.914883,HSS_EVT_0000000074,310260385702682,mme-01.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,48,PROF_038,Roaming,440,Replication lag detected
2025-11-08 06:23:03.914883,HSS_EVT_0000000075,310260438054994,mme-01.tmobile.net,Failure,EPS-AKA,hss-01.tmobile.net,5065,False,False,36,PROF_002,Home,310260,HSS overload condition
2025-11-08 06:23:33.914883,HSS_EVT_0000000076,310260787038331,mme-03.tmobile.net,Sync Failure,EPS-AKA,hss-03.tmobile.net,2001,False,False,13,PROF_029,Home,234,Subscriber profile retrieved
2025-11-08 06:24:03.914883,HSS_EVT_0000000077,310260698178630,mme-01.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,17,PROF_040,Home,310490,HSS overload condition
2025-11-08 06:24:33.914883,HSS_EVT_0000000078,310260868439752,mme-05.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,42,PROF_045,Home,262,Authentication successful
2025-11-08 06:25:03.914883,HSS_EVT_0000000079,310260220788540,mme-05.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,52,PROF_044,Home,310260,Invalid authentication vector
2025-11-08 06:25:33.914883,HSS_EVT_0000000080,310260790522265,mme-04.tmobile.net,Success,AKA,hss-03.tmobile.net,2001,True,False,49,PROF_031,Home,262,Database query timeout
2025-11-08 06:26:03.914883,HSS_EVT_0000000081,310260721917366,mme-03.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,36,PROF_026,Home,262,SQN out of range - resync required
2025-11-08 06:26:33.914883,HSS_EVT_0000000082,310260402093936,mme-01.tmobile.net,Failure,EPS-AKA,hss-03.tmobile.net,2001,False,False,22,PROF_042,Home,234,HSS overload condition
2025-11-08 06:27:03.914883,HSS_EVT_0000000083,310260106910527,mme-03.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,14,PROF_013,Home,440,Invalid authentication vector
2025-11-08 06:27:33.914883,HSS_EVT_0000000084,310260201186328,mme-02.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,14,PROF_028,Home,262,Replication lag detected
2025-11-08 06:28:03.914883,HSS_EVT_0000000085,310260538948328,mme-04.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,6,PROF_007,Home,310260,HSS overload condition
2025-11-08 06:28:33.914883,HSS_EVT_0000000086,310260862461797,mme-05.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,32,PROF_047,Home,262,Subscriber profile retrieved
2025-11-08 06:29:03.914883,HSS_EVT_0000000087,310260964244426,mme-03.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,6,PROF_030,Home,262,Subscriber profile retrieved
2025-11-08 06:29:33.914883,HSS_EVT_0000000088,310260669529635,mme-04.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,15,PROF_008,Home,310490,HSS overload condition
2025-11-08 06:30:03.914883,HSS_EVT_0000000089,310260436011959,mme-03.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,21,PROF_004,Home,234,Invalid authentication vector
2025-11-08 06:30:33.914883,HSS_EVT_0000000090,310260766699623,mme-03.tmobile.net,Failure,AKA,hss-05.tmobile.net,2001,False,False,91,PROF_046,Home,440,SQN out of range - resync required
2025-11-08 06:31:03.914883,HSS_EVT_0000000091,310260796599761,mme-03.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,105,PROF_016,Home,310490,Database query timeout
2025-11-08 06:31:33.914883,HSS_EVT_0000000092,310260208584458,mme-03.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,5,PROF_025,Home,310490,Subscriber profile retrieved
2025-11-08 06:32:03.914883,HSS_EVT_0000000093,310260661975137,mme-02.tmobile.net,Success,AKA,hss-04.tmobile.net,2001,False,False,23,PROF_043,Roaming,262,Unknown subscriber in HSS
2025-11-08 06:32:33.914883,HSS_EVT_0000000094,310260562237137,mme-02.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,28,PROF_023,Home,310260,SQN out of range - resync required
2025-11-08 06:33:03.914883,HSS_EVT_0000000095,310260679788122,mme-01.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,42,PROF_036,Home,310260,SQN out of range - resync required
2025-11-08 06:33:33.914883,HSS_EVT_0000000096,310260783618642,mme-01.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,19,PROF_041,Home,440,Database query timeout
2025-11-08 06:34:03.914883,HSS_EVT_0000000097,310260341718626,mme-05.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,True,False,3,PROF_037,International Roaming,310490,Database query timeout
2025-11-08 06:34:33.914883,HSS_EVT_0000000098,310260798649302,mme-01.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,53,PROF_022,Home,310490,SQN out of range - resync required
2025-11-08 06:35:03.914883,HSS_EVT_0000000099,310260513797076,mme-04.tmobile.net,Success,AKA,hss-07.tmobile.net,2001,False,False,41,PROF_043,Home,262,SQN out of range - resync required
2025-11-08 06:35:33.914883,HSS_EVT_0000000100,310260732431422,mme-03.tmobile.net,Success,SIM,hss-07.tmobile.net,2001,False,True,3,PROF_042,Home,440,Subscriber profile retrieved
2025-11-08 06:36:03.914883,HSS_EVT_0000000101,310260402093936,mme-01.tmobile.net,Sync Failure,EPS-AKA,hss-03.tmobile.net,2001,False,False,23,PROF_021,Home,262,Subscriber profile retrieved
2025-11-08 06:36:33.914883,HSS_EVT_0000000102,310260121499729,mme-02.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,77,PROF_022,Home,310490,Invalid authentication vector
2025-11-08 06:37:03.914883,HSS_EVT_0000000103,310260662038234,mme-02.tmobile.net,Success,AKA,hss-03.tmobile.net,2001,False,False,10,PROF_046,Home,310260,HSS overload condition
2025-11-08 06:37:33.914883,HSS_EVT_0000000104,310260598898066,mme-04.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,62,PROF_022,Home,262,Authentication successful
2025-11-08 06:38:03.914883,HSS_EVT_0000000105,310260750405960,mme-04.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,3,PROF_006,Home,440,HSS overload condition
2025-11-08 06:38:33.914883,HSS_EVT_0000000106,310260336534573,mme-01.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,47,PROF_029,Home,310260,SQN out of range - resync required
2025-11-08 06:39:03.914883,HSS_EVT_0000000107,310260845718911,mme-02.tmobile.net,Failure,EPS-AKA,hss-06.tmobile.net,2001,False,False,32,PROF_012,Home,262,SQN out of range - resync required
2025-11-08 06:39:33.914883,HSS_EVT_0000000108,310260107194716,mme-05.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,22,PROF_037,Home,440,Subscriber profile retrieved
2025-11-08 06:40:03.914883,HSS_EVT_0000000109,310260646023278,mme-05.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,49,PROF_035,Home,440,Replication lag detected
2025-11-08 06:40:33.914883,HSS_EVT_0000000110,310260845718911,mme-01.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,24,PROF_017,Home,310260,Database query timeout
2025-11-08 06:41:03.914883,HSS_EVT_0000000111,310260253631522,mme-04.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,6,PROF_006,International Roaming,440,SQN out of range - resync required
2025-11-08 06:41:33.914883,HSS_EVT_0000000112,310260900269495,mme-05.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,8,PROF_001,Home,310490,Invalid authentication vector
2025-11-08 06:42:03.914883,HSS_EVT_0000000113,310260694252201,mme-05.tmobile.net,Failure,EPS-AKA,hss-02.tmobile.net,2001,False,False,26,PROF_014,Home,310490,SQN out of range - resync required
2025-11-08 06:42:33.914883,HSS_EVT_0000000114,310260622072965,mme-02.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,34,PROF_029,Home,234,Subscriber profile retrieved
2025-11-08 06:43:03.914883,HSS_EVT_0000000115,310260198145036,mme-05.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,True,23,PROF_026,Home,310260,Subscriber profile retrieved
2025-11-08 06:43:33.914883,HSS_EVT_0000000116,310260304411560,mme-03.tmobile.net,Failure,EPS-AKA,hss-02.tmobile.net,2001,False,False,16,PROF_049,Home,310490,Unknown subscriber in HSS
2025-11-08 06:44:03.914883,HSS_EVT_0000000117,310260884142491,mme-04.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,19,PROF_005,Home,262,Authentication successful
2025-11-08 06:44:33.914883,HSS_EVT_0000000118,310260958805579,mme-01.tmobile.net,Success,SIM,hss-04.tmobile.net,2001,False,False,10,PROF_043,Home,262,Subscriber profile retrieved
2025-11-08 06:45:03.914883,HSS_EVT_0000000119,310260704711791,mme-01.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,11,PROF_012,Roaming,310260,Authentication successful
2025-11-08 06:45:33.914883,HSS_EVT_0000000120,310260589168526,mme-01.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,54,PROF_013,Home,310490,Subscriber profile retrieved
2025-11-08 06:46:03.914883,HSS_EVT_0000000121,310260154793463,mme-02.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,37,PROF_011,Home,234,HSS overload condition
2025-11-08 06:46:33.914883,HSS_EVT_0000000122,310260973208128,mme-05.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,28,PROF_050,Home,262,Replication lag detected
2025-11-08 06:47:03.914883,HSS_EVT_0000000123,310260670752081,mme-05.tmobile.net,Success,EPS-AKA,hss-06.tmobile.net,2001,False,False,37,PROF_029,Home,310490,SQN out of range - resync required
2025-11-08 06:47:33.914883,HSS_EVT_0000000124,310260265842593,mme-03.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,43,PROF_035,Home,310490,Replication lag detected
2025-11-08 06:48:03.914883,HSS_EVT_0000000125,310260265572495,mme-04.tmobile.net,Success,EPS-AKA,hss-01.tmobile.net,2001,False,False,8,PROF_023,Home,310490,Authentication successful
2025-11-08 06:48:33.914883,HSS_EVT_0000000126,310260696490389,mme-03.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,20,PROF_020,Home,234,Unknown subscriber in HSS
2025-11-08 06:49:03.914883,HSS_EVT_0000000127,310260710142387,mme-03.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,5012,False,False,24,PROF_005,Home,310260,Invalid authentication vector
2025-11-08 06:49:33.914883,HSS_EVT_0000000128,310260119010980,mme-04.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,27,PROF_042,Home,310490,Subscriber profile retrieved
2025-11-08 06:50:03.914883,HSS_EVT_0000000129,310260858934922,mme-05.tmobile.net,Success,EPS-AKA,hss-07.tmobile.net,2001,False,False,26,PROF_028,Roaming,262,HSS overload condition
2025-11-08 06:50:33.914883,HSS_EVT_0000000130,310260198822844,mme-05.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,45,PROF_013,Home,262,Replication lag detected
2025-11-08 06:51:03.914883,HSS_EVT_0000000131,310260618848023,mme-01.tmobile.net,Success,EPS-AKA,hss-02.tmobile.net,2001,False,False,7,PROF_046,Home,310260,Subscriber profile retrieved
2025-11-08 06:51:33.914883,HSS_EVT_0000000132,310260387099163,mme-01.tmobile.net,Success,EPS-AKA,hss-08.tmobile.net,2001,False,False,4,PROF_032,Home,310260,Authentication successful
2025-11-08 06:52:03.914883,HSS_EVT_0000000133,310260897753657,mme-02.tmobile.net,Success,EPS-AKA,hss-05.tmobile.net,2001,False,False,58,PROF_020,Home,234,Invalid authentication vector
2025-11-08 06:52:33.914883,HSS_EVT_0000000134,310260484798491,mme-01.tmobile.net,Success,AKA,hss-05.tmobile.net,2001,False,False,8,PROF_018,Home,310260,Authentication successful
2025-11-08 06:53:03.914883,HSS_EVT_0000000135,310260917157750,mme-05.tmobile.net,Success,EPS-AKA,hss-03.tmobile.net,2001,False,False,47,PROF_046,Home,310260,HSS overload condition
2025-11-08 06:53:33.914883,HSS_EVT_0000000136,310260423807668,mme-03.tmobile.net,Success,AKA,hss-01.tmobile.net,2001,False,False,43,PROF_020,Roaming,262,Authentication successful
2025-11-08 06:54:03.914883,HSS_EVT_0000000137,310260251453080,mme-03.tmobile.net,Success,AKA,hss-03.tmobile.net,2001,False,False,15,PROF_045,Home,440,Replication lag detected
2025-11-08 06:54:33.914883,HSS_EVT_0000000138,310260924253817,mme-01.tmobile.net,Success,EPS-AKA,hss-04.tmobile.net,2001,False,False,5,PROF_039,Home,262,SQN out of range - resync required
