@timestamp,metric_id,mme_host,link_type,peer_node,messages_per_second,error_rate,congestion_level,sctp_associations,sctp_retransmissions,link_status,cpu_utilization,memory_utilization,active_subscribers
2025-11-04 02:18:33.914883,METRIC_0000000022,mme-02.tmobile.net,S10,peer-02.tmobile.net,501,0.007207009878610934,Low,14,4,Up,73.7344170348574,67.21241451668418,428413
2025-11-04 02:20:03.914883,METRIC_0000000023,mme-03.tmobile.net,S1-MME,peer-13.tmobile.net,509,0.006234761296828845,High,35,2,Up,72.16647223117188,69.6770346202169,163906
2025-11-04 02:21:33.914883,METRIC_0000000024,mme-01.tmobile.net,S1-MME,peer-05.tmobile.net,515,5.128146924135042e-05,None,10,4,Up,71.60776459672753,92.92886373142333,54221
2025-11-04 02:23:03.914883,METRIC_0000000025,mme-03.tmobile.net,S6a,peer-11.tmobile.net,502,0.01053746253409782,None,36,1,Down,64.17138005446573,57.92061614720719,298714
2025-11-04 02:24:33.914883,METRIC_0000000026,mme-02.tmobile.net,S1-MME,peer-09.tmobile.net,471,0.00506451508867958,None,13,4,Down,71.81526665164478,85.15871611238649,486925
2025-11-04 02:26:03.914883,METRIC_0000000027,mme-03.tmobile.net,SGs,peer-17.tmobile.net,512,0.020021658716715542,None,9,3,Up,50.68955028820683,93.08958908791601,315740
2025-11-04 02:27:33.914883,METRIC_0000000028,mme-01.tmobile.net,S1-MME,peer-19.tmobile.net,495,0.0019677657289808395,Low,8,2,Up,74.59881442912135,88.7004768282918,315012
2025-11-04 02:29:03.914883,METRIC_0000000029,mme-03.tmobile.net,S1-MME,peer-15.tmobile.net,536,0.0034741135785716828,None,7,1,Up,80.33476486770368,88.07844276453538,485310
2025-11-04 02:30:33.914883,METRIC_0000000030,mme-04.tmobile.net,S11,peer-04.tmobile.net,499,0.011642027741134727,Medium,46,1,Up,36.096258234759134,76.56961660845037,331927
2025-11-04 02:32:03.914883,METRIC_0000000031,mme-04.tmobile.net,S1-MME,peer-06.tmobile.net,470,0.004333088228665453,None,36,1,Up,75.98937055484171,26.61084144309421,185523
2025-11-04 02:33:33.914883,METRIC_0000000032,mme-04.tmobile.net,S6a,peer-08.tmobile.net,505,0.0018422513558058768,None,26,4,Up,72.45390658757468,88.86616950053383,331950
2025-11-04 02:35:03.914883,METRIC_0000000033,mme-01.tmobile.net,S11,peer-10.tmobile.net,505,0.009636715998141194,Low,25,5,Up,48.42745213461712,60.493522554496096,11388
2025-11-04 02:36:33.914883,METRIC_0000000034,mme-04.tmobile.net,S6a,peer-01.tmobile.net,490,0.005434007030248954,High,35,5,Up,52.08228845536942,92.05237046988925,95818
2025-11-04 02:38:03.914883,METRIC_0000000035,mme-05.tmobile.net,S1-MME,peer-05.tmobile.net,478,0.012421189318241026,None,5,4,Up,98.81778492668505,89.5568703868379,357369
2025-11-04 02:39:33.914883,METRIC_0000000036,mme-03.tmobile.net,S6a,peer-15.tmobile.net,517,0.0055599387338637766,Medium,10,0,Up,55.720658942621256,96.57873050241051,28552
2025-11-04 02:41:03.914883,METRIC_0000000037,mme-03.tmobile.net,S1-MME,peer-19.tmobile.net,502,0.004150787750475203,None,36,3,Up,47.365650383535154,63.464239573720974,410127
2025-11-04 02:42:33.914883,METRIC_0000000038,mme-05.tmobile.net,S6a,peer-12.tmobile.net,487,0.002303398135840742,Medium,11,3,Up,70.34977527196577,81.77881525215794,477645
2025-11-04 02:44:03.914883,METRIC_0000000039,mme-02.tmobile.net,S10,peer-06.tmobile.net,476,0.0188464525060518,None,17,5,Up,78.109841310978,52.55968938054008,410181
2025-11-04 02:45:33.914883,METRIC_0000000040,mme-04.tmobile.net,SGs,peer-19.tmobile.net,498,0.0012165984955032519,Low,6,4,Up,88.52276873625071,76.23944638428809,137993
2025-11-04 02:47:03.914883,METRIC_0000000041,mme-03.tmobile.net,S11,peer-04.tmobile.net,498,0.003232342353958892,None,35,2,Up,71.4697431799349,71.13409179723132,150474
2025-11-04 02:48:33.914883,METRIC_0000000042,mme-03.tmobile.net,S1-MME,peer-05.tmobile.net,529,0.011143235420261528,None,43,2,Up,97.69234108152017,67.33075147770458,83206
2025-11-04 02:50:03.914883,METRIC_0000000043,mme-03.tmobile.net,S1-MME,peer-13.tmobile.net,509,0.0050912788022671445,None,8,2,Up,64.3302749644891,71.06107545730154,232003
2025-11-04 02:51:33.914883,METRIC_0000000044,mme-03.tmobile.net,S1-MME,peer-10.tmobile.net,490,0.017405832346959645,None,10,0,Up,68.18447575861116,87.7414838921634,310091
2025-11-04 02:53:03.914883,METRIC_0000000045,mme-01.tmobile.net,S6a,peer-14.tmobile.net,515,0.0009511059157262996,None,28,1,Degraded,90.77841402526798,49.76318861074397,346834
2025-11-04 02:54:33.914883,METRIC_0000000046,mme-03.tmobile.net,SGs,peer-16.tmobile.net,531,0.015175720747671742,None,21,0,Up,91.49502316484721,59.02653817181477,97994
2025-11-04 02:56:03.914883,METRIC_0000000047,mme-04.tmobile.net,S1-MME,peer-02.tmobile.net,536,0.00031784972901974636,None,26,1,Up,49.27531643945485,67.72993294205489,25061
2025-11-04 02:57:33.914883,METRIC_0000000048,mme-05.tmobile.net,S1-MME,peer-09.tmobile.net,495,0.003540658707238702,None,32,2,Up,29.15350818525625,86.83111539455334,97783
2025-11-04 02:59:03.914883,METRIC_0000000049,mme-02.tmobile.net,S6a,peer-18.tmobile.net,529,0.004732701362611186,None,40,2,Up,66.35512701265918,82.18978922741732,407136
2025-11-04 03:00:33.914883,METRIC_0000000050,mme-01.tmobile.net,S1-MME,peer-05.tmobile.net,477,0.0004392705327418816,None,23,2,Up,47.031945206814015,86.72244919036757,484497
2025-11-04 03:02:03.914883,METRIC_0000000051,mme-04.tmobile.net,S1-MME,peer-11.tmobile.net,491,0.0015526074122150688,None,39,3,Up,66.70151652488309,73.725380701171,264700
2025-11-04 03:03:33.914883,METRIC_0000000052,mme-02.tmobile.net,S11,peer-18.tmobile.net,508,0.006351032470968939,None,45,4,Up,57.309325181832236,71.17373828960203,443753
2025-11-04 03:05:03.914883,METRIC_0000000053,mme-02.tmobile.net,SGs,peer-14.tmobile.net,483,0.01821536029517823,None,14,0,Up,80.52644166494655,61.5605002020631,412950
2025-11-04 03:06:33.914883,METRIC_0000000054,mme-03.tmobile.net,S11,peer-07.tmobile.net,486,0.00527389667601337,None,17,2,Up,66.26813812760213,88.79473127779409,143214
2025-11-04 03:08:03.914883,METRIC_0000000055,mme-05.tmobile.net,S6a,peer-13.tmobile.net,500,0.003594830111228131,High,36,1,Up,41.929193422265755,74.60275676206216,367283
2025-11-04 03:09:33.914883,METRIC_0000000056,mme-02.tmobile.net,S6a,peer-12.tmobile.net,468,0.005195723366342452,None,43,1,Up,38.96352105180064,87.13765151172275,205026
2025-11-04 03:11:03.914883,METRIC_0000000057,mme-03.tmobile.net,S11,peer-12.tmobile.net,517,0.0006211973259317563,None,5,1,Up,83.52056626505585,72.3642802875247,145444
2025-11-04 03:12:33.914883,METRIC_0000000058,mme-03.tmobile.net,S1-MME,peer-08.tmobile.net,487,0.055912882696387126,Low,36,1,Up,66.07829431293723,65.68676450211186,172859
2025-11-04 03:14:03.914883,METRIC_0000000059,mme-03.tmobile.net,S11,peer-20.tmobile.net,504,0.0015104346268093047,Medium,29,0,Up,68.81779261253914,73.43789404021668,349293
2025-11-04 03:15:33.914883,METRIC_0000000060,mme-01.tmobile.net,S6a,peer-07.tmobile.net,496,0.002910853945036495,Low,15,2,Up,28.06927344519051,85.08938915578325,323549
2025-11-04 03:17:03.914883,METRIC_0000000061,mme-04.tmobile.net,S1-MME,peer-01.tmobile.net,489,0.0027786231830343013,None,17,1,Up,80.46194194224752,71.17614657774648,86333
2025-11-04 03:18:33.914883,METRIC_0000000062,mme-03.tmobile.net,S6a,peer-18.tmobile.net,474,0.020052619243986488,None,13,5,Up,57.970284735514475,68.42097225758425,238751
2025-11-04 03:20:03.914883,METRIC_0000000063,mme-03.tmobile.net,SGs,peer-05.tmobile.net,512,0.005110280022161981,None,24,2,Up,68.18429957304501,87.27645058805572,80094
2025-11-04 03:21:33.914883,METRIC_0000000064,mme-03.tmobile.net,S1-MME,peer-18.tmobile.net,513,0.0002518355142789385,None,29,1,Degraded,69.32711961564836,56.00674915686199,263180
2025-11-04 03:23:03.914883,METRIC_0000000065,mme-03.tmobile.net,SGs,peer-02.tmobile.net,505,0.005822351395993599,None,26,1,Up,48.95898541442026,62.760091379753355,273512
2025-11-04 03:24:33.914883,METRIC_0000000066,mme-03.tmobile.net,S10,peer-17.tmobile.net,484,0.01063987568569085,Low,27,2,Up,83.4320923854501,92.46359241358118,461402
2025-11-04 03:26:03.914883,METRIC_0000000067,mme-03.tmobile.net,S1-MME,peer-14.tmobile.net,519,0.021034020262001525,None,33,1,Up,55.466044182044286,57.68569216633161,185038
2025-11-04 03:27:33.914883,METRIC_0000000068,mme-03.tmobile.net,S1-MME,peer-09.tmobile.net,533,0.010657478789162001,None,7,3,Up,49.86479983151874,77.290169261837,190291
2025-11-04 03:29:03.914883,METRIC_0000000069,mme-05.tmobile.net,S1-MME,peer-12.tmobile.net,541,0.013819776793818876,None,10,1,Up,80.65788330622405,81.82157175067796,78105
2025-11-04 03:30:33.914883,METRIC_0000000070,mme-03.tmobile.net,S1-MME,peer-14.tmobile.net,482,0.004904229629934006,None,48,0,Up,70.23591211290838,58.638618457153854,277985
2025-11-04 03:32:03.914883,METRIC_0000000071,mme-05.tmobile.net,S1-MME,peer-09.tmobile.net,556,0.014458558388347262,High,48,2,Down,83.42602878632383,77.3332876253469,179844
2025-11-04 03:33:33.914883,METRIC_0000000072,mme-04.tmobile.net,S1-MME,peer-20.tmobile.net,479,0.002136347016942784,None,8,2,Up,77.76421808586859,79.61253709122383,25429
2025-11-04 03:35:03.914883,METRIC_0000000073,mme-04.tmobile.net,S1-MME,peer-18.tmobile.net,516,0.0007033223332860218,None,43,3,Up,64.28731879403162,43.49212527188323,35584
2025-11-04 03:36:33.914883,METRIC_0000000074,mme-01.tmobile.net,S1-MME,peer-10.tmobile.net,483,0.01761368444779492,None,43,0,Up,83.73627297044953,31.98179671107633,392585
2025-11-04 03:38:03.914883,METRIC_0000000075,mme-01.tmobile.net,SGs,peer-04.tmobile.net,494,0.0024261757591330633,Low,34,3,Up,71.95124552221262,87.20899835277389,69945
2025-11-04 03:39:33.914883,METRIC_0000000076,mme-05.tmobile.net,S6a,peer-13.tmobile.net,512,0.005642568304804384,None,17,2,Up,78.5462667926218,96.31565351897174,428925
2025-11-04 03:41:03.914883,METRIC_0000000077,mme-02.tmobile.net,S1-MME,peer-01.tmobile.net,476,0.003734351145599781,None,49,3,Degraded,81.26986712767984,94.0039479289362,432230
2025-11-04 03:42:33.914883,METRIC_0000000078,mme-01.tmobile.net,S6a,peer-15.tmobile.net,483,0.0033563366476430535,None,10,1,Up,84.65036789341738,90.7876865476993,102198
2025-11-04 03:44:03.914883,METRIC_0000000079,mme-01.tmobile.net,S1-MME,peer-19.tmobile.net,541,0.012173315525292352,None,9,0,Up,60.77345902411066,52.51658671935863,355279
2025-11-04 03:45:33.914883,METRIC_0000000080,mme-02.tmobile.net,S11,peer-03.tmobile.net,526,0.01065993470290525,None,43,2,Up,60.7884570181977,83.71137203579151,346011
2025-11-04 03:47:03.914883,METRIC_0000000081,mme-02.tmobile.net,S10,peer-05.tmobile.net,471,0.0009492294032624104,None,8,1,Up,57.18003516830908,80.79867992485865,170881
2025-11-04 03:48:33.914883,METRIC_0000000082,mme-04.tmobile.net,S6a,peer-07.tmobile.net,472,0.01525854516798877,None,35,0,Up,62.05407184702163,91.14725557439746,46768
2025-11-04 03:50:03.914883,METRIC_0000000083,mme-03.tmobile.net,S1-MME,peer-16.tmobile.net,488,0.027513942555699125,None,33,4,Up,76.19443678538832,72.73571868758188,284333
2025-11-04 03:51:33.914883,METRIC_0000000084,mme-02.tmobile.net,S10,peer-11.tmobile.net,509,0.0090463513039443,Low,28,2,Up,70.23283777874674,77.87252834503981,247019
2025-11-04 03:53:03.914883,METRIC_0000000085,mme-03.tmobile.net,S1-MME,peer-20.tmobile.net,497,0.003749002269492807,Low,8,3,Up,91.38569384213113,95.83344935974651,346490
2025-11-04 03:54:33.914883,METRIC_0000000086,mme-03.tmobile.net,S6a,peer-02.tmobile.net,512,0.004246196187967695,None,30,1,Up,44.20262181161329,65.03532003576154,149215
2025-11-04 03:56:03.914883,METRIC_0000000087,mme-04.tmobile.net,S6a,peer-20.tmobile.net,516,0.001417125293937441,Medium,8,0,Up,72.34808290694701,64.48645335458711,33540
2025-11-04 03:57:33.914883,METRIC_0000000088,mme-04.tmobile.net,S11,peer-03.tmobile.net,519,0.003474765235287102,None,21,2,Up,83.48775580268602,92.17258191616587,283830
2025-11-04 03:59:03.914883,METRIC_0000000089,mme-03.tmobile.net,S11,peer-17.tmobile.net,493,0.0020093721977404912,None,36,2,Up,12.862055317505522,77.33310363661138,306928
2025-11-04 04:00:33.914883,METRIC_0000000090,mme-01.tmobile.net,S6a,peer-06.tmobile.net,514,0.015159674071751237,Low,5,2,Up,60.39128937420899,77.07391411876348,34984
2025-11-04 04:02:03.914883,METRIC_0000000091,mme-02.tmobile.net,S1-MME,peer-09.tmobile.net,516,0.0053908979207450865,Low,38,1,Up,63.52025132981204,98.23435941450873,477476
2025-11-04 04:03:33.914883,METRIC_0000000092,mme-02.tmobile.net,S1-MME,peer-04.tmobile.net,501,0.0057483944745383,None,49,1,Up,49.79946327642701,36.976853399133184,113321
2025-11-04 04:05:03.914883,METRIC_0000000093,mme-03.tmobile.net,S1-MME,peer-09.tmobile.net,507,0.02272227546943705,None,19,5,Up,41.818589731366615,86.72901957905488,415904
2025-11-04 04:06:33.914883,METRIC_0000000094,mme-04.tmobile.net,S6a,peer-05.tmobile.net,474,0.009304927977172764,None,19,1,Up,56.056317438436324,86.69479238534379,82046
2025-11-04 04:08:03.914883,METRIC_0000000095,mme-02.tmobile.net,S11,peer-20.tmobile.net,502,0.008093844717711272,None,26,1,Up,58.5755900834018,91.97193109263631,426060
2025-11-04 04:09:33.914883,METRIC_0000000096,mme-03.tmobile.net,S6a,peer-10.tmobile.net,477,0.008967721664433872,None,10,2,Up,28.854492038379682,83.9804712442218,374099
2025-11-04 04:11:03.914883,METRIC_0000000097,mme-04.tmobile.net,S6a,peer-05.tmobile.net,506,0.007805713654890375,Low,28,3,Up,75.54495920631517,73.86101682428111,396772
2025-11-04 04:12:33.914883,METRIC_0000000098,mme-01.tmobile.net,S6a,peer-04.tmobile.net,520,0.004002212486095145,None,14,0,Up,71.2969562212439,81.22037903158923,250092
2025-11-04 04:14:03.914883,METRIC_0000000099,mme-04.tmobile.net,S1-MME,peer-02.tmobile.net,493,0.0035881630071881803,Critical,31,2,Up,51.48466160460566,85.8999016123553,319181
2025-11-04 04:15:33.914883,METRIC_0000000100,mme-03.tmobile.net,S11,peer-01.tmobile.net,492,0.003255339077972035,None,36,0,Up,54.86273676777177,50.3588024482015,29859
2025-11-04 04:17:03.914883,METRIC_0000000101,mme-05.tmobile.net,S6a,peer-07.tmobile.net,491,0.007399256519581865,None,5,4,Up,63.950493500694286,85.91190911073267,48081
2025-11-04 04:18:33.914883,METRIC_0000000102,mme-01.tmobile.net,S1-MME,peer-05.tmobile.net,515,0.0034994433345025837,None,29,0,Up,78.94806870770795,73.32061020222335,275199
2025-11-04 04:20:03.914883,METRIC_0000000103,mme-03.tmobile.net,SGs,peer-12.tmobile.net,526,0.0010801849352298808,None,6,2,Up,67.76320262026493,80.83970858564288,496006
2025-11-04 04:21:33.914883,METRIC_0000000104,mme-03.tmobile.net,S6a,peer-15.tmobile.net,534,0.00899476199480862,Low,39,4,Up,90.33461178367253,91.64595000352222,20370
2025-11-04 04:23:03.914883,METRIC_0000000105,mme-04.tmobile.net,S11,peer-15.tmobile.net,495,0.0037568217645841907,Low,41,0,Up,38.99246192535223,75.04910745186129,38282
2025-11-04 04:24:33.914883,METRIC_0000000106,mme-01.tmobile.net,S1-MME,peer-05.tmobile.net,530,0.013748186533974265,None,26,2,Up,19.140911767065887,55.035115596404204,479627
2025-11-04 04:26:03.914883,METRIC_0000000107,mme-02.tmobile.net,S11,peer-03.tmobile.net,458,0.016404872329565046,None,37,1,Up,46.77447492109365,89.67814508617697,61440
2025-11-04 04:27:33.914883,METRIC_0000000108,mme-04.tmobile.net,S11,peer-07.tmobile.net,522,0.010100782167008436,None,40,2,Degraded,62.974100136971444,88.94706644923087,193867
2025-11-04 04:29:03.914883,METRIC_0000000109,mme-04.tmobile.net,S11,peer-19.tmobile.net,496,0.009760938077143353,None,18,2,Up,88.56335780307836,76.03707886925923,260248
2025-11-04 04:30:33.914883,METRIC_0000000110,mme-03.tmobile.net,S6a,peer-14.tmobile.net,497,0.002410809652897075,Medium,15,2,Up,56.43327832579927,73.0435537940986,215891
2025-11-04 04:32:03.914883,METRIC_0000000111,mme-02.tmobile.net,S1-MME,peer-19.tmobile.net,476,0.02500246101613228,None,37,4,Up,62.33929575531325,54.64284236556758,216185
2025-11-04 04:33:33.914883,METRIC_0000000112,mme-01.tmobile.net,S1-MME,peer-08.tmobile.net,507,0.021815160432547866,None,48,1,Up,71.69162332755457,52.99186959849327,342890
2025-11-04 04:35:03.914883,METRIC_0000000113,mme-03.tmobile.net,SGs,peer-19.tmobile.net,507,0.04080198860217036,High,21,3,Up,71.01155443810894,77.24138572305473,86677
2025-11-04 04:36:33.914883,METRIC_0000000114,mme-04.tmobile.net,S6a,peer-13.tmobile.net,519,0.03054931148809313,None,23,1,Up,35.01394037388474,49.514596200720696,437016
2025-11-04 04:38:03.914883,METRIC_0000000115,mme-02.tmobile.net,S11,peer-15.tmobile.net,507,0.011179522572000488,None,38,1,Up,59.18660349083053,73.65103596775253,478043
2025-11-04 04:39:33.914883,METRIC_0000000116,mme-05.tmobile.net,S1-MME,peer-13.tmobile.net,478,0.004581994291696816,None,41,1,Degraded,60.2422422087325,94.4214717720175,285120
2025-11-04 04:41:03.914883,METRIC_0000000117,mme-03.tmobile.net,S6a,peer-04.tmobile.net,525,0.0048335136018750535,Critical,7,4,Up,75.36383110483972,89.84856895778391,405927
2025-11-04 04:42:33.914883,METRIC_0000000118,mme-04.tmobile.net,S1-MME,peer-18.tmobile.net,463,0.012554156914444019,None,12,0,Up,50.675103465404725,91.28350494480544,344943
2025-11-04 04:44:03.914883,METRIC_0000000119,mme-04.tmobile.net,S6a,peer-15.tmobile.net,503,0.007244532262427845,Low,41,3,Up,89.70954847825865,88.15373969440978,168902
2025-11-04 04:45:33.914883,METRIC_0000000120,mme-01.tmobile.net,S6a,peer-05.tmobile.net,523,0.002647764959236642,Low,43,3,Up,47.23459135364849,85.65873429855945,188626
2025-11-04 04:47:03.914883,METRIC_0000000121,mme-05.tmobile.net,S1-MME,peer-07.tmobile.net,526,0.007607316313483389,None,39,0,Up,32.00196121079199,65.39232994645242,119321
2025-11-04 04:48:33.914883,METRIC_0000000122,mme-01.tmobile.net,S6a,peer-04.tmobile.net,542,0.006976496296208429,Low,42,0,Up,72.50277708412642,67.1159234973596,243665
2025-11-04 04:50:03.914883,METRIC_0000000123,mme-01.tmobile.net,S1-MME,peer-18.tmobile.net,523,0.004842707249599538,None,19,3,Up,34.918884076962804,80.6387367714328,323775
2025-11-04 04:51:33.914883,METRIC_0000000124,mme-04.tmobile.net,S10,peer-09.tmobile.net,485,0.0028655366999704415,None,34,3,Up,57.9123338690784,95.44130446200869,242342
2025-11-04 04:53:03.914883,METRIC_0000000125,mme-02.tmobile.net,S11,peer-11.tmobile.net,501,0.0020536455793009004,Medium,29,2,Up,59.527634948823085,45.85386179152603,71005
2025-11-04 04:54:33.914883,METRIC_0000000126,mme-04.tmobile.net,S1-MME,peer-15.tmobile.net,483,0.0017157414842686486,None,27,1,Up,69.74077759758971,81.67727061746194,11287
2025-11-04 04:56:03.914883,METRIC_0000000127,mme-01.tmobile.net,S1-MME,peer-04.tmobile.net,487,0.010123748395702827,None,5,1,Up,83.24963039535817,96.34254050366835,499288
2025-11-04 04:57:33.914883,METRIC_0000000128,mme-03.tmobile.net,S11,peer-13.tmobile.net,499,0.004869812713765122,None,10,2,Degraded,74.07864541653268,91.46776406347144,255627
2025-11-04 04:59:03.914883,METRIC_0000000129,mme-03.tmobile.net,S1-MME,peer-06.tmobile.net,512,0.001549610432318055,Low,33,2,Up,58.891449069467185,90.34544898486448,356990
2025-11-04 05:00:33.914883,METRIC_0000000130,mme-05.tmobile.net,SGs,peer-10.tmobile.net,523,0.015140265890514287,None,40,4,Up,76.01504574125607,95.19658085374085,293928
2025-11-04 05:02:03.914883,METRIC_0000000131,mme-02.tmobile.net,SGs,peer-12.tmobile.net,489,0.0026549584957705967,Medium,42,0,Up,78.83246993006749,74.27130680420441,315963
2025-11-04 05:03:33.914883,METRIC_0000000132,mme-05.tmobile.net,S1-MME,peer-09.tmobile.net,474,0.0050453461545296825,None,14,3,Up,69.2508768204617,72.16508710300367,105609
2025-11-04 05:05:03.914883,METRIC_0000000133,mme-02.tmobile.net,S1-MME,peer-13.tmobile.net,492,0.01922055162627016,None,36,3,Up,70.67378564709345,78.52120648784526,314396
2025-11-04 05:06:33.914883,METRIC_0000000134,mme-02.tmobile.net,S6a,peer-17.tmobile.net,500,0.002754180114728807,Low,38,2,Up,69.2578179208774,73.80793378641484,274087
2025-11-04 05:08:03.914883,METRIC_0000000135,mme-01.tmobile.net,S1-MME,peer-10.tmobile.net,534,0.011144494755732141,None,49,3,Up,72.83703140253441,90.15754186983789,346219
2025-11-04 05:09:33.914883,METRIC_0000000136,mme-02.tmobile.net,S6a,peer-07.tmobile.net,469,0.012435866679573812,None,20,2,Up,58.653345077603404,84.32361792834482,23772
2025-11-04 05:11:03.914883,METRIC_0000000137,mme-04.tmobile.net,S10,peer-12.tmobile.net,529,0.0075078428713871576,Medium,33,0,Up,44.91500753357615,41.57836295962064,262468
2025-11-04 05:12:33.914883,METRIC_0000000138,mme-04.tmobile.net,S1-MME,peer-06.tmobile.net,520,0.004888024727163849,None,8,1,Up,84.18604094225974,79.49021847661997,340672
2025-11-04 05:14:03.914883,METRIC_0000000139,mme-05.tmobile.net,S1-MME,peer-09.tmobile.net,518,0.000903075348646995,None,20,1,Up,48.07125216548123,89.50509356093441,98923
2025-11-04 05:15:33.914883,METRIC_0000000140,mme-03.tmobile.net,S1-MME,peer-14.tmobile.net,549,0.01269621621331582,None,18,1,Up,72.60381391130466,79.71883733549177,129911
2025-11-04 05:17:03.914883,METRIC_0000000141,mme-05.tmobile.net,S11,peer-19.tmobile.net,473,0.012668590820895626,None,27,0,Up,88.95145469697363,53.63325117196247,250118
2025-11-04 05:18:33.914883,METRIC_0000000142,mme-03.tmobile.net,S1-MME,peer-09.tmobile.net,513,0.003790413980407435,None,22,2,Up,75.23206366220369,88.32526458681434,63781
2025-11-04 05:20:03.914883,METRIC_0000000143,mme-01.tmobile.net,S1-MME,peer-09.tmobile.net,469,0.0239996344914883,High,6,1,Up,75.66419347270379,97.95562306554648,266933
2025-11-04 05:21:33.914883,METRIC_0000000144,mme-02.tmobile.net,S11,peer-17.tmobile.net,503,0.020901604712110104,High,40,3,Up,80.54168742805014,38.93822188284163,115438
2025-11-04 05:23:03.914883,METRIC_0000000145,mme-02.tmobile.net,SGs,peer-05.tmobile.net,483,0.001911169040377571,None,18,1,Up,77.0464683359815,74.57927543150643,339268
2025-11-04 05:24:33.914883,METRIC_0000000146,mme-04.tmobile.net,S6a,peer-01.tmobile.net,528,0.015555135714163294,None,39,0,Up,78.22175186326336,84.76898653991172,435064
