@timestamp,cell_id,metric_name,ml.anomaly_score,actual_value,typical_value,deviation_pct,anomaly_severity,detection_rule,region
2025-10-29 05:33:01.452193,CELL-000115,latency,31.221489691291627,103.49505427805909,72.25192262384793,-0.6990715820898574,Medium,Population Analysis,Mid-Atlantic
2025-10-29 05:43:01.452193,CELL-000101,latency,16.516423882118303,135.02606495747145,93.75130315828154,6.304975012808439,Critical,Time Series Forecast,North Central
2025-10-29 05:53:01.452193,CELL-000024,latency,56.37569958606837,127.05825487706876,117.21377438797097,-9.626929279758432,Medium,Time Series Forecast,Mid-Atlantic
2025-10-29 06:03:01.452193,CELL-000067,latency,15.489037454801814,134.0150922199939,100.9081021440592,42.7540030038327,Medium,Seasonal Pattern,Southwest
2025-10-29 06:13:01.452193,CELL-000115,call_drop_rate,20.45304848991014,129.2465531930654,77.65388385971183,-30.902381854396218,Medium,Seasonal Pattern,Midwest
2025-10-29 06:23:01.452193,CELL-000133,session_drop_rate,57.57907907615588,77.04295894767206,116.8998735741494,56.555174960543766,High,Trend Analysis,Northwest
2025-10-29 06:33:01.452193,CELL-000134,prb_utilization_dl,40.656016647332336,73.49387392134273,79.89896844605481,-10.079561338715283,Medium,Trend Analysis,Southwest
2025-10-29 06:43:01.452193,CELL-000102,prb_utilization_dl,81.52663354090824,149.55742624052982,92.20620739616031,66.64782425118506,Low,Population Analysis,Northeast
2025-10-29 06:53:01.452193,CELL-000090,rsrp,94.87505073524802,91.90693906896395,90.51064911368931,-43.743493532257474,Low,Multi-Metric Correlation,Midwest
2025-10-29 07:03:01.452193,CELL-000109,session_drop_rate,41.896849653104184,85.98541150477176,109.45485923003486,-39.02425075630425,High,Multi-Metric Correlation,North Central
2025-10-29 07:13:01.452193,CELL-000036,session_drop_rate,85.52373228607463,115.54191019957803,84.52320874654664,20.634125056637064,Medium,Multi-Metric Correlation,Mid-Atlantic
2025-10-29 07:23:01.452193,CELL-000092,handover_success_rate,72.27700297300385,127.49211571813616,89.13856344124638,70.6809090318114,Medium,Trend Analysis,Mid-Atlantic
2025-10-29 07:33:01.452193,CELL-000027,sinr,34.032816605773775,92.99218314355605,108.08783801583019,3.8851052417723366,Critical,Seasonal Pattern,Southeast
2025-10-29 07:43:01.452193,CELL-000086,session_drop_rate,86.91663398670599,72.30744921722886,96.45785508985995,11.022581876002622,Low,Trend Analysis,Gulf
2025-10-29 07:53:01.452193,CELL-000004,latency,19.487020813449607,109.72317894114182,87.90693825037803,60.22756400926827,Medium,Seasonal Pattern,Central
2025-10-29 08:03:01.452193,CELL-000022,call_drop_rate,34.64144060342521,145.3984229104749,64.93319646485074,59.39203800177092,High,Time Series Forecast,Midwest
2025-10-29 08:13:01.452193,CELL-000135,rsrp,41.51249139637437,142.7402805806225,105.39114089862879,35.31079654211191,High,Population Analysis,Northeast
2025-10-29 08:23:01.452193,CELL-000148,rsrp,23.958898029575202,65.44866736273691,66.2680977589771,78.62205787433467,Medium,Time Series Forecast,Mid-Atlantic
2025-10-29 08:33:01.452193,CELL-000103,sinr,46.22269357734453,138.74519219845618,104.00362324752994,16.58968000507202,Info,Threshold Deviation,Atlantic
2025-10-29 08:43:01.452193,CELL-000006,handover_success_rate,33.17765771580421,66.67488991906714,87.74834879420638,-46.06195866880109,Info,Seasonal Pattern,West
2025-10-29 08:53:01.452193,CELL-000124,rsrp,83.57144620368457,106.0783952250836,73.95023010063004,-23.919099589702316,Medium,Multi-Metric Correlation,Mountain
2025-10-29 09:03:01.452193,CELL-000012,rsrp,35.58165546049914,97.96472139889136,67.54316650689907,65.43416018991644,High,Population Analysis,Midwest
2025-10-29 09:13:01.452193,CELL-000122,sinr,48.41223070159778,94.03252373394649,75.70033528933985,5.052584577544328,Critical,Multi-Metric Correlation,Southeast
2025-10-29 09:23:01.452193,CELL-000097,prb_utilization_dl,27.305025096053004,74.26779241284937,99.35209718994483,3.629941969578442,Medium,Population Analysis,Pacific
2025-10-29 09:33:01.452193,CELL-000033,call_drop_rate,28.302005506149676,78.10305559838895,67.2079042856789,69.91112027468955,High,Threshold Deviation,South Central
2025-10-29 09:43:01.452193,CELL-000024,call_drop_rate,59.254998453981244,86.99596263260499,113.31169336603931,-46.29988829003567,Low,Time Series Forecast,North Central
2025-10-29 09:53:01.452193,CELL-000057,prb_utilization_dl,63.916269691596995,129.15432765415855,114.69004099456109,30.06093920705517,Info,Population Analysis,Mountain
2025-10-29 10:03:01.452193,CELL-000053,rrc_connection_success_rate,6.379672090980881,92.78405962701495,102.98503004821401,48.10249475113221,Low,Threshold Deviation,Midwest
2025-10-29 10:13:01.452193,CELL-000106,sinr,34.77642493644141,83.60204781680203,93.58369312574094,-24.239372429611304,Info,Seasonal Pattern,Midwest
2025-10-29 10:23:01.452193,CELL-000083,prb_utilization_dl,19.77689816829866,104.48590388651066,80.20406992083585,34.38639910960616,Info,Trend Analysis,Central
2025-10-29 10:33:01.452193,CELL-000003,prb_utilization_dl,14.528341723955862,80.41115197524836,109.38161769287024,-16.678617730999484,High,Multi-Metric Correlation,South Central
2025-10-29 10:43:01.452193,CELL-000002,rrc_connection_success_rate,9.698764118137726,70.1812972059258,108.13701285383412,-24.759078242367014,High,Trend Analysis,Pacific
2025-10-29 10:53:01.452193,CELL-000081,session_drop_rate,81.69797249773322,86.99993087579452,88.21467378607778,-23.009056140470644,Medium,Population Analysis,Southwest
2025-10-29 11:03:01.452193,CELL-000085,sinr,91.4643210947666,84.65757589056871,110.07787643342435,70.12335458600661,Low,Population Analysis,South Central
2025-10-29 11:13:01.452193,CELL-000141,latency,33.448976272476685,60.16929182770133,66.19872461223912,27.942284891787494,Low,Trend Analysis,Gulf
2025-10-29 11:23:01.452193,CELL-000132,prb_utilization_dl,28.97511121697589,110.46626403037865,80.22044609418579,-2.9014004602934627,Low,Trend Analysis,Midwest
2025-10-29 11:33:01.452193,CELL-000126,rsrp,36.23112551881638,139.66052337675183,84.05586033837402,6.928460932408495,High,Trend Analysis,Southeast
2025-10-29 11:43:01.452193,CELL-000070,rsrp,6.214851116849296,103.00896352252272,102.28598079036001,-41.00959732415816,Medium,Seasonal Pattern,Southeast
2025-10-29 11:53:01.452193,CELL-000012,prb_utilization_dl,82.20962565923942,79.54641746177606,61.53627111654096,-48.55727529597304,Critical,Multi-Metric Correlation,Northwest
2025-10-29 12:03:01.452193,CELL-000034,rrc_connection_success_rate,41.898071715703,68.3729173605234,62.49404680317353,-17.643459983993985,Medium,Trend Analysis,Mid-Atlantic
2025-10-29 12:13:01.452193,CELL-000101,call_drop_rate,51.57402468018313,88.37520129499647,63.17941732416558,10.789294142703696,High,Multi-Metric Correlation,Great Lakes
2025-10-29 12:23:01.452193,CELL-000091,prb_utilization_dl,30.066312078573954,135.61982784856818,98.29283658215957,-30.548677726295956,Low,Multi-Metric Correlation,Great Lakes
2025-10-29 12:33:01.452193,CELL-000022,call_drop_rate,89.74430655426438,129.38552527013337,63.80805095023618,66.50719976182549,Low,Trend Analysis,Northwest
2025-10-29 12:43:01.452193,CELL-000016,call_drop_rate,5.34160253535746,98.29928790282403,108.00038653199985,7.587729235843751,Low,Multi-Metric Correlation,Northeast
2025-10-29 12:53:01.452193,CELL-000010,rsrp,3.4159653936343237,143.5077840655929,68.20553974564238,41.48550785063552,Medium,Time Series Forecast,Southeast
2025-10-29 13:03:01.452193,CELL-000036,rrc_connection_success_rate,66.3190964654895,100.18561458628128,103.04718526656657,56.88900845513366,Info,Trend Analysis,Central
2025-10-29 13:13:01.452193,CELL-000110,latency,34.973984707733266,129.40659752824098,97.77187789865535,79.11226015427926,Low,Multi-Metric Correlation,Southwest
2025-10-29 13:23:01.452193,CELL-000121,rsrp,70.1220831304248,123.572767272144,65.08538048378858,73.0292276784929,Info,Trend Analysis,Central
2025-10-29 13:33:01.452193,CELL-000094,rsrp,68.51840092693502,146.56164462344228,66.7910197849001,51.261338945367356,Medium,Population Analysis,Northeast
2025-10-29 13:43:01.452193,CELL-000062,rrc_connection_success_rate,86.35363465896499,109.7695473420152,94.99039237154602,10.01190199033164,Medium,Seasonal Pattern,Atlantic
2025-10-29 13:53:01.452193,CELL-000056,sinr,64.3902708393692,107.6921272049148,61.170902014392674,-39.29679590583388,High,Time Series Forecast,Atlantic
2025-10-29 14:03:01.452193,CELL-000128,prb_utilization_dl,2.8425711257232256,102.84568221948308,110.81832515645213,-18.57263888880502,Medium,Trend Analysis,Gulf
2025-10-29 14:13:01.452193,CELL-000054,call_drop_rate,65.79963446389046,101.19386454105484,94.3436911559457,-4.312653221914413,Medium,Seasonal Pattern,Central
2025-10-29 14:23:01.452193,CELL-000133,handover_success_rate,50.11892968320299,89.47149346490725,65.27167433895451,52.37812131262749,Low,Trend Analysis,South Central
2025-10-29 14:33:01.452193,CELL-000102,prb_utilization_dl,67.14706999939906,93.60392364625719,82.78012119147682,46.79274050132671,Low,Seasonal Pattern,Central
2025-10-29 14:43:01.452193,CELL-000114,prb_utilization_dl,92.8237912001553,135.92362821068966,100.40223967562866,47.71995695362596,Medium,Time Series Forecast,Atlantic
2025-10-29 14:53:01.452193,CELL-000009,sinr,37.28920884275979,131.87388775435664,111.30674179043747,42.34415054762866,Medium,Seasonal Pattern,West
2025-10-29 15:03:01.452193,CELL-000002,call_drop_rate,2.1155594640845155,98.94486764199654,88.55137014634202,38.11878568241378,High,Multi-Metric Correlation,Mid-Atlantic
2025-10-29 15:13:01.452193,CELL-000082,sinr,46.891286220705595,123.19579142925335,101.79734049071509,68.63742325636149,Info,Threshold Deviation,Mid-Atlantic
2025-10-29 15:23:01.452193,CELL-000075,prb_utilization_dl,19.05084479917887,134.10238914394247,113.08548172828152,-10.208010266045358,High,Seasonal Pattern,Pacific
2025-10-29 15:33:01.452193,CELL-000126,rrc_connection_success_rate,67.44583046218386,94.43771897930378,110.1188704467424,16.70519621514664,Medium,Threshold Deviation,Pacific
2025-10-29 15:43:01.452193,CELL-000082,rrc_connection_success_rate,56.939002247986295,74.01132927413677,75.59958581778754,-31.555667890012607,Low,Seasonal Pattern,North Central
2025-10-29 15:53:01.452193,CELL-000016,session_drop_rate,8.919973309428475,110.22913713953491,69.18541646619455,-7.359603734361092,Low,Population Analysis,West
2025-10-29 16:03:01.452193,CELL-000046,sinr,40.24211644260568,92.76577459392826,100.92423197685495,-10.849548828428283,Medium,Multi-Metric Correlation,Midwest
2025-10-29 16:13:01.452193,CELL-000022,session_drop_rate,79.65131204981,144.2991689565528,106.01121061771974,-42.5630368693409,Low,Time Series Forecast,Central
2025-10-29 16:23:01.452193,CELL-000074,sinr,1.306928292420273,51.181538230907094,111.1769598124751,61.809017388899356,Low,Population Analysis,Midwest
2025-10-29 16:33:01.452193,CELL-000142,call_drop_rate,62.064556566884875,99.03932110942723,84.45751058628028,-26.245886016907555,Critical,Threshold Deviation,Northeast
2025-10-29 16:43:01.452193,CELL-000060,handover_success_rate,76.97101268806081,117.40933276263793,72.36959112015323,15.51016447163634,Medium,Multi-Metric Correlation,Midwest
2025-10-29 16:53:01.452193,CELL-000032,rrc_connection_success_rate,1.639225258293664,67.97710289687048,74.22342392345261,52.736757331995584,Medium,Seasonal Pattern,Mountain
2025-10-29 17:03:01.452193,CELL-000086,prb_utilization_dl,5.421405450249894,66.00589910930837,88.66959364861545,23.20804944513704,Low,Population Analysis,Southwest
2025-10-29 17:13:01.452193,CELL-000102,latency,60.50701767654788,84.51264659278523,90.27194907997159,76.33753677884482,Low,Seasonal Pattern,Northeast
2025-10-29 17:23:01.452193,CELL-000065,rsrp,24.468291137473987,116.39990397359018,77.04712097833844,72.14689538181995,Info,Threshold Deviation,Great Lakes
2025-10-29 17:33:01.452193,CELL-000024,handover_success_rate,82.24093678368641,148.39174944963838,109.7625061941714,32.94750263818346,Medium,Population Analysis,Mid-Atlantic
2025-10-29 17:43:01.452193,CELL-000133,prb_utilization_dl,51.66413466056233,81.26466950406723,88.91205296922901,49.782590374681746,Low,Multi-Metric Correlation,Northeast
2025-10-29 17:53:01.452193,CELL-000096,call_drop_rate,54.87099563772133,115.77828618455656,106.3833673113276,61.03097474517418,Medium,Time Series Forecast,Mid-Atlantic
2025-10-29 18:03:01.452193,CELL-000067,sinr,72.85488269285177,112.25873638455536,62.89939795037523,-6.829223341351771,High,Seasonal Pattern,West
2025-10-29 18:13:01.452193,CELL-000114,session_drop_rate,80.85161818189702,73.62114020309374,78.10015035326334,-29.257194145763673,Critical,Threshold Deviation,South Central
2025-10-29 18:23:01.452193,CELL-000041,sinr,33.012293133862805,82.15321245388044,68.19095037847892,-21.777178911431157,Low,Multi-Metric Correlation,North Central
2025-10-29 18:33:01.452193,CELL-000049,latency,27.01732584909641,75.76852282245515,94.376260066853,-3.572052966084436,Medium,Seasonal Pattern,North Central
2025-10-29 18:43:01.452193,CELL-000083,session_drop_rate,10.588740999116219,85.22412235389766,104.7354175922022,22.053429025525993,Medium,Seasonal Pattern,Northeast
2025-10-29 18:53:01.452193,CELL-000078,handover_success_rate,27.11876101971107,92.45954781554624,94.91510782326486,13.061226734088939,Info,Threshold Deviation,Mid-Atlantic
2025-10-29 19:03:01.452193,CELL-000065,rrc_connection_success_rate,20.139618777076397,73.0403124477273,101.90167849825743,39.37912308771562,Low,Population Analysis,Atlantic
2025-10-29 19:13:01.452193,CELL-000059,session_drop_rate,6.757357964586907,58.47694989588985,104.64585999448687,59.88225599307084,High,Threshold Deviation,West
2025-10-29 19:23:01.452193,CELL-000102,session_drop_rate,62.276425151302206,124.80049727074837,104.29931215602798,-21.768923170380624,High,Trend Analysis,Mountain
2025-10-29 19:33:01.452193,CELL-000028,handover_success_rate,90.71142634231589,134.16066392175605,119.85116137019612,32.11672493019739,Medium,Trend Analysis,Atlantic
2025-10-29 19:43:01.452193,CELL-000127,rsrp,79.23334117149436,125.59606805009138,95.90377120097703,-35.912100780934026,High,Time Series Forecast,Atlantic
2025-10-29 19:53:01.452193,CELL-000136,rsrp,54.8763804971175,51.87455525002081,97.63574412616452,44.27978041098215,Medium,Multi-Metric Correlation,Mid-Atlantic
2025-10-29 20:03:01.452193,CELL-000030,call_drop_rate,26.498353482551128,55.24871881152351,106.16171797251717,14.160715949240956,Critical,Multi-Metric Correlation,South Central
2025-10-29 20:13:01.452193,CELL-000136,handover_success_rate,76.33448874889089,145.92387650883234,93.50478549157455,74.38380248047069,Info,Seasonal Pattern,North Central
2025-10-29 20:23:01.452193,CELL-000062,latency,12.872454100028962,98.98179163464913,62.40191959045403,31.37964877252812,Critical,Multi-Metric Correlation,Central
2025-10-29 20:33:01.452193,CELL-000084,session_drop_rate,37.68907126895525,57.58024896892691,82.04897454251572,5.835728922699777,Low,Seasonal Pattern,North Central
2025-10-29 20:43:01.452193,CELL-000047,latency,47.384474163734055,137.71370477447178,74.22811908437524,-47.966663424474625,Medium,Threshold Deviation,South Central
2025-10-29 20:53:01.452193,CELL-000059,sinr,14.915591253333037,113.0966809837062,110.00395468298943,18.121830725823934,Critical,Multi-Metric Correlation,Southeast
2025-10-29 21:03:01.452193,CELL-000013,rrc_connection_success_rate,36.03499461012137,88.03541533998465,106.10814428234265,69.37459030350901,High,Time Series Forecast,West
2025-10-29 21:13:01.452193,CELL-000024,handover_success_rate,27.579714124535727,134.41717773765214,64.26483754800803,67.37011302834837,Info,Threshold Deviation,Central
2025-10-29 21:23:01.452193,CELL-000007,call_drop_rate,26.51583043277531,97.9204140704462,89.29073536466836,-40.403968576079386,Info,Time Series Forecast,Northeast
2025-10-29 21:33:01.452193,CELL-000085,session_drop_rate,39.44007114111982,67.10651149892254,109.91395681051057,-18.873454146461903,Info,Time Series Forecast,Southwest
2025-10-29 21:43:01.452193,CELL-000119,latency,89.3794510840345,57.50850060728483,67.11423857985349,77.46910280821866,Low,Trend Analysis,Southeast
2025-10-29 21:53:01.452193,CELL-000085,handover_success_rate,50.32162451224801,126.17743491596265,98.35010784866225,-19.97237582073786,Medium,Multi-Metric Correlation,North Central
2025-10-29 22:03:01.452193,CELL-000001,latency,27.675795956352502,126.26503934692526,102.05243361986689,29.857666369378002,Low,Threshold Deviation,Pacific
2025-10-29 22:13:01.452193,CELL-000005,session_drop_rate,63.91663442348713,75.39384665869022,69.67456898046184,25.7872366741707,Low,Multi-Metric Correlation,Mountain
2025-10-29 22:23:01.452193,CELL-000111,session_drop_rate,86.60978290861745,85.08520571550123,77.29533618973363,51.39109918937503,Medium,Trend Analysis,South Central
2025-10-29 22:33:01.452193,CELL-000046,sinr,56.99474126781363,61.701522442568134,65.1012714007775,38.68793697876065,High,Multi-Metric Correlation,Southwest
2025-10-29 22:43:01.452193,CELL-000036,sinr,25.6684071236999,131.67366787285337,106.44394021873522,-24.097132887727113,Medium,Trend Analysis,Atlantic
2025-10-29 22:53:01.452193,CELL-000098,prb_utilization_dl,72.64436222444806,126.25769814487289,83.18694627636125,-24.410033788680327,Medium,Trend Analysis,Southwest
2025-10-29 23:03:01.452193,CELL-000087,latency,6.021006454105294,73.18310142383288,74.68878004157038,31.44037877600141,Medium,Time Series Forecast,Midwest
2025-10-29 23:13:01.452193,CELL-000028,prb_utilization_dl,3.3053588170890658,109.0637192234351,61.9891208694901,35.02246597531966,High,Trend Analysis,Southwest
2025-10-29 23:23:01.452193,CELL-000017,rsrp,27.957790299610195,102.25131837660851,84.59168713135631,-1.3896359538617786,Medium,Time Series Forecast,Mountain
2025-10-29 23:33:01.452193,CELL-000035,call_drop_rate,40.918635786120916,99.8314003782369,115.26414763590807,7.457767653975578,Medium,Seasonal Pattern,Southeast
