@timestamp,session_id,imsi,cell_id,mme_id,apn,subscriber.experience.score,network.transport.latency_ms,network.transport.packet_loss_pct,network.procedure.type,network.procedure.success,network.auth.result,session_duration_sec,data_volume_mb,handover_count,network.procedure.failure_cause,session_description
2025-11-10 19:18:31.343766,SESS-000000000011,310260000000198,CELL-000043,MME-24,vzwinternet,1.7184273873215994,117.75561353281856,1.8414588322651237,Handover,True,Success,6227,170.9787542228907,1,None,"Handover procedure for IMSI 310260000000198 on cell CELL-000043, succeeded with 6227s duration, 171.0MB transferred"
2025-11-10 19:19:01.343766,SESS-000000000012,310260000000003,CELL-000092,MME-66,internet,2.595129719836838,113.01865509292563,1.0324591556515879,Handover,True,Success,4305,448.9870157745103,11,None,"Subscriber session on internet APN, Handover succeeded, experience score 2.60, 11 handovers"
2025-11-10 19:19:31.343766,SESS-000000000013,310260000000075,CELL-000019,MME-11,vzwinternet,2.307457376318374,224.17246289419865,1.552681219709057,Detach,True,Success,137,125.6487858821228,0,None,"Detach for vzwinternet service, succeeded after 137s, latency 224.2ms, 125.6MB data volume"
2025-11-10 19:20:01.343766,SESS-000000000014,310260000000130,CELL-000012,MME-65,ims,3.0022076227753334,217.43948191252179,4.417860681363076,Bearer Modification,False,Success,1961,363.666655854872,1,Timeout,"Mobile session with 1 handovers, Bearer Modification procedure failed, 3.00 experience score"
2025-11-10 19:20:31.343766,SESS-000000000015,310260000000189,CELL-000107,MME-05,vzwinternet,2.434850218246444,54.86240721086407,4.257154205858804,Service Request,False,Success,4618,193.36640011027464,7,Authentication Failure,"vzwinternet session: Service Request failed, 4618s duration, 54.9ms latency, packet loss 4.26%"
2025-11-10 19:21:01.343766,SESS-000000000016,310260000000112,CELL-000001,MME-40,ims,3.8932306751459826,55.63618086239576,3.8684459256074737,Bearer Modification,True,Success,7175,130.9624028529463,14,None,"Bearer Modification procedure for IMSI 310260000000112 on cell CELL-000001, succeeded with 7175s duration, 131.0MB transferred"
2025-11-10 19:21:31.343766,SESS-000000000017,310260000000163,CELL-000005,MME-09,internet,4.054961778967225,194.56021965905225,2.5367738235058424,Bearer Modification,True,Success,1374,255.785894583772,2,None,"Subscriber session on internet APN, Bearer Modification succeeded, experience score 4.05, 2 handovers"
2025-11-10 19:22:01.343766,SESS-000000000018,310260000000200,CELL-000126,MME-30,internet,2.35368459794816,130.49450276352522,6.591862085520793,Attach,True,Success,6010,163.03388822968273,11,None,"Attach for internet service, succeeded after 6010s, latency 130.5ms, 163.0MB data volume"
2025-11-10 19:22:31.343766,SESS-000000000019,310260000000061,CELL-000149,MME-63,vzwinternet,1.8892619616296722,68.05910884689096,6.915941292401869,Attach,True,Success,6946,295.4857339533026,14,None,"Mobile session with 14 handovers, Attach procedure succeeded, 1.89 experience score"
2025-11-10 19:23:01.343766,SESS-000000000020,310260000000113,CELL-000076,MME-57,internet,4.747911934429586,163.27622250086603,7.0551515497438855,TAU,True,Success,4187,372.45817088668707,3,None,"internet session: TAU succeeded, 4187s duration, 163.3ms latency, packet loss 7.06%"
2025-11-10 19:23:31.343766,SESS-000000000021,310260000000185,CELL-000119,MME-70,vzwinternet,3.7600305788464063,224.10741242321706,0.21621210242437616,TAU,True,Success,5635,102.02510568524596,11,None,"TAU procedure for IMSI 310260000000185 on cell CELL-000119, succeeded with 5635s duration, 102.0MB transferred"
2025-11-10 19:24:01.343766,SESS-000000000022,310260000000083,CELL-000021,MME-74,internet,4.913182680600673,19.772017674029883,3.0907165294046504,TAU,True,Success,475,369.34582041024623,6,None,"Subscriber session on internet APN, TAU succeeded, experience score 4.91, 6 handovers"
2025-11-10 19:24:31.343766,SESS-000000000023,310260000000023,CELL-000007,MME-20,internet,4.472737010690388,53.80021130001535,0.07285995263828937,Handover,True,Failed,5993,69.05859849697283,6,None,"Handover for internet service, succeeded after 5993s, latency 53.8ms, 69.1MB data volume"
2025-11-10 19:25:01.343766,SESS-000000000024,310260000000058,CELL-000085,MME-80,vzwims,3.1924954351863186,75.40351249557388,7.36124805763413,Handover,True,Success,1654,223.84676226265864,11,None,"Mobile session with 11 handovers, Handover procedure succeeded, 3.19 experience score"
2025-11-10 19:25:31.343766,SESS-000000000025,310260000000034,CELL-000097,MME-10,internet,2.189948154185681,195.04200753511466,0.2584691789696727,Service Request,True,Failed,5788,243.25321854575023,14,None,"internet session: Service Request succeeded, 5788s duration, 195.0ms latency, packet loss 0.26%"
2025-11-10 19:26:01.343766,SESS-000000000026,310260000000043,CELL-000006,MME-45,internet,1.440325473169353,80.41469635887535,6.702824484853296,TAU,True,Success,1935,369.99602186785347,0,None,"TAU procedure for IMSI 310260000000043 on cell CELL-000006, succeeded with 1935s duration, 370.0MB transferred"
2025-11-10 19:26:31.343766,SESS-000000000027,310260000000018,CELL-000014,MME-75,internet,1.6911158824433894,65.00876843558838,4.147638953064248,Handover,True,Success,1054,322.45110146871065,9,None,"Subscriber session on internet APN, Handover succeeded, experience score 1.69, 9 handovers"
2025-11-10 19:27:01.343766,SESS-000000000028,310260000000040,CELL-000027,MME-55,internet,2.202904623149313,32.13522071250105,4.085459782808038,TAU,True,Success,1684,420.822208225126,6,None,"TAU for internet service, succeeded after 1684s, latency 32.1ms, 420.8MB data volume"
2025-11-10 19:27:31.343766,SESS-000000000029,310260000000016,CELL-000137,MME-68,internet,1.2581601713689703,103.87570926726238,1.8022830956651061,Handover,False,Success,653,259.1166675406133,1,Resource Unavailable,"Mobile session with 1 handovers, Handover procedure failed, 1.26 experience score"
2025-11-10 19:28:01.343766,SESS-000000000030,310260000000146,CELL-000013,MME-61,internet,3.7163910565698344,225.46764846871145,6.952342449225762,TAU,True,Success,1967,368.590280694034,9,None,"internet session: TAU succeeded, 1967s duration, 225.5ms latency, packet loss 6.95%"
2025-11-10 19:28:31.343766,SESS-000000000031,310260000000161,CELL-000048,MME-35,vzwinternet,1.695532606404608,30.39169318557402,1.2741563952930886,Attach,True,Success,1301,169.1719061388599,6,None,"Attach procedure for IMSI 310260000000161 on cell CELL-000048, succeeded with 1301s duration, 169.2MB transferred"
2025-11-10 19:29:01.343766,SESS-000000000032,310260000000104,CELL-000131,MME-46,vzwims,3.011183051180768,186.9224859821699,2.3293383293297847,Bearer Modification,True,Success,545,88.26003049472328,0,None,"Subscriber session on vzwims APN, Bearer Modification succeeded, experience score 3.01, 0 handovers"
2025-11-10 19:29:31.343766,SESS-000000000033,310260000000130,CELL-000077,MME-68,internet,3.6844875229168954,57.545184605120674,0.10457426060477193,Service Request,True,Success,535,151.24453430074945,7,None,"Service Request for internet service, succeeded after 535s, latency 57.5ms, 151.2MB data volume"
2025-11-10 19:30:01.343766,SESS-000000000034,310260000000168,CELL-000127,MME-01,vzwinternet,3.2894153375822466,47.55851877362982,3.1251259522205084,Handover,True,Success,4046,394.51552528089746,14,None,"Mobile session with 14 handovers, Handover procedure succeeded, 3.29 experience score"
2025-11-10 19:30:31.343766,SESS-000000000035,310260000000134,CELL-000100,MME-69,internet,2.6654756885287423,64.13170496203234,7.693594748629976,Service Request,True,Success,3306,17.621453390544847,11,None,"internet session: Service Request succeeded, 3306s duration, 64.1ms latency, packet loss 7.69%"
2025-11-10 19:31:01.343766,SESS-000000000036,310260000000022,CELL-000029,MME-80,internet,4.609344247418777,189.8151720537113,0.796596651062913,Service Request,True,Success,429,311.91825484452426,2,None,"Service Request procedure for IMSI 310260000000022 on cell CELL-000029, succeeded with 429s duration, 311.9MB transferred"
2025-11-10 19:31:31.343766,SESS-000000000037,310260000000128,CELL-000103,MME-24,internet,3.6094869377938363,245.7972798400786,4.900181059458366,Service Request,True,Success,5242,242.83375768340508,2,None,"Subscriber session on internet APN, Service Request succeeded, experience score 3.61, 2 handovers"
2025-11-10 19:32:01.343766,SESS-000000000038,310260000000016,CELL-000103,MME-15,vzwinternet,1.0210322651082442,98.29505629165502,1.8812232409734069,Bearer Modification,True,Success,6397,441.9280539888866,6,None,"Bearer Modification for vzwinternet service, succeeded after 6397s, latency 98.3ms, 441.9MB data volume"
2025-11-10 19:32:31.343766,SESS-000000000039,310260000000169,CELL-000008,MME-12,vzwinternet,2.7301638549879867,147.6184932946613,7.707992105510517,TAU,False,Success,3817,59.44710354933617,13,Congestion,"Mobile session with 13 handovers, TAU procedure failed, 2.73 experience score"
2025-11-10 19:33:01.343766,SESS-000000000040,310260000000131,CELL-000045,MME-45,internet,3.574401990099397,113.79048093787384,5.120682277263601,Handover,True,Success,141,3.3513775270331667,5,None,"internet session: Handover succeeded, 141s duration, 113.8ms latency, packet loss 5.12%"
2025-11-10 19:33:31.343766,SESS-000000000041,310260000000048,CELL-000010,MME-59,internet,4.642067444110265,134.10183202108047,2.423136803807667,Service Request,True,Success,3484,123.88997950144277,11,None,"Service Request procedure for IMSI 310260000000048 on cell CELL-000010, succeeded with 3484s duration, 123.9MB transferred"
2025-11-10 19:34:01.343766,SESS-000000000042,310260000000012,CELL-000099,MME-57,internet,1.3998130462799003,138.92246528170762,3.8522515592566497,TAU,True,Success,6869,14.124366899576268,1,None,"Subscriber session on internet APN, TAU succeeded, experience score 1.40, 1 handovers"
2025-11-10 19:34:31.343766,SESS-000000000043,310260000000033,CELL-000026,MME-08,internet,4.738958007934896,41.083315523304634,6.736797938886489,Detach,True,Success,1283,202.70934020497074,12,None,"Detach for internet service, succeeded after 1283s, latency 41.1ms, 202.7MB data volume"
2025-11-10 19:35:01.343766,SESS-000000000044,310260000000141,CELL-000092,MME-80,ims,2.843761158265989,197.88237825837382,5.012150379164098,Handover,True,Success,333,75.21617945415309,0,None,"Mobile session with 0 handovers, Handover procedure succeeded, 2.84 experience score"
2025-11-10 19:35:31.343766,SESS-000000000045,310260000000019,CELL-000028,MME-80,internet,3.022582636288491,10.136964174467611,0.8819688592067862,Service Request,True,Success,3285,305.5799758047254,1,None,"internet session: Service Request succeeded, 3285s duration, 10.1ms latency, packet loss 0.88%"
2025-11-10 19:36:01.343766,SESS-000000000046,310260000000057,CELL-000106,MME-32,mms,4.65786020877726,50.5564780469252,7.5704997436709895,Service Request,True,Success,4440,42.07720636397804,7,None,"Service Request procedure for IMSI 310260000000057 on cell CELL-000106, succeeded with 4440s duration, 42.1MB transferred"
2025-11-10 19:36:31.343766,SESS-000000000047,310260000000165,CELL-000102,MME-71,internet,2.1026856646018324,232.1338539993417,3.3767812964692343,Bearer Modification,True,Success,3354,242.87542875336436,8,None,"Subscriber session on internet APN, Bearer Modification succeeded, experience score 2.10, 8 handovers"
2025-11-10 19:37:01.343766,SESS-000000000048,310260000000058,CELL-000148,MME-31,internet,1.2993928813993785,178.81950836938898,1.076976207041386,Detach,True,Success,2362,333.47235121725646,1,None,"Detach for internet service, succeeded after 2362s, latency 178.8ms, 333.5MB data volume"
2025-11-10 19:37:31.343766,SESS-000000000049,310260000000040,CELL-000059,MME-05,internet,1.4383704218170066,160.22525272445202,0.9371059481053532,Detach,True,Success,2372,37.09111834037939,14,None,"Mobile session with 14 handovers, Detach procedure succeeded, 1.44 experience score"
2025-11-10 19:38:01.343766,SESS-000000000050,310260000000178,CELL-000138,MME-73,internet,2.9907191909294237,202.90837184825213,7.787646888470743,Handover,True,Success,2332,272.6759399691873,7,None,"internet session: Handover succeeded, 2332s duration, 202.9ms latency, packet loss 7.79%"
2025-11-10 19:38:31.343766,SESS-000000000051,310260000000054,CELL-000143,MME-60,internet,4.292756553697878,244.74694700442453,2.769434835219908,Bearer Modification,True,Success,6546,319.3489087959534,1,None,"Bearer Modification procedure for IMSI 310260000000054 on cell CELL-000143, succeeded with 6546s duration, 319.3MB transferred"
2025-11-10 19:39:01.343766,SESS-000000000052,310260000000189,CELL-000145,MME-46,internet,1.6463296337566962,123.13149606780071,1.9127403863581165,TAU,True,Success,4774,241.77008786684553,11,None,"Subscriber session on internet APN, TAU succeeded, experience score 1.65, 11 handovers"
2025-11-10 19:39:31.343766,SESS-000000000053,310260000000180,CELL-000057,MME-58,mms,3.0442160645965544,202.20168537087415,0.23195808632061166,Service Request,True,Success,6889,393.60437996701,1,None,"Service Request for mms service, succeeded after 6889s, latency 202.2ms, 393.6MB data volume"
2025-11-10 19:40:01.343766,SESS-000000000054,310260000000090,CELL-000030,MME-41,internet,4.481613209215531,70.94107920309811,4.0397637115549205,Attach,True,Success,1817,465.62887253848504,3,None,"Mobile session with 3 handovers, Attach procedure succeeded, 4.48 experience score"
2025-11-10 19:40:31.343766,SESS-000000000055,310260000000121,CELL-000120,MME-39,internet,1.464225275700425,246.58111361434032,5.82332621175726,Attach,True,Failed,4969,172.56431660759756,8,None,"internet session: Attach succeeded, 4969s duration, 246.6ms latency, packet loss 5.82%"
2025-11-10 19:41:01.343766,SESS-000000000056,310260000000200,CELL-000018,MME-13,vzwinternet,1.715491102320562,147.61496260654008,4.027067676897986,Attach,True,Success,4798,343.66121909861425,8,None,"Attach procedure for IMSI 310260000000200 on cell CELL-000018, succeeded with 4798s duration, 343.7MB transferred"
2025-11-10 19:41:31.343766,SESS-000000000057,310260000000148,CELL-000122,MME-51,internet,2.378594941785071,119.05648875122579,0.6107625825336287,Detach,True,Success,5256,272.2826068048147,10,None,"Subscriber session on internet APN, Detach succeeded, experience score 2.38, 10 handovers"
2025-11-10 19:42:01.343766,SESS-000000000058,310260000000095,CELL-000134,MME-59,ims,4.017038467044322,25.55329934794137,5.0419291843016065,Detach,True,Success,2686,2.5435890604946234,11,None,"Detach for ims service, succeeded after 2686s, latency 25.6ms, 2.5MB data volume"
2025-11-10 19:42:31.343766,SESS-000000000059,310260000000133,CELL-000120,MME-33,internet,4.05047792313605,145.38290585746628,3.1847691195299737,Service Request,True,Success,6007,412.82989408821544,1,None,"Mobile session with 1 handovers, Service Request procedure succeeded, 4.05 experience score"
2025-11-10 19:43:01.343766,SESS-000000000060,310260000000054,CELL-000146,MME-47,vzwims,1.9595248021693235,75.14411720597678,0.3765965606646109,Attach,False,Success,4493,449.18835264589217,8,Timeout,"vzwims session: Attach failed, 4493s duration, 75.1ms latency, packet loss 0.38%"
2025-11-10 19:43:31.343766,SESS-000000000061,310260000000060,CELL-000009,MME-52,internet,2.346596936081848,110.83112893508357,5.293181931091277,TAU,False,Success,1235,196.32205773125665,6,Resource Unavailable,"TAU procedure for IMSI 310260000000060 on cell CELL-000009, failed with 1235s duration, 196.3MB transferred"
2025-11-10 19:44:01.343766,SESS-000000000062,310260000000189,CELL-000007,MME-28,vzwinternet,2.9944664800274263,235.1553154377135,7.095438318891933,Detach,True,Success,344,27.81693724566712,11,None,"Subscriber session on vzwinternet APN, Detach succeeded, experience score 2.99, 11 handovers"
2025-11-10 19:44:31.343766,SESS-000000000063,310260000000172,CELL-000032,MME-73,internet,4.547132016984294,179.38313460624732,0.6155118451862345,Detach,False,Success,5470,248.31440466487297,3,UE Not Responding,"Detach for internet service, failed after 5470s, latency 179.4ms, 248.3MB data volume"
2025-11-10 19:45:01.343766,SESS-000000000064,310260000000067,CELL-000141,MME-52,internet,4.229846046289619,237.35774609924204,1.064264448870265,Handover,True,Success,4226,389.00963052946696,0,None,"Mobile session with 0 handovers, Handover procedure succeeded, 4.23 experience score"
2025-11-10 19:45:31.343766,SESS-000000000065,310260000000094,CELL-000063,MME-54,mms,2.9485142077080644,99.25659065482044,1.6793840151736363,Detach,True,Success,3923,14.99184089403847,7,None,"mms session: Detach succeeded, 3923s duration, 99.3ms latency, packet loss 1.68%"
2025-11-10 19:46:01.343766,SESS-000000000066,310260000000195,CELL-000004,MME-09,internet,1.8489598140103287,55.48265918328256,2.389599384971153,Bearer Modification,True,Success,4320,368.82058710240153,7,None,"Bearer Modification procedure for IMSI 310260000000195 on cell CELL-000004, succeeded with 4320s duration, 368.8MB transferred"
2025-11-10 19:46:31.343766,SESS-000000000067,310260000000075,CELL-000135,MME-39,mms,1.4375609104798213,159.13904477655157,7.556738817583765,TAU,True,Success,4424,292.9042702532036,12,None,"Subscriber session on mms APN, TAU succeeded, experience score 1.44, 12 handovers"
2025-11-10 19:47:01.343766,SESS-000000000068,310260000000104,CELL-000041,MME-74,internet,4.322367514457985,221.7352374691932,2.0223950729132705,Service Request,True,Success,5494,56.39211496078392,14,None,"Service Request for internet service, succeeded after 5494s, latency 221.7ms, 56.4MB data volume"
2025-11-10 19:47:31.343766,SESS-000000000069,310260000000127,CELL-000089,MME-15,mms,3.163510397760764,187.83927492026413,2.660048044414297,Detach,False,Success,6315,265.69080656769427,8,Network Failure,"Mobile session with 8 handovers, Detach procedure failed, 3.16 experience score"
2025-11-10 19:48:01.343766,SESS-000000000070,310260000000191,CELL-000055,MME-27,internet,4.593433481566981,75.26546395500984,1.1161230614295121,Detach,False,Success,5764,418.07844469257077,12,Network Failure,"internet session: Detach failed, 5764s duration, 75.3ms latency, packet loss 1.12%"
2025-11-10 19:48:31.343766,SESS-000000000071,310260000000068,CELL-000078,MME-67,vzwinternet,3.2934121080778294,236.79242462326908,7.540602474936265,Bearer Modification,False,Success,2071,213.48772591996394,10,Protocol Error,"Bearer Modification procedure for IMSI 310260000000068 on cell CELL-000078, failed with 2071s duration, 213.5MB transferred"
2025-11-10 19:49:01.343766,SESS-000000000072,310260000000108,CELL-000016,MME-61,ims,3.5085555583656025,169.09104644001934,3.0393295894709214,TAU,True,Success,681,283.38508692875575,6,None,"Subscriber session on ims APN, TAU succeeded, experience score 3.51, 6 handovers"
2025-11-10 19:49:31.343766,SESS-000000000073,310260000000132,CELL-000039,MME-65,internet,1.3957424410007948,124.55004217328519,0.756579168222947,Handover,True,Success,1250,22.046581056064568,7,None,"Handover for internet service, succeeded after 1250s, latency 124.6ms, 22.0MB data volume"
2025-11-10 19:50:01.343766,SESS-000000000074,310260000000097,CELL-000005,MME-15,ims,1.4251150944215891,237.42049455142094,5.015238633849918,Handover,True,Success,5177,76.6679636955339,2,None,"Mobile session with 2 handovers, Handover procedure succeeded, 1.43 experience score"
2025-11-10 19:50:31.343766,SESS-000000000075,310260000000010,CELL-000128,MME-19,vzwims,2.525636091417223,184.54118396749374,1.3874311550243759,Detach,True,Success,1470,242.6271888413803,14,None,"vzwims session: Detach succeeded, 1470s duration, 184.5ms latency, packet loss 1.39%"
2025-11-10 19:51:01.343766,SESS-000000000076,310260000000117,CELL-000138,MME-48,internet,1.843645006792236,194.3259843853454,7.442291902188854,Detach,True,Success,639,436.69991652348665,5,None,"Detach procedure for IMSI 310260000000117 on cell CELL-000138, succeeded with 639s duration, 436.7MB transferred"
2025-11-10 19:51:31.343766,SESS-000000000077,310260000000030,CELL-000028,MME-22,ims,2.3698112696180984,33.15473388330673,6.725698759606749,Service Request,True,Success,3074,489.79339870445085,0,None,"Subscriber session on ims APN, Service Request succeeded, experience score 2.37, 0 handovers"
2025-11-10 19:52:01.343766,SESS-000000000078,310260000000158,CELL-000147,MME-06,internet,4.292597040423592,63.64056068826132,5.023380866743769,Bearer Modification,False,Success,6304,463.36150945420553,13,Network Failure,"Bearer Modification for internet service, failed after 6304s, latency 63.6ms, 463.4MB data volume"
2025-11-10 19:52:31.343766,SESS-000000000079,310260000000160,CELL-000094,MME-01,ims,2.61796509286211,193.67703044947794,7.170015610361636,Bearer Modification,False,Success,5308,229.77403708530645,12,Protocol Error,"Mobile session with 12 handovers, Bearer Modification procedure failed, 2.62 experience score"
2025-11-10 19:53:01.343766,SESS-000000000080,310260000000010,CELL-000126,MME-27,mms,2.315059777665509,35.53535532770124,2.341588976882214,Handover,True,Success,1038,388.77009129481667,14,None,"mms session: Handover succeeded, 1038s duration, 35.5ms latency, packet loss 2.34%"
2025-11-10 19:53:31.343766,SESS-000000000081,310260000000177,CELL-000043,MME-29,internet,2.9562179252289833,32.32307205629433,0.4019231343065206,Attach,True,Success,3951,141.9687755585542,13,None,"Attach procedure for IMSI 310260000000177 on cell CELL-000043, succeeded with 3951s duration, 142.0MB transferred"
2025-11-10 19:54:01.343766,SESS-000000000082,310260000000067,CELL-000017,MME-40,internet,3.650566513040904,188.53609978441273,1.4452617582825447,TAU,True,Success,2104,219.1991635334363,0,None,"Subscriber session on internet APN, TAU succeeded, experience score 3.65, 0 handovers"
2025-11-10 19:54:31.343766,SESS-000000000083,310260000000197,CELL-000103,MME-11,internet,1.5153698318616176,31.571758592168617,5.482158828300557,Handover,True,Failed,5381,13.320416915707016,2,None,"Handover for internet service, succeeded after 5381s, latency 31.6ms, 13.3MB data volume"
2025-11-10 19:55:01.343766,SESS-000000000084,310260000000080,CELL-000125,MME-03,ims,3.7132521123931417,166.07193118476812,7.121719575876521,TAU,True,Success,3068,56.48122682973687,5,None,"Mobile session with 5 handovers, TAU procedure succeeded, 3.71 experience score"
2025-11-10 19:55:31.343766,SESS-000000000085,310260000000030,CELL-000097,MME-48,mms,1.0500659167161963,172.33264095961124,1.0704021679367717,Bearer Modification,True,Success,201,319.3634450770703,10,None,"mms session: Bearer Modification succeeded, 201s duration, 172.3ms latency, packet loss 1.07%"
2025-11-10 19:56:01.343766,SESS-000000000086,310260000000118,CELL-000077,MME-05,internet,3.309513620550016,243.5471014915759,4.0240441275233,Handover,True,Success,7052,441.5075730579814,9,None,"Handover procedure for IMSI 310260000000118 on cell CELL-000077, succeeded with 7052s duration, 441.5MB transferred"
2025-11-10 19:56:31.343766,SESS-000000000087,310260000000141,CELL-000098,MME-38,internet,1.9858832069770518,150.4375491093929,7.905233906558739,Attach,True,Success,432,448.5024191431679,11,None,"Subscriber session on internet APN, Attach succeeded, experience score 1.99, 11 handovers"
2025-11-10 19:57:01.343766,SESS-000000000088,310260000000085,CELL-000070,MME-54,internet,1.0611774035662176,245.11756930982688,6.096395600628104,Handover,True,Success,5416,193.38638576494705,13,None,"Handover for internet service, succeeded after 5416s, latency 245.1ms, 193.4MB data volume"
2025-11-10 19:57:31.343766,SESS-000000000089,310260000000096,CELL-000147,MME-72,internet,1.3704104721915913,53.63771909169824,6.0006986003709075,Bearer Modification,True,Success,1131,395.3593267661072,7,None,"Mobile session with 7 handovers, Bearer Modification procedure succeeded, 1.37 experience score"
2025-11-10 19:58:01.343766,SESS-000000000090,310260000000136,CELL-000091,MME-64,internet,4.516724955034739,120.84311124039718,2.1379732874181165,Handover,True,Success,7073,33.78697707723939,4,None,"internet session: Handover succeeded, 7073s duration, 120.8ms latency, packet loss 2.14%"
2025-11-10 19:58:31.343766,SESS-000000000091,310260000000066,CELL-000058,MME-60,ims,1.3385737485945897,115.61123825510325,6.140179050599995,Service Request,True,Success,1872,431.7809195100701,11,None,"Service Request procedure for IMSI 310260000000066 on cell CELL-000058, succeeded with 1872s duration, 431.8MB transferred"
2025-11-10 19:59:01.343766,SESS-000000000092,310260000000078,CELL-000117,MME-50,vzwinternet,4.586793254931148,236.2181906552728,0.17081943747673733,Service Request,True,Success,6182,49.121411266479804,7,None,"Subscriber session on vzwinternet APN, Service Request succeeded, experience score 4.59, 7 handovers"
2025-11-10 19:59:31.343766,SESS-000000000093,310260000000151,CELL-000148,MME-20,vzwinternet,1.2697953211754602,76.41334938999762,3.9184048589289118,Handover,False,Success,2958,88.059691769067,3,Network Failure,"Handover for vzwinternet service, failed after 2958s, latency 76.4ms, 88.1MB data volume"
2025-11-10 20:00:01.343766,SESS-000000000094,310260000000024,CELL-000068,MME-34,ims,3.4979040952241847,165.6345416434605,6.26809611915633,Service Request,True,Success,5073,464.0324308822171,1,None,"Mobile session with 1 handovers, Service Request procedure succeeded, 3.50 experience score"
2025-11-10 20:00:31.343766,SESS-000000000095,310260000000101,CELL-000139,MME-09,vzwims,4.793820915348155,240.9719647471341,3.0681087415228783,Service Request,True,Success,3625,271.855016083531,9,None,"vzwims session: Service Request succeeded, 3625s duration, 241.0ms latency, packet loss 3.07%"
2025-11-10 20:01:01.343766,SESS-000000000096,310260000000185,CELL-000075,MME-23,mms,2.760294498487804,99.9385036925803,1.6470985109068037,Service Request,True,Success,368,299.1178176339844,4,None,"Service Request procedure for IMSI 310260000000185 on cell CELL-000075, succeeded with 368s duration, 299.1MB transferred"
2025-11-10 20:01:31.343766,SESS-000000000097,310260000000095,CELL-000095,MME-60,vzwinternet,3.138852491126699,121.73399004012882,0.7698030074544837,Attach,True,Timeout,4600,26.268044012051732,1,None,"Subscriber session on vzwinternet APN, Attach succeeded, experience score 3.14, 1 handovers"
2025-11-10 20:02:01.343766,SESS-000000000098,310260000000072,CELL-000134,MME-35,internet,3.2564011591249606,24.793701518505262,2.035220689098079,TAU,True,Success,7112,139.6345243166053,4,None,"TAU for internet service, succeeded after 7112s, latency 24.8ms, 139.6MB data volume"
2025-11-10 20:02:31.343766,SESS-000000000099,310260000000164,CELL-000020,MME-14,ims,4.953748465127333,241.30449551228264,2.1213817169948976,Detach,True,Success,2916,267.23573548448087,0,None,"Mobile session with 0 handovers, Detach procedure succeeded, 4.95 experience score"
