session_id,@timestamp,user_id,tenant_id,session_duration_ms,page_views,lcp_ms,fid_ms,bounce,device_type,browser
SES-0231237,2025-11-10 17:25:03.113161,USR-134863,TNT-01120,390488.7486518506,8,1924.6377441085351,25.352847712734096,True,Desktop,Edge
SES-0676297,2025-11-10 17:26:03.113161,USR-065328,TNT-01047,92921.10142145457,9,3581.6289297322755,73.54042182184223,True,Mobile,Chrome
SES-0591419,2025-11-10 17:27:03.113161,USR-099493,TNT-01117,392672.3762980543,5,4952.113627715285,8.345564957636185,False,Desktop,Safari
SES-0787020,2025-11-10 17:28:03.113161,USR-123774,TNT-01142,1424930.7510797228,7,7296.856069111693,58.05158732600879,False,Mobile,Safari
SES-0457692,2025-11-10 17:29:03.113161,USR-052220,TNT-01067,52656.99984764056,14,3222.7036672387035,14.229480467544558,False,Desktop,Chrome
SES-0143759,2025-11-10 17:30:03.113161,USR-092725,TNT-01144,1887246.0369377295,7,2245.0592893731086,12.928211131096884,False,Tablet,Firefox
SES-0408222,2025-11-10 17:31:03.113161,USR-122172,TNT-01067,97852.45871592678,7,1134.5758856306059,47.09175949687234,False,Mobile,Chrome
SES-0820478,2025-11-10 17:32:03.113161,USR-071164,TNT-01066,51231.96138291806,11,2131.294482234704,62.488603347391624,False,Mobile,Firefox
SES-0158417,2025-11-10 17:33:03.113161,USR-132941,TNT-01137,17910.610160090495,10,1106.3175039646837,23.120173497749025,False,Desktop,Firefox
SES-0898949,2025-11-10 17:34:03.113161,USR-109821,TNT-01123,260707.78161907967,12,1925.965994880093,121.4411106804896,False,Desktop,Chrome
SES-0568569,2025-11-10 17:35:03.113161,USR-083453,TNT-01131,140972.11417234593,6,3077.0971664737135,14.588220623539952,False,Desktop,Firefox
SES-0614291,2025-11-10 17:36:03.113161,USR-099493,TNT-01005,230472.98296972254,8,2724.104702994775,38.142104853517,False,Desktop,Chrome
SES-0208425,2025-11-10 17:37:03.113161,USR-100093,TNT-01083,28114.51673550774,13,3391.0838856906184,33.19443304561941,True,Desktop,Chrome
SES-0574768,2025-11-10 17:38:03.113161,USR-015913,TNT-01063,38380.750470801926,9,1140.5280111739287,6.051364220764014,False,Desktop,Chrome
SES-0317210,2025-11-10 17:39:03.113161,USR-122051,TNT-01072,175685.2832495347,12,3487.3528140695144,17.956722721795142,False,Desktop,Chrome
SES-0530359,2025-11-10 17:40:03.113161,USR-067468,TNT-01050,36618.527857128596,13,2487.5718074185734,34.93196018908547,False,Desktop,Edge
SES-0581243,2025-11-10 17:41:03.113161,USR-048038,TNT-01104,1512586.6460414717,10,2859.4806830462953,32.30444519711331,False,Mobile,Edge
SES-0101877,2025-11-10 17:42:03.113161,USR-063399,TNT-01096,160814.71522239636,7,4709.566437494356,18.33305373146757,False,Desktop,Safari
SES-0755564,2025-11-10 17:43:03.113161,USR-075976,TNT-01087,1060934.060569468,9,2012.2874490110503,122.39060547018143,True,Desktop,Safari
SES-0741665,2025-11-10 17:44:03.113161,USR-108518,TNT-01058,21241.764791617745,9,2865.2444935329922,55.033933698886024,False,Desktop,Safari
SES-0360728,2025-11-10 17:45:03.113161,USR-073439,TNT-01089,209288.31578630436,11,6286.5866337690095,1.8053191198232283,False,Tablet,Safari
SES-0525627,2025-11-10 17:46:03.113161,USR-121639,TNT-01104,450826.0165047451,11,2500.1766449636802,36.80556806394527,False,Desktop,Safari
SES-0239652,2025-11-10 17:47:03.113161,USR-087155,TNT-01121,633182.4020654854,15,1143.4108490268313,17.955894084683663,False,Desktop,Chrome
SES-0745605,2025-11-10 17:48:03.113161,USR-063852,TNT-01098,110536.81146481936,8,1719.5065127812313,42.18355143739222,True,Mobile,Chrome
SES-0665757,2025-11-10 17:49:03.113161,USR-034049,TNT-01127,1790539.2483654276,6,1000.9266358371722,44.34952518897214,False,Mobile,Firefox
SES-0419552,2025-11-10 17:50:03.113161,USR-132467,TNT-01007,121752.7983302427,10,1407.937241539763,19.602506352985486,False,Desktop,Firefox
SES-0855218,2025-11-10 17:51:03.113161,USR-058571,TNT-01095,7992528.47144798,11,3585.3175002148146,118.26935488059577,False,Desktop,Chrome
SES-0954015,2025-11-10 17:52:03.113161,USR-084760,TNT-01016,964088.3360836969,11,1470.8861308932528,26.03329397175717,False,Tablet,Safari
SES-0116393,2025-11-10 17:53:03.113161,USR-132420,TNT-01061,325858.1011617285,12,6573.031560241764,12.18524557958214,False,Desktop,Safari
SES-0935691,2025-11-10 17:54:03.113161,USR-076698,TNT-01049,961297.4501917117,6,5967.056616690178,14.583063584940309,False,Desktop,Chrome
SES-0715707,2025-11-10 17:55:03.113161,USR-095080,TNT-01069,203004.15176536998,10,4327.395857116514,117.88408339375859,True,Desktop,Chrome
SES-0128832,2025-11-10 17:56:03.113161,USR-076134,TNT-01067,1845365.6987462915,11,2570.752798454829,11.017822399702643,True,Desktop,Edge
SES-0144044,2025-11-10 17:57:03.113161,USR-111589,TNT-01127,398291.4402849807,10,4978.277032975613,53.66840069056744,False,Mobile,Edge
SES-0148139,2025-11-10 17:58:03.113161,USR-094520,TNT-01046,22918.92964269261,12,1895.168725437274,13.893918317938878,False,Desktop,Safari
SES-0383052,2025-11-10 17:59:03.113161,USR-036899,TNT-01032,1316438.5162362,6,2456.43369873112,45.7543352388718,True,Desktop,Firefox
SES-0497148,2025-11-10 18:00:03.113161,USR-020022,TNT-01054,98431.11957791114,8,2965.32306924528,71.50914841874625,False,Mobile,Safari
SES-0380184,2025-11-10 18:01:03.113161,USR-113117,TNT-01136,165494.00023180508,11,1664.9981173833578,11.635123576384794,False,Desktop,Chrome
SES-0654690,2025-11-10 18:02:03.113161,USR-063584,TNT-01101,1626580.8672977642,6,6974.397176557071,5.9271627088354,False,Desktop,Chrome
SES-0485198,2025-11-10 18:03:03.113161,USR-056326,TNT-01101,82404.45645985082,14,2615.849622021125,38.47650887822379,False,Mobile,Firefox
SES-0806560,2025-11-10 18:04:03.113161,USR-121921,TNT-01141,100908.99512750006,9,2190.1306550644463,107.01724243037195,False,Desktop,Safari
SES-0290888,2025-11-10 18:05:03.113161,USR-119191,TNT-01019,25863.21833156115,13,1165.7633664317414,14.733607693996431,False,Desktop,Edge
SES-0463086,2025-11-10 18:06:03.113161,USR-048592,TNT-01053,189583.16832840294,12,1214.018575532603,11.24997174242827,False,Desktop,Edge
SES-0384640,2025-11-10 18:07:03.113161,USR-011103,TNT-01046,93912.18141398723,14,3584.909928954965,41.97155944952828,False,Desktop,Firefox
SES-0749491,2025-11-10 18:08:03.113161,USR-043149,TNT-01024,198587.28950961205,7,2197.191898707841,24.97611016346521,False,Mobile,Chrome
SES-0951447,2025-11-10 18:09:03.113161,USR-126027,TNT-01041,535942.0752023665,9,7676.0583910427495,57.736578183260605,False,Desktop,Safari
SES-0612776,2025-11-10 18:10:03.113161,USR-133014,TNT-01146,199968.46600113827,11,3932.8048347371887,12.242846445870919,False,Mobile,Safari
SES-0859518,2025-11-10 18:11:03.113161,USR-084301,TNT-01037,437514.86228043254,5,2208.37326414142,37.2279834163899,False,Desktop,Safari
SES-0764631,2025-11-10 18:12:03.113161,USR-090280,TNT-01058,610013.6608020698,8,7783.62056079098,14.622535677269203,True,Mobile,Edge
SES-0324117,2025-11-10 18:13:03.113161,USR-044410,TNT-01116,1633456.7935495763,14,3171.5505822513346,92.40342142253985,False,Tablet,Safari
SES-0679283,2025-11-10 18:14:03.113161,USR-087433,TNT-01063,890503.5111595442,8,4815.741821290795,36.40732479877508,False,Mobile,Safari
SES-0996732,2025-11-10 18:15:03.113161,USR-068210,TNT-01065,48067.19754810644,6,4577.519164656672,29.193140855342424,True,Mobile,Safari
SES-0851293,2025-11-10 18:16:03.113161,USR-092971,TNT-01048,266735.32398463314,7,3970.116474560732,11.013006063988337,False,Mobile,Chrome
SES-0209907,2025-11-10 18:17:03.113161,USR-068443,TNT-01081,703432.9625963232,10,2064.7406262836716,18.297689658244565,False,Desktop,Chrome
SES-0463203,2025-11-10 18:18:03.113161,USR-056623,TNT-01082,638689.6077838446,6,1665.6555132215196,31.9735950871159,False,Mobile,Chrome
SES-0870483,2025-11-10 18:19:03.113161,USR-080556,TNT-01024,3495213.5260484978,7,3100.246640219181,17.525061591871278,False,Desktop,Chrome
SES-0608251,2025-11-10 18:20:03.113161,USR-099703,TNT-01016,2275473.2239267966,9,6649.475269876702,62.778989571965866,False,Desktop,Edge
SES-0422300,2025-11-10 18:21:03.113161,USR-032666,TNT-01061,401450.3574549138,12,1087.1152903465766,77.87709756068399,False,Mobile,Safari
SES-0452125,2025-11-10 18:22:03.113161,USR-037782,TNT-01114,190726.979009538,6,2254.375852000209,9.727341514684618,False,Desktop,Chrome
SES-0196697,2025-11-10 18:23:03.113161,USR-120695,TNT-01085,903637.9001003084,5,4027.8166276232096,125.35795394074398,False,Desktop,Firefox
SES-0366650,2025-11-10 18:24:03.113161,USR-020346,TNT-01007,2140557.197267711,11,5092.959042957805,27.692241595119153,False,Mobile,Safari
SES-0839800,2025-11-10 18:25:03.113161,USR-077890,TNT-01081,1319263.3291131703,9,2782.282358847415,13.404184577339736,False,Desktop,Firefox
SES-0822934,2025-11-10 18:26:03.113161,USR-046283,TNT-01030,518386.4808159974,4,2791.625831955041,17.81752006516575,False,Mobile,Chrome
SES-0889620,2025-11-10 18:27:03.113161,USR-125361,TNT-01088,1281956.9411718687,5,2552.2152408576912,132.45532437708343,False,Mobile,Chrome
SES-0892736,2025-11-10 18:28:03.113161,USR-089305,TNT-01031,84046.87776296941,11,1766.6946640255787,101.62651118594292,True,Desktop,Firefox
SES-0846515,2025-11-10 18:29:03.113161,USR-085862,TNT-01044,1883937.8552210561,9,1735.9898057320966,21.95552982753146,False,Desktop,Edge
SES-0239777,2025-11-10 18:30:03.113161,USR-116107,TNT-01144,56911.85210490599,16,4039.642114585373,27.701501014324293,False,Desktop,Chrome
SES-0257836,2025-11-10 18:31:03.113161,USR-107502,TNT-01116,116487.42860676504,10,2984.4931280979367,13.176144904891965,False,Desktop,Chrome
SES-0519439,2025-11-10 18:32:03.113161,USR-036216,TNT-01085,64709.968619312385,8,2233.9648417272106,3.1812709590984234,False,Desktop,Chrome
SES-0502467,2025-11-10 18:33:03.113161,USR-113344,TNT-01088,150867.50359250073,11,1127.8131570483076,79.06176773393838,False,Mobile,Safari
SES-0808025,2025-11-10 18:34:03.113161,USR-033045,TNT-01123,86125.27720941254,11,4124.545071023636,24.58589870887725,True,Mobile,Safari
SES-0833758,2025-11-10 18:35:03.113161,USR-105788,TNT-01027,507749.90274193767,9,5190.791877587898,7.400377109370738,False,Desktop,Firefox
SES-0424716,2025-11-10 18:36:03.113161,USR-044625,TNT-01038,115129.66209461165,10,1678.4538207515643,54.79582246431171,False,Desktop,Chrome
SES-0947865,2025-11-10 18:37:03.113161,USR-110413,TNT-01140,163335.50458478354,7,2774.438784814219,11.19706407303239,False,Mobile,Chrome
SES-0137560,2025-11-10 18:38:03.113161,USR-123076,TNT-01061,86138.32689262,11,3252.729475686804,49.283839107006266,False,Desktop,Chrome
SES-0564311,2025-11-10 18:39:03.113161,USR-037295,TNT-01120,122297.18386270167,13,1349.4523135548193,25.289081599709633,False,Mobile,Chrome
SES-0863836,2025-11-10 18:40:03.113161,USR-116519,TNT-01111,399379.9957605572,15,2628.8990083704566,30.763843953404987,False,Desktop,Firefox
SES-0679194,2025-11-10 18:41:03.113161,USR-016921,TNT-01053,575409.0055382627,10,6221.472815419802,19.30735303835551,False,Mobile,Chrome
SES-0719933,2025-11-10 18:42:03.113161,USR-130739,TNT-01119,570728.083030915,11,5776.718958916887,39.93963790112271,False,Desktop,Chrome
SES-0752052,2025-11-10 18:43:03.113161,USR-091372,TNT-01098,452932.232134558,10,1448.4880558462467,60.56847557213546,False,Desktop,Chrome
SES-0789444,2025-11-10 18:44:03.113161,USR-115208,TNT-01045,14597815.100062286,16,5561.617790107329,15.784131505294114,False,Desktop,Chrome
SES-0363563,2025-11-10 18:45:03.113161,USR-102446,TNT-01091,380214.481336665,8,1404.260836498505,86.25954910970952,False,Mobile,Chrome
SES-0838049,2025-11-10 18:46:03.113161,USR-086985,TNT-01071,314915.15759927256,7,1670.4708687452683,50.62585197830569,False,Desktop,Chrome
SES-0792249,2025-11-10 18:47:03.113161,USR-018190,TNT-01063,1042648.2657455582,12,5597.183896527506,15.454634494133014,True,Desktop,Edge
SES-0470179,2025-11-10 18:48:03.113161,USR-034251,TNT-01043,10646.307195503452,9,2140.151086094493,8.816068053451849,False,Desktop,Firefox
SES-0594096,2025-11-10 18:49:03.113161,USR-118045,TNT-01023,577798.8916909844,7,1915.5029703084726,45.61854928214415,True,Desktop,Chrome
SES-0516533,2025-11-10 18:50:03.113161,USR-072610,TNT-01017,155254.8303868462,4,1235.6401710033797,41.91451534258479,False,Desktop,Safari
SES-0120417,2025-11-10 18:51:03.113161,USR-053562,TNT-01034,130175.21520758052,6,1221.519571618296,20.23855211587927,False,Mobile,Safari
SES-0872125,2025-11-10 18:52:03.113161,USR-089524,TNT-01037,4279992.737626147,5,3663.8983228527118,49.34417022869614,False,Desktop,Safari
SES-0490897,2025-11-10 18:53:03.113161,USR-054711,TNT-01003,286606.2919983263,8,2608.4415848190515,163.5227168920427,False,Desktop,Safari
SES-0678871,2025-11-10 18:54:03.113161,USR-123309,TNT-01059,437772.0152394221,8,1821.9432570594747,18.468403145760703,False,Desktop,Safari
SES-0825538,2025-11-10 18:55:03.113161,USR-068789,TNT-01032,2886351.6974899834,9,6395.97539795752,40.777161894137734,False,Tablet,Edge
SES-0215451,2025-11-10 18:56:03.113161,USR-117926,TNT-01038,1433778.0344581632,6,1690.3613337699321,18.40985484197829,False,Desktop,Chrome
SES-0565244,2025-11-10 18:57:03.113161,USR-116764,TNT-01135,1722802.1562229975,10,1755.458819904093,12.968420482110115,False,Desktop,Chrome
SES-0130284,2025-11-10 18:58:03.113161,USR-127247,TNT-01004,1783905.6798179864,13,1708.4268480992034,13.34927168716186,False,Desktop,Chrome
SES-0371173,2025-11-10 18:59:03.113161,USR-066834,TNT-01081,66359.86199517512,2,3771.866927973258,158.13206087515087,False,Mobile,Chrome
SES-0938536,2025-11-10 19:00:03.113161,USR-044129,TNT-01071,3884047.8954942464,6,2413.5739202825675,12.295263508963732,False,Desktop,Edge
SES-0685829,2025-11-10 19:01:03.113161,USR-086867,TNT-01147,11792.925255909366,5,1833.344594746069,43.792754193015334,False,Desktop,Firefox
SES-0334819,2025-11-10 19:02:03.113161,USR-121056,TNT-01007,1056358.091524734,11,3258.3797364442494,57.785982951938784,False,Desktop,Chrome
SES-0587721,2025-11-10 19:03:03.113161,USR-122108,TNT-01089,393501.18586804916,9,1275.9339426951053,12.176380999846636,True,Desktop,Chrome
SES-0837224,2025-11-10 19:04:03.113161,USR-075782,TNT-01009,107300.24581607686,9,3591.2725509839856,33.77759474141694,True,Desktop,Chrome
SES-0228639,2025-11-10 19:05:03.113161,USR-123076,TNT-01003,9374.477222576043,12,3179.350182981318,32.27428511252065,False,Mobile,Edge
SES-0409070,2025-11-10 19:06:03.113161,USR-102087,TNT-01068,575166.7335727826,11,5311.535774148533,25.687051318755696,False,Desktop,Safari
SES-0782631,2025-11-10 19:07:03.113161,USR-041590,TNT-01108,51124.93082421036,10,1916.8447074446165,13.936652611884206,False,Mobile,Safari
SES-0163412,2025-11-10 19:08:03.113161,USR-039439,TNT-01025,11140057.832164701,9,1417.5274565099837,25.151850885214547,True,Desktop,Firefox
SES-0674231,2025-11-10 19:09:03.113161,USR-019871,TNT-01148,164634.20377560993,9,1960.5817233782843,125.8465540465245,False,Mobile,Chrome
SES-0754617,2025-11-10 19:10:03.113161,USR-015552,TNT-01088,42328.41124619718,7,1484.0762792128987,39.74542231884584,False,Desktop,Chrome
SES-0971305,2025-11-10 19:11:03.113161,USR-040522,TNT-01147,299746.6123666361,8,3221.226173980727,13.247489568036361,False,Tablet,Safari
SES-0118220,2025-11-10 19:12:03.113161,USR-041088,TNT-01113,150430.66374459935,11,1645.7456869079494,21.07165434543425,False,Desktop,Edge
SES-0601331,2025-11-10 19:13:03.113161,USR-078139,TNT-01134,553186.5520984724,7,4149.64446063939,18.718941881253055,False,Mobile,Chrome
SES-0930816,2025-11-10 19:14:03.113161,USR-020712,TNT-01078,84918.50870371789,4,2402.7767820515683,17.990761369660962,False,Desktop,Chrome
SES-0320776,2025-11-10 19:15:03.113161,USR-020022,TNT-01084,648145.5958769347,5,4833.6126770112205,7.394065669341096,False,Tablet,Chrome
SES-0406059,2025-11-10 19:16:03.113161,USR-116426,TNT-01115,245000.48475177388,9,2131.3844192661745,19.094565349207283,False,Tablet,Chrome
SES-0869801,2025-11-10 19:17:03.113161,USR-020712,TNT-01069,49041.78263716954,8,1102.2408930914605,17.349523385436992,False,Desktop,Chrome
SES-0690160,2025-11-10 19:18:03.113161,USR-084844,TNT-01040,23597.23745764499,6,4024.2657866011164,13.42095822813436,False,Desktop,Chrome
SES-0462723,2025-11-10 19:19:03.113161,USR-090192,TNT-01082,57136.27980804019,10,1990.820250613162,40.12483238893082,False,Mobile,Chrome
SES-0543916,2025-11-10 19:20:03.113161,USR-116227,TNT-01063,716749.562512786,13,2053.797335595731,35.252367423376114,False,Desktop,Firefox
SES-0174590,2025-11-10 19:21:03.113161,USR-105826,TNT-01032,682667.6114431076,6,4079.803670211983,15.952916589429856,False,Desktop,Chrome
SES-0165079,2025-11-10 19:22:03.113161,USR-109276,TNT-01067,522147.01596518944,21,1652.018188768737,24.41340046518218,False,Mobile,Chrome
SES-0871616,2025-11-10 19:23:03.113161,USR-099820,TNT-01063,45066.14046644984,11,4426.533501791082,46.59138675613482,True,Mobile,Firefox
SES-0624683,2025-11-10 19:24:03.113161,USR-050532,TNT-01042,67194.51626853217,11,4684.583578026578,15.038245454458709,False,Desktop,Firefox
SES-0251116,2025-11-10 19:25:03.113161,USR-109932,TNT-01093,5152318.921541447,9,2010.314651664743,203.4553582664245,False,Mobile,Safari
SES-0571532,2025-11-10 19:26:03.113161,USR-067522,TNT-01083,267664.91393090115,6,1920.187575349235,36.25007871074982,False,Desktop,Firefox
SES-0696856,2025-11-10 19:27:03.113161,USR-092136,TNT-01125,2175263.485679248,7,2405.5484793015485,17.029442304421227,False,Tablet,Edge
SES-0856841,2025-11-10 19:28:03.113161,USR-130163,TNT-01089,106941.34032208924,6,2175.8437238846263,10.684690775605414,True,Desktop,Chrome
SES-0351259,2025-11-10 19:29:03.113161,USR-092971,TNT-01028,1180052.8684048427,7,1817.8399069484246,65.62525202061458,False,Mobile,Chrome
SES-0818497,2025-11-10 19:30:03.113161,USR-061101,TNT-01133,1211439.2819472866,6,2512.6846640133704,32.6480785439865,False,Desktop,Chrome
SES-0472158,2025-11-10 19:31:03.113161,USR-064005,TNT-01021,330896.9169284169,10,1514.1296894088275,76.18031635122588,False,Desktop,Firefox
SES-0558332,2025-11-10 19:32:03.113161,USR-014537,TNT-01066,328072.474882408,11,1159.6775029539376,39.088259072246075,False,Tablet,Firefox
