request_id,@timestamp,tenant_id,partner_id,endpoint,http_status,response_time_ms,region,error_message,user_id
REQ-00100040,2025-11-11 01:05:33.113161,TNT-01140,PTR-0119,/api/v2/upload,200,70.07054832255886,ap-southeast-1,None,USR-023188
REQ-00100041,2025-11-11 01:06:03.113161,TNT-01128,None,/api/v2/metadata,200,227.42760535044576,ap-southeast-1,None,USR-133582
REQ-00100042,2025-11-11 01:06:33.113161,TNT-01024,PTR-0114,/api/v2/webhooks,200,176.07536063827638,ap-southeast-1,None,USR-100687
REQ-00100043,2025-11-11 01:07:03.113161,TNT-01098,None,/api/v2/webhooks,201,50.07817687300181,us-east-1,None,USR-020955
REQ-00100044,2025-11-11 01:07:33.113161,TNT-01149,PTR-0137,/api/v2/metadata,201,36.90940645489116,eu-west-1,None,USR-025223
REQ-00100045,2025-11-11 01:08:03.113161,TNT-01009,PTR-0137,/api/v2/metadata,200,34.095551875304025,us-east-1,None,USR-121107
REQ-00100046,2025-11-11 01:08:33.113161,TNT-01079,PTR-0119,/api/v2/export,200,13.094769964348606,ap-southeast-1,None,USR-026194
REQ-00100047,2025-11-11 01:09:03.113161,TNT-01135,None,/api/v2/export,401,52.43435642264842,us-west-2,Invalid query parameters,USR-084301
REQ-00100048,2025-11-11 01:09:33.113161,TNT-01127,PTR-0126,/api/v2/search,200,36.18498810376058,eu-west-1,None,USR-075646
REQ-00100049,2025-11-11 01:10:03.113161,TNT-01091,PTR-0106,/api/v2/export,404,112.28102001481464,us-east-1,Database connection timeout,USR-101866
REQ-00100050,2025-11-11 01:10:33.113161,TNT-01008,PTR-0115,/api/v2/collections,200,114.93998444357183,eu-west-1,None,USR-075694
REQ-00100051,2025-11-11 01:11:03.113161,TNT-01117,PTR-0130,/api/v2/search,204,140.7987817984476,us-west-2,None,USR-073661
REQ-00100052,2025-11-11 01:11:33.113161,TNT-01126,PTR-0107,/api/v2/assets,201,47.69177609267733,ap-southeast-1,None,USR-038042
REQ-00100053,2025-11-11 01:12:03.113161,TNT-01063,PTR-0120,/api/v2/assets,200,111.91001659112628,ap-southeast-1,None,USR-131145
REQ-00100054,2025-11-11 01:12:33.113161,TNT-01064,PTR-0139,/api/v2/webhooks,200,65.4899578046266,us-east-1,None,USR-029654
REQ-00100055,2025-11-11 01:13:03.113161,TNT-01147,PTR-0126,/api/v2/versions,201,52.12836003605368,ap-southeast-1,None,USR-098058
REQ-00100056,2025-11-11 01:13:33.113161,TNT-01030,PTR-0114,/api/v2/webhooks,200,268.32084002945345,ap-southeast-1,None,USR-075782
REQ-00100057,2025-11-11 01:14:03.113161,TNT-01040,PTR-0121,/api/v2/collections,429,98.86645035206507,eu-west-1,Request payload too large,USR-015562
REQ-00100058,2025-11-11 01:14:33.113161,TNT-01149,PTR-0121,/api/v2/analytics,200,47.644184554917636,us-east-1,None,USR-011103
REQ-00100059,2025-11-11 01:15:03.113161,TNT-01112,PTR-0124,/api/v2/share,200,91.72439508064153,us-west-2,None,USR-024835
REQ-00100060,2025-11-11 01:15:33.113161,TNT-01124,PTR-0134,/api/v2/share,200,55.00132027340011,us-west-2,None,USR-094527
REQ-00100061,2025-11-11 01:16:03.113161,TNT-01021,PTR-0139,/api/v2/export,200,21.492927796446672,eu-west-1,None,USR-090349
REQ-00100062,2025-11-11 01:16:33.113161,TNT-01076,PTR-0113,/api/v2/upload,200,116.63744903094165,us-east-1,None,USR-081702
REQ-00100063,2025-11-11 01:17:03.113161,TNT-01035,PTR-0104,/api/v2/search,400,36.2955270160704,ap-southeast-1,Resource not found,USR-087093
REQ-00100064,2025-11-11 01:17:33.113161,TNT-01086,PTR-0108,/api/v2/versions,200,42.72293353570051,eu-west-1,None,USR-115810
REQ-00100065,2025-11-11 01:18:03.113161,TNT-01146,PTR-0137,/api/v2/users,200,17.18454550050272,eu-west-1,None,USR-083584
REQ-00100066,2025-11-11 01:18:33.113161,TNT-01008,PTR-0110,/api/v2/users,200,16.53651030773568,eu-west-1,None,USR-059860
REQ-00100067,2025-11-11 01:19:03.113161,TNT-01040,PTR-0102,/api/v2/export,200,97.08986417175397,us-west-2,None,USR-059242
REQ-00100068,2025-11-11 01:19:33.113161,TNT-01136,PTR-0110,/api/v2/assets,429,83.54183604608009,us-west-2,Rate limit exceeded for tenant,USR-075976
REQ-00100069,2025-11-11 01:20:03.113161,TNT-01066,None,/api/v2/metadata,404,146.68941225886945,ap-southeast-1,Resource not found,USR-055410
REQ-00100070,2025-11-11 01:20:33.113161,TNT-01086,PTR-0118,/api/v2/search,403,65.14951803684795,ap-southeast-1,Request payload too large,USR-130934
REQ-00100071,2025-11-11 01:21:03.113161,TNT-01041,PTR-0119,/api/v2/export,204,37.824137813822894,us-east-1,None,USR-120359
REQ-00100072,2025-11-11 01:21:33.113161,TNT-01121,None,/api/v2/metadata,200,46.38878336772998,eu-west-1,None,USR-128684
REQ-00100073,2025-11-11 01:22:03.113161,TNT-01101,PTR-0121,/api/v2/users,200,121.6449451937322,us-west-2,None,USR-089305
REQ-00100074,2025-11-11 01:22:33.113161,TNT-01073,None,/api/v2/webhooks,403,62.947383668763244,us-east-1,Request payload too large,USR-056174
REQ-00100075,2025-11-11 01:23:03.113161,TNT-01119,PTR-0100,/api/v2/webhooks,400,71.65147946147091,us-east-1,Invalid authentication token,USR-055461
REQ-00100076,2025-11-11 01:23:33.113161,TNT-01061,PTR-0126,/api/v2/versions,200,67.65345176013625,ap-southeast-1,None,USR-100947
REQ-00100077,2025-11-11 01:24:03.113161,TNT-01129,PTR-0135,/api/v2/versions,200,83.10738122554177,ap-southeast-1,None,USR-042115
REQ-00100078,2025-11-11 01:24:33.113161,TNT-01008,None,/api/v2/webhooks,201,108.49172985319565,us-west-2,None,USR-055176
REQ-00100079,2025-11-11 01:25:03.113161,TNT-01059,None,/api/v2/webhooks,404,129.76897884182142,eu-west-1,Invalid query parameters,USR-025708
REQ-00100080,2025-11-11 01:25:33.113161,TNT-01148,PTR-0101,/api/v2/versions,200,124.15513522872037,ap-southeast-1,None,USR-018999
REQ-00100081,2025-11-11 01:26:03.113161,TNT-01041,None,/api/v2/assets,500,408.6733137576267,us-east-1,Upstream service unavailable,USR-034049
REQ-00100082,2025-11-11 01:26:33.113161,TNT-01067,None,/api/v2/collections,200,111.37282630632349,ap-southeast-1,None,USR-063852
REQ-00100083,2025-11-11 01:27:03.113161,TNT-01072,PTR-0124,/api/v2/export,200,21.943319204030082,us-east-1,None,USR-096160
REQ-00100084,2025-11-11 01:27:33.113161,TNT-01140,None,/api/v2/users,200,65.98324605360894,eu-west-1,None,USR-131104
REQ-00100085,2025-11-11 01:28:03.113161,TNT-01086,PTR-0102,/api/v2/assets,200,61.040314881881315,us-west-2,None,USR-016967
REQ-00100086,2025-11-11 01:28:33.113161,TNT-01101,None,/api/v2/users,200,29.643850799691453,us-east-1,None,USR-115907
REQ-00100087,2025-11-11 01:29:03.113161,TNT-01036,PTR-0123,/api/v2/metadata,200,30.611935869625306,us-west-2,None,USR-121391
REQ-00100088,2025-11-11 01:29:33.113161,TNT-01137,PTR-0120,/api/v2/assets,200,49.65785378237663,ap-southeast-1,None,USR-099297
REQ-00100089,2025-11-11 01:30:03.113161,TNT-01024,None,/api/v2/tags,200,156.37185257800488,ap-southeast-1,None,USR-017795
REQ-00100090,2025-11-11 01:30:33.113161,TNT-01099,PTR-0128,/api/v2/analytics,200,62.8541562026168,eu-west-1,None,USR-043149
REQ-00100091,2025-11-11 01:31:03.113161,TNT-01085,PTR-0135,/api/v2/tags,200,91.12921104212974,ap-southeast-1,None,USR-076667
REQ-00100092,2025-11-11 01:31:33.113161,TNT-01095,None,/api/v2/share,200,91.62429399460329,ap-southeast-1,None,USR-093241
REQ-00100093,2025-11-11 01:32:03.113161,TNT-01071,PTR-0131,/api/v2/search,200,56.21281651005391,us-west-2,None,USR-024197
REQ-00100094,2025-11-11 01:32:33.113161,TNT-01011,None,/api/v2/collections,200,92.69343396859026,ap-southeast-1,None,USR-067781
REQ-00100095,2025-11-11 01:33:03.113161,TNT-01131,PTR-0135,/api/v2/users,200,43.50530953910251,eu-west-1,None,USR-088484
REQ-00100096,2025-11-11 01:33:33.113161,TNT-01011,PTR-0118,/api/v2/metadata,204,24.343876877434763,ap-southeast-1,None,USR-080556
REQ-00100097,2025-11-11 01:34:03.113161,TNT-01144,PTR-0120,/api/v2/export,200,60.92552435478359,us-west-2,None,USR-111016
REQ-00100098,2025-11-11 01:34:33.113161,TNT-01035,None,/api/v2/tags,201,110.7265161238412,eu-west-1,None,USR-030736
REQ-00100099,2025-11-11 01:35:03.113161,TNT-01134,None,/api/v2/search,200,57.242000455070574,us-west-2,None,USR-096254
REQ-00100100,2025-11-11 01:35:33.113161,TNT-01015,PTR-0113,/api/v2/assets,200,307.2304751408981,us-east-1,None,USR-091683
REQ-00100101,2025-11-11 01:36:03.113161,TNT-01078,PTR-0128,/api/v2/collections,404,176.72709340928586,eu-west-1,Invalid query parameters,USR-104378
REQ-00100102,2025-11-11 01:36:33.113161,TNT-01101,PTR-0124,/api/v2/collections,500,440.86939315944227,ap-southeast-1,Invalid query parameters,USR-040332
REQ-00100103,2025-11-11 01:37:03.113161,TNT-01132,PTR-0136,/api/v2/webhooks,200,254.73692549977446,us-west-2,None,USR-086304
REQ-00100104,2025-11-11 01:37:33.113161,TNT-01090,PTR-0135,/api/v2/assets,200,37.623097163864806,eu-west-1,None,USR-072221
REQ-00100105,2025-11-11 01:38:03.113161,TNT-01043,PTR-0100,/api/v2/upload,200,29.152135124554405,eu-west-1,None,USR-048995
REQ-00100106,2025-11-11 01:38:33.113161,TNT-01070,PTR-0130,/api/v2/search,500,2310.1509101075903,eu-west-1,Invalid authentication token,USR-020423
REQ-00100107,2025-11-11 01:39:03.113161,TNT-01025,PTR-0114,/api/v2/users,429,79.5524471585477,eu-west-1,Invalid authentication token,USR-042458
REQ-00100108,2025-11-11 01:39:33.113161,TNT-01093,PTR-0100,/api/v2/search,200,149.3770507915961,ap-southeast-1,None,USR-071888
REQ-00100109,2025-11-11 01:40:03.113161,TNT-01127,PTR-0139,/api/v2/users,200,91.95502953690003,eu-west-1,None,USR-092155
REQ-00100110,2025-11-11 01:40:33.113161,TNT-01126,PTR-0100,/api/v2/upload,200,26.133302552439524,us-west-2,None,USR-092727
REQ-00100111,2025-11-11 01:41:03.113161,TNT-01146,PTR-0130,/api/v2/analytics,200,70.32306064278164,us-west-2,None,USR-132941
REQ-00100112,2025-11-11 01:41:33.113161,TNT-01010,PTR-0121,/api/v2/collections,201,58.95548692273328,us-east-1,None,USR-020425
REQ-00100113,2025-11-11 01:42:03.113161,TNT-01038,None,/api/v2/users,200,41.800613665046754,us-west-2,None,USR-041488
REQ-00100114,2025-11-11 01:42:33.113161,TNT-01127,None,/api/v2/webhooks,201,25.375686522615165,us-west-2,None,USR-116426
REQ-00100115,2025-11-11 01:43:03.113161,TNT-01133,None,/api/v2/versions,200,80.07117475493017,us-east-1,None,USR-127826
REQ-00100116,2025-11-11 01:43:33.113161,TNT-01057,None,/api/v2/users,200,230.0302345046302,us-west-2,None,USR-069986
REQ-00100117,2025-11-11 01:44:03.113161,TNT-01019,PTR-0125,/api/v2/upload,200,47.80199637189192,us-west-2,None,USR-083987
REQ-00100118,2025-11-11 01:44:33.113161,TNT-01130,PTR-0138,/api/v2/tags,404,52.31596120852419,ap-southeast-1,Invalid authentication token,USR-020270
REQ-00100119,2025-11-11 01:45:03.113161,TNT-01008,PTR-0102,/api/v2/analytics,200,45.94766924471619,us-east-1,None,USR-085094
REQ-00100120,2025-11-11 01:45:33.113161,TNT-01040,PTR-0107,/api/v2/analytics,200,74.80072114527313,us-east-1,None,USR-115385
REQ-00100121,2025-11-11 01:46:03.113161,TNT-01126,PTR-0112,/api/v2/analytics,200,90.37576643433948,eu-west-1,None,USR-109707
REQ-00100122,2025-11-11 01:46:33.113161,TNT-01058,PTR-0108,/api/v2/analytics,200,39.074499969545286,eu-west-1,None,USR-014518
REQ-00100123,2025-11-11 01:47:03.113161,TNT-01043,PTR-0139,/api/v2/share,200,29.03806505584428,ap-southeast-1,None,USR-057010
REQ-00100124,2025-11-11 01:47:33.113161,TNT-01070,PTR-0132,/api/v2/upload,201,72.48930534647107,us-west-2,None,USR-077890
REQ-00100125,2025-11-11 01:48:03.113161,TNT-01111,PTR-0126,/api/v2/collections,200,110.97700335097105,us-west-2,None,USR-060075
REQ-00100126,2025-11-11 01:48:33.113161,TNT-01130,PTR-0104,/api/v2/tags,200,78.80534562043795,us-west-2,None,USR-054636
REQ-00100127,2025-11-11 01:49:03.113161,TNT-01083,None,/api/v2/collections,200,26.490432422395724,ap-southeast-1,None,USR-072610
REQ-00100128,2025-11-11 01:49:33.113161,TNT-01015,PTR-0115,/api/v2/share,201,70.74081522135981,us-east-1,None,USR-041088
REQ-00100129,2025-11-11 01:50:03.113161,TNT-01045,PTR-0102,/api/v2/metadata,503,298.72141262619334,eu-west-1,Rate limit exceeded for tenant,USR-094549
REQ-00100130,2025-11-11 01:50:33.113161,TNT-01088,PTR-0121,/api/v2/tags,200,120.19775969100148,eu-west-1,None,USR-075919
REQ-00100131,2025-11-11 01:51:03.113161,TNT-01102,None,/api/v2/collections,201,181.48430580466334,eu-west-1,None,USR-032962
REQ-00100132,2025-11-11 01:51:33.113161,TNT-01038,PTR-0116,/api/v2/assets,200,229.87086460910336,us-west-2,None,USR-049787
REQ-00100133,2025-11-11 01:52:03.113161,TNT-01120,PTR-0138,/api/v2/analytics,400,40.18137023264656,ap-southeast-1,Invalid query parameters,USR-113473
REQ-00100134,2025-11-11 01:52:33.113161,TNT-01076,PTR-0116,/api/v2/versions,200,60.163458861823706,ap-southeast-1,None,USR-023985
REQ-00100135,2025-11-11 01:53:03.113161,TNT-01067,PTR-0134,/api/v2/tags,200,68.8929499524144,us-west-2,None,USR-017254
REQ-00100136,2025-11-11 01:53:33.113161,TNT-01133,PTR-0105,/api/v2/metadata,200,75.38962412381467,eu-west-1,None,USR-080800
REQ-00100137,2025-11-11 01:54:03.113161,TNT-01132,PTR-0111,/api/v2/search,200,73.17539695999778,us-east-1,None,USR-132420
REQ-00100138,2025-11-11 01:54:33.113161,TNT-01098,None,/api/v2/upload,401,101.86118287497484,us-west-2,Insufficient permissions,USR-036850
REQ-00100139,2025-11-11 01:55:03.113161,TNT-01052,PTR-0112,/api/v2/upload,200,58.7720655194002,us-west-2,None,USR-070633
REQ-00100140,2025-11-11 01:55:33.113161,TNT-01014,PTR-0109,/api/v2/metadata,200,277.43623338918087,us-east-1,None,USR-113344
REQ-00100141,2025-11-11 01:56:03.113161,TNT-01039,None,/api/v2/export,200,18.682835575137343,us-east-1,None,USR-011112
REQ-00100142,2025-11-11 01:56:33.113161,TNT-01014,PTR-0119,/api/v2/export,201,141.4932831629957,ap-southeast-1,None,USR-014917
REQ-00100143,2025-11-11 01:57:03.113161,TNT-01134,PTR-0115,/api/v2/users,200,16.343630556185193,us-east-1,None,USR-114109
REQ-00100144,2025-11-11 01:57:33.113161,TNT-01031,PTR-0117,/api/v2/export,204,38.884576209912176,us-west-2,None,USR-111715
REQ-00100145,2025-11-11 01:58:03.113161,TNT-01032,PTR-0106,/api/v2/export,200,73.27707051051122,ap-southeast-1,None,USR-045693
REQ-00100146,2025-11-11 01:58:33.113161,TNT-01068,PTR-0139,/api/v2/webhooks,200,130.37278503539252,eu-west-1,None,USR-047288
REQ-00100147,2025-11-11 01:59:03.113161,TNT-01141,PTR-0138,/api/v2/users,500,1206.5510369897138,eu-west-1,Resource not found,USR-093033
REQ-00100148,2025-11-11 01:59:33.113161,TNT-01117,PTR-0104,/api/v2/webhooks,200,70.7612717648376,us-west-2,None,USR-127833
REQ-00100149,2025-11-11 02:00:03.113161,TNT-01013,None,/api/v2/metadata,400,33.63682362881789,us-west-2,Resource not found,USR-024298
REQ-00100150,2025-11-11 02:00:33.113161,TNT-01084,None,/api/v2/tags,200,102.17375528514313,ap-southeast-1,None,USR-123546
REQ-00100151,2025-11-11 02:01:03.113161,TNT-01008,PTR-0120,/api/v2/share,200,107.87004170955595,us-east-1,None,USR-119872
REQ-00100152,2025-11-11 02:01:33.113161,TNT-01006,PTR-0139,/api/v2/search,200,85.30999689766627,ap-southeast-1,None,USR-085862
REQ-00100153,2025-11-11 02:02:03.113161,TNT-01050,PTR-0135,/api/v2/upload,200,229.95686179386266,us-west-2,None,USR-093490
REQ-00100154,2025-11-11 02:02:33.113161,TNT-01127,PTR-0128,/api/v2/metadata,200,198.7312557114114,eu-west-1,None,USR-080064
REQ-00100155,2025-11-11 02:03:03.113161,TNT-01035,PTR-0136,/api/v2/collections,201,97.1357711015609,us-west-2,None,USR-035088
REQ-00100156,2025-11-11 02:03:33.113161,TNT-01130,PTR-0108,/api/v2/export,200,231.2308568575348,us-west-2,None,USR-036586
REQ-00100157,2025-11-11 02:04:03.113161,TNT-01014,PTR-0134,/api/v2/assets,401,99.98544357912975,eu-west-1,Insufficient permissions,USR-068221
REQ-00100158,2025-11-11 02:04:33.113161,TNT-01041,PTR-0101,/api/v2/assets,200,68.29608675087245,us-east-1,None,USR-010604
REQ-00100159,2025-11-11 02:05:03.113161,TNT-01000,None,/api/v2/share,200,29.289080516862736,us-east-1,None,USR-114161
REQ-00100160,2025-11-11 02:05:33.113161,TNT-01120,PTR-0137,/api/v2/tags,204,35.5038027110414,ap-southeast-1,None,USR-083749
REQ-00100161,2025-11-11 02:06:03.113161,TNT-01009,None,/api/v2/analytics,200,27.30691710881085,ap-southeast-1,None,USR-049688
REQ-00100162,2025-11-11 02:06:33.113161,TNT-01132,PTR-0118,/api/v2/versions,200,109.95133013363181,ap-southeast-1,None,USR-127927
REQ-00100163,2025-11-11 02:07:03.113161,TNT-01149,PTR-0137,/api/v2/analytics,200,54.8644422536736,us-west-2,None,USR-015474
REQ-00100164,2025-11-11 02:07:33.113161,TNT-01065,PTR-0137,/api/v2/versions,201,91.08464255846107,us-west-2,None,USR-100645
REQ-00100165,2025-11-11 02:08:03.113161,TNT-01114,None,/api/v2/export,200,60.28359704923998,us-east-1,None,USR-041663
REQ-00100166,2025-11-11 02:08:33.113161,TNT-01107,PTR-0103,/api/v2/tags,200,50.16545143815997,ap-southeast-1,None,USR-031053
REQ-00100167,2025-11-11 02:09:03.113161,TNT-01100,PTR-0135,/api/v2/share,200,54.94019487085251,ap-southeast-1,None,USR-063124
REQ-00100168,2025-11-11 02:09:33.113161,TNT-01062,PTR-0122,/api/v2/versions,200,59.47750243655483,ap-southeast-1,None,USR-100485
REQ-00100169,2025-11-11 02:10:03.113161,TNT-01009,PTR-0130,/api/v2/versions,429,162.92518504469226,ap-southeast-1,Request payload too large,USR-019178
REQ-00100170,2025-11-11 02:10:33.113161,TNT-01035,PTR-0133,/api/v2/upload,200,19.191203707759357,us-west-2,None,USR-033608
REQ-00100171,2025-11-11 02:11:03.113161,TNT-01146,PTR-0103,/api/v2/metadata,503,422.55477691205016,us-east-1,Rate limit exceeded for tenant,USR-016455
REQ-00100172,2025-11-11 02:11:33.113161,TNT-01124,PTR-0110,/api/v2/metadata,200,31.75315535245873,us-west-2,None,USR-064005
REQ-00100173,2025-11-11 02:12:03.113161,TNT-01124,PTR-0103,/api/v2/metadata,200,54.533171643386424,ap-southeast-1,None,USR-035472
REQ-00100174,2025-11-11 02:12:33.113161,TNT-01063,PTR-0121,/api/v2/webhooks,200,26.42831447389159,us-east-1,None,USR-016095
REQ-00100175,2025-11-11 02:13:03.113161,TNT-01029,PTR-0105,/api/v2/collections,200,213.246512948142,eu-west-1,None,USR-105345
REQ-00100176,2025-11-11 02:13:33.113161,TNT-01038,PTR-0139,/api/v2/upload,200,35.14678378349525,ap-southeast-1,None,USR-124540
REQ-00100177,2025-11-11 02:14:03.113161,TNT-01025,PTR-0109,/api/v2/export,200,57.405748050619486,eu-west-1,None,USR-095010
REQ-00100178,2025-11-11 02:14:33.113161,TNT-01006,PTR-0137,/api/v2/webhooks,200,14.30353730364057,eu-west-1,None,USR-012197
REQ-00100179,2025-11-11 02:15:03.113161,TNT-01033,PTR-0129,/api/v2/export,200,97.03007227483081,eu-west-1,None,USR-094586
REQ-00100180,2025-11-11 02:15:33.113161,TNT-01020,None,/api/v2/export,200,73.19717590438647,us-west-2,None,USR-079826
REQ-00100181,2025-11-11 02:16:03.113161,TNT-01097,PTR-0139,/api/v2/users,200,48.66556761751284,ap-southeast-1,None,USR-058957
REQ-00100182,2025-11-11 02:16:33.113161,TNT-01142,PTR-0102,/api/v2/tags,200,42.551621403062214,eu-west-1,None,USR-043094
REQ-00100183,2025-11-11 02:17:03.113161,TNT-01002,PTR-0128,/api/v2/webhooks,200,189.62586917400603,us-west-2,None,USR-086020
REQ-00100184,2025-11-11 02:17:33.113161,TNT-01104,PTR-0100,/api/v2/search,200,37.05209953806957,us-west-2,None,USR-096598
REQ-00100185,2025-11-11 02:18:03.113161,TNT-01002,PTR-0103,/api/v2/versions,204,128.42883234894316,ap-southeast-1,None,USR-052049
REQ-00100186,2025-11-11 02:18:33.113161,TNT-01086,PTR-0127,/api/v2/tags,200,71.90334742394028,us-west-2,None,USR-032568
REQ-00100187,2025-11-11 02:19:03.113161,TNT-01077,PTR-0119,/api/v2/analytics,200,103.33979313946084,us-west-2,None,USR-133918
REQ-00100188,2025-11-11 02:19:33.113161,TNT-01078,PTR-0134,/api/v2/assets,200,112.47991034893934,eu-west-1,None,USR-100163
REQ-00100189,2025-11-11 02:20:03.113161,TNT-01104,PTR-0105,/api/v2/metadata,200,126.48356648010798,us-west-2,None,USR-026406
REQ-00100190,2025-11-11 02:20:33.113161,TNT-01067,PTR-0117,/api/v2/export,200,104.92238580401961,eu-west-1,None,USR-066160
