event_id,user_id,content_id,event_type,watch_duration_seconds,completion_percentage,skipped,dismissed,rating_given,interaction_context,@timestamp
EVT-0000000049,USER-0002489,CONTENT-000430,play,3641,0.6229113508983644,False,False,0,Browse,2025-11-12 14:17:38.715540
EVT-0000000050,USER-0004826,CONTENT-001027,stop,118,0.6000202512046697,False,False,0,Search,2025-11-12 14:17:45.715540
EVT-0000000051,USER-0004872,CONTENT-000919,skip,139,0.2995928262454127,True,False,0,Browse,2025-11-12 14:17:52.715540
EVT-0000000052,USER-0003668,CONTENT-000798,pause,6150,0.2283197399632731,False,False,0,Search,2025-11-12 14:17:59.715540
EVT-0000000053,USER-0002728,CONTENT-001088,pause,4304,0.3095053626856875,False,False,0,Search,2025-11-12 14:18:06.715540
EVT-0000000054,USER-0003908,CONTENT-001245,complete,2851,0.7023366480566999,False,False,0,Search,2025-11-12 14:18:13.715540
EVT-0000000055,USER-0001947,CONTENT-001794,pause,4856,0.8288750458203608,False,False,0,Recommendation,2025-11-12 14:18:20.715540
EVT-0000000056,USER-0003845,CONTENT-001059,stop,2096,0.6274117022735538,False,False,0,Watchlist,2025-11-12 14:18:27.715540
EVT-0000000057,USER-0002211,CONTENT-001229,play,3496,0.3965238069956728,False,False,0,Recommendation,2025-11-12 14:18:34.715540
EVT-0000000058,USER-0003145,CONTENT-000944,stop,5816,0.5870743567556573,False,False,0,Recommendation,2025-11-12 14:18:41.715540
EVT-0000000059,USER-0000772,CONTENT-000047,play,1974,0.1310515607236342,False,False,0,Recommendation,2025-11-12 14:18:48.715540
EVT-0000000060,USER-0002763,CONTENT-001955,complete,3959,0.8406685713812887,False,False,0,Recommendation,2025-11-12 14:18:55.715540
EVT-0000000061,USER-0002418,CONTENT-001310,play,1844,0.7461711304086269,False,False,0,Browse,2025-11-12 14:19:02.715540
EVT-0000000062,USER-0001605,CONTENT-000873,play,4914,0.2753616107056687,False,False,0,Recommendation,2025-11-12 14:19:09.715540
EVT-0000000063,USER-0004743,CONTENT-000887,play,6726,0.33417402459302314,False,False,0,Browse,2025-11-12 14:19:16.715540
EVT-0000000064,USER-0003142,CONTENT-000432,dismiss,81,0.40373676443756007,False,True,0,Recommendation,2025-11-12 14:19:23.715540
EVT-0000000065,USER-0001805,CONTENT-001691,stop,6942,0.22349935523847808,False,False,0,Browse,2025-11-12 14:19:30.715540
EVT-0000000066,USER-0003998,CONTENT-000477,complete,3074,0.9954123152768778,False,False,0,Continue watching,2025-11-12 14:19:37.715540
EVT-0000000067,USER-0003492,CONTENT-000370,complete,3509,0.8783920416139278,False,False,0,Browse,2025-11-12 14:19:44.715540
EVT-0000000068,USER-0002571,CONTENT-000280,pause,5883,0.16218973614757362,False,False,0,Search,2025-11-12 14:19:51.715540
EVT-0000000069,USER-0003480,CONTENT-001829,play,5971,0.3691470581567957,False,False,0,Search,2025-11-12 14:19:58.715540
EVT-0000000070,USER-0002852,CONTENT-000824,play,4007,0.5371731573959838,False,False,0,Recommendation,2025-11-12 14:20:05.715540
EVT-0000000071,USER-0002375,CONTENT-001070,skip,148,0.19821834778794742,True,False,0,Browse,2025-11-12 14:20:12.715540
EVT-0000000072,USER-0001488,CONTENT-001153,play,5575,0.8445694861207099,False,False,0,Search,2025-11-12 14:20:19.715540
EVT-0000000073,USER-0000900,CONTENT-001227,play,2250,0.8543669319761795,False,False,0,Recommendation,2025-11-12 14:20:26.715540
EVT-0000000074,USER-0003489,CONTENT-000617,skip,114,0.017485028849251127,True,False,0,Recommendation,2025-11-12 14:20:33.715540
EVT-0000000075,USER-0000520,CONTENT-000555,dismiss,75,0.7881547717840923,False,True,0,Browse,2025-11-12 14:20:40.715540
EVT-0000000076,USER-0000195,CONTENT-001607,pause,2941,0.5858050083529953,False,False,0,Browse,2025-11-12 14:20:47.715540
EVT-0000000077,USER-0000441,CONTENT-001051,play,4316,0.5739242677008474,False,False,0,Watchlist,2025-11-12 14:20:54.715540
EVT-0000000078,USER-0002041,CONTENT-001883,play,6791,0.10616350599279133,False,False,0,Recommendation,2025-11-12 14:21:01.715540
EVT-0000000079,USER-0003164,CONTENT-000982,dismiss,101,0.7667094688497731,False,True,0,Browse,2025-11-12 14:21:08.715540
EVT-0000000080,USER-0004200,CONTENT-000246,skip,50,0.10943819860364952,True,False,0,Continue watching,2025-11-12 14:21:15.715540
EVT-0000000081,USER-0002831,CONTENT-000129,complete,4564,0.7618031393277565,False,False,0,Browse,2025-11-12 14:21:22.715540
EVT-0000000082,USER-0004414,CONTENT-001442,pause,5310,0.3067601103741924,False,False,0,Browse,2025-11-12 14:21:29.715540
EVT-0000000083,USER-0000484,CONTENT-000374,rate,276,0.12443040597208954,False,False,5,Recommendation,2025-11-12 14:21:36.715540
EVT-0000000084,USER-0003002,CONTENT-000323,pause,6661,0.3508897990670553,False,False,0,Search,2025-11-12 14:21:43.715540
EVT-0000000085,USER-0002276,CONTENT-000964,complete,6662,0.8929469487474171,False,False,0,Continue watching,2025-11-12 14:21:50.715540
EVT-0000000086,USER-0003421,CONTENT-000362,stop,3485,0.26157477415454505,False,False,0,Watchlist,2025-11-12 14:21:57.715540
EVT-0000000087,USER-0004528,CONTENT-000311,stop,1315,0.6197085572222634,False,False,0,Browse,2025-11-12 14:22:04.715540
EVT-0000000088,USER-0004198,CONTENT-001557,skip,129,0.04007519005619093,True,False,0,Watchlist,2025-11-12 14:22:11.715540
EVT-0000000089,USER-0003290,CONTENT-001819,pause,4929,0.36442014477374035,False,False,0,Browse,2025-11-12 14:22:18.715540
EVT-0000000090,USER-0001761,CONTENT-000098,play,1259,0.24668365957708388,False,False,0,Recommendation,2025-11-12 14:22:25.715540
EVT-0000000091,USER-0000835,CONTENT-000784,pause,5877,0.4455778980219008,False,False,0,Search,2025-11-12 14:22:32.715540
EVT-0000000092,USER-0000953,CONTENT-000253,stop,809,0.8864881037635634,False,False,0,Browse,2025-11-12 14:22:39.715540
EVT-0000000093,USER-0001944,CONTENT-001087,complete,3119,0.7340688848700915,False,False,0,Recommendation,2025-11-12 14:22:46.715540
EVT-0000000094,USER-0001756,CONTENT-001921,stop,1136,0.6001647400884936,False,False,0,Browse,2025-11-12 14:22:53.715540
EVT-0000000095,USER-0002752,CONTENT-001108,pause,6297,0.2636762579898368,False,False,0,Recommendation,2025-11-12 14:23:00.715540
EVT-0000000096,USER-0002648,CONTENT-001113,rate,91,0.14393819598411497,False,False,1,Browse,2025-11-12 14:23:07.715540
EVT-0000000097,USER-0000679,CONTENT-001264,play,2706,0.4085050308965304,False,False,0,Recommendation,2025-11-12 14:23:14.715540
EVT-0000000098,USER-0000901,CONTENT-001545,stop,1894,0.6211182880017988,False,False,0,Recommendation,2025-11-12 14:23:21.715540
EVT-0000000099,USER-0000032,CONTENT-001592,rate,220,0.3797120578000627,False,False,2,Recommendation,2025-11-12 14:23:28.715540
EVT-0000000100,USER-0002225,CONTENT-000872,stop,2522,0.6091271897780093,False,False,0,Search,2025-11-12 14:23:35.715540
EVT-0000000101,USER-0004506,CONTENT-001944,complete,1930,0.9225791289184387,False,False,0,Recommendation,2025-11-12 14:23:42.715540
EVT-0000000102,USER-0000838,CONTENT-000182,stop,551,0.784020929433891,False,False,0,Browse,2025-11-12 14:23:49.715540
EVT-0000000103,USER-0000953,CONTENT-001604,play,255,0.533903248259901,False,False,0,Search,2025-11-12 14:23:56.715540
EVT-0000000104,USER-0004313,CONTENT-001952,complete,923,0.91745584402557,False,False,0,Watchlist,2025-11-12 14:24:03.715540
EVT-0000000105,USER-0001551,CONTENT-000431,pause,7005,0.7784972333061515,False,False,0,Recommendation,2025-11-12 14:24:10.715540
EVT-0000000106,USER-0001297,CONTENT-000736,play,5454,0.8218335837311225,False,False,0,Recommendation,2025-11-12 14:24:17.715540
EVT-0000000107,USER-0003620,CONTENT-001388,stop,5725,0.8751173688781206,False,False,0,Browse,2025-11-12 14:24:24.715540
EVT-0000000108,USER-0000352,CONTENT-000043,pause,5802,0.6899406450634005,False,False,0,Search,2025-11-12 14:24:31.715540
EVT-0000000109,USER-0004527,CONTENT-000123,stop,775,0.8439766807222544,False,False,0,Recommendation,2025-11-12 14:24:38.715540
EVT-0000000110,USER-0004049,CONTENT-001871,pause,4609,0.20796542307010935,False,False,0,Search,2025-11-12 14:24:45.715540
EVT-0000000111,USER-0000752,CONTENT-001302,stop,4925,0.6160329283303393,False,False,0,Browse,2025-11-12 14:24:52.715540
EVT-0000000112,USER-0003631,CONTENT-000263,play,4705,0.2922452884597408,False,False,0,Browse,2025-11-12 14:24:59.715540
EVT-0000000113,USER-0004285,CONTENT-001404,stop,2002,0.3246514075778952,False,False,0,Recommendation,2025-11-12 14:25:06.715540
EVT-0000000114,USER-0001068,CONTENT-000960,play,6073,0.3528458720855458,False,False,0,Watchlist,2025-11-12 14:25:13.715540
EVT-0000000115,USER-0000160,CONTENT-001156,skip,114,0.21612691490708047,True,False,0,Recommendation,2025-11-12 14:25:20.715540
EVT-0000000116,USER-0001593,CONTENT-001342,pause,3472,0.8549896542880147,False,False,0,Recommendation,2025-11-12 14:25:27.715540
EVT-0000000117,USER-0004031,CONTENT-000854,rate,231,0.5941294478841275,False,False,5,Search,2025-11-12 14:25:34.715540
EVT-0000000118,USER-0001576,CONTENT-001492,stop,351,0.8415913756720288,False,False,0,Search,2025-11-12 14:25:41.715540
EVT-0000000119,USER-0002318,CONTENT-000347,play,5968,0.8767815851767701,False,False,0,Search,2025-11-12 14:25:48.715540
EVT-0000000120,USER-0002246,CONTENT-001593,pause,581,0.27872250402477033,False,False,0,Recommendation,2025-11-12 14:25:55.715540
EVT-0000000121,USER-0001762,CONTENT-001264,stop,1945,0.18212887991422175,False,False,0,Recommendation,2025-11-12 14:26:02.715540
EVT-0000000122,USER-0003106,CONTENT-001676,stop,5394,0.2496630960697428,False,False,0,Recommendation,2025-11-12 14:26:09.715540
EVT-0000000123,USER-0003539,CONTENT-000469,play,2302,0.4109993838886924,False,False,0,Search,2025-11-12 14:26:16.715540
EVT-0000000124,USER-0000318,CONTENT-001087,stop,4798,0.5812595903824527,False,False,0,Recommendation,2025-11-12 14:26:23.715540
EVT-0000000125,USER-0001197,CONTENT-000122,pause,5725,0.5021762113372776,False,False,0,Recommendation,2025-11-12 14:26:30.715540
EVT-0000000126,USER-0000415,CONTENT-000564,play,994,0.8030159331520355,False,False,0,Recommendation,2025-11-12 14:26:37.715540
EVT-0000000127,USER-0001336,CONTENT-000783,complete,3915,0.7347478089216897,False,False,0,Search,2025-11-12 14:26:44.715540
EVT-0000000128,USER-0002551,CONTENT-000621,complete,1154,0.7804927526504446,False,False,0,Recommendation,2025-11-12 14:26:51.715540
EVT-0000000129,USER-0003285,CONTENT-001350,pause,2376,0.18556063798597197,False,False,0,Search,2025-11-12 14:26:58.715540
EVT-0000000130,USER-0002457,CONTENT-001866,complete,2180,0.8515761642845051,False,False,0,Browse,2025-11-12 14:27:05.715540
EVT-0000000131,USER-0002366,CONTENT-000741,play,3965,0.4854201247540455,False,False,0,Recommendation,2025-11-12 14:27:12.715540
EVT-0000000132,USER-0002003,CONTENT-000446,skip,58,0.06427768037279426,True,False,0,Browse,2025-11-12 14:27:19.715540
EVT-0000000133,USER-0004079,CONTENT-001208,rate,98,0.6399637935393827,False,False,4,Browse,2025-11-12 14:27:26.715540
EVT-0000000134,USER-0004521,CONTENT-001949,skip,259,0.22173348077620256,True,False,0,Browse,2025-11-12 14:27:33.715540
EVT-0000000135,USER-0001140,CONTENT-000760,stop,4643,0.12149864696606008,False,False,0,Watchlist,2025-11-12 14:27:40.715540
EVT-0000000136,USER-0004189,CONTENT-000907,play,633,0.22179226270202845,False,False,0,Recommendation,2025-11-12 14:27:47.715540
EVT-0000000137,USER-0000843,CONTENT-001068,play,4838,0.3000735553572925,False,False,0,Search,2025-11-12 14:27:54.715540
EVT-0000000138,USER-0000124,CONTENT-000282,complete,3515,0.7968661736395504,False,False,0,Recommendation,2025-11-12 14:28:01.715540
EVT-0000000139,USER-0001649,CONTENT-000904,stop,4381,0.8419778377714496,False,False,0,Recommendation,2025-11-12 14:28:08.715540
EVT-0000000140,USER-0004016,CONTENT-000841,complete,45,0.852948815662826,False,False,0,Search,2025-11-12 14:28:15.715540
EVT-0000000141,USER-0001957,CONTENT-000888,play,4104,0.32177730211677363,False,False,0,Recommendation,2025-11-12 14:28:22.715540
EVT-0000000142,USER-0003173,CONTENT-000951,play,1210,0.3525381449145522,False,False,0,Browse,2025-11-12 14:28:29.715540
EVT-0000000143,USER-0000169,CONTENT-000861,play,7158,0.17039623027902184,False,False,0,Browse,2025-11-12 14:28:36.715540
EVT-0000000144,USER-0002169,CONTENT-000684,pause,6448,0.6971236700175218,False,False,0,Browse,2025-11-12 14:28:43.715540
EVT-0000000145,USER-0002561,CONTENT-000332,pause,6940,0.17356472961363895,False,False,0,Recommendation,2025-11-12 14:28:50.715540
EVT-0000000146,USER-0001664,CONTENT-001192,stop,1053,0.8397293698695495,False,False,0,Recommendation,2025-11-12 14:28:57.715540
EVT-0000000147,USER-0004503,CONTENT-000143,play,3042,0.1426047944770171,False,False,0,Browse,2025-11-12 14:29:04.715540
EVT-0000000148,USER-0002563,CONTENT-001321,skip,279,0.17375929052174258,True,False,0,Recommendation,2025-11-12 14:29:11.715540
EVT-0000000149,USER-0001208,CONTENT-000250,complete,7041,0.9088937186386411,False,False,0,Watchlist,2025-11-12 14:29:18.715540
EVT-0000000150,USER-0000170,CONTENT-001450,rate,137,0.7517192394122298,False,False,3,Recommendation,2025-11-12 14:29:25.715540
EVT-0000000151,USER-0002971,CONTENT-001058,dismiss,129,0.5722778675798618,False,True,0,Search,2025-11-12 14:29:32.715540
EVT-0000000152,USER-0000463,CONTENT-000782,complete,2497,0.7225502510721962,False,False,0,Search,2025-11-12 14:29:39.715540
EVT-0000000153,USER-0002608,CONTENT-000729,play,3518,0.25102734636061436,False,False,0,Recommendation,2025-11-12 14:29:46.715540
EVT-0000000154,USER-0003946,CONTENT-000029,play,3099,0.2625402593498742,False,False,0,Recommendation,2025-11-12 14:29:53.715540
EVT-0000000155,USER-0001602,CONTENT-001828,pause,4105,0.20276275446037265,False,False,0,Recommendation,2025-11-12 14:30:00.715540
EVT-0000000156,USER-0000484,CONTENT-001585,pause,1451,0.10532030746391552,False,False,0,Search,2025-11-12 14:30:07.715540
EVT-0000000157,USER-0003259,CONTENT-001164,play,3950,0.5267582553615373,False,False,0,Recommendation,2025-11-12 14:30:14.715540
EVT-0000000158,USER-0001903,CONTENT-001449,skip,91,0.28885062936695005,True,False,0,Recommendation,2025-11-12 14:30:21.715540
EVT-0000000159,USER-0002012,CONTENT-001156,rate,108,0.6300032582567082,False,False,1,Browse,2025-11-12 14:30:28.715540
EVT-0000000160,USER-0003576,CONTENT-001936,skip,146,0.07247781277809212,True,False,0,Recommendation,2025-11-12 14:30:35.715540
EVT-0000000161,USER-0004176,CONTENT-000559,pause,634,0.7721269372623615,False,False,0,Browse,2025-11-12 14:30:42.715540
EVT-0000000162,USER-0002803,CONTENT-000533,skip,50,0.11993187598682042,True,False,0,Browse,2025-11-12 14:30:49.715540
EVT-0000000163,USER-0000308,CONTENT-001665,skip,273,0.1863903103165618,True,False,0,Browse,2025-11-12 14:30:56.715540
EVT-0000000164,USER-0004464,CONTENT-001221,pause,3142,0.361892478897928,False,False,0,Search,2025-11-12 14:31:03.715540
EVT-0000000165,USER-0001447,CONTENT-000452,play,5635,0.8282089704062696,False,False,0,Recommendation,2025-11-12 14:31:10.715540
EVT-0000000166,USER-0004381,CONTENT-000586,stop,5324,0.5664830475523717,False,False,0,Search,2025-11-12 14:31:17.715540
EVT-0000000167,USER-0004028,CONTENT-000756,stop,3134,0.4867081026033894,False,False,0,Recommendation,2025-11-12 14:31:24.715540
EVT-0000000168,USER-0002903,CONTENT-000366,dismiss,138,0.5048663637870813,False,True,0,Browse,2025-11-12 14:31:31.715540
EVT-0000000169,USER-0003244,CONTENT-001804,dismiss,32,0.8886488341249307,False,True,0,Browse,2025-11-12 14:31:38.715540
EVT-0000000170,USER-0001033,CONTENT-001026,dismiss,262,0.36951030680012686,False,True,0,Recommendation,2025-11-12 14:31:45.715540
EVT-0000000171,USER-0004210,CONTENT-001728,pause,4845,0.8852000783552421,False,False,0,Recommendation,2025-11-12 14:31:52.715540
EVT-0000000172,USER-0002677,CONTENT-001910,pause,2701,0.2174308781277964,False,False,0,Recommendation,2025-11-12 14:31:59.715540
EVT-0000000173,USER-0002127,CONTENT-000807,complete,1485,0.8718310031738365,False,False,0,Watchlist,2025-11-12 14:32:06.715540
EVT-0000000174,USER-0000207,CONTENT-001610,play,6238,0.15556780575474366,False,False,0,Browse,2025-11-12 14:32:13.715540
EVT-0000000175,USER-0002210,CONTENT-001743,pause,1161,0.6932756603427632,False,False,0,Search,2025-11-12 14:32:20.715540
EVT-0000000176,USER-0000758,CONTENT-000922,pause,4079,0.6604643227246072,False,False,0,Browse,2025-11-12 14:32:27.715540
EVT-0000000177,USER-0003571,CONTENT-001482,stop,3540,0.6091126894696538,False,False,0,Recommendation,2025-11-12 14:32:34.715540
EVT-0000000178,USER-0000541,CONTENT-001742,pause,3407,0.7204927529498532,False,False,0,Browse,2025-11-12 14:32:41.715540
EVT-0000000179,USER-0004896,CONTENT-000011,skip,59,0.031205043231042572,True,False,0,Recommendation,2025-11-12 14:32:48.715540
EVT-0000000180,USER-0003268,CONTENT-000761,rate,107,0.13816371719824555,False,False,4,Recommendation,2025-11-12 14:32:55.715540
EVT-0000000181,USER-0002450,CONTENT-001240,pause,698,0.17571888478795678,False,False,0,Recommendation,2025-11-12 14:33:02.715540
EVT-0000000182,USER-0001540,CONTENT-001220,complete,4414,0.8645401057704859,False,False,0,Search,2025-11-12 14:33:09.715540
EVT-0000000183,USER-0004094,CONTENT-001128,complete,2430,0.9668155467666761,False,False,0,Recommendation,2025-11-12 14:33:16.715540
EVT-0000000184,USER-0000745,CONTENT-000878,complete,4410,0.9249134494447352,False,False,0,Browse,2025-11-12 14:33:23.715540
EVT-0000000185,USER-0002362,CONTENT-000236,pause,3216,0.48250289742959906,False,False,0,Search,2025-11-12 14:33:30.715540
EVT-0000000186,USER-0002899,CONTENT-001138,play,2558,0.6888484308343478,False,False,0,Recommendation,2025-11-12 14:33:37.715540
EVT-0000000187,USER-0001532,CONTENT-001794,stop,1810,0.5846030565470468,False,False,0,Browse,2025-11-12 14:33:44.715540
EVT-0000000188,USER-0002855,CONTENT-001405,complete,2789,0.8823999685174051,False,False,0,Recommendation,2025-11-12 14:33:51.715540
EVT-0000000189,USER-0004739,CONTENT-001283,pause,3615,0.8256486980075438,False,False,0,Recommendation,2025-11-12 14:33:58.715540
EVT-0000000190,USER-0004296,CONTENT-000591,play,2701,0.8395721262331913,False,False,0,Recommendation,2025-11-12 14:34:05.715540
EVT-0000000191,USER-0000848,CONTENT-000234,complete,5465,0.7834829019843379,False,False,0,Recommendation,2025-11-12 14:34:12.715540
EVT-0000000192,USER-0001496,CONTENT-000119,pause,1714,0.5717119557657294,False,False,0,Recommendation,2025-11-12 14:34:19.715540
EVT-0000000193,USER-0003639,CONTENT-001150,complete,7152,0.9805911706402395,False,False,0,Search,2025-11-12 14:34:26.715540
EVT-0000000194,USER-0002688,CONTENT-001581,complete,4133,0.9438072610095882,False,False,0,Search,2025-11-12 14:34:33.715540
EVT-0000000195,USER-0001991,CONTENT-001818,stop,6514,0.13489219406990624,False,False,0,Browse,2025-11-12 14:34:40.715540
EVT-0000000196,USER-0002162,CONTENT-000397,pause,5697,0.2305378751776063,False,False,0,Browse,2025-11-12 14:34:47.715540
EVT-0000000197,USER-0003715,CONTENT-001443,play,5898,0.45991137977843916,False,False,0,Watchlist,2025-11-12 14:34:54.715540
EVT-0000000198,USER-0002977,CONTENT-000891,complete,3189,0.9030721912725322,False,False,0,Recommendation,2025-11-12 14:35:01.715540
EVT-0000000199,USER-0001761,CONTENT-000137,play,4648,0.4789273616118644,False,False,0,Search,2025-11-12 14:35:08.715540
EVT-0000000200,USER-0003442,CONTENT-000042,play,6619,0.5243360700845467,False,False,0,Recommendation,2025-11-12 14:35:15.715540
EVT-0000000201,USER-0000586,CONTENT-000019,complete,4546,0.7987775474110125,False,False,0,Search,2025-11-12 14:35:22.715540
EVT-0000000202,USER-0000781,CONTENT-001659,skip,93,0.06689159133664231,True,False,0,Search,2025-11-12 14:35:29.715540
EVT-0000000203,USER-0001579,CONTENT-000965,skip,97,0.2124967949268484,True,False,0,Watchlist,2025-11-12 14:35:36.715540
EVT-0000000204,USER-0003501,CONTENT-001697,stop,6196,0.517216427772618,False,False,0,Recommendation,2025-11-12 14:35:43.715540
EVT-0000000205,USER-0004343,CONTENT-001547,stop,1807,0.3808896092404947,False,False,0,Search,2025-11-12 14:35:50.715540
EVT-0000000206,USER-0001191,CONTENT-000190,stop,5733,0.6552586873640524,False,False,0,Browse,2025-11-12 14:35:57.715540
EVT-0000000207,USER-0003052,CONTENT-001958,skip,137,0.12717293526787596,True,False,0,Search,2025-11-12 14:36:04.715540
EVT-0000000208,USER-0004333,CONTENT-000153,play,3883,0.8782219679571832,False,False,0,Search,2025-11-12 14:36:11.715540
