@timestamp,transaction_id,command_code,application_id,result_code,origin_host,destination_host,response_time_ms,imsi_hash,hss_node,mme_host,transaction_success
2025-11-10 23:27:36.901367,txn-0000000020,Update-Location,16777216,2001,mme-so-23,hss-dc-10,20,imsi-412167,hss-dc-12,mme-ce-24,True
2025-11-10 23:28:01.901367,txn-0000000021,Authentication-Information,16777238,2001,mme-no-34,hss-dc-15,64,imsi-807794,hss-dc-08,mme-no-40,True
2025-11-10 23:28:26.901367,txn-0000000022,Update-Location,16777251,2001,mme-no-15,hss-dc-10,36,imsi-846289,hss-dc-19,mme-no-17,True
2025-11-10 23:28:51.901367,txn-0000000023,Authentication-Information,16777238,2001,mme-so-10,hss-dc-04,29,imsi-575823,hss-dc-20,mme-no-06,True
2025-11-10 23:29:16.901367,txn-0000000024,Authentication-Information,16777238,2001,mme-no-17,hss-dc-06,18,imsi-669500,hss-dc-05,mme-no-47,True
2025-11-10 23:29:41.901367,txn-0000000025,Purge-UE,16777238,2001,mme-so-35,hss-dc-04,41,imsi-136747,hss-dc-14,mme-ce-46,True
2025-11-10 23:30:06.901367,txn-0000000026,Update-Location,16777251,2001,mme-no-17,hss-dc-07,11,imsi-100089,hss-dc-11,mme-no-31,True
2025-11-10 23:30:31.901367,txn-0000000027,Cancel-Location,16777251,2001,mme-so-30,hss-dc-04,34,imsi-618183,hss-dc-20,mme-no-01,True
2025-11-10 23:30:56.901367,txn-0000000028,Purge-UE,16777216,2001,mme-no-27,hss-dc-04,16,imsi-681774,hss-dc-01,mme-no-13,True
2025-11-10 23:31:21.901367,txn-0000000029,Update-Location,16777251,2001,mme-no-07,hss-dc-11,28,imsi-331014,hss-dc-06,mme-so-23,True
2025-11-10 23:31:46.901367,txn-0000000030,Insert-Subscriber-Data,16777251,5001,mme-no-12,hss-dc-01,19,imsi-802473,hss-dc-15,mme-so-10,True
2025-11-10 23:32:11.901367,txn-0000000031,Authentication-Information,16777251,3002,mme-so-02,hss-dc-19,52,imsi-184987,hss-dc-17,mme-no-34,True
2025-11-10 23:32:36.901367,txn-0000000032,Purge-UE,16777216,2001,mme-so-10,hss-dc-20,105,imsi-869337,hss-dc-14,mme-so-03,True
2025-11-10 23:33:01.901367,txn-0000000033,Update-Location,16777216,2001,mme-no-39,hss-dc-03,20,imsi-938849,hss-dc-16,mme-no-16,True
2025-11-10 23:33:26.901367,txn-0000000034,Purge-UE,16777238,2001,mme-so-09,hss-dc-04,95,imsi-519242,hss-dc-03,mme-ce-26,True
2025-11-10 23:33:51.901367,txn-0000000035,Update-Location,16777216,2001,mme-so-35,hss-dc-04,62,imsi-623732,hss-dc-17,mme-no-16,True
2025-11-10 23:34:16.901367,txn-0000000036,Authentication-Information,16777238,2001,mme-no-12,hss-dc-02,54,imsi-133976,hss-dc-19,mme-so-28,True
2025-11-10 23:34:41.901367,txn-0000000037,Authentication-Information,16777216,2001,mme-so-10,hss-dc-18,67,imsi-240602,hss-dc-10,mme-so-28,True
2025-11-10 23:35:06.901367,txn-0000000038,Purge-UE,16777216,2001,mme-no-34,hss-dc-04,27,imsi-444453,hss-dc-17,mme-so-09,True
2025-11-10 23:35:31.901367,txn-0000000039,Purge-UE,16777216,2001,mme-so-10,hss-dc-18,12,imsi-638691,hss-dc-13,mme-so-05,True
2025-11-10 23:35:56.901367,txn-0000000040,Authentication-Information,16777251,5003,mme-ce-19,hss-dc-12,4,imsi-800675,hss-dc-03,mme-so-23,True
2025-11-10 23:36:21.901367,txn-0000000041,Cancel-Location,16777238,5012,mme-no-34,hss-dc-01,24,imsi-434122,hss-dc-02,mme-no-33,True
2025-11-10 23:36:46.901367,txn-0000000042,Cancel-Location,16777216,2001,mme-ce-41,hss-dc-05,25,imsi-644628,hss-dc-16,mme-no-38,True
2025-11-10 23:37:11.901367,txn-0000000043,Authentication-Information,16777216,2001,mme-ce-20,hss-dc-13,9,imsi-173868,hss-dc-19,mme-no-47,True
2025-11-10 23:37:36.901367,txn-0000000044,Update-Location,16777238,2001,mme-no-45,hss-dc-04,113,imsi-329397,hss-dc-12,mme-no-29,True
2025-11-10 23:38:01.901367,txn-0000000045,Authentication-Information,16777216,2001,mme-so-35,hss-dc-05,5,imsi-430121,hss-dc-05,mme-no-25,True
2025-11-10 23:38:26.901367,txn-0000000046,Update-Location,16777238,2001,mme-no-31,hss-dc-15,23,imsi-573733,hss-dc-19,mme-no-37,True
2025-11-10 23:38:51.901367,txn-0000000047,Purge-UE,16777238,2001,mme-so-18,hss-dc-06,66,imsi-312164,hss-dc-20,mme-so-30,True
2025-11-10 23:39:16.901367,txn-0000000048,Insert-Subscriber-Data,16777216,2001,mme-so-35,hss-dc-06,7,imsi-497438,hss-dc-03,mme-ce-46,True
2025-11-10 23:39:41.901367,txn-0000000049,Update-Location,16777238,2001,mme-no-39,hss-dc-18,45,imsi-277298,hss-dc-14,mme-no-08,True
2025-11-10 23:40:06.901367,txn-0000000050,Authentication-Information,16777238,2001,mme-no-07,hss-dc-05,75,imsi-319270,hss-dc-18,mme-no-33,True
2025-11-10 23:40:31.901367,txn-0000000051,Purge-UE,16777238,2001,mme-so-30,hss-dc-15,23,imsi-759541,hss-dc-02,mme-so-32,True
2025-11-10 23:40:56.901367,txn-0000000052,Cancel-Location,16777238,2001,mme-no-29,hss-dc-07,183,imsi-544058,hss-dc-11,mme-no-15,True
2025-11-10 23:41:21.901367,txn-0000000053,Update-Location,16777238,2001,mme-no-40,hss-dc-14,162,imsi-260410,hss-dc-16,mme-no-27,True
2025-11-10 23:41:46.901367,txn-0000000054,Insert-Subscriber-Data,16777238,5004,mme-no-12,hss-dc-15,25,imsi-189357,hss-dc-09,mme-no-17,True
2025-11-10 23:42:11.901367,txn-0000000055,Authentication-Information,16777216,2001,mme-no-40,hss-dc-20,36,imsi-684557,hss-dc-10,mme-no-39,True
2025-11-10 23:42:36.901367,txn-0000000056,Update-Location,16777251,2001,mme-no-01,hss-dc-16,31,imsi-949062,hss-dc-15,mme-so-23,True
2025-11-10 23:43:01.901367,txn-0000000057,Update-Location,16777251,2001,mme-so-50,hss-dc-12,49,imsi-648192,hss-dc-11,mme-so-02,True
2025-11-10 23:43:26.901367,txn-0000000058,Update-Location,16777238,2001,mme-no-01,hss-dc-07,42,imsi-532054,hss-dc-12,mme-so-18,True
2025-11-10 23:43:51.901367,txn-0000000059,Authentication-Information,16777238,2001,mme-ce-41,hss-dc-17,49,imsi-891534,hss-dc-18,mme-no-04,True
2025-11-10 23:44:16.901367,txn-0000000060,Authentication-Information,16777238,2001,mme-so-03,hss-dc-16,43,imsi-846358,hss-dc-07,mme-ce-41,True
2025-11-10 23:44:41.901367,txn-0000000061,Update-Location,16777216,2001,mme-no-06,hss-dc-12,15,imsi-116443,hss-dc-13,mme-ce-41,False
2025-11-10 23:45:06.901367,txn-0000000062,Authentication-Information,16777216,2001,mme-no-17,hss-dc-13,14,imsi-186726,hss-dc-15,mme-no-33,True
2025-11-10 23:45:31.901367,txn-0000000063,Insert-Subscriber-Data,16777216,2001,mme-so-23,hss-dc-12,6,imsi-109794,hss-dc-19,mme-so-35,True
2025-11-10 23:45:56.901367,txn-0000000064,Update-Location,16777216,2001,mme-ce-46,hss-dc-09,48,imsi-714579,hss-dc-12,mme-no-15,True
2025-11-10 23:46:21.901367,txn-0000000065,Authentication-Information,16777216,2001,mme-ce-41,hss-dc-08,40,imsi-490466,hss-dc-17,mme-so-05,True
2025-11-10 23:46:46.901367,txn-0000000066,Update-Location,16777251,2001,mme-so-43,hss-dc-17,34,imsi-967518,hss-dc-20,mme-no-34,True
2025-11-10 23:47:11.901367,txn-0000000067,Update-Location,16777251,2001,mme-so-35,hss-dc-05,60,imsi-330365,hss-dc-17,mme-so-10,True
2025-11-10 23:47:36.901367,txn-0000000068,Authentication-Information,16777216,2001,mme-no-08,hss-dc-17,2,imsi-295379,hss-dc-08,mme-no-07,True
2025-11-10 23:48:01.901367,txn-0000000069,Insert-Subscriber-Data,16777216,2001,mme-no-31,hss-dc-03,49,imsi-829960,hss-dc-14,mme-ce-46,True
2025-11-10 23:48:26.901367,txn-0000000070,Update-Location,16777251,2001,mme-so-30,hss-dc-18,353,imsi-557216,hss-dc-06,mme-no-15,True
2025-11-10 23:48:51.901367,txn-0000000071,Authentication-Information,16777216,2001,mme-ce-24,hss-dc-04,145,imsi-555267,hss-dc-01,mme-no-15,True
2025-11-10 23:49:16.901367,txn-0000000072,Authentication-Information,16777238,2001,mme-ce-19,hss-dc-02,12,imsi-412761,hss-dc-01,mme-so-23,True
2025-11-10 23:49:41.901367,txn-0000000073,Authentication-Information,16777216,2001,mme-so-36,hss-dc-10,129,imsi-338017,hss-dc-05,mme-so-18,True
2025-11-10 23:50:06.901367,txn-0000000074,Authentication-Information,16777251,2001,mme-so-50,hss-dc-16,9,imsi-890509,hss-dc-12,mme-no-07,True
2025-11-10 23:50:31.901367,txn-0000000075,Authentication-Information,16777251,2001,mme-so-10,hss-dc-20,79,imsi-920287,hss-dc-18,mme-so-30,True
2025-11-10 23:50:56.901367,txn-0000000076,Authentication-Information,16777216,2001,mme-no-45,hss-dc-17,33,imsi-199022,hss-dc-03,mme-so-28,True
2025-11-10 23:51:21.901367,txn-0000000077,Update-Location,16777216,2001,mme-no-38,hss-dc-08,21,imsi-673303,hss-dc-15,mme-no-38,True
2025-11-10 23:51:46.901367,txn-0000000078,Update-Location,16777216,2001,mme-ce-21,hss-dc-10,14,imsi-581308,hss-dc-16,mme-ce-26,False
2025-11-10 23:52:11.901367,txn-0000000079,Update-Location,16777216,2001,mme-so-09,hss-dc-06,22,imsi-164444,hss-dc-12,mme-so-09,True
2025-11-10 23:52:36.901367,txn-0000000080,Update-Location,16777238,5004,mme-no-12,hss-dc-15,37,imsi-164838,hss-dc-14,mme-ce-20,True
2025-11-10 23:53:01.901367,txn-0000000081,Update-Location,16777216,2001,mme-no-39,hss-dc-14,13,imsi-509387,hss-dc-20,mme-no-34,True
2025-11-10 23:53:26.901367,txn-0000000082,Authentication-Information,16777238,2001,mme-so-42,hss-dc-08,6,imsi-209331,hss-dc-14,mme-so-35,True
2025-11-10 23:53:51.901367,txn-0000000083,Authentication-Information,16777251,2001,mme-ce-20,hss-dc-15,25,imsi-970963,hss-dc-11,mme-ce-19,True
2025-11-10 23:54:16.901367,txn-0000000084,Authentication-Information,16777238,2001,mme-no-06,hss-dc-01,15,imsi-781961,hss-dc-17,mme-no-25,False
2025-11-10 23:54:41.901367,txn-0000000085,Update-Location,16777238,2001,mme-no-49,hss-dc-17,39,imsi-472629,hss-dc-18,mme-ce-19,True
2025-11-10 23:55:06.901367,txn-0000000086,Authentication-Information,16777238,2001,mme-ce-21,hss-dc-16,39,imsi-787003,hss-dc-16,mme-no-45,True
2025-11-10 23:55:31.901367,txn-0000000087,Insert-Subscriber-Data,16777251,2001,mme-so-23,hss-dc-16,29,imsi-934569,hss-dc-03,mme-no-33,True
2025-11-10 23:55:56.901367,txn-0000000088,Authentication-Information,16777251,2001,mme-no-47,hss-dc-02,112,imsi-653584,hss-dc-13,mme-so-32,True
2025-11-10 23:56:21.901367,txn-0000000089,Authentication-Information,16777216,2001,mme-so-32,hss-dc-19,45,imsi-312566,hss-dc-18,mme-ce-41,True
2025-11-10 23:56:46.901367,txn-0000000090,Update-Location,16777238,2001,mme-ce-48,hss-dc-06,31,imsi-575359,hss-dc-19,mme-ce-48,True
2025-11-10 23:57:11.901367,txn-0000000091,Authentication-Information,16777251,2001,mme-no-15,hss-dc-15,30,imsi-802155,hss-dc-17,mme-so-05,True
2025-11-10 23:57:36.901367,txn-0000000092,Cancel-Location,16777251,2001,mme-so-50,hss-dc-04,69,imsi-401737,hss-dc-13,mme-so-50,True
2025-11-10 23:58:01.901367,txn-0000000093,Cancel-Location,16777238,2001,mme-no-31,hss-dc-05,155,imsi-224916,hss-dc-03,mme-so-03,True
2025-11-10 23:58:26.901367,txn-0000000094,Update-Location,16777238,2001,mme-no-01,hss-dc-14,34,imsi-286618,hss-dc-17,mme-no-39,True
2025-11-10 23:58:51.901367,txn-0000000095,Authentication-Information,16777238,2001,mme-ce-48,hss-dc-16,21,imsi-211603,hss-dc-06,mme-so-09,True
2025-11-10 23:59:16.901367,txn-0000000096,Authentication-Information,16777251,2001,mme-ce-19,hss-dc-20,60,imsi-313398,hss-dc-10,mme-no-40,True
2025-11-10 23:59:41.901367,txn-0000000097,Purge-UE,16777251,2001,mme-no-04,hss-dc-05,29,imsi-513469,hss-dc-14,mme-no-45,True
2025-11-11 00:00:06.901367,txn-0000000098,Update-Location,16777216,2001,mme-no-27,hss-dc-10,67,imsi-233453,hss-dc-07,mme-no-39,True
2025-11-11 00:00:31.901367,txn-0000000099,Authentication-Information,16777238,2001,mme-no-12,hss-dc-10,76,imsi-720730,hss-dc-04,mme-no-07,True
2025-11-11 00:00:56.901367,txn-0000000100,Update-Location,16777238,2001,mme-ce-21,hss-dc-13,15,imsi-937391,hss-dc-13,mme-so-50,True
2025-11-11 00:01:21.901367,txn-0000000101,Authentication-Information,16777251,2001,mme-ce-26,hss-dc-11,22,imsi-519787,hss-dc-12,mme-ce-24,True
2025-11-11 00:01:46.901367,txn-0000000102,Purge-UE,16777216,2001,mme-so-11,hss-dc-03,24,imsi-926057,hss-dc-16,mme-so-18,True
2025-11-11 00:02:11.901367,txn-0000000103,Update-Location,16777251,2001,mme-so-35,hss-dc-14,21,imsi-456113,hss-dc-14,mme-so-32,True
2025-11-11 00:02:36.901367,txn-0000000104,Update-Location,16777251,2001,mme-no-39,hss-dc-12,29,imsi-325268,hss-dc-08,mme-no-07,True
2025-11-11 00:03:01.901367,txn-0000000105,Update-Location,16777238,2001,mme-ce-26,hss-dc-18,14,imsi-701679,hss-dc-04,mme-so-30,False
2025-11-11 00:03:26.901367,txn-0000000106,Authentication-Information,16777251,2001,mme-ce-48,hss-dc-19,52,imsi-926069,hss-dc-02,mme-so-10,True
2025-11-11 00:03:51.901367,txn-0000000107,Update-Location,16777216,2001,mme-no-37,hss-dc-08,41,imsi-826012,hss-dc-17,mme-ce-19,True
2025-11-11 00:04:16.901367,txn-0000000108,Insert-Subscriber-Data,16777216,2001,mme-no-27,hss-dc-19,73,imsi-422464,hss-dc-08,mme-so-43,True
2025-11-11 00:04:41.901367,txn-0000000109,Update-Location,16777216,2001,mme-so-36,hss-dc-09,4,imsi-959878,hss-dc-19,mme-no-31,True
2025-11-11 00:05:06.901367,txn-0000000110,Purge-UE,16777216,2001,mme-no-34,hss-dc-17,71,imsi-971400,hss-dc-01,mme-no-25,True
2025-11-11 00:05:31.901367,txn-0000000111,Update-Location,16777238,2001,mme-no-38,hss-dc-17,62,imsi-850893,hss-dc-02,mme-no-49,True
2025-11-11 00:05:56.901367,txn-0000000112,Purge-UE,16777251,2001,mme-ce-44,hss-dc-19,32,imsi-402720,hss-dc-17,mme-so-11,True
2025-11-11 00:06:21.901367,txn-0000000113,Update-Location,16777216,2001,mme-no-08,hss-dc-03,63,imsi-624766,hss-dc-05,mme-so-43,True
2025-11-11 00:06:46.901367,txn-0000000114,Cancel-Location,16777216,2001,mme-no-39,hss-dc-20,24,imsi-622684,hss-dc-19,mme-ce-46,True
2025-11-11 00:07:11.901367,txn-0000000115,Update-Location,16777238,2001,mme-no-16,hss-dc-14,84,imsi-186815,hss-dc-02,mme-no-01,True
2025-11-11 00:07:36.901367,txn-0000000116,Insert-Subscriber-Data,16777216,2001,mme-no-07,hss-dc-15,41,imsi-880701,hss-dc-01,mme-so-10,True
2025-11-11 00:08:01.901367,txn-0000000117,Purge-UE,16777251,2001,mme-ce-20,hss-dc-04,39,imsi-392733,hss-dc-03,mme-ce-20,True
2025-11-11 00:08:26.901367,txn-0000000118,Update-Location,16777251,2001,mme-no-27,hss-dc-18,33,imsi-437296,hss-dc-09,mme-no-06,True
2025-11-11 00:08:51.901367,txn-0000000119,Authentication-Information,16777238,2001,mme-no-08,hss-dc-07,17,imsi-219101,hss-dc-13,mme-so-11,True
2025-11-11 00:09:16.901367,txn-0000000120,Update-Location,16777216,2001,mme-no-08,hss-dc-17,102,imsi-771176,hss-dc-03,mme-no-37,True
2025-11-11 00:09:41.901367,txn-0000000121,Update-Location,16777238,2001,mme-no-15,hss-dc-05,46,imsi-571614,hss-dc-17,mme-so-36,True
2025-11-11 00:10:06.901367,txn-0000000122,Cancel-Location,16777251,2001,mme-no-01,hss-dc-14,71,imsi-643365,hss-dc-05,mme-no-13,True
2025-11-11 00:10:31.901367,txn-0000000123,Authentication-Information,16777216,2001,mme-no-04,hss-dc-02,7,imsi-458677,hss-dc-17,mme-no-34,True
2025-11-11 00:10:56.901367,txn-0000000124,Update-Location,16777216,2001,mme-no-01,hss-dc-17,73,imsi-145436,hss-dc-06,mme-ce-26,True
2025-11-11 00:11:21.901367,txn-0000000125,Update-Location,16777251,2001,mme-no-45,hss-dc-18,5,imsi-720260,hss-dc-06,mme-ce-46,True
2025-11-11 00:11:46.901367,txn-0000000126,Authentication-Information,16777238,2001,mme-ce-41,hss-dc-09,115,imsi-695676,hss-dc-09,mme-so-42,True
2025-11-11 00:12:11.901367,txn-0000000127,Update-Location,16777238,2001,mme-no-08,hss-dc-09,29,imsi-862292,hss-dc-16,mme-no-12,False
2025-11-11 00:12:36.901367,txn-0000000128,Authentication-Information,16777216,2001,mme-no-25,hss-dc-07,49,imsi-868142,hss-dc-11,mme-so-30,True
2025-11-11 00:13:01.901367,txn-0000000129,Update-Location,16777251,2001,mme-no-12,hss-dc-10,140,imsi-344625,hss-dc-06,mme-so-23,True
2025-11-11 00:13:26.901367,txn-0000000130,Update-Location,16777238,2001,mme-no-13,hss-dc-17,28,imsi-229373,hss-dc-03,mme-ce-24,False
2025-11-11 00:13:51.901367,txn-0000000131,Authentication-Information,16777238,2001,mme-so-36,hss-dc-09,54,imsi-925472,hss-dc-03,mme-ce-41,True
2025-11-11 00:14:16.901367,txn-0000000132,Insert-Subscriber-Data,16777251,2001,mme-no-33,hss-dc-04,58,imsi-272956,hss-dc-11,mme-ce-19,True
2025-11-11 00:14:41.901367,txn-0000000133,Authentication-Information,16777251,2001,mme-ce-19,hss-dc-16,94,imsi-352276,hss-dc-03,mme-no-49,True
2025-11-11 00:15:06.901367,txn-0000000134,Update-Location,16777238,2001,mme-no-29,hss-dc-15,14,imsi-238077,hss-dc-03,mme-so-10,True
2025-11-11 00:15:31.901367,txn-0000000135,Authentication-Information,16777251,2001,mme-no-15,hss-dc-07,28,imsi-765687,hss-dc-05,mme-so-30,True
2025-11-11 00:15:56.901367,txn-0000000136,Update-Location,16777238,2001,mme-ce-46,hss-dc-10,32,imsi-785771,hss-dc-06,mme-so-42,True
2025-11-11 00:16:21.901367,txn-0000000137,Authentication-Information,16777216,2001,mme-no-40,hss-dc-14,59,imsi-377995,hss-dc-10,mme-ce-46,False
2025-11-11 00:16:46.901367,txn-0000000138,Cancel-Location,16777238,2001,mme-so-43,hss-dc-10,16,imsi-249617,hss-dc-08,mme-no-47,True
2025-11-11 00:17:11.901367,txn-0000000139,Cancel-Location,16777238,2001,mme-ce-19,hss-dc-17,114,imsi-947697,hss-dc-06,mme-so-30,True
2025-11-11 00:17:36.901367,txn-0000000140,Update-Location,16777238,2001,mme-ce-44,hss-dc-04,35,imsi-220324,hss-dc-03,mme-so-05,True
2025-11-11 00:18:01.901367,txn-0000000141,Insert-Subscriber-Data,16777216,2001,mme-ce-20,hss-dc-06,41,imsi-536977,hss-dc-07,mme-so-02,True
2025-11-11 00:18:26.901367,txn-0000000142,Insert-Subscriber-Data,16777216,2001,mme-no-22,hss-dc-11,10,imsi-888651,hss-dc-09,mme-no-27,True
2025-11-11 00:18:51.901367,txn-0000000143,Authentication-Information,16777216,2001,mme-no-01,hss-dc-12,87,imsi-524520,hss-dc-03,mme-no-22,True
2025-11-11 00:19:16.901367,txn-0000000144,Authentication-Information,16777238,2001,mme-ce-26,hss-dc-02,42,imsi-480369,hss-dc-17,mme-no-06,True
2025-11-11 00:19:41.901367,txn-0000000145,Update-Location,16777251,2001,mme-so-09,hss-dc-09,77,imsi-657782,hss-dc-09,mme-so-36,True
2025-11-11 00:20:06.901367,txn-0000000146,Cancel-Location,16777251,2001,mme-so-14,hss-dc-08,12,imsi-727316,hss-dc-17,mme-so-03,True
2025-11-11 00:20:31.901367,txn-0000000147,Update-Location,16777216,2001,mme-no-16,hss-dc-19,35,imsi-303574,hss-dc-17,mme-no-38,True
2025-11-11 00:20:56.901367,txn-0000000148,Update-Location,16777216,2001,mme-so-23,hss-dc-19,151,imsi-281063,hss-dc-11,mme-so-02,True
2025-11-11 00:21:21.901367,txn-0000000149,Update-Location,16777251,2001,mme-so-42,hss-dc-14,38,imsi-177067,hss-dc-13,mme-no-22,True
2025-11-11 00:21:46.901367,txn-0000000150,Insert-Subscriber-Data,16777216,2001,mme-no-25,hss-dc-03,29,imsi-355888,hss-dc-10,mme-so-03,True
2025-11-11 00:22:11.901367,txn-0000000151,Cancel-Location,16777251,2001,mme-no-39,hss-dc-06,40,imsi-443280,hss-dc-04,mme-so-43,True
2025-11-11 00:22:36.901367,txn-0000000152,Insert-Subscriber-Data,16777216,2001,mme-no-13,hss-dc-08,28,imsi-678091,hss-dc-06,mme-so-42,True
2025-11-11 00:23:01.901367,txn-0000000153,Authentication-Information,16777251,2001,mme-no-31,hss-dc-10,107,imsi-240740,hss-dc-12,mme-ce-41,True
2025-11-11 00:23:26.901367,txn-0000000154,Authentication-Information,16777251,2001,mme-ce-46,hss-dc-20,24,imsi-911621,hss-dc-02,mme-so-10,True
2025-11-11 00:23:51.901367,txn-0000000155,Update-Location,16777238,5001,mme-so-18,hss-dc-18,32,imsi-789687,hss-dc-04,mme-no-04,True
2025-11-11 00:24:16.901367,txn-0000000156,Update-Location,16777216,2001,mme-no-16,hss-dc-01,160,imsi-595623,hss-dc-10,mme-ce-48,True
2025-11-11 00:24:41.901367,txn-0000000157,Authentication-Information,16777238,2001,mme-no-29,hss-dc-14,36,imsi-669214,hss-dc-06,mme-no-27,True
2025-11-11 00:25:06.901367,txn-0000000158,Update-Location,16777216,2001,mme-so-11,hss-dc-05,60,imsi-214722,hss-dc-14,mme-so-36,True
2025-11-11 00:25:31.901367,txn-0000000159,Update-Location,16777251,2001,mme-ce-46,hss-dc-11,35,imsi-788601,hss-dc-02,mme-no-06,True
2025-11-11 00:25:56.901367,txn-0000000160,Update-Location,16777216,3002,mme-no-06,hss-dc-18,20,imsi-752226,hss-dc-09,mme-no-17,True
2025-11-11 00:26:21.901367,txn-0000000161,Update-Location,16777216,2001,mme-so-43,hss-dc-12,26,imsi-889815,hss-dc-13,mme-ce-19,True
2025-11-11 00:26:46.901367,txn-0000000162,Insert-Subscriber-Data,16777251,2001,mme-ce-46,hss-dc-14,16,imsi-299104,hss-dc-12,mme-no-27,True
2025-11-11 00:27:11.901367,txn-0000000163,Cancel-Location,16777216,2001,mme-so-02,hss-dc-09,32,imsi-631158,hss-dc-13,mme-no-31,True
2025-11-11 00:27:36.901367,txn-0000000164,Update-Location,16777251,2001,mme-so-14,hss-dc-05,18,imsi-280602,hss-dc-01,mme-so-28,True
2025-11-11 00:28:01.901367,txn-0000000165,Purge-UE,16777238,2001,mme-so-43,hss-dc-01,18,imsi-848756,hss-dc-12,mme-no-27,True
2025-11-11 00:28:26.901367,txn-0000000166,Authentication-Information,16777238,2001,mme-no-49,hss-dc-18,62,imsi-213002,hss-dc-08,mme-no-22,True
2025-11-11 00:28:51.901367,txn-0000000167,Authentication-Information,16777238,2001,mme-no-22,hss-dc-14,44,imsi-344962,hss-dc-07,mme-no-07,True
2025-11-11 00:29:16.901367,txn-0000000168,Update-Location,16777216,2001,mme-no-16,hss-dc-01,17,imsi-977341,hss-dc-03,mme-no-12,True
2025-11-11 00:29:41.901367,txn-0000000169,Authentication-Information,16777238,2001,mme-no-07,hss-dc-04,52,imsi-341598,hss-dc-13,mme-so-32,True
2025-11-11 00:30:06.901367,txn-0000000170,Update-Location,16777238,2001,mme-so-50,hss-dc-09,14,imsi-507759,hss-dc-04,mme-no-04,True
2025-11-11 00:30:31.901367,txn-0000000171,Authentication-Information,16777238,2001,mme-so-28,hss-dc-04,9,imsi-289855,hss-dc-11,mme-so-03,True
2025-11-11 00:30:56.901367,txn-0000000172,Update-Location,16777238,2001,mme-so-14,hss-dc-04,22,imsi-841691,hss-dc-17,mme-no-31,True
2025-11-11 00:31:21.901367,txn-0000000173,Update-Location,16777216,2001,mme-so-05,hss-dc-07,13,imsi-183178,hss-dc-06,mme-ce-21,True
