@timestamp,event_id,event_type,attack_type,source_network,source_ip,source_global_title,target_imsi_hash,blocked,severity,interface,attack_description
2025-11-10 08:42:16.938152,sec-0000041,Rogue_Network,DoS_Attack,roaming-partner-02,156.186.202.98,+9885633901720,imsi-194866,True,high,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 08:45:16.938152,sec-0000042,Malformed_Message,IMSI_Catching,domestic-mvno,158.93.238.54,+4416562017578,imsi-346952,True,low,S1-MME,Rate limit exceeded for location update requests from single source network
2025-11-10 08:48:16.938152,sec-0000043,Rate_Limit_Exceeded,SMS_Interception,roaming-partner-01,118.55.248.231,+23047047642,imsi-774621,True,medium,SS7,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 08:51:16.938152,sec-0000044,Rate_Limit_Exceeded,Fraud_Attempt,unknown-network,99.123.100.71,+8599744957446,imsi-668564,True,high,SS7,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 08:54:16.938152,sec-0000045,SS7_Attack,IMSI_Catching,unknown-network,30.135.212.54,+3569617893326,imsi-284135,True,low,S6a,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 08:57:16.938152,sec-0000046,Diameter_Attack,Location_Tracking,domestic-mvno,192.97.134.170,+1473997802826,imsi-582252,True,medium,Diameter,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 09:00:16.938152,sec-0000047,Diameter_Attack,DoS_Attack,domestic-mvno,35.95.197.17,+5852523147855,imsi-629871,False,medium,S1-MME,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 09:03:16.938152,sec-0000048,Diameter_Attack,Fraud_Attempt,unknown-network,147.125.243.205,+3709381719957,imsi-561373,False,high,S1-MME,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 09:06:16.938152,sec-0000049,Rate_Limit_Exceeded,SMS_Interception,roaming-partner-02,63.111.167.73,+9746938116887,imsi-367237,True,high,Diameter,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 09:09:16.938152,sec-0000050,Rate_Limit_Exceeded,Fraud_Attempt,unknown-network,100.49.36.254,+771938767115,imsi-387497,True,high,SS7,Rate limit exceeded for location update requests from single source network
2025-11-10 09:12:16.938152,sec-0000051,Diameter_Attack,Location_Tracking,roaming-partner-02,35.136.82.66,+8531756544380,imsi-595423,True,low,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 09:15:16.938152,sec-0000052,Malformed_Message,Scanning,international-roam,115.222.67.1,+6552565842715,imsi-270129,True,medium,Diameter,Rate limit exceeded for location update requests from single source network
2025-11-10 09:18:16.938152,sec-0000053,Rate_Limit_Exceeded,Scanning,roaming-partner-01,142.122.82.181,+9007201143440,imsi-821331,False,medium,SS7,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 09:21:16.938152,sec-0000054,Rogue_Network,DoS_Attack,roaming-partner-01,85.133.31.95,+2748577229827,imsi-914829,True,high,S6a,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 09:24:16.938152,sec-0000055,Malformed_Message,IMSI_Catching,domestic-mvno,33.76.58.9,+2318141026316,imsi-237353,True,medium,S1-MME,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 09:27:16.938152,sec-0000056,Rogue_Network,Scanning,unknown-network,113.96.74.98,+5256154833863,imsi-141051,True,low,SS7,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 09:30:16.938152,sec-0000057,Malformed_Message,DoS_Attack,roaming-partner-01,104.176.149.125,+1022072223988,imsi-366267,True,low,Diameter,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 09:33:16.938152,sec-0000058,Diameter_Attack,Scanning,international-roam,59.84.33.226,+6215140969120,imsi-838858,True,high,SS7,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 09:36:16.938152,sec-0000059,Diameter_Attack,IMSI_Catching,roaming-partner-02,179.167.94.43,+1331586279238,imsi-502434,False,medium,S6a,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 09:39:16.938152,sec-0000060,Malformed_Message,Scanning,domestic-mvno,71.71.56.3,+2573346035124,imsi-623182,True,medium,SS7,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 09:42:16.938152,sec-0000061,SS7_Attack,Fraud_Attempt,unknown-network,169.14.24.41,+3833525956675,imsi-271543,True,critical,Diameter,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 09:45:16.938152,sec-0000062,Rogue_Network,SMS_Interception,domestic-mvno,149.133.229.145,+2488051271726,imsi-291826,False,high,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 09:48:16.938152,sec-0000063,Diameter_Attack,IMSI_Catching,unknown-network,43.117.247.101,+4326391770882,imsi-887821,True,medium,SS7,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 09:51:16.938152,sec-0000064,SS7_Attack,Location_Tracking,roaming-partner-01,98.118.114.63,+4012398316509,imsi-243391,True,high,SS7,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 09:54:16.938152,sec-0000065,SS7_Attack,SMS_Interception,roaming-partner-02,171.178.123.230,+4131746584557,imsi-780318,True,critical,SS7,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 09:57:16.938152,sec-0000066,Rate_Limit_Exceeded,SMS_Interception,domestic-mvno,149.200.157.160,+2953409997313,imsi-813298,True,high,SS7,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 10:00:16.938152,sec-0000067,Rate_Limit_Exceeded,Fraud_Attempt,unknown-network,180.150.190.5,+2922311737665,imsi-549123,True,critical,SS7,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 10:03:16.938152,sec-0000068,Diameter_Attack,SMS_Interception,roaming-partner-01,38.7.232.229,+2701914995802,imsi-981581,True,medium,S1-MME,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 10:06:16.938152,sec-0000069,Rogue_Network,Location_Tracking,international-roam,121.123.175.28,+9186459373972,imsi-302856,False,medium,S1-MME,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 10:09:16.938152,sec-0000070,Rate_Limit_Exceeded,SMS_Interception,roaming-partner-02,67.32.164.240,+6761013304691,imsi-284325,True,medium,Diameter,Rate limit exceeded for location update requests from single source network
2025-11-10 10:12:16.938152,sec-0000071,Diameter_Attack,Fraud_Attempt,international-roam,10.120.73.54,+5944435945121,imsi-639063,True,critical,S1-MME,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 10:15:16.938152,sec-0000072,SS7_Attack,Fraud_Attempt,international-roam,66.120.168.94,+9239223530776,imsi-275658,True,medium,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 10:18:16.938152,sec-0000073,SS7_Attack,Fraud_Attempt,unknown-network,112.184.109.171,+4121338163011,imsi-985611,True,medium,SS7,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 10:21:16.938152,sec-0000074,Diameter_Attack,DoS_Attack,international-roam,17.251.198.125,+6174331506968,imsi-684359,False,high,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 10:24:16.938152,sec-0000075,Diameter_Attack,IMSI_Catching,unknown-network,61.146.89.226,+3559854719781,imsi-461524,True,critical,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 10:27:16.938152,sec-0000076,SS7_Attack,SMS_Interception,domestic-mvno,32.61.27.193,+5045194968853,imsi-216199,False,critical,S1-MME,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 10:30:16.938152,sec-0000077,Diameter_Attack,DoS_Attack,international-roam,82.101.28.96,+4938009003631,imsi-108556,True,medium,SS7,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 10:33:16.938152,sec-0000078,Rate_Limit_Exceeded,Location_Tracking,roaming-partner-01,47.19.236.243,+8656731153641,imsi-290005,True,low,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 10:36:16.938152,sec-0000079,SS7_Attack,DoS_Attack,international-roam,116.209.208.221,+8241956135819,imsi-446907,True,medium,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 10:39:16.938152,sec-0000080,Malformed_Message,DoS_Attack,domestic-mvno,27.244.186.114,+3827774595924,imsi-934602,True,low,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 10:42:16.938152,sec-0000081,Rogue_Network,IMSI_Catching,unknown-network,57.146.93.106,+3454520246190,imsi-978354,False,low,SS7,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 10:45:16.938152,sec-0000082,Rogue_Network,SMS_Interception,international-roam,192.22.238.93,+7889839752661,imsi-423678,False,low,S6a,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 10:48:16.938152,sec-0000083,Diameter_Attack,Fraud_Attempt,international-roam,159.212.84.208,+6903893055053,imsi-219869,True,low,S1-MME,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 10:51:16.938152,sec-0000084,SS7_Attack,Fraud_Attempt,unknown-network,80.173.6.69,+5953955734484,imsi-924965,True,critical,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 10:54:16.938152,sec-0000085,Diameter_Attack,DoS_Attack,roaming-partner-01,16.113.119.60,+3545881954001,imsi-640856,True,medium,Diameter,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 10:57:16.938152,sec-0000086,SS7_Attack,Location_Tracking,unknown-network,14.222.21.211,+5291083328351,imsi-380513,True,critical,S1-MME,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 11:00:16.938152,sec-0000087,Rate_Limit_Exceeded,SMS_Interception,roaming-partner-01,34.9.8.10,+9614345131396,imsi-970015,True,low,S1-MME,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 11:03:16.938152,sec-0000088,Rogue_Network,Location_Tracking,roaming-partner-02,181.37.90.117,+4139582374907,imsi-108910,True,low,S1-MME,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 11:06:16.938152,sec-0000089,Rate_Limit_Exceeded,IMSI_Catching,international-roam,187.95.229.205,+4849669320319,imsi-997266,True,medium,S1-MME,Rate limit exceeded for location update requests from single source network
2025-11-10 11:09:16.938152,sec-0000090,Malformed_Message,IMSI_Catching,domestic-mvno,183.165.223.27,+9594146896851,imsi-737094,True,high,S6a,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 11:12:16.938152,sec-0000091,Diameter_Attack,IMSI_Catching,unknown-network,41.26.212.231,+6621713725506,imsi-302458,True,medium,Diameter,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 11:15:16.938152,sec-0000092,Diameter_Attack,IMSI_Catching,roaming-partner-02,162.144.174.29,+8259483907578,imsi-709820,True,medium,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 11:18:16.938152,sec-0000093,Diameter_Attack,Location_Tracking,roaming-partner-01,133.199.172.22,+7797053909569,imsi-546802,False,medium,S1-MME,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 11:21:16.938152,sec-0000094,Malformed_Message,Fraud_Attempt,domestic-mvno,16.1.2.215,+2672198931023,imsi-210773,True,medium,S1-MME,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 11:24:16.938152,sec-0000095,Rogue_Network,Scanning,international-roam,73.235.250.110,+807308217829,imsi-314554,False,medium,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 11:27:16.938152,sec-0000096,Rogue_Network,IMSI_Catching,domestic-mvno,31.6.12.153,+4588579516524,imsi-307550,True,high,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 11:30:16.938152,sec-0000097,Rogue_Network,Location_Tracking,international-roam,32.155.249.27,+3908074317273,imsi-245286,True,low,SS7,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 11:33:16.938152,sec-0000098,Rogue_Network,IMSI_Catching,domestic-mvno,127.118.159.141,+4385666530166,imsi-710689,True,medium,Diameter,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 11:36:16.938152,sec-0000099,Diameter_Attack,IMSI_Catching,roaming-partner-02,174.253.116.244,+5939118647589,imsi-405437,False,medium,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 11:39:16.938152,sec-0000100,SS7_Attack,Scanning,roaming-partner-01,159.60.216.147,+2308820998914,imsi-998907,True,medium,SS7,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 11:42:16.938152,sec-0000101,Rogue_Network,Scanning,international-roam,96.103.237.52,+1952115716755,imsi-701948,True,medium,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 11:45:16.938152,sec-0000102,Malformed_Message,IMSI_Catching,roaming-partner-01,68.197.153.50,+6612667527037,imsi-420254,True,low,Diameter,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 11:48:16.938152,sec-0000103,SS7_Attack,Location_Tracking,roaming-partner-02,113.146.224.152,+5213590174731,imsi-958354,True,medium,SS7,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 11:51:16.938152,sec-0000104,SS7_Attack,IMSI_Catching,international-roam,164.107.10.236,+2607488324308,imsi-362223,True,critical,Diameter,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 11:54:16.938152,sec-0000105,Malformed_Message,IMSI_Catching,international-roam,181.239.245.239,+4075252040796,imsi-930520,True,medium,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 11:57:16.938152,sec-0000106,Rogue_Network,Fraud_Attempt,roaming-partner-01,164.113.203.118,+2718826970276,imsi-384369,True,high,SS7,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 12:00:16.938152,sec-0000107,Diameter_Attack,Fraud_Attempt,international-roam,106.16.188.242,+4232955119307,imsi-334770,True,low,SS7,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 12:03:16.938152,sec-0000108,SS7_Attack,IMSI_Catching,roaming-partner-02,71.113.90.122,+621776437088,imsi-313910,True,high,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 12:06:16.938152,sec-0000109,SS7_Attack,Fraud_Attempt,roaming-partner-02,63.42.218.210,+5637845145234,imsi-718994,True,medium,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 12:09:16.938152,sec-0000110,SS7_Attack,Location_Tracking,roaming-partner-01,189.27.126.140,+9605329048535,imsi-385693,True,medium,S6a,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 12:12:16.938152,sec-0000111,Rogue_Network,Fraud_Attempt,unknown-network,94.53.187.196,+3722429899427,imsi-612812,True,critical,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 12:15:16.938152,sec-0000112,SS7_Attack,Fraud_Attempt,roaming-partner-02,107.229.47.245,+8699506427910,imsi-679717,True,low,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 12:18:16.938152,sec-0000113,Malformed_Message,Location_Tracking,roaming-partner-01,170.151.129.164,+7967752867229,imsi-641142,True,low,S1-MME,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 12:21:16.938152,sec-0000114,Malformed_Message,Location_Tracking,roaming-partner-01,116.28.42.76,+2742510589079,imsi-525227,True,low,SS7,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 12:24:16.938152,sec-0000115,Diameter_Attack,Fraud_Attempt,roaming-partner-01,101.214.42.147,+8574763078926,imsi-394471,True,medium,SS7,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 12:27:16.938152,sec-0000116,Rogue_Network,SMS_Interception,roaming-partner-01,142.56.113.225,+6737661600170,imsi-185574,True,high,S1-MME,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 12:30:16.938152,sec-0000117,Malformed_Message,DoS_Attack,unknown-network,126.217.11.21,+1665855189928,imsi-425154,True,high,SS7,Rate limit exceeded for location update requests from single source network
2025-11-10 12:33:16.938152,sec-0000118,SS7_Attack,Location_Tracking,roaming-partner-01,31.131.206.161,+8322691275014,imsi-927986,True,medium,S6a,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 12:36:16.938152,sec-0000119,Diameter_Attack,Location_Tracking,roaming-partner-01,77.8.209.155,+4583748630891,imsi-364938,False,medium,Diameter,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 12:39:16.938152,sec-0000120,Rate_Limit_Exceeded,Fraud_Attempt,roaming-partner-01,12.52.187.215,+2766445311928,imsi-637446,True,medium,SS7,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 12:42:16.938152,sec-0000121,Diameter_Attack,IMSI_Catching,unknown-network,172.147.33.58,+4102472231555,imsi-331441,True,medium,Diameter,SS7 MAP message with suspicious routing detected attempting subscriber interception
2025-11-10 12:45:16.938152,sec-0000122,Diameter_Attack,Scanning,international-roam,74.92.21.85,+7228909176932,imsi-175539,True,medium,Diameter,Abnormal message rate detected suggesting coordinated attack or misconfiguration
2025-11-10 12:48:16.938152,sec-0000123,Rogue_Network,Scanning,roaming-partner-02,20.227.164.23,+1432456558466,imsi-609581,True,medium,S6a,Malformed Diameter message received with invalid AVP structure from roaming partner
2025-11-10 12:51:16.938152,sec-0000124,Diameter_Attack,IMSI_Catching,domestic-mvno,148.130.26.158,+249154747202,imsi-400530,True,medium,S1-MME,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 12:54:16.938152,sec-0000125,Rogue_Network,SMS_Interception,roaming-partner-01,16.185.75.152,+3599127382164,imsi-621376,True,low,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 12:57:16.938152,sec-0000126,SS7_Attack,Location_Tracking,domestic-mvno,177.17.199.7,+7796509917073,imsi-249071,True,low,SS7,Potential SMS interception attack detected based on message pattern analysis
2025-11-10 13:00:16.938152,sec-0000127,SS7_Attack,DoS_Attack,unknown-network,140.140.58.254,+1413227806128,imsi-579788,True,high,Diameter,Unauthorized access attempt blocked at network perimeter firewall
2025-11-10 13:03:16.938152,sec-0000128,SS7_Attack,SMS_Interception,international-roam,119.57.205.175,+5291640634100,imsi-944382,True,critical,SS7,Rate limit exceeded for location update requests from single source network
2025-11-10 13:06:16.938152,sec-0000129,Malformed_Message,Location_Tracking,domestic-mvno,139.68.77.53,+4423595522526,imsi-850467,True,medium,S1-MME,Multiple authentication requests from unknown global title indicating potential fraud
2025-11-10 13:09:16.938152,sec-0000130,SS7_Attack,Location_Tracking,international-roam,197.39.93.134,+2697251798524,imsi-821186,True,medium,Diameter,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 13:12:16.938152,sec-0000131,Malformed_Message,DoS_Attack,unknown-network,21.202.155.204,+909311506004,imsi-624047,False,critical,Diameter,Rate limit exceeded for location update requests from single source network
2025-11-10 13:15:16.938152,sec-0000132,Diameter_Attack,IMSI_Catching,roaming-partner-01,98.213.242.22,+4712524476869,imsi-546122,True,low,S6a,Suspicious IMSI probing detected from foreign network attempting to track subscriber location
2025-11-10 13:18:16.938152,sec-0000133,Rogue_Network,IMSI_Catching,international-roam,71.14.180.145,+6415944526723,imsi-684176,True,low,SS7,Abnormal message rate detected suggesting coordinated attack or misconfiguration
