@timestamp,session_id,imsi_hash,mme_host,cell_id,tracking_area_code,session_type,apn,qci,session_duration_seconds,data_volume_mb,session_result,customer_segment
2025-11-10 19:19:11.952802,sess-0000000017,imsi-934858,mme-so-05,cell-00061,tac-0016,data,wap,8,973,4.132617769939755,normal_release,seg-02
2025-11-10 19:19:46.952802,sess-0000000018,imsi-612045,mme-so-32,cell-00495,tac-0084,voice,internet,8,1281,21.066872527647416,abnormal_release,seg-06
2025-11-10 19:20:21.952802,sess-0000000019,imsi-971201,mme-so-14,cell-00014,tac-0028,data,mms,9,10,0.2243350792885974,normal_release,seg-07
2025-11-10 19:20:56.952802,sess-0000000020,imsi-383139,mme-ce-46,cell-00010,tac-0062,data,ims,7,24,144.79392033179133,normal_release,seg-03
2025-11-10 19:21:31.952802,sess-0000000021,imsi-441004,mme-so-05,cell-00322,tac-0026,ims,internet,7,321,443.2610681380317,normal_release,seg-09
2025-11-10 19:22:06.952802,sess-0000000022,imsi-638341,mme-so-43,cell-00416,tac-0078,data,internet,9,50,0.6544290032312847,abnormal_release,seg-07
2025-11-10 19:22:41.952802,sess-0000000023,imsi-988551,mme-no-06,cell-00153,tac-0071,data,wap,5,1415,2.1106779086246643,normal_release,seg-03
2025-11-10 19:23:16.952802,sess-0000000024,imsi-775074,mme-no-49,cell-00256,tac-0055,ims,enterprise.apn,5,135,43.13996340393267,normal_release,seg-05
2025-11-10 19:23:51.952802,sess-0000000025,imsi-235842,mme-no-40,cell-00402,tac-0021,data,internet,6,647,0.9360313683053458,normal_release,seg-01
2025-11-10 19:24:26.952802,sess-0000000026,imsi-379128,mme-no-25,cell-00340,tac-0060,data,internet,8,137,4.216853715235373,normal_release,seg-10
2025-11-10 19:25:01.952802,sess-0000000027,imsi-146423,mme-no-31,cell-00259,tac-0074,data,internet,7,712,1.5417013497168928,normal_release,seg-03
2025-11-10 19:25:36.952802,sess-0000000028,imsi-998287,mme-no-49,cell-00024,tac-0095,sms,internet,5,284,7.87580479887593,normal_release,seg-06
2025-11-10 19:26:11.952802,sess-0000000029,imsi-599550,mme-so-28,cell-00250,tac-0034,data,internet,6,432,0.33684935544943,handoff_drop,seg-08
2025-11-10 19:26:46.952802,sess-0000000030,imsi-900671,mme-so-14,cell-00431,tac-0002,mms,internet,6,529,23.617023937946236,normal_release,seg-04
2025-11-10 19:27:21.952802,sess-0000000031,imsi-964582,mme-so-36,cell-00456,tac-0019,data,ims,8,488,0.2830167144425202,normal_release,seg-06
2025-11-10 19:27:56.952802,sess-0000000032,imsi-932782,mme-so-03,cell-00154,tac-0071,voice,internet,6,81,15.104868975133188,abnormal_release,seg-02
2025-11-10 19:28:31.952802,sess-0000000033,imsi-108195,mme-ce-24,cell-00128,tac-0087,data,enterprise.apn,5,488,110.78389486755735,normal_release,seg-01
2025-11-10 19:29:06.952802,sess-0000000034,imsi-506953,mme-ce-46,cell-00331,tac-0009,mms,ims,5,79,8.172624593560961,normal_release,seg-03
2025-11-10 19:29:41.952802,sess-0000000035,imsi-375764,mme-ce-44,cell-00313,tac-0074,data,internet,5,98,1.2532729246346153,normal_release,seg-08
2025-11-10 19:30:16.952802,sess-0000000036,imsi-175956,mme-ce-21,cell-00367,tac-0078,data,wap,8,174,1.8141383093685988,normal_release,seg-10
2025-11-10 19:30:51.952802,sess-0000000037,imsi-468754,mme-so-14,cell-00375,tac-0083,sms,ims,5,1447,12.134334696527954,normal_release,seg-03
2025-11-10 19:31:26.952802,sess-0000000038,imsi-518992,mme-no-34,cell-00398,tac-0043,voice,internet,7,136,0.07447573168930842,normal_release,seg-04
2025-11-10 19:32:01.952802,sess-0000000039,imsi-342892,mme-no-04,cell-00299,tac-0024,data,internet,5,316,28.113915942904,normal_release,seg-03
2025-11-10 19:32:36.952802,sess-0000000040,imsi-786836,mme-no-15,cell-00190,tac-0083,data,enterprise.apn,7,448,14.4633448988442,normal_release,seg-10
2025-11-10 19:33:11.952802,sess-0000000041,imsi-913744,mme-no-01,cell-00095,tac-0072,mms,internet,9,336,3.813975317770656,normal_release,seg-09
2025-11-10 19:33:46.952802,sess-0000000042,imsi-404849,mme-so-36,cell-00313,tac-0057,sms,internet,6,550,5.883465415603127,normal_release,seg-04
2025-11-10 19:34:21.952802,sess-0000000043,imsi-649290,mme-no-31,cell-00437,tac-0026,data,wap,8,692,2.722073947716286,normal_release,seg-01
2025-11-10 19:34:56.952802,sess-0000000044,imsi-522518,mme-so-09,cell-00484,tac-0042,voice,internet,9,361,0.8740490636658673,normal_release,seg-09
2025-11-10 19:35:31.952802,sess-0000000045,imsi-413309,mme-no-13,cell-00145,tac-0009,data,internet,5,1719,11.988249441877509,normal_release,seg-01
2025-11-10 19:36:06.952802,sess-0000000046,imsi-698540,mme-so-32,cell-00226,tac-0095,voice,mms,6,395,0.06652699273275507,normal_release,seg-08
2025-11-10 19:36:41.952802,sess-0000000047,imsi-210855,mme-so-35,cell-00097,tac-0026,data,ims,6,414,12.1312843640655,normal_release,seg-02
2025-11-10 19:37:16.952802,sess-0000000048,imsi-102755,mme-no-40,cell-00170,tac-0090,voice,internet,6,282,1.4805199093475208,normal_release,seg-07
2025-11-10 19:37:51.952802,sess-0000000049,imsi-595007,mme-no-08,cell-00157,tac-0071,voice,mms,7,900,129.98788267538072,normal_release,seg-06
2025-11-10 19:38:26.952802,sess-0000000050,imsi-463015,mme-no-06,cell-00112,tac-0018,data,internet,9,550,1739.2675546350436,normal_release,seg-06
2025-11-10 19:39:01.952802,sess-0000000051,imsi-660221,mme-no-29,cell-00082,tac-0040,sms,enterprise.apn,9,130,20.776213159231478,normal_release,seg-06
2025-11-10 19:39:36.952802,sess-0000000052,imsi-402715,mme-no-34,cell-00340,tac-0047,data,wap,7,168,4.637342185889103,normal_release,seg-04
2025-11-10 19:40:11.952802,sess-0000000053,imsi-920343,mme-so-02,cell-00413,tac-0021,voice,internet,8,11528,61.835022663013085,normal_release,seg-09
2025-11-10 19:40:46.952802,sess-0000000054,imsi-574472,mme-ce-48,cell-00120,tac-0003,voice,wap,5,426,4.7401910514657315,normal_release,seg-07
2025-11-10 19:41:21.952802,sess-0000000055,imsi-874603,mme-no-34,cell-00096,tac-0032,ims,ims,5,1058,11.666010707084817,normal_release,seg-05
2025-11-10 19:41:56.952802,sess-0000000056,imsi-384694,mme-so-14,cell-00417,tac-0053,data,wap,5,299,1.4855132678173988,normal_release,seg-08
2025-11-10 19:42:31.952802,sess-0000000057,imsi-195345,mme-no-17,cell-00172,tac-0091,voice,wap,5,135,8.837212545471923,normal_release,seg-10
2025-11-10 19:43:06.952802,sess-0000000058,imsi-138321,mme-so-14,cell-00352,tac-0040,data,ims,8,831,12.335126784629463,normal_release,seg-09
2025-11-10 19:43:41.952802,sess-0000000059,imsi-874007,mme-so-32,cell-00385,tac-0021,voice,internet,5,903,0.41082824141690316,normal_release,seg-06
2025-11-10 19:44:16.952802,sess-0000000060,imsi-975009,mme-so-50,cell-00015,tac-0066,data,ims,9,1979,9.445935288772526,normal_release,seg-09
2025-11-10 19:44:51.952802,sess-0000000061,imsi-981251,mme-so-10,cell-00234,tac-0048,voice,ims,7,28,1.6328790375288222,normal_release,seg-05
2025-11-10 19:45:26.952802,sess-0000000062,imsi-756704,mme-so-30,cell-00110,tac-0006,sms,ims,5,46,1.5069415476080834,normal_release,seg-10
2025-11-10 19:46:01.952802,sess-0000000063,imsi-648232,mme-ce-19,cell-00082,tac-0086,sms,ims,9,13955,72.61325277839289,normal_release,seg-08
2025-11-10 19:46:36.952802,sess-0000000064,imsi-168976,mme-no-12,cell-00078,tac-0045,data,mms,6,1003,7.192295945410633,normal_release,seg-07
2025-11-10 19:47:11.952802,sess-0000000065,imsi-147292,mme-so-09,cell-00024,tac-0051,data,internet,9,62,13.911643022981819,normal_release,seg-09
2025-11-10 19:47:46.952802,sess-0000000066,imsi-199642,mme-so-36,cell-00398,tac-0061,sms,internet,7,123,18.979001296319844,normal_release,seg-05
2025-11-10 19:48:21.952802,sess-0000000067,imsi-411882,mme-so-28,cell-00379,tac-0039,data,internet,9,44,41.82438224166932,normal_release,seg-09
2025-11-10 19:48:56.952802,sess-0000000068,imsi-370713,mme-ce-21,cell-00063,tac-0094,voice,ims,7,2018,0.5675661513155437,normal_release,seg-01
2025-11-10 19:49:31.952802,sess-0000000069,imsi-161366,mme-no-08,cell-00094,tac-0085,sms,internet,7,216,0.7636214415579771,normal_release,seg-08
2025-11-10 19:50:06.952802,sess-0000000070,imsi-807749,mme-ce-21,cell-00405,tac-0008,data,wap,7,478,1.8813339114977745,normal_release,seg-02
2025-11-10 19:50:41.952802,sess-0000000071,imsi-159807,mme-no-47,cell-00044,tac-0029,data,ims,7,934,0.18815316129577742,timeout,seg-03
2025-11-10 19:51:16.952802,sess-0000000072,imsi-481039,mme-so-05,cell-00493,tac-0064,data,internet,6,100,25.511501815103937,normal_release,seg-07
2025-11-10 19:51:51.952802,sess-0000000073,imsi-323746,mme-no-25,cell-00109,tac-0098,voice,internet,7,408,1.6294464744004906,normal_release,seg-07
2025-11-10 19:52:26.952802,sess-0000000074,imsi-402045,mme-no-40,cell-00254,tac-0079,voice,internet,7,1825,8.336471805687632,normal_release,seg-08
2025-11-10 19:53:01.952802,sess-0000000075,imsi-212318,mme-so-36,cell-00419,tac-0011,data,mms,5,331,1.9361541336291452,normal_release,seg-05
2025-11-10 19:53:36.952802,sess-0000000076,imsi-277358,mme-no-25,cell-00159,tac-0001,data,internet,9,1366,13.908245614444018,normal_release,seg-05
2025-11-10 19:54:11.952802,sess-0000000077,imsi-791371,mme-ce-48,cell-00182,tac-0018,data,wap,8,283,24.909456812870967,normal_release,seg-06
2025-11-10 19:54:46.952802,sess-0000000078,imsi-264567,mme-so-02,cell-00246,tac-0024,data,ims,5,3027,7.610980971838238,normal_release,seg-10
2025-11-10 19:55:21.952802,sess-0000000079,imsi-202394,mme-no-06,cell-00240,tac-0055,mms,wap,7,1765,39.98386533521602,normal_release,seg-06
2025-11-10 19:55:56.952802,sess-0000000080,imsi-492096,mme-no-06,cell-00165,tac-0072,data,internet,8,2602,2.7162898378831737,normal_release,seg-01
2025-11-10 19:56:31.952802,sess-0000000081,imsi-898972,mme-no-31,cell-00444,tac-0099,data,internet,7,3427,11.78174766562713,normal_release,seg-07
2025-11-10 19:57:06.952802,sess-0000000082,imsi-709675,mme-ce-46,cell-00236,tac-0094,data,internet,8,286,1.9788670555086034,normal_release,seg-09
2025-11-10 19:57:41.952802,sess-0000000083,imsi-391916,mme-ce-21,cell-00240,tac-0093,data,internet,5,1378,5.831618852080976,normal_release,seg-10
2025-11-10 19:58:16.952802,sess-0000000084,imsi-342829,mme-so-23,cell-00295,tac-0090,voice,ims,6,1472,10.632666215328285,normal_release,seg-01
2025-11-10 19:58:51.952802,sess-0000000085,imsi-285686,mme-so-30,cell-00319,tac-0039,data,internet,7,523,18.49770819821627,normal_release,seg-04
2025-11-10 19:59:26.952802,sess-0000000086,imsi-324345,mme-no-38,cell-00292,tac-0096,data,internet,8,693,375.1293687931031,normal_release,seg-03
2025-11-10 20:00:01.952802,sess-0000000087,imsi-252445,mme-so-28,cell-00208,tac-0090,voice,internet,7,774,2.53058306232707,normal_release,seg-09
2025-11-10 20:00:36.952802,sess-0000000088,imsi-783547,mme-so-18,cell-00432,tac-0057,data,mms,6,3941,294.7234283023338,normal_release,seg-01
2025-11-10 20:01:11.952802,sess-0000000089,imsi-569017,mme-no-31,cell-00228,tac-0096,mms,ims,5,921,30.360243040355893,normal_release,seg-05
2025-11-10 20:01:46.952802,sess-0000000090,imsi-368079,mme-no-40,cell-00151,tac-0072,data,enterprise.apn,5,395,1.396876258482752,normal_release,seg-08
2025-11-10 20:02:21.952802,sess-0000000091,imsi-835621,mme-no-29,cell-00152,tac-0085,voice,wap,7,63,371.1802721064684,normal_release,seg-09
2025-11-10 20:02:56.952802,sess-0000000092,imsi-141261,mme-no-33,cell-00393,tac-0061,voice,wap,7,4348,8.721016634662798,normal_release,seg-02
2025-11-10 20:03:31.952802,sess-0000000093,imsi-182634,mme-no-07,cell-00058,tac-0036,data,internet,8,218,14.155680920760366,normal_release,seg-08
2025-11-10 20:04:06.952802,sess-0000000094,imsi-582318,mme-no-13,cell-00247,tac-0045,ims,internet,5,196,10.770437600259193,normal_release,seg-05
2025-11-10 20:04:41.952802,sess-0000000095,imsi-810709,mme-no-25,cell-00404,tac-0066,data,ims,8,145,9.975531218811449,normal_release,seg-03
2025-11-10 20:05:16.952802,sess-0000000096,imsi-624316,mme-no-01,cell-00152,tac-0036,data,ims,9,150,98.68718536323634,timeout,seg-06
2025-11-10 20:05:51.952802,sess-0000000097,imsi-171913,mme-no-16,cell-00205,tac-0052,voice,ims,5,436,0.3183780693963765,normal_release,seg-03
2025-11-10 20:06:26.952802,sess-0000000098,imsi-228020,mme-no-47,cell-00270,tac-0051,data,mms,6,747,8.953063017889397,normal_release,seg-03
2025-11-10 20:07:01.952802,sess-0000000099,imsi-740926,mme-ce-20,cell-00343,tac-0033,data,internet,6,94,1.224778388301448,normal_release,seg-09
2025-11-10 20:07:36.952802,sess-0000000100,imsi-556899,mme-no-25,cell-00409,tac-0035,ims,internet,5,135,1.0847895370110583,normal_release,seg-07
2025-11-10 20:08:11.952802,sess-0000000101,imsi-652996,mme-no-39,cell-00180,tac-0037,data,wap,7,178,40.45940115586665,normal_release,seg-02
2025-11-10 20:08:46.952802,sess-0000000102,imsi-248918,mme-so-42,cell-00493,tac-0018,data,internet,5,349,0.8857499481867426,normal_release,seg-06
2025-11-10 20:09:21.952802,sess-0000000103,imsi-724373,mme-so-11,cell-00439,tac-0077,data,wap,9,84,24.91343436572644,normal_release,seg-01
2025-11-10 20:09:56.952802,sess-0000000104,imsi-166001,mme-no-29,cell-00369,tac-0081,voice,wap,5,147,0.5551922041095785,normal_release,seg-06
2025-11-10 20:10:31.952802,sess-0000000105,imsi-319085,mme-no-27,cell-00105,tac-0061,data,internet,8,58,23.697606573544938,abnormal_release,seg-06
2025-11-10 20:11:06.952802,sess-0000000106,imsi-550879,mme-no-08,cell-00487,tac-0010,data,ims,7,248,14.497146797563966,normal_release,seg-09
2025-11-10 20:11:41.952802,sess-0000000107,imsi-447821,mme-no-38,cell-00457,tac-0081,data,ims,7,1345,427.6150510640672,normal_release,seg-08
2025-11-10 20:12:16.952802,sess-0000000108,imsi-997331,mme-ce-24,cell-00061,tac-0038,voice,ims,6,428,54.31452115799845,abnormal_release,seg-06
2025-11-10 20:12:51.952802,sess-0000000109,imsi-581801,mme-no-47,cell-00012,tac-0090,data,enterprise.apn,5,95,14.964863461001219,normal_release,seg-06
2025-11-10 20:13:26.952802,sess-0000000110,imsi-161690,mme-no-16,cell-00161,tac-0053,voice,internet,5,312,21.77269376650542,normal_release,seg-02
2025-11-10 20:14:01.952802,sess-0000000111,imsi-986336,mme-no-13,cell-00416,tac-0027,data,enterprise.apn,7,103,4.330245285860967,normal_release,seg-09
2025-11-10 20:14:36.952802,sess-0000000112,imsi-104718,mme-no-40,cell-00071,tac-0097,data,internet,9,51,2.6296613057006577,normal_release,seg-09
2025-11-10 20:15:11.952802,sess-0000000113,imsi-227599,mme-so-10,cell-00328,tac-0086,data,ims,7,1771,18.0877641140368,normal_release,seg-06
2025-11-10 20:15:46.952802,sess-0000000114,imsi-690801,mme-so-43,cell-00386,tac-0078,sms,mms,8,3854,16.381326776684325,normal_release,seg-07
2025-11-10 20:16:21.952802,sess-0000000115,imsi-957489,mme-ce-41,cell-00433,tac-0050,data,ims,8,180,33.755905197781374,normal_release,seg-03
2025-11-10 20:16:56.952802,sess-0000000116,imsi-697005,mme-no-07,cell-00157,tac-0027,data,ims,7,157,83.95427311389513,normal_release,seg-01
2025-11-10 20:17:31.952802,sess-0000000117,imsi-329363,mme-so-32,cell-00331,tac-0035,ims,internet,7,38,3428.879129289439,normal_release,seg-09
2025-11-10 20:18:06.952802,sess-0000000118,imsi-302414,mme-ce-19,cell-00127,tac-0036,sms,enterprise.apn,7,375,24.306945865038976,normal_release,seg-10
2025-11-10 20:18:41.952802,sess-0000000119,imsi-795081,mme-ce-20,cell-00006,tac-0035,data,wap,9,85,167.00395113665903,normal_release,seg-01
2025-11-10 20:19:16.952802,sess-0000000120,imsi-544310,mme-so-02,cell-00397,tac-0079,data,internet,6,238,32.21961869155964,handoff_drop,seg-05
2025-11-10 20:19:51.952802,sess-0000000121,imsi-293990,mme-so-05,cell-00244,tac-0056,voice,internet,5,114,1.3499277304390476,normal_release,seg-10
2025-11-10 20:20:26.952802,sess-0000000122,imsi-845594,mme-no-01,cell-00472,tac-0092,data,enterprise.apn,8,65,10.718909365937623,normal_release,seg-04
2025-11-10 20:21:01.952802,sess-0000000123,imsi-253794,mme-no-16,cell-00286,tac-0039,data,internet,8,22,5.030649487300364,normal_release,seg-06
2025-11-10 20:21:36.952802,sess-0000000124,imsi-583531,mme-so-23,cell-00333,tac-0095,data,internet,8,290,0.4559352046256035,normal_release,seg-03
2025-11-10 20:22:11.952802,sess-0000000125,imsi-300736,mme-so-42,cell-00131,tac-0008,data,mms,5,7,17.228603696814503,normal_release,seg-09
2025-11-10 20:22:46.952802,sess-0000000126,imsi-130928,mme-no-27,cell-00417,tac-0065,sms,wap,8,65,657.0805231609661,normal_release,seg-01
2025-11-10 20:23:21.952802,sess-0000000127,imsi-728980,mme-so-10,cell-00434,tac-0092,data,internet,5,2027,49.21628537749345,normal_release,seg-06
2025-11-10 20:23:56.952802,sess-0000000128,imsi-994373,mme-so-18,cell-00441,tac-0024,data,internet,9,1048,17.725253335289327,timeout,seg-06
2025-11-10 20:24:31.952802,sess-0000000129,imsi-811971,mme-ce-44,cell-00165,tac-0081,data,internet,9,395,0.8930972713774585,normal_release,seg-10
2025-11-10 20:25:06.952802,sess-0000000130,imsi-339997,mme-no-49,cell-00393,tac-0084,data,ims,5,2131,111.76283296107873,normal_release,seg-05
2025-11-10 20:25:41.952802,sess-0000000131,imsi-913224,mme-so-35,cell-00042,tac-0064,sms,wap,9,98,24.401288853328467,normal_release,seg-08
2025-11-10 20:26:16.952802,sess-0000000132,imsi-961861,mme-no-40,cell-00128,tac-0076,voice,internet,6,630,9.130218558123333,normal_release,seg-07
2025-11-10 20:26:51.952802,sess-0000000133,imsi-873643,mme-no-07,cell-00483,tac-0051,data,ims,9,37,1.3063638448988282,normal_release,seg-05
2025-11-10 20:27:26.952802,sess-0000000134,imsi-905744,mme-ce-41,cell-00329,tac-0044,data,internet,5,3660,22.161245941578887,normal_release,seg-04
2025-11-10 20:28:01.952802,sess-0000000135,imsi-615247,mme-no-40,cell-00241,tac-0035,data,internet,7,114,12.460324919900431,normal_release,seg-10
2025-11-10 20:28:36.952802,sess-0000000136,imsi-888955,mme-no-39,cell-00178,tac-0063,sms,internet,9,831,3.267506978608508,normal_release,seg-10
2025-11-10 20:29:11.952802,sess-0000000137,imsi-320873,mme-so-03,cell-00095,tac-0029,sms,internet,7,908,4.814827793399305,normal_release,seg-03
2025-11-10 20:29:46.952802,sess-0000000138,imsi-113885,mme-ce-26,cell-00304,tac-0086,data,internet,6,966,29.458304321829413,normal_release,seg-02
2025-11-10 20:30:21.952802,sess-0000000139,imsi-666976,mme-ce-44,cell-00254,tac-0067,data,internet,5,1890,374.06505016243045,normal_release,seg-01
2025-11-10 20:30:56.952802,sess-0000000140,imsi-695891,mme-no-33,cell-00432,tac-0066,data,mms,7,2254,0.9069102731761143,normal_release,seg-09
2025-11-10 20:31:31.952802,sess-0000000141,imsi-113132,mme-so-28,cell-00142,tac-0076,data,internet,7,363,325.8897218613011,normal_release,seg-02
2025-11-10 20:32:06.952802,sess-0000000142,imsi-250215,mme-so-03,cell-00237,tac-0054,sms,wap,5,30,2.764744081371698,normal_release,seg-01
2025-11-10 20:32:41.952802,sess-0000000143,imsi-654966,mme-so-10,cell-00476,tac-0046,data,ims,7,2032,18.610568490845647,normal_release,seg-03
2025-11-10 20:33:16.952802,sess-0000000144,imsi-792231,mme-no-15,cell-00033,tac-0027,voice,internet,9,1790,20.35751297460155,normal_release,seg-03
2025-11-10 20:33:51.952802,sess-0000000145,imsi-118844,mme-ce-44,cell-00433,tac-0028,data,wap,7,1348,0.8810805063840035,normal_release,seg-01
2025-11-10 20:34:26.952802,sess-0000000146,imsi-809601,mme-no-17,cell-00379,tac-0023,data,internet,8,1200,332.50565683251904,normal_release,seg-01
2025-11-10 20:35:01.952802,sess-0000000147,imsi-165105,mme-no-40,cell-00026,tac-0055,voice,internet,8,760,3.415437144517019,abnormal_release,seg-06
2025-11-10 20:35:36.952802,sess-0000000148,imsi-120455,mme-no-47,cell-00346,tac-0041,sms,enterprise.apn,8,18461,205.63535331581258,normal_release,seg-10
2025-11-10 20:36:11.952802,sess-0000000149,imsi-931103,mme-no-29,cell-00391,tac-0051,data,ims,8,252,47.076585608384036,normal_release,seg-07
2025-11-10 20:36:46.952802,sess-0000000150,imsi-282131,mme-so-11,cell-00327,tac-0005,data,internet,5,16,5.587468415572103,normal_release,seg-01
2025-11-10 20:37:21.952802,sess-0000000151,imsi-225711,mme-ce-20,cell-00379,tac-0042,data,internet,5,3459,23.312090820378486,abnormal_release,seg-10
2025-11-10 20:37:56.952802,sess-0000000152,imsi-389489,mme-no-07,cell-00157,tac-0097,voice,internet,7,113,5.604999529594534,timeout,seg-08
2025-11-10 20:38:31.952802,sess-0000000153,imsi-557410,mme-ce-46,cell-00446,tac-0042,data,ims,9,2009,41.566589420717364,normal_release,seg-01
2025-11-10 20:39:06.952802,sess-0000000154,imsi-769769,mme-so-09,cell-00277,tac-0060,sms,internet,8,183,418.2417517147848,normal_release,seg-03
2025-11-10 20:39:41.952802,sess-0000000155,imsi-860438,mme-no-22,cell-00407,tac-0021,data,ims,6,18,1.1992775891172325,normal_release,seg-07
2025-11-10 20:40:16.952802,sess-0000000156,imsi-533572,mme-no-38,cell-00191,tac-0019,ims,internet,5,42,1.6445374748502195,abnormal_release,seg-03
2025-11-10 20:40:51.952802,sess-0000000157,imsi-148517,mme-no-22,cell-00409,tac-0051,voice,internet,5,884,8.001161211195145,normal_release,seg-02
2025-11-10 20:41:26.952802,sess-0000000158,imsi-911518,mme-no-39,cell-00394,tac-0039,voice,wap,6,4736,2.1254206962067457,normal_release,seg-01
2025-11-10 20:42:01.952802,sess-0000000159,imsi-578881,mme-ce-20,cell-00053,tac-0003,data,wap,9,1233,24.54832226119567,normal_release,seg-04
2025-11-10 20:42:36.952802,sess-0000000160,imsi-380472,mme-no-27,cell-00424,tac-0014,data,internet,6,724,3.471797918405895,normal_release,seg-04
2025-11-10 20:43:11.952802,sess-0000000161,imsi-526213,mme-no-31,cell-00140,tac-0057,voice,mms,6,2227,1.3614342581982402,normal_release,seg-07
2025-11-10 20:43:46.952802,sess-0000000162,imsi-990416,mme-ce-21,cell-00147,tac-0057,data,ims,5,267,152.21604352115563,normal_release,seg-09
2025-11-10 20:44:21.952802,sess-0000000163,imsi-456867,mme-ce-41,cell-00366,tac-0043,voice,ims,6,6808,3.2731700615967245,normal_release,seg-07
2025-11-10 20:44:56.952802,sess-0000000164,imsi-155326,mme-ce-19,cell-00471,tac-0047,voice,enterprise.apn,5,279,7.3494128339617255,normal_release,seg-06
2025-11-10 20:45:31.952802,sess-0000000165,imsi-397791,mme-ce-44,cell-00401,tac-0089,data,internet,6,490,47.045498401643435,normal_release,seg-07
2025-11-10 20:46:06.952802,sess-0000000166,imsi-546509,mme-no-34,cell-00404,tac-0026,sms,ims,7,76,0.17973696723055002,normal_release,seg-01
2025-11-10 20:46:41.952802,sess-0000000167,imsi-191576,mme-no-40,cell-00206,tac-0074,data,ims,8,1313,38.48002343694069,abnormal_release,seg-10
2025-11-10 20:47:16.952802,sess-0000000168,imsi-272814,mme-ce-44,cell-00129,tac-0047,voice,wap,5,113,4.789875949243717,timeout,seg-03
2025-11-10 20:47:51.952802,sess-0000000169,imsi-734436,mme-so-32,cell-00212,tac-0054,data,internet,5,478,20.050202540351343,normal_release,seg-08
2025-11-10 20:48:26.952802,sess-0000000170,imsi-978526,mme-ce-26,cell-00197,tac-0027,sms,internet,6,117,2.673277406416988,normal_release,seg-09
2025-11-10 20:49:01.952802,sess-0000000171,imsi-912973,mme-ce-19,cell-00343,tac-0081,data,internet,5,625,3.619181534099635,normal_release,seg-08
2025-11-10 20:49:36.952802,sess-0000000172,imsi-773157,mme-no-39,cell-00381,tac-0061,mms,internet,8,17,172.02950533789448,normal_release,seg-03
2025-11-10 20:50:11.952802,sess-0000000173,imsi-409976,mme-no-04,cell-00343,tac-0076,voice,internet,7,14585,149.1265231910232,normal_release,seg-02
2025-11-10 20:50:46.952802,sess-0000000174,imsi-626963,mme-no-01,cell-00085,tac-0021,sms,internet,7,183,4.813499658612906,normal_release,seg-08
2025-11-10 20:51:21.952802,sess-0000000175,imsi-513424,mme-no-07,cell-00225,tac-0088,sms,mms,5,971,23.5467346147731,normal_release,seg-04
2025-11-10 20:51:56.952802,sess-0000000176,imsi-413289,mme-so-18,cell-00490,tac-0077,voice,internet,9,172,1.7815792313067706,normal_release,seg-06
