@timestamp,session_id,session_status,termination_cause,rat_type,subscriber_id,apn,cell_id,session_duration_seconds,bytes_transferred
2026-01-22 08:08:29.493073,SES-653F941C7427,COMPLETED,UE-DETACH,LTE,310260952555700,emergency,CELL-0068,1259,10608
2026-01-22 09:08:29.493073,SES-E72E04B864C7,COMPLETED,NETWORK-RELEASE,NR-SA,310260686079279,emergency,CELL-0010,1352,23829
2026-01-22 10:08:29.493073,SES-6D77153188A7,INTERRUPTED,NORMAL,NR-SA,310260476367992,enterprise.vpn,CELL-0147,93,14680
2026-01-22 11:08:29.493073,SES-86D5A0088269,COMPLETED,NETWORK-RELEASE,5G-NR,310260830146605,ims,CELL-0146,139,303230
2026-01-22 12:08:29.493073,SES-6904F1C3BC2C,ACTIVE,NORMAL,LTE,310260154275983,ims,CELL-0105,238,1051
2026-01-22 13:08:29.493073,SES-E9A4E9790B7B,COMPLETED,NORMAL,LTE,310260241682342,mms,CELL-0018,1371,213837
2026-01-22 14:08:29.493073,SES-2AC9FEC860C8,COMPLETED,NORMAL,5G-NR,310260666792951,ims,CELL-0077,531,358030
2026-01-22 15:08:29.493073,SES-3242DA31F76E,COMPLETED,HANDOVER-FAILURE,LTE,310260313090657,enterprise.vpn,CELL-0085,12739,1436
2026-01-22 16:08:29.493073,SES-AFFB033C0112,COMPLETED,NORMAL,LTE,310260324791101,wap,CELL-0155,350,19188
2026-01-22 17:08:29.493073,SES-0800F652B240,INTERRUPTED,NORMAL,NR-NSA,310260661110480,internet,CELL-0046,1114,9133
2026-01-22 18:08:29.493073,SES-168134C26F4A,COMPLETED,NORMAL,LTE,310260609131872,enterprise.vpn,CELL-0133,455,19061
2026-01-22 19:08:29.493073,SES-A68EEEA7F470,INTERRUPTED,UE-DETACH,LTE,310260669919885,mms,CELL-0098,384,59205
2026-01-22 20:08:29.493073,SES-140B103882E0,COMPLETED,AUTH-FAILURE,LTE,310260755657834,mms,CELL-0142,376,5218
2026-01-22 21:08:29.493073,SES-8F15733E97D9,COMPLETED,AUTH-FAILURE,LTE,310260411493234,internet,CELL-0056,1926,2707
2026-01-22 22:08:29.493073,SES-67F2AC68C565,ACTIVE,HANDOVER-FAILURE,5G-NR,310260972865436,wap,CELL-0006,117,15374
2026-01-22 23:08:29.493073,SES-98E2E2AF71E9,ACTIVE,NORMAL,5G-NR,310260862881163,mms,CELL-0177,404,235798
2026-01-23 00:08:29.493073,SES-05B58CBBBE49,COMPLETED,AUTH-FAILURE,LTE,310260832386598,enterprise.vpn,CELL-0134,122,98953
2026-01-23 01:08:29.493073,SES-4AE3F5ED8335,COMPLETED,UE-DETACH,NR-SA,310260977994997,wap,CELL-0126,391,886758
2026-01-23 02:08:29.493073,SES-1605EB940972,INTERRUPTED,UE-DETACH,5G-NR,310260438524825,internet,CELL-0172,57,4083
2026-01-23 03:08:29.493073,SES-5E9F383F8580,COMPLETED,UE-DETACH,5G-NR,310260766230924,wap,CELL-0162,102,39967
2026-01-23 04:08:29.493073,SES-9B81D8E0603A,COMPLETED,NORMAL,LTE,310260869750838,wap,CELL-0081,226,108119
2026-01-23 05:08:29.493073,SES-16EF0F5B7F98,COMPLETED,NORMAL,5G-NR,310260656740906,internet,CELL-0046,135,1206
2026-01-23 06:08:29.493073,SES-C04DE2293273,ACTIVE,NORMAL,NR-SA,310260637335956,wap,CELL-0136,1366,65016
2026-01-23 07:08:29.493073,SES-1F37D90C2996,COMPLETED,POLICY-REJECT,LTE,310260582746745,emergency,CELL-0113,150,10853
2026-01-23 08:08:29.493073,SES-E64D74B361D2,ACTIVE,NORMAL,NR-NSA,310260583100265,internet,CELL-0042,198,3630
2026-01-23 09:08:29.493073,SES-DEC04DDBBFDB,FAILED,NORMAL,5G-NR,310260527798659,mms,CELL-0001,2481,24492
2026-01-23 10:08:29.493073,SES-7A2DEF5DFB72,ACTIVE,NORMAL,LTE,310260697979086,internet,CELL-0096,78,10016
2026-01-23 11:08:29.493073,SES-1A039E8C3DB1,COMPLETED,NORMAL,NR-NSA,310260915060224,wap,CELL-0173,473,68619
2026-01-23 12:08:29.493073,SES-8C34E8E7EBEF,ACTIVE,RESOURCE-EXHAUSTION,NR-SA,310260574026030,ims,CELL-0114,4554,643370
2026-01-23 13:08:29.493073,SES-8AD39CE20A78,COMPLETED,UE-DETACH,LTE,310260649534042,wap,CELL-0115,1322,7035
2026-01-23 14:08:29.493073,SES-3CAE0F254D00,ACTIVE,AUTH-FAILURE,LTE,310260162647280,wap,CELL-0119,1379,2206
2026-01-23 15:08:29.493073,SES-25F94CE54B3A,COMPLETED,NORMAL,LTE,310260665167789,enterprise.vpn,CELL-0090,3097,115736
2026-01-23 16:08:29.493073,SES-853783587870,COMPLETED,HANDOVER-FAILURE,5G-NR,310260860026831,wap,CELL-0091,40,159503
2026-01-23 17:08:29.493073,SES-0B0282A332FD,INTERRUPTED,NORMAL,5G-NR,310260552286148,internet,CELL-0078,309,6563
2026-01-23 18:08:29.493073,SES-CED21A3E4A8D,COMPLETED,NORMAL,NR-NSA,310260562019416,internet,CELL-0166,1682,3527
2026-01-23 19:08:29.493073,SES-ACECDA395BD6,ACTIVE,NORMAL,5G-NR,310260562395233,ims,CELL-0124,444,83711
2026-01-23 20:08:29.493073,SES-B7A92B0DE347,ACTIVE,NORMAL,LTE,310260192596358,enterprise.vpn,CELL-0109,55,807265
2026-01-23 21:08:29.493073,SES-7069B5FFF3B7,FAILED,POLICY-REJECT,5G-NR,310260987365413,wap,CELL-0039,1504,152371
2026-01-23 22:08:29.493073,SES-7ECE449E2A0A,ACTIVE,NORMAL,5G-NR,310260817863390,mms,CELL-0102,70,23499
2026-01-23 23:08:29.493073,SES-B70ACA767F9E,COMPLETED,POLICY-REJECT,5G-NR,310260550208702,mms,CELL-0024,997,120400
2026-01-24 00:08:29.493073,SES-ACFB908484F1,INTERRUPTED,NORMAL,5G-NR,310260963693669,internet,CELL-0188,1210,108981
2026-01-24 01:08:29.493073,SES-9DD1B3D6DEA5,COMPLETED,NORMAL,LTE,310260968022394,mms,CELL-0195,169,222194
2026-01-24 02:08:29.493073,SES-6BCC31D5CBC2,ACTIVE,AUTH-FAILURE,5G-NR,310260918842692,mms,CELL-0059,122,3881
2026-01-24 03:08:29.493073,SES-236B047C11B1,COMPLETED,NORMAL,NR-NSA,310260285826772,wap,CELL-0146,15,38135
2026-01-24 04:08:29.493073,SES-EB420DE3BEFD,ACTIVE,HANDOVER-FAILURE,5G-NR,310260164316893,ims,CELL-0186,78,170247
2026-01-24 05:08:29.493073,SES-D7D6B08066F7,ACTIVE,NETWORK-RELEASE,LTE,310260656673018,emergency,CELL-0020,13,79747
2026-01-24 06:08:29.493073,SES-324F21CCBCF4,ACTIVE,AUTH-FAILURE,NR-SA,310260890713723,emergency,CELL-0049,1543,29774
2026-01-24 07:08:29.493073,SES-C551FF5661A5,ACTIVE,TIMEOUT,NR-NSA,310260242459213,ims,CELL-0102,3195,7262
2026-01-24 08:08:29.493073,SES-9E9682E76648,COMPLETED,NORMAL,LTE,310260372881322,mms,CELL-0016,116,3970
2026-01-24 09:08:29.493073,SES-C13D902B0DE8,COMPLETED,UE-DETACH,LTE,310260887435987,mms,CELL-0032,426,3062
2026-01-24 10:08:29.493073,SES-44042EC5BDBE,ACTIVE,UE-DETACH,LTE,310260588637616,enterprise.vpn,CELL-0120,35,2518
2026-01-24 11:08:29.493073,SES-781D9AD8CF45,COMPLETED,HANDOVER-FAILURE,LTE,310260389549246,wap,CELL-0174,725,19268
2026-01-24 12:08:29.493073,SES-41B54D56F25F,COMPLETED,UE-DETACH,LTE,310260626863063,wap,CELL-0002,711,20134
2026-01-24 13:08:29.493073,SES-CAAB41965DCF,FAILED,NORMAL,LTE,310260877121692,emergency,CELL-0140,160,47511
2026-01-24 14:08:29.493073,SES-E10134FF4EDF,ACTIVE,RESOURCE-EXHAUSTION,LTE,310260197907015,emergency,CELL-0142,992,23920
2026-01-24 15:08:29.493073,SES-4B3E8CA3B0D3,ACTIVE,NORMAL,NR-NSA,310260523333956,enterprise.vpn,CELL-0072,35,16713
2026-01-24 16:08:29.493073,SES-2E7A247C44E9,COMPLETED,UE-DETACH,LTE,310260495614365,internet,CELL-0028,947,7549
2026-01-24 17:08:29.493073,SES-29B15CA37C63,COMPLETED,NORMAL,5G-NR,310260121328704,mms,CELL-0180,12333,5614
2026-01-24 18:08:29.493073,SES-6ABD573AB0E4,COMPLETED,RESOURCE-EXHAUSTION,5G-NR,310260166856727,mms,CELL-0167,450,59629
2026-01-24 19:08:29.493073,SES-96211563C450,COMPLETED,NORMAL,5G-NR,310260407483892,mms,CELL-0149,599,4819
2026-01-24 20:08:29.493073,SES-B64A46D4FBAF,COMPLETED,UE-DETACH,5G-NR,310260985449042,enterprise.vpn,CELL-0125,31,4452
2026-01-24 21:08:29.493073,SES-625C420D6861,COMPLETED,NORMAL,5G-NR,310260876120803,emergency,CELL-0006,52,850776
2026-01-24 22:08:29.493073,SES-5DCF574F4C7B,ACTIVE,UE-DETACH,5G-NR,310260900256285,internet,CELL-0104,334,80831
2026-01-24 23:08:29.493073,SES-1890C6A0D759,ACTIVE,NORMAL,5G-NR,310260475902535,wap,CELL-0145,119,60718
2026-01-25 00:08:29.493073,SES-E9D50A074507,COMPLETED,NETWORK-RELEASE,LTE,310260318980599,wap,CELL-0114,258,5303
2026-01-25 01:08:29.493073,SES-84B968C029B5,FAILED,NORMAL,LTE,310260927836186,emergency,CELL-0056,209,7652
2026-01-25 02:08:29.493073,SES-10BF19593211,COMPLETED,NETWORK-RELEASE,NR-SA,310260977016785,ims,CELL-0199,1211,233
2026-01-25 03:08:29.493073,SES-DC4B117709F9,INTERRUPTED,NORMAL,NR-NSA,310260497607895,mms,CELL-0164,317,80021
2026-01-25 04:08:29.493073,SES-DC77525FB7D7,COMPLETED,NORMAL,NR-NSA,310260567242432,mms,CELL-0129,573,27347
2026-01-25 05:08:29.493073,SES-EC9BA0312912,INTERRUPTED,TIMEOUT,LTE,310260462342032,mms,CELL-0189,1865,21147
2026-01-25 06:08:29.493073,SES-54AAEFDAAB8B,INTERRUPTED,HANDOVER-FAILURE,5G-NR,310260467852493,emergency,CELL-0122,157,4673
2026-01-25 07:08:29.493073,SES-6D38AAD53E9E,COMPLETED,UE-DETACH,LTE,310260909352171,mms,CELL-0145,240,303740
2026-01-25 08:08:29.493073,SES-20CEC526DC2F,COMPLETED,NORMAL,5G-NR,310260787518446,enterprise.vpn,CELL-0068,787,128
2026-01-25 09:08:29.493073,SES-5C527F339476,ACTIVE,TIMEOUT,LTE,310260438524825,emergency,CELL-0181,2757,5538
2026-01-25 10:08:29.493073,SES-F5ECC5C85AF8,ACTIVE,RESOURCE-EXHAUSTION,5G-NR,310260164316893,wap,CELL-0088,814,141989
2026-01-25 11:08:29.493073,SES-CC188C67E0C7,FAILED,NORMAL,LTE,310260877959000,ims,CELL-0021,106,215659
2026-01-25 12:08:29.493073,SES-8B08E64272D2,COMPLETED,NORMAL,5G-NR,310260653662573,internet,CELL-0162,2453,169141
2026-01-25 13:08:29.493073,SES-72B4552ACEA7,FAILED,NORMAL,5G-NR,310260119573423,ims,CELL-0036,126,8074
2026-01-25 14:08:29.493073,SES-B326B35CF623,INTERRUPTED,POLICY-REJECT,LTE,310260389335370,wap,CELL-0103,454,104188
2026-01-25 15:08:29.493073,SES-04F1E7C1C24A,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260116441509,wap,CELL-0152,669,1178
2026-01-25 16:08:29.493073,SES-709F324F5A8B,COMPLETED,NORMAL,5G-NR,310260371778971,mms,CELL-0033,227,70017
2026-01-25 17:08:29.493073,SES-CE70DB3D5163,FAILED,UE-DETACH,LTE,310260985233402,mms,CELL-0134,3423,5825
2026-01-25 18:08:29.493073,SES-984C5C37C919,FAILED,HANDOVER-FAILURE,LTE,310260881705046,emergency,CELL-0037,20,2189
2026-01-25 19:08:29.493073,SES-691D65A368C8,INTERRUPTED,HANDOVER-FAILURE,NR-NSA,310260918842692,ims,CELL-0153,1949,30785
2026-01-25 20:08:29.493073,SES-5F227B4AB534,ACTIVE,NORMAL,LTE,310260702096878,internet,CELL-0027,332,172422
2026-01-25 21:08:29.493073,SES-E477417C5BA1,ACTIVE,NETWORK-RELEASE,5G-NR,310260334367413,emergency,CELL-0194,85,39739
2026-01-25 22:08:29.493073,SES-7FB73D773560,COMPLETED,NORMAL,NR-SA,310260630590445,internet,CELL-0109,384,11823
2026-01-25 23:08:29.493073,SES-B1FF5A0E76FE,ACTIVE,NORMAL,NR-NSA,310260987928007,emergency,CELL-0114,596,81696
2026-01-26 00:08:29.493073,SES-72E28455C43A,COMPLETED,NORMAL,LTE,310260516000230,wap,CELL-0125,54,7902
2026-01-26 01:08:29.493073,SES-C5848B27E835,COMPLETED,NORMAL,LTE,310260285840202,ims,CELL-0190,281,7948
2026-01-26 02:08:29.493073,SES-832474459D0F,ACTIVE,AUTH-FAILURE,LTE,310260590233533,ims,CELL-0172,6,52664
2026-01-26 03:08:29.493073,SES-E0675F4272BA,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260666882634,ims,CELL-0050,350,267964
2026-01-26 04:08:29.493073,SES-1D295628A6E2,ACTIVE,NORMAL,NR-NSA,310260830330675,emergency,CELL-0190,465,151997
2026-01-26 05:08:29.493073,SES-1B0047336C0A,ACTIVE,NORMAL,NR-SA,310260154176102,wap,CELL-0092,582,393625
2026-01-26 06:08:29.493073,SES-3936E32C32DC,ACTIVE,AUTH-FAILURE,LTE,310260391979328,wap,CELL-0121,77,10051
2026-01-26 07:08:29.493073,SES-AD85E4064A3B,COMPLETED,NORMAL,NR-SA,310260890713723,mms,CELL-0091,12,7402
2026-01-26 08:08:29.493073,SES-E6087D17C47B,ACTIVE,TIMEOUT,NR-SA,310260301977360,emergency,CELL-0171,137,4376
2026-01-26 09:08:29.493073,SES-8C2E40431D6E,COMPLETED,RESOURCE-EXHAUSTION,LTE,310260477482408,internet,CELL-0107,1078,1763
2026-01-26 10:08:29.493073,SES-64029297F9C5,FAILED,NORMAL,5G-NR,310260118143742,ims,CELL-0174,59,11537
2026-01-26 11:08:29.493073,SES-A0DE1A6B5B42,COMPLETED,POLICY-REJECT,NR-SA,310260731751689,internet,CELL-0175,56,28493
2026-01-26 12:08:29.493073,SES-B57682646D79,ACTIVE,AUTH-FAILURE,NR-NSA,310260365223682,internet,CELL-0162,1340,10402
2026-01-26 13:08:29.493073,SES-09844D0449E1,INTERRUPTED,NORMAL,LTE,310260697257231,wap,CELL-0049,90,6823
2026-01-26 14:08:29.493073,SES-E5BA33B756D9,COMPLETED,NORMAL,LTE,310260784871409,enterprise.vpn,CELL-0195,240,232084
2026-01-26 15:08:29.493073,SES-91E5A2EAD62A,COMPLETED,TIMEOUT,LTE,310260196197045,emergency,CELL-0002,12189,411647
2026-01-26 16:08:29.493073,SES-08C764EE7360,COMPLETED,NORMAL,LTE,310260747664390,emergency,CELL-0179,1891,17843
2026-01-26 17:08:29.493073,SES-F798E0E495A0,ACTIVE,NORMAL,LTE,310260987365413,ims,CELL-0168,1017,107549
2026-01-26 18:08:29.493073,SES-BDADC9B810EF,COMPLETED,NORMAL,NR-SA,310260972865436,internet,CELL-0133,381,1557179
2026-01-26 19:08:29.493073,SES-7F338FDE5AC7,COMPLETED,NORMAL,LTE,310260562019416,ims,CELL-0175,450,2764
2026-01-26 20:08:29.493073,SES-EA584CC251A9,COMPLETED,UE-DETACH,NR-SA,310260731751689,mms,CELL-0120,280,113829
2026-01-26 21:08:29.493073,SES-AFC9A60756E6,COMPLETED,NETWORK-RELEASE,5G-NR,310260117951266,wap,CELL-0020,163,106412
2026-01-26 22:08:29.493073,SES-3DF5C4B5A41B,ACTIVE,NETWORK-RELEASE,LTE,310260666792951,enterprise.vpn,CELL-0132,1390,170692
2026-01-26 23:08:29.493073,SES-E9D33D5016CD,COMPLETED,NORMAL,NR-NSA,310260594555621,ims,CELL-0095,139,16729
2026-01-27 00:08:29.493073,SES-FBC0FAC5DBE3,ACTIVE,NETWORK-RELEASE,5G-NR,310260969652082,internet,CELL-0116,168,1369
2026-01-27 01:08:29.493073,SES-6A8AB4A51F99,COMPLETED,NORMAL,LTE,310260901662762,wap,CELL-0153,1600,5888
2026-01-27 02:08:29.493073,SES-6C68D015D3AB,COMPLETED,NETWORK-RELEASE,5G-NR,310260599397539,internet,CELL-0142,3884,45989
2026-01-27 03:08:29.493073,SES-5359886ABC77,COMPLETED,HANDOVER-FAILURE,5G-NR,310260398175877,wap,CELL-0170,1798,143131
2026-01-27 04:08:29.493073,SES-1467C8E1212F,ACTIVE,NORMAL,5G-NR,310260820352593,emergency,CELL-0048,491,139626
2026-01-27 05:08:29.493073,SES-B7C27B3A70B4,INTERRUPTED,NORMAL,LTE,310260290333426,emergency,CELL-0076,347,1803
2026-01-27 06:08:29.493073,SES-AFEC57B8A83D,ACTIVE,TIMEOUT,5G-NR,310260970054649,emergency,CELL-0089,108,240448
2026-01-27 07:08:29.493073,SES-8580B62BF32A,COMPLETED,POLICY-REJECT,LTE,310260804066138,internet,CELL-0109,433,198706
2026-01-27 08:08:29.493073,SES-EEE881EC936C,COMPLETED,NORMAL,LTE,310260250201462,enterprise.vpn,CELL-0009,83,7141
2026-01-27 09:08:29.493073,SES-7360B46DD6ED,FAILED,NORMAL,LTE,310260952555700,ims,CELL-0044,193,1067
2026-01-27 10:08:29.493073,SES-9F2907F4F602,ACTIVE,NORMAL,5G-NR,310260583242936,internet,CELL-0061,1602,22159
2026-01-27 11:08:29.493073,SES-3E82527FE73E,COMPLETED,NORMAL,LTE,310260771461134,ims,CELL-0037,205,46766
2026-01-27 12:08:29.493073,SES-A2AFF472B364,ACTIVE,NETWORK-RELEASE,5G-NR,310260318815424,internet,CELL-0028,2191,15169
2026-01-27 13:08:29.493073,SES-7A5B77CD9948,COMPLETED,NORMAL,5G-NR,310260240251446,emergency,CELL-0182,2912,238962
2026-01-27 14:08:29.493073,SES-A1F8AD289C0C,INTERRUPTED,NORMAL,LTE,310260679053745,enterprise.vpn,CELL-0140,869,30348
2026-01-27 15:08:29.493073,SES-6155B1E05795,COMPLETED,AUTH-FAILURE,NR-NSA,310260896467297,enterprise.vpn,CELL-0112,1291,3175
2026-01-27 16:08:29.493073,SES-DF2B9E32AECE,ACTIVE,NORMAL,5G-NR,310260178488228,internet,CELL-0191,134,140329
2026-01-27 17:08:29.493073,SES-8B3647F75891,COMPLETED,UE-DETACH,LTE,310260447178223,internet,CELL-0144,9012,29282
2026-01-27 18:08:29.493073,SES-43CF5B9FACEF,COMPLETED,NORMAL,LTE,310260219240005,enterprise.vpn,CELL-0159,181,66003
