@timestamp,cell_tower_id,call_dropped,call_attempt,handoff_event,subscriber_id,call_duration_seconds,signal_strength_dbm,network_type
2026-01-21 11:49:40.437902,CT-0059,false,true,INTRA-FREQ,310260418459603,115,-85,UMTS
2026-01-14 10:26:54.437902,CT-0060,false,true,NONE,310260288936932,28,-99,LTE
2026-02-11 20:31:43.437902,CT-0005,true,true,INTER-FREQ,310260501935840,6,-106,5G-NR
2026-01-01 07:53:27.437902,CT-0002,false,true,INTER-FREQ,310260972865436,6,-106,5G-NR
2026-02-18 16:17:37.437902,CT-0030,true,true,INTER-RAT,310260867088875,6,-112,LTE
2026-01-01 08:13:55.437902,CT-0001,true,true,INTER-FREQ,310260243141896,7,-118,5G-NR
2026-01-01 08:22:55.437902,CT-0004,false,true,INTER-FREQ,310260583100265,3,-99,5G-NR
2026-02-11 20:29:49.437902,CT-0032,true,true,INTER-RAT,310260382731573,4,-97,5G-NR
2026-01-01 08:26:13.437902,CT-0036,false,true,INTER-RAT,310260119382490,11,-106,UMTS
2026-02-15 13:19:36.437902,CT-0046,false,true,NONE,310260410045748,84,-68,5G-NR
2026-02-18 16:15:16.437902,CT-0024,false,true,INTER-FREQ,310260410077738,4,-114,LTE
2026-02-10 04:13:40.437902,CT-0043,true,true,NONE,310260153484657,152,-113,GSM
2026-01-09 19:17:59.437902,CT-0002,true,true,INTER-FREQ,310260430479729,8,-115,5G-NR
2026-02-18 15:46:46.437902,CT-0023,true,true,INTRA-FREQ,310260838414744,3,-101,GSM
2026-01-01 07:56:25.437902,CT-0002,false,true,INTER-FREQ,310260307992585,7,-94,5G-NR
2026-02-06 15:09:03.437902,CT-0018,false,true,NONE,310260166700125,58,-53,5G-NR
2026-01-08 11:14:54.437902,CT-0027,false,true,NONE,310260527798659,22,-98,LTE
2026-03-05 21:20:28.437902,CT-0016,false,true,NONE,310260241822224,31,-96,LTE
2026-01-01 08:09:44.437902,CT-0036,true,true,INTER-RAT,310260224156489,21,-94,LTE
2026-02-11 20:19:17.437902,CT-0014,false,true,INTER-FREQ,310260926982392,4,-99,GSM
2026-01-26 18:43:07.437902,CT-0077,false,true,NONE,310260877121692,120,-69,LTE
2026-02-19 21:51:55.437902,CT-0052,false,true,INTER-FREQ,310260970411728,324,-56,GSM
2026-01-27 07:48:20.437902,CT-0017,false,true,INTER-RAT,310260571907778,229,-105,UMTS
2025-12-23 08:55:59.437902,CT-0073,false,false,INTER-RAT,310260922850432,14,-86,5G-NR
2026-01-29 18:47:53.437902,CT-0066,false,true,NONE,310260318980599,16,-89,5G-NR
2026-02-10 09:33:25.437902,CT-0070,false,true,INTRA-FREQ,310260477482408,34,-111,LTE
2026-01-09 19:45:46.437902,CT-0009,true,true,INTRA-FREQ,310260450679120,8,-95,LTE
2026-02-18 15:26:12.437902,CT-0027,true,true,INTER-RAT,310260957206151,10,-107,UMTS
2025-12-20 07:15:13.437902,CT-0078,false,true,NONE,310260843334940,26,-75,5G-NR
2026-02-12 03:42:51.437902,CT-0051,false,true,NONE,310260583100265,50,-80,LTE
2026-01-14 00:24:41.437902,CT-0046,false,true,NONE,310260834962994,286,-113,UMTS
2026-02-18 15:50:23.437902,CT-0038,true,true,INTER-FREQ,310260310418447,12,-92,LTE
2025-12-19 02:25:35.437902,CT-0026,false,true,NONE,310260437668380,32,-92,LTE
2026-02-13 17:57:51.437902,CT-0023,false,true,NONE,310260219781879,30,-82,GSM
2026-03-09 04:38:04.437902,CT-0022,false,true,INTRA-FREQ,310260249489973,122,-79,5G-NR
2026-01-09 19:13:49.437902,CT-0031,false,true,INTER-FREQ,310260497607895,14,-94,LTE
2026-01-01 07:37:26.437902,CT-0001,false,true,INTER-RAT,310260348259004,3,-116,5G-NR
2026-01-01 07:51:30.437902,CT-0001,false,true,INTER-RAT,310260909352171,6,-101,LTE
2026-02-19 08:55:38.437902,CT-0071,false,true,NONE,310260439105566,37,-85,LTE
2026-02-18 15:53:09.437902,CT-0022,true,true,INTER-RAT,310260200119061,5,-110,5G-NR
2026-02-17 07:00:45.437902,CT-0009,false,true,NONE,310260826318053,82,-82,LTE
2026-01-20 00:31:44.437902,CT-0065,false,true,NONE,310260693496135,15,-115,LTE
2026-03-08 16:27:48.437902,CT-0065,false,true,INTRA-FREQ,310260826259380,19,-59,LTE
2026-02-18 16:16:00.437902,CT-0022,true,true,INTER-RAT,310260527798659,3,-109,5G-NR
2025-12-19 16:51:02.437902,CT-0005,true,true,NONE,310260809577698,13,-74,LTE
2025-12-31 11:21:28.437902,CT-0048,false,true,NONE,310260835011458,23,-76,5G-NR
2026-02-18 15:31:49.437902,CT-0004,true,true,INTER-RAT,310260474966389,5,-114,5G-NR
2026-02-18 15:32:28.437902,CT-0025,false,true,INTER-FREQ,310260987928007,5,-105,UMTS
2026-02-18 16:23:50.437902,CT-0021,true,true,INTER-FREQ,310260860393464,4,-102,LTE
2026-03-03 11:31:01.437902,CT-0079,false,true,INTRA-FREQ,310260317478813,151,-50,LTE
2026-02-11 20:34:06.437902,CT-0032,true,true,INTER-RAT,310260649534042,12,-120,UMTS
2026-01-11 10:28:21.437902,CT-0045,false,true,NONE,310260393994886,16,-72,LTE
2026-02-18 15:31:38.437902,CT-0021,false,true,INTER-FREQ,310260467610356,11,-105,5G-NR
2026-01-01 07:49:39.437902,CT-0004,true,true,INTER-RAT,310260633146977,12,-111,5G-NR
2026-02-18 15:48:33.437902,CT-0030,true,true,INTRA-FREQ,310260900256285,6,-109,LTE
2026-01-09 19:59:05.437902,CT-0028,true,true,INTER-RAT,310260860026831,14,-93,5G-NR
2026-01-01 00:43:24.437902,CT-0062,false,true,INTRA-FREQ,310260808195226,36,-70,5G-NR
2026-02-11 20:48:53.437902,CT-0032,false,true,INTER-FREQ,310260367204643,4,-98,5G-NR
2026-01-01 07:38:29.437902,CT-0040,true,true,INTER-FREQ,310260301385506,9,-91,LTE
2026-01-01 08:10:10.437902,CT-0002,true,true,INTER-FREQ,310260318980599,3,-105,5G-NR
2026-01-29 05:07:18.437902,CT-0069,false,true,NONE,310260332351674,9,-118,5G-NR
2025-12-13 13:21:09.437902,CT-0059,false,true,INTRA-FREQ,310260755657834,35,-67,LTE
2026-01-01 08:26:24.437902,CT-0002,true,true,INTER-FREQ,310260795519412,9,-110,UMTS
2026-01-31 21:34:50.437902,CT-0064,true,false,NONE,310260636550361,268,-80,LTE
2026-01-01 08:24:00.437902,CT-0001,false,true,INTER-RAT,310260571907778,7,-90,LTE
2026-02-28 06:00:56.437902,CT-0039,false,false,INTER-RAT,310260373752528,20,-85,GSM
2026-02-11 20:23:14.437902,CT-0032,true,true,INTER-RAT,310260593222687,9,-110,LTE
2026-03-06 16:42:13.437902,CT-0027,false,true,INTER-FREQ,310260320207179,151,-78,LTE
2026-02-18 16:22:01.437902,CT-0006,false,true,INTRA-FREQ,310260876120803,6,-94,LTE
2026-02-18 16:13:29.437902,CT-0027,true,true,INTRA-FREQ,310260870186476,7,-106,LTE
2026-02-11 20:34:13.437902,CT-0005,true,true,INTRA-FREQ,310260288936932,11,-108,LTE
2026-01-01 07:39:13.437902,CT-0002,true,true,INTER-RAT,310260272186780,6,-120,LTE
2026-01-01 08:02:32.437902,CT-0036,false,true,INTER-FREQ,310260806050816,3,-108,LTE
2026-01-01 08:15:47.437902,CT-0040,true,true,INTRA-FREQ,310260288936932,3,-112,LTE
2026-01-01 07:42:18.437902,CT-0040,false,true,INTER-FREQ,310260158157320,6,-103,LTE
2026-01-12 11:05:54.437902,CT-0012,true,true,INTRA-FREQ,310260649534042,75,-94,LTE
2026-01-09 19:31:00.437902,CT-0009,true,true,INTER-RAT,310260698125942,10,-105,UMTS
2026-01-22 12:49:50.437902,CT-0066,false,true,INTRA-FREQ,310260834962994,47,-93,LTE
2026-03-03 04:35:08.437902,CT-0025,false,true,NONE,310260693496135,161,-81,LTE
2026-01-01 08:19:26.437902,CT-0036,false,true,INTER-RAT,310260217778077,9,-110,LTE
2026-02-11 20:23:27.437902,CT-0032,true,true,INTER-FREQ,310260192596358,10,-95,LTE
2026-01-09 21:54:23.437902,CT-0028,true,true,INTER-RAT,310260206630462,8,-117,LTE
2026-01-09 22:06:07.437902,CT-0009,false,true,INTER-RAT,310260656673018,6,-115,LTE
2026-02-18 15:56:13.437902,CT-0030,false,true,INTER-RAT,310260480135444,9,-107,LTE
2026-03-01 10:15:42.437902,CT-0033,false,true,NONE,310260722908425,85,-115,LTE
2026-02-11 20:59:24.437902,CT-0014,false,true,INTER-FREQ,310260728388305,7,-108,GSM
2026-01-01 08:12:30.437902,CT-0001,false,true,INTRA-FREQ,310260943219567,21,-94,GSM
2026-01-05 06:39:32.437902,CT-0055,false,true,NONE,310260599397539,14,-116,5G-NR
2026-01-01 07:49:40.437902,CT-0001,true,true,INTER-FREQ,310260958037712,3,-115,LTE
2026-02-18 16:22:25.437902,CT-0021,true,true,INTER-RAT,310260798132132,10,-113,5G-NR
2026-01-09 22:08:52.437902,CT-0007,false,true,INTER-FREQ,310260118143742,7,-116,LTE
2025-12-13 23:29:41.437902,CT-0071,false,true,NONE,310260430479729,70,-64,LTE
2026-01-09 21:48:01.437902,CT-0014,false,true,INTER-FREQ,310260963693669,5,-91,5G-NR
2026-02-11 20:26:48.437902,CT-0014,true,true,INTER-FREQ,310260300906959,6,-94,UMTS
2026-01-17 12:02:10.437902,CT-0061,false,true,INTRA-FREQ,310260252939333,68,-83,5G-NR
2026-03-03 22:06:48.437902,CT-0009,false,true,NONE,310260228702086,54,-70,LTE
2026-02-09 10:13:30.437902,CT-0069,false,true,INTER-FREQ,310260911924885,31,-111,LTE
2026-02-11 21:01:27.437902,CT-0014,true,true,INTER-FREQ,310260143784349,10,-105,5G-NR
2026-01-01 07:28:53.437902,CT-0036,false,true,INTRA-FREQ,310260399577625,5,-107,GSM
2026-02-18 15:59:19.437902,CT-0004,false,true,INTER-FREQ,310260877959000,6,-101,LTE
2026-02-11 11:01:17.437902,CT-0044,false,true,INTER-RAT,310260196998247,51,-77,LTE
2026-01-15 14:01:06.437902,CT-0073,false,true,INTER-FREQ,310260445271146,288,-109,LTE
2026-02-11 20:33:52.437902,CT-0014,true,true,INTER-RAT,310260100236788,4,-110,5G-NR
2026-01-09 20:14:23.437902,CT-0014,true,true,INTRA-FREQ,310260439794554,6,-91,LTE
2026-01-04 19:59:29.437902,CT-0022,false,true,NONE,310260628908612,48,-94,LTE
2025-12-27 17:38:25.437902,CT-0017,false,false,INTER-FREQ,310260422414860,10,-86,5G-NR
2026-01-09 21:38:58.437902,CT-0031,false,true,INTER-FREQ,310260228702086,5,-110,LTE
2026-02-11 20:20:49.437902,CT-0014,true,true,INTRA-FREQ,310260909352171,10,-107,5G-NR
2026-03-09 16:58:12.437902,CT-0064,false,true,NONE,310260979434517,39,-71,LTE
2026-01-17 05:31:47.437902,CT-0036,false,true,NONE,310260838414744,61,-60,LTE
2026-01-07 06:43:26.437902,CT-0066,false,true,NONE,310260796558209,94,-90,LTE
2026-01-09 20:57:48.437902,CT-0028,true,true,INTER-RAT,310260373752528,11,-115,5G-NR
2026-01-01 07:34:41.437902,CT-0040,false,true,INTER-FREQ,310260141406984,10,-107,UMTS
2026-02-18 16:24:46.437902,CT-0006,false,true,INTER-RAT,310260521816551,11,-93,5G-NR
2026-02-18 15:34:13.437902,CT-0025,true,true,INTER-FREQ,310260879989190,4,-113,5G-NR
2026-01-09 21:49:33.437902,CT-0031,true,true,INTER-RAT,310260835938986,4,-97,GSM
2026-01-08 04:30:52.437902,CT-0038,false,true,NONE,310260985233402,105,-105,5G-NR
2026-02-18 15:42:10.437902,CT-0024,false,true,INTER-FREQ,310260927836186,13,-112,LTE
2026-02-18 15:31:00.437902,CT-0004,true,true,INTER-FREQ,310260866507729,7,-110,UMTS
2026-02-11 20:39:51.437902,CT-0029,true,true,INTER-FREQ,310260359580956,4,-93,5G-NR
2026-02-23 07:18:30.437902,CT-0046,false,true,NONE,310260843334940,50,-51,LTE
2026-02-18 16:16:22.437902,CT-0024,true,true,INTER-FREQ,310260753173892,5,-96,UMTS
2026-01-08 08:04:11.437902,CT-0064,false,true,NONE,310260731253229,33,-117,LTE
2026-01-01 08:06:42.437902,CT-0040,true,true,INTER-FREQ,310260970054649,12,-115,5G-NR
2026-01-01 10:48:37.437902,CT-0035,false,true,INTRA-FREQ,310260574026030,26,-84,UMTS
2026-01-01 08:16:57.437902,CT-0040,false,true,INTER-FREQ,310260811035804,11,-103,5G-NR
2026-01-09 20:20:09.437902,CT-0028,true,true,INTER-RAT,310260439105566,11,-98,LTE
2025-12-17 20:11:56.437902,CT-0029,false,true,NONE,310260243130702,73,-67,LTE
2026-01-01 08:03:45.437902,CT-0001,true,true,INTER-RAT,310260575868745,21,-117,5G-NR
2026-01-15 09:04:03.437902,CT-0007,false,true,INTER-RAT,310260423135755,38,-110,UMTS
2026-01-09 21:16:40.437902,CT-0031,true,true,INTRA-FREQ,310260164853501,4,-106,5G-NR
2025-12-13 09:26:04.437902,CT-0039,false,true,NONE,310260707917959,32,-116,LTE
2026-01-01 07:54:42.437902,CT-0004,true,true,INTRA-FREQ,310260922850432,8,-117,5G-NR
2026-01-24 18:10:48.437902,CT-0025,false,true,INTER-FREQ,310260219240005,156,-118,GSM
2026-01-09 21:48:13.437902,CT-0014,true,true,INTER-RAT,310260221733623,6,-99,UMTS
2026-02-18 16:13:33.437902,CT-0030,false,true,INTER-FREQ,310260118143742,19,-107,UMTS
2026-01-09 21:13:24.437902,CT-0002,false,true,INTER-FREQ,310260705326888,5,-97,LTE
2026-01-09 20:14:09.437902,CT-0009,true,true,INTER-FREQ,310260872427756,5,-106,LTE
2026-01-29 06:10:19.437902,CT-0079,false,true,NONE,310260334367413,256,-86,5G-NR
2026-01-07 01:40:47.437902,CT-0016,false,true,NONE,310260296098004,14,-70,5G-NR
2026-01-06 17:04:39.437902,CT-0001,false,true,INTER-RAT,310260443934403,19,-93,UMTS
2026-02-18 16:23:27.437902,CT-0027,false,true,INTER-RAT,310260371154427,5,-95,LTE
2026-02-18 16:02:06.437902,CT-0030,false,true,INTER-FREQ,310260963693669,7,-94,5G-NR
2026-01-01 07:36:09.437902,CT-0002,true,true,INTER-RAT,310260917236613,9,-108,LTE
2026-01-01 08:19:13.437902,CT-0002,true,true,INTER-RAT,310260638601557,44,-101,LTE
2026-01-02 22:26:57.437902,CT-0024,false,true,NONE,310260740230815,12,-78,GSM
2026-01-01 08:00:56.437902,CT-0036,false,true,INTRA-FREQ,310260996364191,10,-109,5G-NR
2026-01-20 18:32:38.437902,CT-0008,false,true,NONE,310260290333426,14,-99,5G-NR
2026-02-18 15:48:40.437902,CT-0021,true,true,INTER-FREQ,310260363513091,5,-114,5G-NR
2026-01-09 20:19:51.437902,CT-0028,false,true,INTER-RAT,310260604936680,7,-120,LTE
2026-01-01 07:43:56.437902,CT-0001,true,true,INTER-RAT,310260117555650,4,-119,LTE
2026-02-11 20:36:57.437902,CT-0029,true,true,INTER-RAT,310260475886166,20,-119,LTE
2026-01-30 22:45:42.437902,CT-0076,false,true,INTER-FREQ,310260117951266,28,-80,UMTS
2026-02-07 03:04:48.437902,CT-0045,false,true,NONE,310260760169433,102,-105,LTE
2026-01-07 02:48:16.437902,CT-0039,false,true,INTER-RAT,310260811035804,15,-73,LTE
2026-01-01 08:22:43.437902,CT-0002,false,true,INTER-FREQ,310260116441509,10,-113,5G-NR
2026-02-11 20:55:16.437902,CT-0014,true,true,INTRA-FREQ,310260192596358,15,-108,LTE
2026-02-21 18:16:31.437902,CT-0070,false,false,NONE,310260219240005,22,-56,LTE
2026-02-11 20:43:28.437902,CT-0032,true,true,INTER-RAT,310260399846172,6,-116,5G-NR
2026-01-09 20:48:06.437902,CT-0007,false,true,INTER-RAT,310260722908425,13,-96,LTE
2026-02-11 20:42:58.437902,CT-0032,true,true,INTER-FREQ,310260475902535,12,-118,5G-NR
2026-02-18 15:42:43.437902,CT-0023,true,true,INTER-FREQ,310260943219567,7,-107,LTE
2025-12-14 18:51:24.437902,CT-0003,true,true,INTRA-FREQ,310260593222687,43,-101,LTE
2026-02-18 15:32:23.437902,CT-0038,true,true,INTRA-FREQ,310260697396599,5,-98,5G-NR
2026-01-01 14:20:03.437902,CT-0007,false,true,NONE,310260241822224,82,-98,LTE
2026-02-18 16:21:02.437902,CT-0030,false,true,INTRA-FREQ,310260979434517,7,-119,LTE
2026-01-01 07:50:04.437902,CT-0036,true,true,INTER-RAT,310260410077738,12,-120,UMTS
2026-01-01 07:50:25.437902,CT-0004,false,true,INTER-FREQ,310260697396599,3,-99,5G-NR
2026-02-18 15:49:20.437902,CT-0006,true,true,INTER-FREQ,310260693496135,12,-113,UMTS
2026-02-11 21:01:37.437902,CT-0005,false,true,INTER-RAT,310260468209735,4,-96,LTE
2026-03-08 02:22:04.437902,CT-0024,false,true,NONE,310260833464871,128,-63,LTE
2025-12-26 18:17:23.437902,CT-0051,false,true,INTRA-FREQ,310260293022646,50,-69,5G-NR
2026-02-18 15:55:03.437902,CT-0027,true,true,INTRA-FREQ,310260996364191,12,-115,5G-NR
2026-02-18 18:07:07.437902,CT-0062,false,false,NONE,310260869750838,41,-57,LTE
2026-02-11 21:01:55.437902,CT-0032,false,true,INTER-RAT,310260140904861,9,-102,LTE
2026-01-12 21:12:15.437902,CT-0013,false,true,NONE,310260562395233,254,-81,5G-NR
2026-01-07 22:53:44.437902,CT-0015,false,true,NONE,310260217778077,37,-66,LTE
2026-01-09 21:15:13.437902,CT-0009,true,true,INTRA-FREQ,310260832943386,12,-118,UMTS
2026-01-01 07:53:54.437902,CT-0036,false,true,INTER-RAT,310260313090657,7,-104,LTE
2026-01-01 08:22:53.437902,CT-0002,true,true,INTRA-FREQ,310260194954408,3,-116,5G-NR
2025-12-20 00:37:17.437902,CT-0002,false,true,NONE,310260636550361,12,-82,UMTS
2026-01-22 01:01:26.437902,CT-0032,false,true,NONE,310260407483892,107,-68,5G-NR
2026-02-01 14:12:34.437902,CT-0029,false,true,INTER-FREQ,310260296098004,97,-63,LTE
2026-01-01 08:01:43.437902,CT-0002,true,true,INTRA-FREQ,310260146945144,5,-104,5G-NR
2026-02-11 21:00:17.437902,CT-0014,true,true,INTER-FREQ,310260887650568,6,-112,5G-NR
2026-01-10 21:07:49.437902,CT-0047,false,true,INTER-RAT,310260166700125,14,-109,LTE
2026-01-01 07:46:47.437902,CT-0001,true,true,INTER-RAT,310260441872708,10,-114,5G-NR
2026-02-19 22:44:12.437902,CT-0075,false,true,NONE,310260325278156,17,-51,LTE
2026-02-11 20:42:00.437902,CT-0032,true,true,INTER-RAT,310260887650568,4,-101,5G-NR
2026-01-14 12:43:04.437902,CT-0060,false,true,NONE,310260550208702,205,-69,LTE
2026-01-09 22:04:53.437902,CT-0009,false,true,INTER-RAT,310260498605427,7,-95,UMTS
2026-01-09 19:20:55.437902,CT-0009,true,true,INTER-FREQ,310260320897481,2,-92,UMTS
2025-12-13 00:12:34.437902,CT-0044,false,true,NONE,310260310418447,27,-83,UMTS
2026-01-09 20:18:08.437902,CT-0031,true,true,INTER-RAT,310260896351769,13,-90,UMTS
2026-02-18 15:33:24.437902,CT-0004,false,true,INTER-RAT,310260320897481,8,-93,5G-NR
2026-02-18 16:03:25.437902,CT-0006,true,true,INTER-RAT,310260696007515,7,-116,LTE
2026-02-18 16:24:18.437902,CT-0022,true,true,INTER-RAT,310260721859722,15,-103,5G-NR
2026-01-09 20:42:12.437902,CT-0007,false,true,INTER-RAT,310260850123464,8,-102,LTE
2025-12-15 03:11:00.437902,CT-0003,false,false,INTRA-FREQ,310260241682342,81,-61,5G-NR
2026-01-09 21:56:50.437902,CT-0014,false,true,INTRA-FREQ,310260418459603,7,-101,LTE
2026-02-27 18:05:30.437902,CT-0079,false,false,NONE,310260325278156,46,-98,LTE
2026-02-18 15:57:11.437902,CT-0006,false,true,INTER-RAT,310260582746745,5,-95,5G-NR
2026-03-08 11:02:21.437902,CT-0040,false,true,NONE,310260304233663,39,-57,GSM
2026-02-11 20:32:20.437902,CT-0005,true,true,INTER-FREQ,310260373740262,9,-112,LTE
2026-01-24 05:19:39.437902,CT-0013,false,true,INTER-FREQ,310260992354824,23,-75,LTE
2026-01-09 19:18:08.437902,CT-0009,false,true,INTER-FREQ,310260834962994,9,-116,LTE
2025-12-27 13:55:57.437902,CT-0056,false,true,INTER-RAT,310260911924885,90,-105,5G-NR
2026-02-15 03:03:31.437902,CT-0027,false,true,NONE,310260428774091,25,-88,5G-NR
2026-02-11 21:11:24.437902,CT-0029,true,true,INTER-RAT,310260830330675,7,-105,LTE
2026-01-09 20:38:34.437902,CT-0028,true,true,INTER-FREQ,310260832386598,9,-90,LTE
2026-02-11 20:40:23.437902,CT-0014,true,true,INTRA-FREQ,310260632054688,4,-120,UMTS
2026-01-31 09:42:44.437902,CT-0015,false,true,NONE,310260968022394,42,-106,LTE
2026-02-11 20:49:15.437902,CT-0032,false,true,INTER-RAT,310260467852493,14,-119,LTE
2025-12-17 02:20:01.437902,CT-0063,false,true,NONE,310260702096878,12,-118,5G-NR
2026-01-09 19:48:51.437902,CT-0007,true,true,INTER-RAT,310260150417568,7,-120,LTE
2026-02-27 07:07:49.437902,CT-0067,false,true,INTRA-FREQ,310260666882634,112,-55,LTE
2026-02-18 15:37:07.437902,CT-0024,true,true,INTER-RAT,310260501237155,8,-97,5G-NR
2026-01-01 07:52:49.437902,CT-0001,true,true,INTER-FREQ,310260523333956,13,-119,LTE
2026-01-09 19:43:40.437902,CT-0031,false,true,INTRA-FREQ,310260287427396,16,-104,UMTS
2026-02-01 08:39:11.437902,CT-0076,false,true,NONE,310260693496135,90,-63,LTE
2026-01-09 20:03:32.437902,CT-0009,true,true,INTRA-FREQ,310260887650568,8,-115,5G-NR
2026-02-18 15:48:14.437902,CT-0024,true,true,INTER-RAT,310260422414860,2,-113,5G-NR
2026-02-18 16:21:14.437902,CT-0025,true,true,INTRA-FREQ,310260939051842,8,-92,5G-NR
2026-03-07 00:01:49.437902,CT-0045,false,true,NONE,310260771461134,214,-64,LTE
2026-01-27 22:36:27.437902,CT-0053,false,false,NONE,310260411493234,273,-51,LTE
2025-12-29 17:44:06.437902,CT-0080,false,true,INTER-RAT,310260879560075,417,-54,LTE
2026-01-24 07:43:41.437902,CT-0041,false,true,NONE,310260609938179,7,-61,5G-NR
2026-02-18 16:22:20.437902,CT-0027,true,true,INTER-RAT,310260144158795,4,-108,LTE
2025-12-27 22:54:53.437902,CT-0017,false,true,NONE,310260241822224,480,-112,LTE
2026-02-18 16:22:48.437902,CT-0004,true,true,INTER-FREQ,310260498605427,24,-117,LTE
2026-02-11 20:39:41.437902,CT-0014,false,true,INTER-RAT,310260705326888,7,-91,5G-NR
2026-02-23 16:13:30.437902,CT-0044,false,true,NONE,310260287427396,46,-68,LTE
2025-12-29 03:46:04.437902,CT-0066,false,true,INTRA-FREQ,310260583100265,12,-74,GSM
2026-02-11 21:13:59.437902,CT-0032,false,true,INTRA-FREQ,310260623226956,10,-104,LTE
2026-02-18 16:14:22.437902,CT-0024,true,true,INTER-FREQ,310260527798659,8,-107,5G-NR
2026-02-11 20:22:43.437902,CT-0014,false,true,INTER-RAT,310260572571510,3,-91,UMTS
2026-02-18 15:50:31.437902,CT-0021,false,true,INTER-FREQ,310260832943386,2,-102,LTE
2026-02-11 20:48:37.437902,CT-0029,true,true,INTER-FREQ,310260122922687,4,-108,LTE
2026-02-11 20:38:43.437902,CT-0005,true,true,INTRA-FREQ,310260243141896,23,-113,LTE
2026-02-18 16:07:45.437902,CT-0022,true,true,INTRA-FREQ,310260838414744,4,-116,LTE
2026-01-09 19:12:14.437902,CT-0007,true,true,INTRA-FREQ,310260656673018,10,-120,LTE
2026-01-02 04:06:37.437902,CT-0018,false,true,INTRA-FREQ,310260698125942,240,-89,LTE
2025-12-17 08:08:00.437902,CT-0073,false,true,NONE,310260830146605,14,-119,LTE
2026-01-24 04:40:44.437902,CT-0055,false,true,INTER-RAT,310260587297026,291,-80,LTE
2026-01-01 07:31:12.437902,CT-0001,false,true,INTER-RAT,310260666397410,4,-102,LTE
2026-01-09 20:51:59.437902,CT-0009,false,true,INTER-RAT,310260389335370,11,-98,5G-NR
2026-02-11 21:08:01.437902,CT-0032,false,true,INTER-FREQ,310260119382490,10,-110,5G-NR
2026-01-09 20:05:21.437902,CT-0028,true,true,INTRA-FREQ,310260808195226,8,-94,LTE
2026-01-06 00:20:46.437902,CT-0017,false,true,INTRA-FREQ,310260640645854,94,-79,UMTS
2026-02-11 20:49:26.437902,CT-0032,true,true,INTRA-FREQ,310260628908612,8,-108,5G-NR
2026-02-18 15:36:00.437902,CT-0023,false,true,INTER-FREQ,310260887650568,15,-114,GSM
2026-01-01 07:45:34.437902,CT-0040,false,true,INTER-RAT,310260150417568,9,-110,UMTS
2026-01-09 19:58:33.437902,CT-0028,true,true,INTER-RAT,310260698125942,7,-103,5G-NR
2026-01-01 07:47:17.437902,CT-0004,false,true,INTER-RAT,310260575868745,17,-95,UMTS
2026-01-01 08:08:19.437902,CT-0004,true,true,INTER-RAT,310260696007515,4,-96,UMTS
2026-03-10 12:11:45.437902,CT-0016,false,true,INTER-RAT,310260443934403,56,-70,LTE
