@timestamp,mme_node_id,mme_pool_id,cpu_utilization_pct,memory_utilization_pct,active_ue_sessions,attach_request_rate,attach_failure_rate,software_version,process_name,log_severity,error_code,fault_code,fault_category,fault_severity,affected_subscribers,attach_failures,detach_events,s1ap_errors,nas_procedure_failures,core_dump_generated,log_level,s1ap_error_count,nas_signaling_error_count
2026-03-01 12:00:14.310286,MME-05,MME-POOL-WEST,50.8,57.2,6001,328,21.39,v4.3.0,bearer_mgr,WARNING,ERR-0001,FC-2002,HSS,LOW,153,177,79,2,52,false,INFO,4,68
2026-01-16 01:19:53.310286,MME-06,MME-POOL-EAST,82.2,84.2,10890,140,10.14,v4.3.1,s1ap_proc,WARNING,ERR-0100,FC-2001,CPU,CRITICAL,2716,152,94,12,36,false,INFO,16,42
2026-01-17 13:49:07.310286,MME-07,MME-POOL-CENTRAL,85.0,54.5,2853,238,33.34,v4.3.1,nas_handler,ERROR,ERR-0002,FC-1003,SESSION,CRITICAL,2940,44,9,18,76,false,WARN,21,34
2026-03-10 04:57:13.310286,MME-05,MME-POOL-CENTRAL,10.6,53.6,14334,294,8.4,v4.3.1,bearer_mgr,WARNING,ERR-0002,FC-4001,BEARER,MEDIUM,1420,44,14,40,31,false,ERROR,14,80
2026-01-18 06:36:05.310286,MME-05,MME-POOL-CENTRAL,26.1,75.1,10868,217,5.05,v4.3.0,hss_client,ERROR,ERR-0002,FC-3001,HANDOVER,CRITICAL,3244,140,25,10,8,false,ERROR,12,41
2026-02-10 15:04:26.310286,MME-03,MME-POOL-WEST,56.5,88.0,5122,48,9.24,v4.2.1,mme_main,INFO,ERR-0100,FC-2002,HSS,LOW,2341,5,41,50,58,false,WARN,7,8
2025-12-14 19:18:09.310286,MME-04,MME-POOL-WEST,28.3,31.9,8678,218,0.46,v4.2.1,mme_main,WARNING,ERR-0200,FC-5001,S6A,HIGH,4795,159,81,16,61,false,WARN,39,73
2025-12-31 05:50:47.310286,MME-06,MME-POOL-WEST,19.4,34.5,8174,452,0.82,v4.2.3,hss_client,INFO,ERR-0001,FC-1002,MEMORY,CRITICAL,4753,115,18,0,66,false,WARN,15,79
2026-01-16 02:29:29.310286,MME-06,MME-POOL-EAST,65.5,93.4,14983,217,23.38,v4.2.1,nas_handler,ERROR,ERR-0100,FC-2002,HSS,CRITICAL,4709,66,32,43,24,false,ERROR,12,66
2026-02-05 14:51:23.310286,MME-03,MME-POOL-WEST,77.5,70.7,3469,229,23.54,v4.2.3,bearer_mgr,INFO,ERR-0500,FC-2001,CPU,LOW,1379,23,30,15,71,false,WARN,42,20
2025-12-12 17:17:12.310286,MME-06,MME-POOL-CENTRAL,50.0,5.4,10419,260,1.51,v5.0.2,hss_client,ERROR,ERR-0400,FC-2001,CPU,MEDIUM,2435,62,65,42,67,false,INFO,37,26
2025-12-16 18:48:28.310286,MME-04,MME-POOL-EAST,26.6,8.3,1956,65,33.61,v5.0.2,bearer_mgr,ERROR,ERR-0200,FC-4001,BEARER,HIGH,3060,133,30,39,40,false,WARN,4,48
2026-02-10 15:25:38.310286,MME-03,MME-POOL-EAST,83.1,88.3,7152,132,14.64,v4.3.0,paging_mgr,INFO,ERR-0200,FC-2001,CPU,MEDIUM,1790,95,95,22,60,false,WARN,16,6
2026-01-31 20:51:45.310286,MME-01,MME-POOL-WEST,95.2,85.9,6641,48,4.08,v4.2.3,s1ap_proc,WARNING,ERR-0200,FC-1003,SESSION,MEDIUM,483,24,49,35,35,false,ERROR,44,29
2025-12-25 16:57:04.310286,MME-08,MME-POOL-CENTRAL,39.1,4.6,9887,253,21.82,v4.3.0,mme_main,WARNING,ERR-0002,FC-2001,CPU,LOW,2754,22,94,21,10,false,INFO,29,60
2026-03-04 18:06:35.310286,MME-03,MME-POOL-EAST,49.6,23.9,4868,247,10.64,v4.2.3,nas_handler,ERROR,ERR-0200,FC-2002,HSS,LOW,4451,111,13,17,38,false,DEBUG,23,26
2026-02-13 18:18:17.310286,MME-06,MME-POOL-WEST,81.7,67.1,1655,323,57.8,v4.3.0,bearer_mgr,ERROR,ERR-0200,FC-1001,S1AP,LOW,3622,11,84,44,14,false,WARN,49,47
2026-01-31 21:43:14.310286,MME-01,MME-POOL-CENTRAL,90.7,82.1,8498,14,32.81,v4.2.1,s1ap_proc,WARNING,ERR-0200,FC-1001,S1AP,LOW,1442,128,2,9,70,false,INFO,11,34
2026-01-16 02:41:26.310286,MME-06,MME-POOL-WEST,80.9,52.8,9287,430,10.09,v4.2.3,paging_mgr,WARNING,ERR-0400,FC-1001,S1AP,MEDIUM,2371,194,37,46,66,false,WARN,14,64
2026-01-16 01:18:17.310286,MME-06,MME-POOL-CENTRAL,80.1,89.1,1580,242,18.14,v4.2.3,nas_handler,INFO,ERR-0002,FC-2002,HSS,HIGH,4748,114,28,23,54,false,ERROR,16,40
2026-02-05 15:27:06.310286,MME-03,MME-POOL-WEST,70.5,87.3,4475,112,16.32,v4.2.1,mme_main,WARNING,ERR-0002,FC-1001,S1AP,LOW,2229,195,40,38,41,false,INFO,22,13
2026-03-03 04:16:34.310286,MME-01,MME-POOL-WEST,33.0,29.7,1999,36,17.35,v4.3.1,paging_mgr,WARNING,ERR-0200,FC-3002,PAGING,MEDIUM,1258,191,15,10,5,false,WARN,19,17
2026-02-13 18:29:33.310286,MME-06,MME-POOL-WEST,94.5,67.2,4897,41,30.5,v4.2.3,nas_handler,ERROR,ERR-0200,FC-1003,SESSION,MEDIUM,3371,71,31,37,12,false,INFO,7,57
2026-02-10 15:04:20.310286,MME-03,MME-POOL-CENTRAL,57.9,76.7,3796,475,30.81,v4.2.1,bearer_mgr,INFO,ERR-0400,FC-1001,S1AP,HIGH,2245,121,32,50,37,false,WARN,11,46
2026-01-31 21:10:54.310286,MME-01,MME-POOL-CENTRAL,94.4,79.1,14987,447,17.56,v4.2.3,bearer_mgr,ERROR,ERR-0002,FC-2002,HSS,LOW,4382,130,74,3,44,false,ERROR,50,40
2025-12-17 10:53:43.310286,MME-03,MME-POOL-WEST,7.3,55.0,13512,217,8.71,v4.2.1,paging_mgr,ERROR,ERR-0300,FC-3002,PAGING,HIGH,829,34,57,14,34,false,INFO,25,11
2026-01-23 06:23:13.310286,MME-07,MME-POOL-CENTRAL,39.8,18.6,2530,62,14.76,v5.0.2,paging_mgr,INFO,ERR-0500,FC-4001,BEARER,MEDIUM,689,174,75,11,28,false,INFO,11,3
2026-02-06 00:28:50.310286,MME-08,MME-POOL-WEST,22.9,53.2,12378,18,17.79,v5.0.2,paging_mgr,ERROR,ERR-0500,FC-4002,AUTH,MEDIUM,4813,84,63,19,21,false,WARN,45,56
2026-02-13 17:19:40.310286,MME-06,MME-POOL-WEST,99.5,61.2,4985,117,53.29,v4.2.3,s1ap_proc,CRITICAL,ERR-0200,FC-2002,HSS,LOW,4410,96,78,40,73,false,WARN,29,30
2026-02-22 04:09:04.310286,MME-06,MME-POOL-EAST,28.6,22.4,2820,145,11.61,v5.1.0,hss_client,WARNING,ERR-0001,FC-3001,HANDOVER,MEDIUM,481,27,41,36,4,false,ERROR,17,5
2026-02-10 15:03:47.310286,MME-03,MME-POOL-EAST,85.5,76.4,5962,478,28.96,v4.3.0,bearer_mgr,ERROR,ERR-0100,FC-1001,S1AP,CRITICAL,1547,81,38,4,11,false,INFO,43,21
2026-02-13 18:52:41.310286,MME-06,MME-POOL-CENTRAL,57.4,65.7,9522,77,7.48,v4.3.1,bearer_mgr,INFO,ERR-0100,FC-1001,S1AP,MEDIUM,1094,73,43,36,29,false,WARN,43,2
2026-01-31 20:58:18.310286,MME-01,MME-POOL-EAST,51.7,79.9,7542,350,7.98,v4.3.1,hss_client,WARNING,ERR-0400,FC-2001,CPU,LOW,2948,117,99,44,45,false,ERROR,8,77
2026-01-16 03:00:02.310286,MME-06,MME-POOL-EAST,59.4,69.5,8455,475,20.48,v4.3.1,bearer_mgr,INFO,ERR-0300,FC-1001,S1AP,LOW,1044,54,72,20,65,false,WARN,9,42
2026-02-11 15:50:33.310286,MME-05,MME-POOL-WEST,17.3,7.9,5781,355,27.18,v4.3.0,bearer_mgr,INFO,ERR-0100,FC-1001,S1AP,MEDIUM,4791,158,32,43,62,false,INFO,26,4
2026-01-02 20:57:31.310286,MME-01,MME-POOL-EAST,43.6,54.7,2471,349,16.8,v4.2.1,bearer_mgr,WARNING,ERR-0300,FC-2002,HSS,MEDIUM,1062,144,93,47,67,false,ERROR,29,51
2026-02-05 15:12:56.310286,MME-03,MME-POOL-CENTRAL,70.7,54.6,13561,170,6.26,v4.2.1,mme_main,CRITICAL,ERR-0200,FC-1001,S1AP,HIGH,3572,31,81,3,5,false,INFO,7,66
2026-03-09 22:56:33.310286,MME-04,MME-POOL-WEST,49.5,28.7,10563,135,4.55,v5.1.0,mme_main,ERROR,ERR-0500,FC-2001,CPU,HIGH,1720,105,0,13,10,false,WARN,44,8
2026-02-28 13:26:18.310286,MME-07,MME-POOL-CENTRAL,17.7,51.9,13722,414,29.72,v4.3.0,mme_main,INFO,ERR-0200,FC-3001,HANDOVER,HIGH,3052,61,14,25,64,false,DEBUG,32,33
2026-02-10 15:32:15.310286,MME-03,MME-POOL-EAST,92.2,64.8,5905,61,29.46,v4.3.0,bearer_mgr,INFO,ERR-0002,FC-2002,HSS,MEDIUM,4418,37,39,31,79,false,WARN,4,5
2026-03-02 14:21:58.310286,MME-06,MME-POOL-EAST,40.0,9.1,7231,356,10.58,v4.2.1,hss_client,WARNING,ERR-0500,FC-1002,MEMORY,MEDIUM,1978,60,41,17,56,false,ERROR,28,67
2026-02-05 15:42:52.310286,MME-03,MME-POOL-CENTRAL,62.7,47.8,7274,306,17.88,v4.3.0,bearer_mgr,WARNING,ERR-0001,FC-2001,CPU,CRITICAL,4839,62,44,16,62,false,INFO,30,60
2026-03-04 22:47:31.310286,MME-01,MME-POOL-CENTRAL,1.9,8.6,9796,472,23.07,v5.0.2,hss_client,WARNING,ERR-0100,FC-2002,HSS,LOW,1038,134,73,22,70,false,DEBUG,18,44
2026-02-13 18:36:56.310286,MME-06,MME-POOL-WEST,41.7,49.5,11402,473,7.51,v4.3.0,nas_handler,WARNING,ERR-0100,FC-2001,CPU,HIGH,3738,149,100,36,52,false,INFO,15,42
2026-01-14 19:57:28.310286,MME-06,MME-POOL-EAST,26.9,34.7,8602,30,21.4,v4.3.0,hss_client,INFO,ERR-0001,FC-2002,HSS,HIGH,2817,34,95,49,29,false,WARN,43,51
2026-02-05 15:04:49.310286,MME-03,MME-POOL-CENTRAL,61.0,92.8,3709,488,9.23,v4.3.0,bearer_mgr,WARNING,ERR-0002,FC-1003,SESSION,HIGH,1184,135,12,48,18,false,WARN,28,76
2025-12-26 15:43:08.310286,MME-03,MME-POOL-WEST,6.4,11.0,4791,247,14.58,v5.0.0,paging_mgr,INFO,ERR-0400,FC-2001,CPU,MEDIUM,4414,140,74,29,4,false,INFO,9,5
2026-01-16 02:53:14.310286,MME-06,MME-POOL-EAST,79.3,73.2,14213,371,18.7,v4.2.1,nas_handler,ERROR,ERR-0002,FC-2002,HSS,CRITICAL,4441,165,55,49,73,false,INFO,31,53
2026-01-17 13:46:29.310286,MME-07,MME-POOL-EAST,77.6,79.9,6288,432,7.5,v4.3.0,hss_client,WARNING,ERR-0001,FC-1003,SESSION,HIGH,421,104,91,41,54,false,ERROR,31,4
2026-01-17 14:05:51.310286,MME-07,MME-POOL-CENTRAL,90.0,80.8,10110,163,17.01,v4.2.1,mme_main,WARNING,ERR-0001,FC-1002,MEMORY,HIGH,844,3,36,27,9,false,WARN,17,16
2026-02-05 15:11:53.310286,MME-03,MME-POOL-WEST,70.6,46.1,4050,78,21.63,v4.2.1,paging_mgr,WARNING,ERR-0002,FC-2002,HSS,MEDIUM,2277,146,26,30,54,false,INFO,12,70
2026-02-13 17:10:15.310286,MME-06,MME-POOL-EAST,77.1,76.3,3180,21,31.36,v4.2.3,nas_handler,WARNING,ERR-0100,FC-1003,SESSION,MEDIUM,4476,175,89,6,23,false,WARN,39,65
2026-01-16 01:11:15.310286,MME-06,MME-POOL-CENTRAL,72.9,67.2,8583,267,15.42,v4.3.1,bearer_mgr,INFO,ERR-0300,FC-2001,CPU,CRITICAL,3557,144,90,1,27,false,ERROR,13,75
2026-01-16 01:42:09.310286,MME-06,MME-POOL-EAST,57.3,82.5,14708,436,26.69,v4.3.0,bearer_mgr,ERROR,ERR-0200,FC-1003,SESSION,HIGH,875,1,17,22,7,false,INFO,4,45
2026-02-20 19:53:15.310286,MME-05,MME-POOL-CENTRAL,5.3,68.9,13182,89,12.82,v4.2.1,bearer_mgr,INFO,ERR-0002,FC-3002,PAGING,LOW,2685,6,69,48,11,false,WARN,28,43
2026-01-15 23:32:55.310286,MME-06,MME-POOL-CENTRAL,92.3,41.2,14468,380,16.57,v4.3.1,mme_main,ERROR,ERR-0400,FC-2001,CPU,MEDIUM,886,148,45,26,36,true,ERROR,33,32
2026-02-13 16:37:56.310286,MME-06,MME-POOL-WEST,91.3,88.7,11064,327,7.84,v4.2.3,s1ap_proc,WARNING,ERR-0300,FC-1001,S1AP,MEDIUM,3367,179,95,4,79,false,WARN,28,63
2026-02-05 16:28:01.310286,MME-03,MME-POOL-EAST,64.1,88.9,6856,418,10.07,v4.3.1,hss_client,WARNING,ERR-0200,FC-2001,CPU,MEDIUM,1394,195,5,32,73,true,WARN,16,75
2026-01-31 21:51:09.310286,MME-01,MME-POOL-CENTRAL,68.3,63.4,7498,15,15.26,v4.3.1,paging_mgr,WARNING,ERR-0002,FC-1001,S1AP,LOW,2592,125,100,42,57,false,WARN,11,79
2026-02-05 16:06:32.310286,MME-03,MME-POOL-EAST,94.1,72.2,4505,165,4.62,v4.3.1,hss_client,WARNING,ERR-0001,FC-2002,HSS,LOW,949,174,67,18,72,false,ERROR,31,20
2026-01-31 21:39:41.310286,MME-01,MME-POOL-CENTRAL,86.5,78.9,4802,40,17.96,v4.3.0,mme_main,WARNING,ERR-0500,FC-2002,HSS,HIGH,4733,24,3,18,9,false,ERROR,19,31
2026-01-17 14:33:52.310286,MME-07,MME-POOL-EAST,92.8,46.7,8930,231,2.96,v4.3.1,s1ap_proc,INFO,ERR-0300,FC-1002,MEMORY,CRITICAL,544,98,35,45,48,false,WARN,18,74
2026-01-23 19:18:14.310286,MME-04,MME-POOL-CENTRAL,13.3,26.9,6129,206,18.96,v5.0.2,bearer_mgr,WARNING,ERR-0001,FC-4001,BEARER,MEDIUM,418,42,20,8,56,false,DEBUG,14,65
2026-01-16 01:24:40.310286,MME-06,MME-POOL-CENTRAL,68.3,96.1,11027,303,12.89,v4.3.0,mme_main,INFO,ERR-0300,FC-1001,S1AP,MEDIUM,2972,181,15,17,44,false,WARN,39,65
2026-01-16 01:09:56.310286,MME-06,MME-POOL-WEST,82.6,79.6,798,333,24.44,v4.2.1,paging_mgr,WARNING,ERR-0500,FC-1001,S1AP,MEDIUM,3724,58,4,31,41,false,WARN,6,21
2026-02-19 18:04:07.310286,MME-05,MME-POOL-CENTRAL,28.4,9.3,7111,267,5.03,v5.0.2,mme_main,ERROR,ERR-0200,FC-4001,BEARER,CRITICAL,4092,153,71,45,60,false,DEBUG,3,25
2026-01-31 13:48:52.310286,MME-01,MME-POOL-CENTRAL,17.2,44.4,14054,48,19.43,v5.1.0,paging_mgr,INFO,ERR-0100,FC-1002,MEMORY,MEDIUM,3478,166,27,29,57,false,WARN,44,36
2026-02-13 20:51:15.310286,MME-06,MME-POOL-CENTRAL,88.6,63.8,11215,362,20.46,v4.3.1,s1ap_proc,ERROR,ERR-0200,FC-2002,HSS,MEDIUM,4160,166,24,28,3,false,WARN,19,24
2026-01-22 15:07:22.310286,MME-07,MME-POOL-WEST,10.4,39.6,8041,107,3.13,v5.0.2,nas_handler,WARNING,ERR-0300,FC-3001,HANDOVER,MEDIUM,349,46,60,17,35,false,WARN,26,11
2026-01-31 21:23:28.310286,MME-01,MME-POOL-WEST,93.0,86.4,12400,455,28.66,v4.2.1,hss_client,ERROR,ERR-0002,FC-2002,HSS,MEDIUM,2304,74,90,43,44,false,INFO,23,80
2026-02-13 18:19:49.310286,MME-06,MME-POOL-EAST,80.1,58.9,6096,430,38.56,v4.3.0,mme_main,INFO,ERR-0002,FC-1002,MEMORY,MEDIUM,1315,22,92,18,26,false,WARN,23,0
2025-12-22 17:36:16.310286,MME-07,MME-POOL-CENTRAL,56.0,55.8,1723,70,43.0,v4.3.1,nas_handler,ERROR,ERR-0300,FC-4001,BEARER,MEDIUM,59,185,48,40,77,true,INFO,3,66
2026-03-08 14:49:59.310286,MME-03,MME-POOL-CENTRAL,35.8,29.9,3214,330,22.47,v5.1.0,nas_handler,WARNING,ERR-0100,FC-3001,HANDOVER,MEDIUM,4322,76,24,17,79,false,INFO,30,36
2026-01-15 23:44:27.310286,MME-06,MME-POOL-CENTRAL,76.0,70.5,6646,191,29.53,v4.3.0,paging_mgr,WARNING,ERR-0500,FC-1001,S1AP,HIGH,2157,129,12,22,36,false,WARN,36,39
2026-01-31 20:59:52.310286,MME-01,MME-POOL-WEST,72.8,77.1,2192,331,9.1,v4.3.0,bearer_mgr,ERROR,ERR-0001,FC-2002,HSS,MEDIUM,342,4,78,50,1,false,WARN,1,44
2026-02-10 15:05:01.310286,MME-03,MME-POOL-CENTRAL,66.7,86.4,647,30,41.13,v4.3.0,mme_main,ERROR,ERR-0200,FC-1001,S1AP,HIGH,2422,46,69,29,3,false,ERROR,10,65
2026-01-31 21:27:43.310286,MME-01,MME-POOL-CENTRAL,76.0,60.1,10850,449,12.6,v4.2.1,paging_mgr,ERROR,ERR-0100,FC-1002,MEMORY,HIGH,4328,193,26,30,46,false,INFO,10,78
2026-02-10 15:28:22.310286,MME-03,MME-POOL-EAST,81.6,53.4,3869,210,25.71,v4.2.1,hss_client,WARNING,ERR-0400,FC-1003,SESSION,LOW,1930,57,21,9,13,false,ERROR,11,60
2026-01-31 20:55:06.310286,MME-01,MME-POOL-WEST,81.1,89.1,14578,498,8.71,v4.3.1,bearer_mgr,ERROR,ERR-0002,FC-2002,HSS,MEDIUM,2445,15,55,2,33,false,INFO,10,10
2026-01-17 14:19:30.310286,MME-07,MME-POOL-EAST,73.1,72.2,7013,204,4.69,v4.2.3,hss_client,WARNING,ERR-0002,FC-1002,MEMORY,HIGH,4578,119,78,25,77,false,WARN,1,39
2026-02-13 21:24:20.310286,MME-06,MME-POOL-CENTRAL,73.2,75.9,5533,272,11.27,v4.2.1,paging_mgr,INFO,ERR-0100,FC-2001,CPU,HIGH,379,193,44,24,58,false,ERROR,0,56
2026-01-16 01:52:34.310286,MME-06,MME-POOL-CENTRAL,77.6,86.2,5064,95,23.29,v4.2.3,nas_handler,INFO,ERR-0001,FC-1003,SESSION,MEDIUM,4276,107,1,22,66,false,WARN,11,6
2025-12-30 19:38:51.310286,MME-06,MME-POOL-EAST,41.8,23.8,14833,361,20.94,v4.2.3,paging_mgr,WARNING,ERR-0300,FC-3002,PAGING,LOW,1684,137,21,40,11,false,ERROR,26,64
2026-01-05 15:35:07.310286,MME-01,MME-POOL-EAST,51.2,35.0,10599,305,35.1,v4.3.0,mme_main,WARNING,ERR-0400,FC-3001,HANDOVER,MEDIUM,2980,139,68,10,75,false,WARN,25,49
2026-01-16 00:19:14.310286,MME-06,MME-POOL-EAST,39.9,41.6,8929,439,6.39,v4.2.1,hss_client,INFO,ERR-0001,FC-1001,S1AP,MEDIUM,999,154,51,8,80,false,ERROR,15,0
2026-02-10 15:40:52.310286,MME-03,MME-POOL-WEST,60.0,82.1,13963,141,7.03,v4.2.1,bearer_mgr,ERROR,ERR-0001,FC-1001,S1AP,MEDIUM,794,3,11,8,2,false,ERROR,37,78
2026-01-17 15:38:01.310286,MME-07,MME-POOL-WEST,85.8,68.9,3397,384,22.71,v4.2.3,bearer_mgr,ERROR,ERR-0300,FC-2001,CPU,CRITICAL,3970,131,82,45,30,false,INFO,32,32
2026-02-05 16:01:34.310286,MME-03,MME-POOL-CENTRAL,77.6,39.2,7615,237,25.07,v4.3.0,s1ap_proc,WARNING,ERR-0300,FC-1002,MEMORY,HIGH,4665,197,41,44,46,false,ERROR,6,26
2026-01-31 21:07:09.310286,MME-01,MME-POOL-CENTRAL,71.0,68.8,8345,218,23.01,v4.2.3,nas_handler,INFO,ERR-0002,FC-1002,MEMORY,MEDIUM,1262,197,17,50,59,false,WARN,47,24
2026-01-17 14:23:59.310286,MME-07,MME-POOL-CENTRAL,90.9,65.1,7175,323,5.75,v4.2.3,nas_handler,WARNING,ERR-0400,FC-1001,S1AP,HIGH,2703,166,17,13,70,false,WARN,46,57
2026-01-31 22:07:12.310286,MME-01,MME-POOL-EAST,63.6,67.5,9844,258,31.33,v4.2.3,nas_handler,WARNING,ERR-0001,FC-1002,MEMORY,HIGH,4099,21,26,21,76,false,DEBUG,45,65
2026-02-13 16:29:32.310286,MME-06,MME-POOL-EAST,64.2,96.7,983,496,46.8,v4.2.3,mme_main,INFO,ERR-0400,FC-2002,HSS,LOW,1220,115,72,30,2,false,DEBUG,3,29
2026-02-10 14:44:36.310286,MME-03,MME-POOL-EAST,77.9,76.8,1979,291,4.63,v4.3.0,s1ap_proc,WARNING,ERR-0400,FC-1003,SESSION,LOW,4943,153,53,18,0,false,INFO,27,29
2026-01-31 21:14:01.310286,MME-01,MME-POOL-EAST,85.7,85.5,5668,11,15.74,v4.2.1,s1ap_proc,WARNING,ERR-0002,FC-1003,SESSION,CRITICAL,4400,83,12,26,59,false,INFO,41,72
2025-12-22 07:55:39.310286,MME-04,MME-POOL-CENTRAL,26.1,25.3,12312,380,19.89,v5.0.2,nas_handler,WARNING,ERR-0300,FC-2001,CPU,MEDIUM,526,194,75,50,25,false,ERROR,9,46
2026-02-02 12:54:05.310286,MME-07,MME-POOL-WEST,48.5,72.1,8898,270,15.81,v5.0.2,nas_handler,WARNING,ERR-0400,FC-1001,S1AP,MEDIUM,1453,35,80,35,49,false,ERROR,15,18
2025-12-13 00:33:07.310286,MME-07,MME-POOL-EAST,4.7,15.0,9700,38,37.7,v4.2.1,nas_handler,WARNING,ERR-0001,FC-2002,HSS,HIGH,2353,194,33,14,47,true,WARN,22,13
2026-01-02 17:25:27.310286,MME-05,MME-POOL-WEST,7.7,20.5,5544,50,11.37,v5.0.0,s1ap_proc,WARNING,ERR-0100,FC-2001,CPU,HIGH,3158,155,40,8,67,false,INFO,16,61
2025-12-11 11:40:52.310286,MME-04,MME-POOL-CENTRAL,50.7,18.7,11916,66,28.82,v4.3.1,bearer_mgr,WARNING,ERR-0300,FC-2002,HSS,MEDIUM,2266,30,63,26,33,false,ERROR,25,55
2026-01-16 01:35:06.310286,MME-06,MME-POOL-CENTRAL,63.7,69.2,7311,96,28.79,v4.3.0,s1ap_proc,WARNING,ERR-0500,FC-2002,HSS,HIGH,1788,53,76,13,65,false,WARN,50,53
2026-02-08 18:33:18.310286,MME-03,MME-POOL-CENTRAL,15.8,71.0,2703,116,7.2,v5.0.0,mme_main,WARNING,ERR-0500,FC-4001,BEARER,MEDIUM,3384,60,71,49,18,false,WARN,7,34
2026-02-10 14:44:51.310286,MME-03,MME-POOL-EAST,78.5,94.0,1168,155,5.62,v4.3.1,s1ap_proc,WARNING,ERR-0500,FC-1001,S1AP,MEDIUM,1250,38,55,39,21,true,WARN,8,18
2026-01-07 11:22:47.310286,MME-07,MME-POOL-CENTRAL,27.2,27.4,14286,137,19.33,v4.3.1,hss_client,WARNING,ERR-0200,FC-5001,S6A,MEDIUM,3155,150,24,10,47,false,WARN,28,29
2026-02-05 16:15:26.310286,MME-03,MME-POOL-EAST,41.7,77.6,10276,205,9.19,v4.2.1,nas_handler,ERROR,ERR-0300,FC-2002,HSS,HIGH,1293,117,66,34,77,false,WARN,19,63
2026-02-10 15:14:08.310286,MME-03,MME-POOL-CENTRAL,85.6,95.6,1633,124,5.99,v4.2.1,paging_mgr,WARNING,ERR-0300,FC-2002,HSS,HIGH,3678,170,42,10,44,false,ERROR,25,6
2026-01-16 03:31:01.310286,MME-06,MME-POOL-EAST,52.0,51.7,4950,210,21.37,v4.3.0,hss_client,ERROR,ERR-0002,FC-2002,HSS,MEDIUM,4696,173,93,10,50,false,ERROR,24,11
2026-02-13 20:48:35.310286,MME-06,MME-POOL-WEST,52.1,72.8,9073,229,55.83,v4.2.1,bearer_mgr,ERROR,ERR-0400,FC-1002,MEMORY,LOW,2673,66,75,48,56,false,INFO,46,33
